LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738263925.813772,190433,27886,1,HR,1,100,50.51
1738263926.733808,191353,28038,1,HR,1,100,53.78
1738263927.536840,192156,28172,1,HR,1,100,58.70
1738263927.986857,192606,28240,1,HR,1,100,75.29
1738263932.570038,197189,28996,1,HR,1,100,61.48
1738263933.693082,198312,29197,1,HR,1,100,59.72
1738263940.866364,205485,30371,1,HR,1,100,48.32
1738263942.089412,206708,30572,1,HR,1,100,48.51
1738263943.029449,207648,30724,1,HR,1,100,51.92
1738263945.522547,210141,31131,1,HR,1,100,45.76
1738263946.745595,211364,31332,1,HR,1,100,46.61
1738263946.989605,211608,31366,1,HR,1,100,89.59
1738263947.262615,211881,31418,1,HR,1,100,119.06
1738263947.515625,212134,31453,1,HR,1,100,145.94
1738263947.705633,212324,31488,1,HR,1,100,183.68
1738263949.758713,214377,31839,1,HR,1,100,149.40
1738263949.968722,214587,31880,1,HR,1,100,179.69
1738263950.402739,215021,31951,1,HR,1,100,170.77
1738263950.888758,215507,32035,1,HR,1,100,160.60
1738263954.848914,219467,32684,1,HR,1,100,128.29
1738263955.674946,220293,32826,1,HR,1,100,116.04
1738263957.522019,222140,33126,1,HR,1,100,97.50
1738263958.195045,222813,33227,1,HR,1,100,95.73
1738263958.652063,223270,33311,1,HR,1,100,103.45
1738263959.838110,224456,33512,1,HR,1,100,91.76
1738263962.521215,227139,33937,1,HR,1,100,76.36
1738263963.155240,227773,34039,1,HR,1,100,80.55
1738263963.688261,228306,34140,1,HR,1,100,87.81
1738263964.425290,229043,34259,1,HR,1,100,86.56
1738263965.324326,229942,34414,1,HR,1,100,82.31
1738263965.841346,230459,34499,1,HR,1,100,89.66
1738263967.114396,231732,34700,1,HR,1,100,80.32
1738263971.017549,235635,35341,1,HR,1,100,65.89
1738263972.834621,237452,35641,1,HR,1,100,58.66
1738263977.803816,242421,36445,1,HR,1,100,48.32
1738263980.213911,244831,36844,1,HR,1,100,43.16
1738263984.777090,249394,37583,1,HR,1,100,36.50
1738263985.704127,250321,37736,1,HR,1,100,42.73
1738263985.780130,250397,37755,1,HR,1,100,223.72
1738263986.223147,250840,37827,1,HR,1,100,204.31
1738263994.013453,258630,39095,1,HR,1,100,160.62
1738263996.846565,261463,39569,1,HR,1,100,129.66
1738263998.735639,263352,39870,1,HR,1,100,107.93
1738263999.592673,264209,40021,1,HR,1,100,99.63
1738264001.622753,266239,40345,1,HR,1,100,84.09
1738264003.818839,268435,40711,1,HR,1,100,71.49
1738264004.528867,269145,40830,1,HR,1,100,74.65
1738264005.525906,270142,40982,1,HR,1,100,71.53
1738264007.725993,272342,41353,1,HR,1,100,61.72
1738264009.699070,274315,41670,1,HR,1,100,54.81
1738264010.512102,275128,41806,1,HR,1,100,59.09
1738264011.442139,276058,41957,1,HR,1,100,60.30
1738264012.118165,276734,42066,1,HR,1,100,66.80
1738264012.615185,277231,42151,1,HR,1,100,78.62
1738264013.695227,278311,42335,1,HR,1,100,73.61
1738264016.895353,281511,42858,1,HR,1,100,61.45
1738264018.484416,283100,43109,1,HR,1,100,56.23
1738264019.258446,283874,43243,1,HR,1,100,61.05
1738264019.925472,284541,43361,1,HR,1,100,67.38
1738264020.578498,285194,43465,1,HR,1,100,72.92
1738264021.298526,285914,43582,1,HR,1,100,75.50
1738264028.317802,292933,44724,1,HR,1,100,60.63
1738264029.780860,294396,44975,1,HR,1,100,56.35
1738264030.603892,295219,45111,1,HR,1,100,60.09
1738264031.110912,295726,45196,1,HR,1,100,73.40
1738264031.520928,296136,45264,1,HR,1,100,89.61
1738264031.807940,296423,45316,1,HR,1,100,115.68
1738264035.724093,300339,45956,1,HR,1,100,93.39
1738264036.570127,301185,46090,1,HR,1,100,88.51
1738264036.707132,301322,46107,1,HR,1,100,164.08
1738264037.274154,301889,46198,1,HR,1,100,151.43
1738264037.730172,302345,46283,1,HR,1,100,146.76
1738264039.960260,304575,46649,1,HR,1,100,120.15
1738264041.003301,305618,46819,1,HR,1,100,106.40
1738264042.083344,306698,47004,1,HR,1,100,95.10
1738264042.980379,307595,47144,1,HR,1,100,88.95
1738264043.330393,307945,47213,1,HR,1,100,107.28
1738264044.243428,308858,47347,1,HR,1,100,98.09
1738264044.929455,309544,47464,1,HR,1,100,95.90
1738264045.859492,310474,47618,1,HR,1,100,88.92
1738264046.603521,311218,47752,1,HR,1,100,87.43
1738264048.153582,312768,48006,1,HR,1,100,76.60
1738264049.659641,314274,48240,1,HR,1,100,68.47
1738264053.515793,318130,48881,1,HR,1,100,56.73
1738264056.252901,320867,49332,1,HR,1,100,49.03
1738264057.855964,322470,49588,1,HR,1,100,46.47
1738264061.433104,326047,50173,1,HR,1,100,39.87
1738264063.662192,328276,50544,1,HR,1,100,37.05
1738264067.238333,331852,51128,1,HR,1,100,32.56
1738264068.055365,332669,51268,1,HR,1,100,41.79
1738264071.968518,336582,51901,1,HR,1,100,35.92
1738264074.628623,339242,52339,1,HR,1,100,32.99
1738264076.044679,340658,52576,1,HR,1,100,35.11
1738264078.840789,343454,53031,1,HR,1,100,32.11
1738264080.554856,345168,53316,1,HR,1,100,32.77
1738264081.737903,346351,53517,1,HR,1,100,36.88
1738264082.983952,347597,53717,1,HR,1,100,39.44
1738264083.887987,348501,53857,1,HR,1,100,45.49
1738264087.694137,352307,54491,1,HR,1,100,38.90
1738264088.221158,352834,54576,1,HR,1,100,55.90
1738264091.130272,355743,55050,1,HR,1,100,48.07
1738264091.867301,356480,55167,1,HR,1,100,55.65
1738264093.917382,358530,55506,1,HR,1,100,49.82
1738264095.196432,359809,55724,1,HR,1,100,49.25
1738264098.193550,362806,56208,1,HR,1,100,42.78
1738264101.319673,365932,56730,1,HR,1,100,37.56
1738264107.569918,372182,57749,1,HR,1,100,31.36
1738264108.382950,372995,57884,1,HR,1,100,40.85
1738264110.989053,375601,58308,1,HR,1,100,36.92
1738264113.479151,378091,58708,1,HR,1,100,34.09
1738264114.312183,378924,58848,1,HR,1,100,42.58
1738264115.162217,379774,58998,1,HR,1,100,48.99
1738264115.975249,380587,59135,1,HR,1,100,54.57
1738264117.602313,382214,59402,1,HR,1,100,50.67
1738264118.905364,383517,59603,1,HR,1,100,49.67
1738264119.025369,383637,59638,1,HR,1,100,149.75
1738264119.918404,384530,59778,1,HR,1,100,131.62
1738264121.578469,386190,60047,1,HR,1,100,110.40
1738264123.901560,388513,60431,1,HR,1,100,91.64
1738264124.478583,389090,60521,1,HR,1,100,94.67
1738264126.304655,390916,60822,1,HR,1,100,80.96
1738264126.784674,391396,60908,1,HR,1,100,91.33
1738264127.768713,392380,61076,1,HR,1,100,84.64
1738264128.131727,392743,61127,1,HR,1,100,102.87
1738264130.951838,395563,61599,1,HR,1,100,84.76
1738264131.037841,395649,61618,1,HR,1,100,232.59
1738264131.307852,395919,61653,1,HR,1,100,230.29
1738264131.437857,396049,61688,1,HR,1,100,281.68
