LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1738263924.315713,188935.000,27637,1,EA,1,100,0.030046
1738263924.382716,189002.000,27655,2,EA,1,100,0.030046
1738263924.449718,189069.000,27655,2,EA,1,100,0.030046
1738263924.515721,189135.000,27672,1,EA,1,100,0.030046
1738263924.582724,189202.000,27689,2,EA,1,100,0.030046
1738263924.649726,189269.000,27689,2,EA,1,100,0.030046
1738263924.715729,189335.000,27706,1,EA,1,100,0.030046
1738263924.782732,189402.000,27721,2,EA,1,100,0.030046
1738263924.849734,189469.000,27721,2,EA,1,100,0.030046
1738263924.915737,189535.000,27738,1,EA,1,100,0.030046
1738263924.982739,189602.000,27755,2,EA,1,100,0.030046
1738263925.049742,189669.000,27755,2,EA,1,100,0.030046
1738263925.115745,189735.000,27772,1,EA,1,100,0.030046
1738263925.182247,189801.500,27787,2,EA,1,100,0.030046
1738263925.248750,189868.000,27787,2,EA,1,100,0.030046
1738263925.315753,189935.000,27805,1,EA,1,100,0.030046
1738263925.382255,190001.500,27823,2,EA,1,100,0.030046
1738263925.448758,190068.000,27823,2,EA,1,100,0.030045
1738263925.515760,190135.000,27840,1,EA,1,100,0.030046
1738263925.582263,190201.500,27856,2,EA,1,100,0.030045
1738263925.648766,190268.000,27856,2,EA,1,100,0.030045
1738263925.715768,190335.000,27873,1,EA,1,100,0.030046
1738263925.782271,190401.500,27891,2,EA,1,100,0.030046
1738263925.848773,190468.000,27891,2,EA,1,100,0.030045
1738263925.915776,190535.000,27908,1,EA,1,100,0.030045
1738263925.982279,190601.500,27925,2,EA,1,100,0.030045
1738263926.048781,190668.000,27925,2,EA,1,100,0.030045
1738263926.115784,190735.000,27941,1,EA,1,100,0.030045
1738263926.182287,190801.500,27957,2,EA,1,100,0.030045
1738263926.248789,190868.000,27957,2,EA,1,100,0.030045
1738263926.315792,190935.000,27975,1,EA,1,100,0.030045
1738263926.382294,191001.500,27991,2,EA,1,100,0.030045
1738263926.448797,191068.000,27991,2,EA,1,100,0.030045
1738263926.515800,191135.000,28007,2,EA,1,100,0.030045
1738263926.582802,191202.000,28007,2,EA,1,100,0.030045
1738263926.648805,191268.000,28024,1,EA,1,100,0.030045
1738263926.715807,191335.000,28043,2,EA,1,100,0.030045
1738263926.782810,191402.000,28043,2,EA,1,100,0.030045
1738263926.848813,191468.000,28059,1,EA,1,100,0.030045
1738263926.915815,191535.000,28076,2,EA,1,100,0.030045
1738263926.982818,191602.000,28076,2,EA,1,100,0.030045
1738263927.048820,191668.000,28092,1,EA,1,100,0.030045
1738263927.115823,191735.000,28109,2,EA,1,100,0.030045
1738263927.182826,191802.000,28109,2,EA,1,100,0.030045
1738263927.248828,191868.000,28125,1,EA,1,100,0.030045
1738263927.315831,191935.000,28142,2,EA,1,100,0.030045
1738263927.382834,192002.000,28142,2,EA,1,100,0.030045
1738263927.448836,192068.000,28158,1,EA,1,100,0.030045
1738263927.515839,192135.000,28177,2,EA,1,100,0.030045
1738263927.582842,192202.000,28177,2,EA,1,100,0.030045
1738263927.648844,192268.000,28194,1,EA,1,100,0.030045
1738263927.715847,192335.000,28210,2,EA,1,100,0.030044
1738263927.782849,192402.000,28210,2,EA,1,100,0.030045
