LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738263925.813772,190433,27885,1,BI,1,100,2010
1738263926.733808,191353,28037,1,BI,1,100,920
1738263927.536840,192156,28171,1,BI,1,100,790
1738263927.986857,192606,28239,1,BI,1,100,450
1738263932.570038,197189,28995,1,BI,1,100,4560
1738263933.693082,198312,29196,1,BI,1,100,1120
1738263940.866364,205485,30370,1,BI,1,100,7130
1738263942.089412,206708,30571,1,BI,1,100,1220
1738263943.029449,207648,30723,1,BI,1,100,940
1738263945.522547,210141,31130,1,BI,1,100,2480
1738263946.745595,211364,31331,1,BI,1,100,1210
1738263946.989605,211608,31365,1,BI,1,100,250
1738263947.262615,211881,31417,1,BI,1,100,270
1738263947.515625,212134,31452,1,BI,1,100,250
1738263947.705633,212324,31487,1,BI,1,100,190
1738263949.758713,214377,31838,1,BI,1,100,2040
1738263949.968722,214587,31879,1,BI,1,100,210
1738263950.402739,215021,31950,1,BI,1,100,430
1738263950.888758,215507,32034,1,BI,1,100,480
1738263954.848914,219467,32683,1,BI,1,100,3940
1738263955.674946,220293,32825,1,BI,1,100,820
1738263957.522019,222140,33125,1,BI,1,100,1840
1738263958.195045,222813,33226,1,BI,1,100,670
1738263958.652063,223270,33310,1,BI,1,100,460
1738263959.838110,224456,33511,1,BI,1,100,1180
1738263962.521215,227139,33936,1,BI,1,100,2670
1738263963.155240,227773,34038,1,BI,1,100,630
1738263963.688261,228306,34139,1,BI,1,100,530
1738263964.425290,229043,34258,1,BI,1,100,730
1738263965.324326,229942,34413,1,BI,1,100,890
1738263965.841346,230459,34498,1,BI,1,100,520
1738263967.114396,231732,34699,1,BI,1,100,1260
1738263971.017549,235635,35340,1,BI,1,100,3890
1738263972.834621,237452,35640,1,BI,1,100,1800
1738263977.803816,242421,36444,1,BI,1,100,4950
1738263980.213911,244831,36843,1,BI,1,100,2390
1738263984.777090,249394,37582,1,BI,1,100,4540
1738263985.704127,250321,37735,1,BI,1,100,930
1738263985.780130,250397,37754,1,BI,1,100,70
1738263986.223147,250840,37826,1,BI,1,100,440
1738263994.013453,258630,39094,1,BI,1,100,7750
1738263996.846565,261463,39568,1,BI,1,100,2820
1738263998.735639,263352,39869,1,BI,1,100,1880
1738263999.592673,264209,40020,1,BI,1,100,850
1738264001.622753,266239,40344,1,BI,1,100,2020
1738264003.818839,268435,40710,1,BI,1,100,2190
1738264004.528867,269145,40829,1,BI,1,100,700
1738264005.525906,270142,40981,1,BI,1,100,990
1738264007.725993,272342,41352,1,BI,1,100,2190
1738264009.699070,274315,41669,1,BI,1,100,1960
1738264010.512102,275128,41805,1,BI,1,100,810
1738264011.442139,276058,41956,1,BI,1,100,930
1738264012.118165,276734,42065,1,BI,1,100,670
1738264012.615185,277231,42150,1,BI,1,100,500
1738264013.695227,278311,42334,1,BI,1,100,1070
1738264016.895353,281511,42857,1,BI,1,100,3180
1738264018.484416,283100,43108,1,BI,1,100,1580
1738264019.258446,283874,43242,1,BI,1,100,770
1738264019.925472,284541,43360,1,BI,1,100,670
1738264020.578498,285194,43464,1,BI,1,100,650
1738264021.298526,285914,43581,1,BI,1,100,710
1738264028.317802,292933,44723,1,BI,1,100,6990
1738264029.780860,294396,44974,1,BI,1,100,1450
1738264030.603892,295219,45110,1,BI,1,100,820
1738264031.110912,295726,45195,1,BI,1,100,500
1738264031.520928,296136,45263,1,BI,1,100,410
1738264031.807940,296423,45315,1,BI,1,100,290
1738264035.724093,300339,45955,1,BI,1,100,3900
1738264036.570127,301185,46089,1,BI,1,100,840
1738264036.707132,301322,46106,1,BI,1,100,140
1738264037.274154,301889,46197,1,BI,1,100,560
1738264037.730172,302345,46282,1,BI,1,100,460
1738264039.960260,304575,46648,1,BI,1,100,2220
1738264041.003301,305618,46818,1,BI,1,100,1030
1738264042.083344,306698,47003,1,BI,1,100,1080
1738264042.980379,307595,47143,1,BI,1,100,890
1738264043.330393,307945,47212,1,BI,1,100,350
1738264044.243428,308858,47346,1,BI,1,100,910
1738264044.929455,309544,47463,1,BI,1,100,680
1738264045.859492,310474,47617,1,BI,1,100,930
1738264046.603521,311218,47751,1,BI,1,100,730
1738264048.153582,312768,48005,1,BI,1,100,1550
1738264049.659641,314274,48239,1,BI,1,100,1500
1738264053.515793,318130,48880,1,BI,1,100,3830
1738264056.252901,320867,49331,1,BI,1,100,2720
1738264057.855964,322470,49587,1,BI,1,100,1600
1738264061.433104,326047,50172,1,BI,1,100,3570
1738264063.662192,328276,50543,1,BI,1,100,2210
1738264067.238333,331852,51127,1,BI,1,100,3560
1738264068.055365,332669,51267,1,BI,1,100,810
1738264071.968518,336582,51900,1,BI,1,100,3900
1738264074.628623,339242,52338,1,BI,1,100,2640
1738264076.044679,340658,52575,1,BI,1,100,1410
1738264078.840789,343454,53030,1,BI,1,100,2780
1738264080.554856,345168,53315,1,BI,1,100,1710
1738264081.737903,346351,53516,1,BI,1,100,1170
1738264082.983952,347597,53716,1,BI,1,100,1240
1738264083.887987,348501,53856,1,BI,1,100,900
1738264087.694137,352307,54490,1,BI,1,100,3790
1738264088.221158,352834,54575,1,BI,1,100,520
1738264091.130272,355743,55049,1,BI,1,100,2900
1738264091.867301,356480,55166,1,BI,1,100,730
1738264093.917382,358530,55505,1,BI,1,100,2040
1738264095.196432,359809,55723,1,BI,1,100,1270
1738264098.193550,362806,56207,1,BI,1,100,2980
1738264101.319673,365932,56729,1,BI,1,100,3110
1738264107.569918,372182,57748,1,BI,1,100,6220
1738264108.382950,372995,57883,1,BI,1,100,810
1738264110.989053,375601,58307,1,BI,1,100,2590
1738264113.479151,378091,58707,1,BI,1,100,2480
1738264114.312183,378924,58847,1,BI,1,100,830
1738264115.162217,379774,58997,1,BI,1,100,840
1738264115.975249,380587,59134,1,BI,1,100,810
1738264117.602313,382214,59401,1,BI,1,100,1620
1738264118.905364,383517,59602,1,BI,1,100,1300
1738264119.025369,383637,59637,1,BI,1,100,120
1738264119.918404,384530,59777,1,BI,1,100,880
1738264121.578469,386190,60046,1,BI,1,100,1660
1738264123.901560,388513,60430,1,BI,1,100,2310
1738264124.478583,389090,60520,1,BI,1,100,570
1738264126.304655,390916,60821,1,BI,1,100,1820
1738264126.784674,391396,60907,1,BI,1,100,470
1738264127.768713,392380,61075,1,BI,1,100,980
1738264128.131727,392743,61126,1,BI,1,100,360
1738264130.951838,395563,61598,1,BI,1,100,2810
1738264131.037841,395649,61617,1,BI,1,100,80
1738264131.307852,395919,61652,1,BI,1,100,270
1738264131.437857,396049,61687,1,BI,1,100,130
1738264133.857952,398469,62087,1,BI,1,100,2410
1738264140.174200,404785,63113,1,BI,1,100,6280
1738264142.390287,407001,63482,1,BI,1,100,2210
1738264143.224320,407835,63616,1,BI,1,100,830
1738264144.134356,408745,63768,1,BI,1,100,900
1738264144.817383,409428,63874,1,BI,1,100,680
1738264146.633454,411244,64176,1,BI,1,100,1810
1738264148.030509,412641,64411,1,BI,1,100,1390
1738264148.997547,413608,64561,1,BI,1,100,960
1738264150.916623,415527,64869,1,BI,1,100,1910
1738264152.293677,416904,65103,1,BI,1,100,1370
1738264152.903701,417514,65204,1,BI,1,100,600
1738264155.869817,420480,158,1,BI,1,100,2960
1738264156.609846,421220,276,1,BI,1,100,730
1738264157.515882,422126,427,1,BI,1,100,900
1738264158.922937,423533,661,1,BI,1,100,1400
1738264164.353151,428963,1565,1,BI,1,100,5400
1738264165.542197,430152,1756,1,BI,1,100,1190
1738264166.156222,430766,1857,1,BI,1,100,610
1738264168.059297,432669,2175,1,BI,1,100,1890
1738264169.339347,433949,2392,1,BI,1,100,1270
1738264179.914763,444524,4114,1,BI,1,100,10520
1738264182.984883,447594,4638,1,BI,1,100,3060
1738264187.538062,452147,5376,1,BI,1,100,4530
1738264190.621184,455230,5877,1,BI,1,100,3060
1738264193.154283,457763,6280,1,BI,1,100,2520
1738264193.707305,458316,6381,1,BI,1,100,550
1738264194.690344,459299,6549,1,BI,1,100,980
1738264195.670382,460279,6702,1,BI,1,100,970
1738264196.407411,461016,6827,1,BI,1,100,740
1738264197.160441,461769,6961,1,BI,1,100,750
1738264200.453570,465062,7496,1,BI,1,100,3270
1738264202.020632,466629,7768,1,BI,1,100,1560
1738264203.160677,467769,7952,1,BI,1,100,1130
1738264204.776740,469385,8219,1,BI,1,100,1610
1738264205.420765,470029,8323,1,BI,1,100,640
1738264207.713856,472322,8694,1,BI,1,100,2280
1738264211.856019,476464,9383,1,BI,1,100,4120
1738264211.970023,476578,9400,1,BI,1,100,120
1738264216.546203,481154,10140,1,BI,1,100,4550
1738264219.736328,484344,10673,1,BI,1,100,3170
1738264220.169345,484777,10741,1,BI,1,100,430
1738264223.179464,487787,11247,1,BI,1,100,3000
1738264223.735486,488343,11331,1,BI,1,100,550
1738264224.675523,489283,11482,1,BI,1,100,940
1738264226.155581,490763,11735,1,BI,1,100,1470
1738264226.672601,491280,11824,1,BI,1,100,510
1738264227.435631,492043,11960,1,BI,1,100,760
1738264230.048734,494656,12376,1,BI,1,100,2600
1738264231.395787,496003,12611,1,BI,1,100,1340
1738264237.748037,502355,13652,1,BI,1,100,6320
1738264238.512067,503119,13787,1,BI,1,100,760
1738264240.505145,505112,14106,1,BI,1,100,1980
1738264241.278175,505885,14240,1,BI,1,100,770
1738264241.844198,506451,14325,1,BI,1,100,560
1738264242.664230,507271,14467,1,BI,1,100,820
1738264242.928240,507535,14501,1,BI,1,100,260
1738264244.564305,509171,14768,1,BI,1,100,1630
1738264248.647465,513254,15457,1,BI,1,100,4060
1738264249.730508,514337,15624,1,BI,1,100,1080
1738264251.633583,516240,15943,1,BI,1,100,1890
1738264257.800825,522407,16952,1,BI,1,100,6130
1738264262.046992,526653,17652,1,BI,1,100,4230
1738264265.290119,529896,18173,1,BI,1,100,3220
1738264265.850142,530456,18276,1,BI,1,100,560
1738264268.550248,533156,18714,1,BI,1,100,2690
1738264284.588878,549194,21355,1,BI,1,100,15950
1738264292.651195,557256,22676,1,BI,1,100,8020
1738264304.957679,569562,24701,1,BI,1,100,12240
1738264324.093431,588697,27846,1,BI,1,100,19030
1738264324.809460,589413,27964,1,BI,1,100,710
1738264335.621885,600225,29739,1,BI,1,100,10760
1738264342.345149,606948,30842,1,BI,1,100,6690
