LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738263924.375715,188995.000,27657,1,T1,1,100,29.049
1738263924.508721,189128.000,27674,1,T1,1,100,29.057
1738263924.642726,189262.000,27691,1,T1,1,100,29.131
1738263924.775731,189395.000,27723,1,T1,1,100,29.092
1738263924.908736,189528.000,27740,1,T1,1,100,29.040
1738263925.042742,189662.000,27757,1,T1,1,100,29.017
1738263925.175747,189795.000,27789,1,T1,1,100,29.078
1738263925.308752,189928.000,27807,1,T1,1,100,29.176
1738263925.442757,190062.000,27825,1,T1,1,100,29.076
1738263925.575763,190195.000,27858,1,T1,1,100,29.175
1738263925.708768,190328.000,27875,1,T1,1,100,29.217
1738263925.842773,190462.000,27893,1,T1,1,100,29.165
1738263925.975778,190595.000,27910,1,T1,1,100,29.071
1738263926.108784,190728.000,27943,1,T1,1,100,29.066
1738263926.242789,190862.000,27959,1,T1,1,100,29.100
1738263926.375794,190995.000,27977,1,T1,1,100,29.114
1738263926.508799,191128.000,28009,1,T1,1,100,29.049
1738263926.642805,191262.000,28026,1,T1,1,100,29.092
1738263926.775810,191395.000,28045,1,T1,1,100,29.182
1738263926.908815,191528.000,28078,1,T1,1,100,29.150
1738263927.042820,191662.000,28094,1,T1,1,100,29.100
1738263927.175826,191795.000,28111,1,T1,1,100,29.221
1738263927.308831,191928.000,28144,1,T1,1,100,29.202
1738263927.441836,192061.000,28160,1,T1,1,100,29.087
1738263927.575841,192195.000,28179,1,T1,1,100,29.109
1738263927.708847,192328.000,28212,1,T1,1,100,29.082
1738263927.841852,192461.000,28228,1,T1,1,100,29.178
1738263927.975857,192595.000,28248,1,T1,1,100,29.112
1738263928.108862,192728.000,28280,1,T1,1,100,29.190
1738263928.241868,192861.000,28296,1,T1,1,100,29.189
1738263928.375873,192995.000,28314,1,T1,1,100,29.117
1738263928.508878,193128.000,28330,1,T1,1,100,29.157
1738263928.641883,193261.000,28363,1,T1,1,100,29.174
1738263928.775888,193395.000,28380,1,T1,1,100,29.182
1738263928.908894,193528.000,28396,1,T1,1,100,29.185
1738263929.041899,193661.000,28429,1,T1,1,100,29.186
1738263929.175904,193795.000,28446,1,T1,1,100,29.222
1738263929.308909,193928.000,28463,1,T1,1,100,29.132
1738263929.441915,194061.000,28502,1,T1,1,100,29.128
1738263929.575920,194195.000,28519,1,T1,1,100,29.055
1738263929.708925,194328.000,28536,1,T1,1,100,29.201
1738263929.841930,194461.000,28568,1,T1,1,100,29.087
1738263929.975936,194595.000,28586,1,T1,1,100,29.073
1738263930.108941,194728.000,28602,1,T1,1,100,29.173
1738263930.241946,194861.000,28635,1,T1,1,100,29.288
1738263930.375951,194995.000,28654,1,T1,1,100,29.302
1738263930.508957,195128.000,28670,1,T1,1,100,29.343
1738263930.641962,195261.000,28687,1,T1,1,100,29.290
1738263930.774967,195394.000,28720,1,T1,1,100,29.267
1738263930.908972,195528.000,28736,1,T1,1,100,29.222
1738263931.041978,195661.000,28754,1,T1,1,100,29.096
1738263931.174983,195794.000,28786,1,T1,1,100,29.183
1738263931.308988,195928.000,28803,1,T1,1,100,29.186
1738263931.441993,196061.000,28820,1,T1,1,100,29.187
1738263931.574999,196194.000,28853,1,T1,1,100,29.152
1738263931.709004,196328.000,28869,1,T1,1,100,29.207
1738263931.842009,196461.000,28886,1,T1,1,100,29.125
1738263931.975014,196594.000,28919,1,T1,1,100,29.125
1738263932.109020,196728.000,28935,1,T1,1,100,29.125
1738263932.242025,196861.000,28952,1,T1,1,100,29.196
1738263932.375030,196994.000,28985,1,T1,1,100,29.191
