LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738263925.281751,189901.000,27817,1,BV,1,100,3.81
1738263930.281948,194901.000,28645,1,BV,1,100,3.82
1738263935.281144,199900.000,29469,1,BV,1,100,3.82
1738263940.281341,204900.000,30285,1,BV,1,100,3.82
1738263945.280537,209899.000,31111,1,BV,1,100,3.82
1738263950.280734,214899.000,31947,1,BV,1,100,3.82
1738263955.279931,219898.000,32773,1,BV,1,100,3.82
1738263960.280127,224898.000,33586,1,BV,1,100,3.82
1738263965.279324,229897.000,34407,1,BV,1,100,3.81
1738263970.279520,234897.000,35231,1,BV,1,100,3.82
1738263975.278717,239896.000,36056,1,BV,1,100,3.81
1738263980.278913,244896.000,36861,1,BV,1,100,3.81
1738263985.278110,249895.000,37684,1,BV,1,100,3.82
1738263990.278307,254895.000,38507,1,BV,1,100,3.81
1738263995.277503,259894.000,39329,1,BV,1,100,3.82
1738264000.277700,264894.000,40137,1,BV,1,100,3.81
1738264005.276896,269893.000,40963,1,BV,1,100,3.81
1738264010.277093,274893.000,41786,1,BV,1,100,3.81
1738264015.276289,279892.000,42600,1,BV,1,100,3.82
1738264020.276486,284892.000,43428,1,BV,1,100,3.82
1738264025.275683,289891.000,44252,1,BV,1,100,3.81
1738264030.275879,294891.000,45058,1,BV,1,100,3.82
1738264035.275076,299890.000,45884,1,BV,1,100,3.82
1738264040.275272,304890.000,46717,1,BV,1,100,3.82
1738264045.274469,309889.000,47548,1,BV,1,100,3.82
1738264050.274666,314889.000,48356,1,BV,1,100,3.81
1738264055.273862,319888.000,49181,1,BV,1,100,3.81
1738264060.274059,324888.000,50003,1,BV,1,100,3.81
1738264065.273255,329887.000,50827,1,BV,1,100,3.81
1738264070.273452,334887.000,51650,1,BV,1,100,3.81
1738264075.272648,339886.000,52455,1,BV,1,100,3.81
1738264080.272845,344886.000,53280,1,BV,1,100,3.81
1738264085.272042,349885.000,54107,1,BV,1,100,3.81
1738264090.272238,354885.000,54930,1,BV,1,100,3.81
1738264095.271435,359884.000,55757,1,BV,1,100,3.81
1738264100.271631,364884.000,56560,1,BV,1,100,3.82
1738264105.270828,369883.000,57383,1,BV,1,100,3.81
1738264110.271024,374883.000,58205,1,BV,1,100,3.81
1738264115.270221,379882.000,59033,1,BV,1,100,3.81
1738264120.270418,384882.000,59845,1,BV,1,100,3.81
1738264125.269614,389881.000,60669,1,BV,1,100,3.81
1738264130.269811,394881.000,61497,1,BV,1,100,3.81
1738264135.269007,399880.000,62327,1,BV,1,100,3.82
1738264140.269204,404880.000,63149,1,BV,1,100,3.81
1738264145.268400,409879.000,63958,1,BV,1,100,3.81
1738264150.268597,414879.000,64784,1,BV,1,100,3.81
1738264155.267794,419878.000,72,1,BV,1,100,3.81
1738264160.267990,424878.000,917,1,BV,1,100,3.81
1738264165.267187,429877.000,1737,1,BV,1,100,3.82
1738264170.267383,434877.000,2559,1,BV,1,100,3.81
1738264175.266580,439876.000,3379,1,BV,1,100,3.82
1738264180.266777,444876.000,4199,1,BV,1,100,3.81
1738264185.265973,449875.000,5021,1,BV,1,100,3.81
1738264190.266170,454875.000,5841,1,BV,1,100,3.81
1738264195.265366,459874.000,6650,1,BV,1,100,3.81
1738264200.265563,464874.000,7476,1,BV,1,100,3.81
1738264205.264759,469873.000,8320,1,BV,1,100,3.81
1738264210.264956,474873.000,9127,1,BV,1,100,3.81
1738264215.264153,479872.000,9948,1,BV,1,100,3.81
1738264220.264349,484872.000,10775,1,BV,1,100,3.81
1738264225.263546,489871.000,11601,1,BV,1,100,3.81
1738264230.263742,494871.000,12426,1,BV,1,100,3.81
1738264235.262939,499870.000,13264,1,BV,1,100,3.81
1738264240.263135,504870.000,14087,1,BV,1,100,3.80
1738264245.262332,509869.000,14901,1,BV,1,100,3.80
1738264250.262529,514869.000,15725,1,BV,1,100,3.81
1738264255.261725,519868.000,16563,1,BV,1,100,3.80
1738264260.261922,524868.000,17367,1,BV,1,100,3.81
1738264265.261118,529867.000,18192,1,BV,1,100,3.80
1738264270.261315,534867.000,19014,1,BV,1,100,3.81
1738264275.260511,539866.000,19832,1,BV,1,100,3.81
1738264280.260708,544866.000,20652,1,BV,1,100,3.81
1738264285.259905,549865.000,21472,1,BV,1,100,3.81
1738264290.260101,554865.000,22292,1,BV,1,100,3.80
1738264295.259298,559864.000,23112,1,BV,1,100,3.80
1738264300.259494,564864.000,23932,1,BV,1,100,3.81
1738264305.258691,569863.000,24770,1,BV,1,100,3.80
1738264310.258888,574863.000,25588,1,BV,1,100,3.80
1738264315.258084,579862.000,26406,1,BV,1,100,3.80
1738264320.258281,584862.000,27225,1,BV,1,100,3.81
1738264325.257477,589861.000,28065,1,BV,1,100,3.81
1738264330.257674,594861.000,28868,1,BV,1,100,3.80
1738264335.256870,599860.000,29686,1,BV,1,100,3.81
1738264340.257067,604860.000,30508,1,BV,1,100,3.81
1738264345.256263,609859.000,31346,1,BV,1,100,3.81
1738264350.256460,614859.000,32148,1,BV,1,100,3.81
1738264355.255657,619858.000,32950,1,BV,1,100,3.80
1738264360.255853,624858.000,33776,1,BV,1,100,3.81
1738264365.255050,629857.000,34579,1,BV,1,100,3.80
1738264370.255246,634857.000,35398,1,BV,1,100,3.80
1738264375.254443,639856.000,36219,1,BV,1,100,3.80
1738264380.254640,644856.000,37021,1,BV,1,100,3.80
1738264385.253836,649855.000,37842,1,BV,1,100,3.80
1738264390.254033,654855.000,38659,1,BV,1,100,3.80
1738264395.253229,659854.000,39480,1,BV,1,100,3.80
1738264400.253426,664854.000,40302,1,BV,1,100,3.80
1738264405.252622,669853.000,41122,1,BV,1,100,3.80
1738264410.252819,674853.000,41946,1,BV,1,100,3.80
1738264415.252016,679852.000,42748,1,BV,1,100,3.80
1738264420.252212,684852.000,43570,1,BV,1,100,3.80
1738264425.251409,689851.000,44394,1,BV,1,100,3.80
1738264430.251605,694851.000,45215,1,BV,1,100,3.80
1738264435.250802,699850.000,46023,1,BV,1,100,3.80
1738264440.250998,704850.000,46846,1,BV,1,100,3.80
1738264445.250195,709849.000,47651,1,BV,1,100,3.80
1738264450.250392,714849.000,48473,1,BV,1,100,3.80
1738264455.249588,719848.000,49293,1,BV,1,100,3.80
1738264460.249785,724848.000,50111,1,BV,1,100,3.80
1738264465.248981,729847.000,50917,1,BV,1,100,3.80
1738264470.249178,734847.000,51737,1,BV,1,100,3.80
1738264475.248374,739846.000,52556,1,BV,1,100,3.80
1738264480.248571,744846.000,53377,1,BV,1,100,3.80
1738264485.247768,749845.000,54198,1,BV,1,100,3.80
1738264490.247964,754845.000,55000,1,BV,1,100,3.80
1738264495.247161,759844.000,55825,1,BV,1,100,3.80
1738264500.247357,764844.000,56643,1,BV,1,100,3.80
1738264505.246554,769843.000,57453,1,BV,1,100,3.80
1738264510.246751,774843.000,58279,1,BV,1,100,3.80
1738264515.245947,779842.000,59107,1,BV,1,100,3.80
1738264520.246144,784842.000,59932,1,BV,1,100,3.80
1738264525.245340,789841.000,60740,1,BV,1,100,3.80
1738264530.245537,794841.000,61570,1,BV,1,100,3.80
1738264535.244733,799840.000,62396,1,BV,1,100,3.80
1738264540.244930,804840.000,63220,1,BV,1,100,3.80
1738264545.244127,809839.000,64027,1,BV,1,100,3.80
1738264550.244323,814839.000,64848,1,BV,1,100,3.80
1738264555.243520,819838.000,137,1,BV,1,100,3.80
1738264560.243716,824838.000,958,1,BV,1,100,3.80
1738264565.242913,829837.000,1787,1,BV,1,100,3.79
1738264570.243109,834837.000,2613,1,BV,1,100,3.80
1738264575.242306,839836.000,3433,1,BV,1,100,3.80
1738264580.242503,844836.000,4260,1,BV,1,100,3.80
1738264585.241699,849835.000,5090,1,BV,1,100,3.79
1738264590.241896,854835.000,5913,1,BV,1,100,3.80
1738264595.241092,859834.000,6734,1,BV,1,100,3.79
1738264600.241289,864834.000,7573,1,BV,1,100,3.80
1738264605.240485,869833.000,8383,1,BV,1,100,3.79
1738264610.240682,874833.000,9204,1,BV,1,100,3.79
1738264615.239879,879832.000,10030,1,BV,1,100,3.79
1738264620.240075,884832.000,10863,1,BV,1,100,3.79
1738264625.239272,889831.000,11693,1,BV,1,100,3.79
1738264630.239468,894831.000,12526,1,BV,1,100,3.79
1738264635.238665,899830.000,13355,1,BV,1,100,3.79
1738264640.238862,904830.000,14183,1,BV,1,100,3.79
1738264645.238058,909829.000,15009,1,BV,1,100,3.79
