LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738263924.317713,188937.000,27634,3,PI,1,100,158762
1738263924.317713,188937.000,27634,3,PI,1,100,158764
1738263924.317713,188937.000,27634,3,PI,1,100,158792
1738263924.327944,188947.231,27652,13,PI,1,100,158801
1738263924.338176,188957.462,27652,13,PI,1,100,158809
1738263924.348407,188967.692,27652,13,PI,1,100,158808
1738263924.358638,188977.923,27652,13,PI,1,100,158820
1738263924.368869,188988.154,27652,13,PI,1,100,158841
1738263924.379100,188998.385,27652,13,PI,1,100,158877
1738263924.389331,189008.615,27652,13,PI,1,100,158843
1738263924.399563,189018.846,27652,13,PI,1,100,158865
1738263924.409794,189029.077,27652,13,PI,1,100,158833
1738263924.420025,189039.308,27652,13,PI,1,100,158841
1738263924.430256,189049.538,27652,13,PI,1,100,158858
1738263924.440487,189059.769,27652,13,PI,1,100,158871
1738263924.450718,189070.000,27652,13,PI,1,100,158883
1738263924.460446,189079.727,27669,11,PI,1,100,158906
1738263924.470174,189089.455,27669,11,PI,1,100,158904
1738263924.479901,189099.182,27669,11,PI,1,100,158901
1738263924.489629,189108.909,27669,11,PI,1,100,158944
1738263924.499357,189118.636,27669,11,PI,1,100,158880
1738263924.509084,189128.364,27669,11,PI,1,100,158914
1738263924.518812,189138.091,27669,11,PI,1,100,158908
1738263924.528540,189147.818,27669,11,PI,1,100,158897
1738263924.538267,189157.545,27669,11,PI,1,100,158903
1738263924.547995,189167.273,27669,11,PI,1,100,158865
1738263924.557723,189177.000,27669,11,PI,1,100,158909
1738263924.568056,189187.333,27686,9,PI,1,100,158915
1738263924.578390,189197.667,27686,9,PI,1,100,158919
1738263924.588724,189208.000,27686,9,PI,1,100,158915
1738263924.599058,189218.333,27686,9,PI,1,100,158930
1738263924.609391,189228.667,27686,9,PI,1,100,158934
1738263924.619725,189239.000,27686,9,PI,1,100,158920
1738263924.630059,189249.333,27686,9,PI,1,100,158947
1738263924.640393,189259.667,27686,9,PI,1,100,158915
1738263924.650726,189270.000,27686,9,PI,1,100,158908
1738263924.660363,189279.636,27703,11,PI,1,100,158908
1738263924.670000,189289.273,27703,11,PI,1,100,158944
1738263924.679636,189298.909,27703,11,PI,1,100,158928
1738263924.689273,189308.545,27703,11,PI,1,100,158900
1738263924.698910,189318.182,27703,11,PI,1,100,158939
1738263924.708547,189327.818,27703,11,PI,1,100,158945
1738263924.718184,189337.455,27703,11,PI,1,100,158941
1738263924.727820,189347.091,27703,11,PI,1,100,158959
1738263924.737457,189356.727,27703,11,PI,1,100,158936
1738263924.747094,189366.364,27703,11,PI,1,100,158953
1738263924.756731,189376.000,27703,11,PI,1,100,158947
1738263924.767175,189386.444,27718,9,PI,1,100,158985
1738263924.777620,189396.889,27718,9,PI,1,100,158924
1738263924.788065,189407.333,27718,9,PI,1,100,158944
1738263924.798510,189417.778,27718,9,PI,1,100,158937
1738263924.808955,189428.222,27718,9,PI,1,100,158974
1738263924.819400,189438.667,27718,9,PI,1,100,158934
1738263924.829844,189449.111,27718,9,PI,1,100,158921
1738263924.840289,189459.556,27718,9,PI,1,100,158963
1738263924.850734,189470.000,27718,9,PI,1,100,158965
1738263924.860462,189479.727,27735,11,PI,1,100,158957
1738263924.870189,189489.455,27735,11,PI,1,100,158981
1738263924.879917,189499.182,27735,11,PI,1,100,158979
1738263924.889645,189508.909,27735,11,PI,1,100,158934
1738263924.899372,189518.636,27735,11,PI,1,100,158966
1738263924.909100,189528.364,27735,11,PI,1,100,158938
1738263924.918828,189538.091,27735,11,PI,1,100,158947
1738263924.928555,189547.818,27735,11,PI,1,100,158983
1738263924.938283,189557.545,27735,11,PI,1,100,158937
1738263924.948011,189567.273,27735,11,PI,1,100,158944
1738263924.957738,189577.000,27735,11,PI,1,100,158971
1738263924.968339,189587.600,27752,10,PI,1,100,158938
1738263924.978939,189598.200,27752,10,PI,1,100,158945
1738263924.989540,189608.800,27752,10,PI,1,100,158955
1738263925.000140,189619.400,27752,10,PI,1,100,158933
1738263925.010741,189630.000,27752,10,PI,1,100,158976
1738263925.021341,189640.600,27752,10,PI,1,100,158947
1738263925.031941,189651.200,27752,10,PI,1,100,158947
1738263925.042542,189661.800,27752,10,PI,1,100,158953
1738263925.053142,189672.400,27752,10,PI,1,100,158977
1738263925.063743,189683.000,27752,10,PI,1,100,158933
1738263925.073143,189692.400,27769,10,PI,1,100,158968
1738263925.082543,189701.800,27769,10,PI,1,100,158975
1738263925.091944,189711.200,27769,10,PI,1,100,158971
1738263925.101344,189720.600,27769,10,PI,1,100,158950
1738263925.110744,189730.000,27769,10,PI,1,100,158938
1738263925.120145,189739.400,27769,10,PI,1,100,158933
1738263925.129545,189748.800,27769,10,PI,1,100,158958
1738263925.138946,189758.200,27769,10,PI,1,100,158937
1738263925.148346,189767.600,27769,10,PI,1,100,158928
1738263925.157746,189777.000,27769,10,PI,1,100,158930
1738263925.168347,189787.600,27784,10,PI,1,100,158948
1738263925.178947,189798.200,27784,10,PI,1,100,158955
1738263925.189548,189808.800,27784,10,PI,1,100,158919
1738263925.200148,189819.400,27784,10,PI,1,100,158966
1738263925.210748,189830.000,27784,10,PI,1,100,158943
1738263925.221349,189840.600,27784,10,PI,1,100,158941
1738263925.231949,189851.200,27784,10,PI,1,100,158969
1738263925.242550,189861.800,27784,10,PI,1,100,158939
1738263925.253150,189872.400,27784,10,PI,1,100,158952
1738263925.263750,189883.000,27784,10,PI,1,100,158934
1738263925.273151,189892.400,27802,10,PI,1,100,158976
1738263925.282551,189901.800,27802,10,PI,1,100,158940
1738263925.291951,189911.200,27802,10,PI,1,100,158963
1738263925.301352,189920.600,27802,10,PI,1,100,158954
1738263925.310752,189930.000,27802,10,PI,1,100,159001
1738263925.320153,189939.400,27802,10,PI,1,100,158994
1738263925.329553,189948.800,27802,10,PI,1,100,158980
1738263925.338953,189958.200,27802,10,PI,1,100,158951
1738263925.348354,189967.600,27802,10,PI,1,100,158973
1738263925.357754,189977.000,27802,10,PI,1,100,158982
1738263925.368355,189987.600,27820,10,PI,1,100,159000
1738263925.378955,189998.200,27820,10,PI,1,100,159039
1738263925.389555,190008.800,27820,10,PI,1,100,158994
1738263925.400156,190019.400,27820,10,PI,1,100,158984
1738263925.410756,190030.000,27820,10,PI,1,100,158995
1738263925.421357,190040.600,27820,10,PI,1,100,158995
1738263925.431957,190051.200,27820,10,PI,1,100,158991
1738263925.442557,190061.800,27820,10,PI,1,100,158987
1738263925.453158,190072.400,27820,10,PI,1,100,158976
1738263925.463758,190083.000,27820,10,PI,1,100,158973
1738263925.473486,190092.727,27837,11,PI,1,100,159029
1738263925.483214,190102.455,27837,11,PI,1,100,158977
1738263925.492941,190112.182,27837,11,PI,1,100,159013
1738263925.502669,190121.909,27837,11,PI,1,100,158983
1738263925.512397,190131.636,27837,11,PI,1,100,159011
1738263925.522124,190141.364,27837,11,PI,1,100,159030
1738263925.531852,190151.091,27837,11,PI,1,100,159016
1738263925.541579,190160.818,27837,11,PI,1,100,158986
1738263925.551307,190170.545,27837,11,PI,1,100,158995
1738263925.561035,190180.273,27837,11,PI,1,100,158952
1738263925.570762,190190.000,27837,11,PI,1,100,158953
1738263925.581096,190200.333,27853,9,PI,1,100,158903
1738263925.591430,190210.667,27853,9,PI,1,100,158909
1738263925.601764,190221.000,27853,9,PI,1,100,158851
1738263925.612098,190231.333,27853,9,PI,1,100,158861
1738263925.622431,190241.667,27853,9,PI,1,100,158858
1738263925.632765,190252.000,27853,9,PI,1,100,158864
1738263925.643099,190262.333,27853,9,PI,1,100,158904
1738263925.653432,190272.667,27853,9,PI,1,100,158855
1738263925.663766,190283.000,27853,9,PI,1,100,158900
1738263925.673494,190292.727,27870,11,PI,1,100,158897
1738263925.683221,190302.455,27870,11,PI,1,100,158930
1738263925.692949,190312.182,27870,11,PI,1,100,158932
1738263925.702677,190321.909,27870,11,PI,1,100,158958
1738263925.712404,190331.636,27870,11,PI,1,100,158965
1738263925.722132,190341.364,27870,11,PI,1,100,158945
1738263925.731860,190351.091,27870,11,PI,1,100,158908
1738263925.741587,190360.818,27870,11,PI,1,100,158945
1738263925.751315,190370.545,27870,11,PI,1,100,158978
1738263925.761043,190380.273,27870,11,PI,1,100,158949
1738263925.770770,190390.000,27870,11,PI,1,100,158957
1738263925.781104,190400.333,27888,9,PI,1,100,158963
1738263925.791438,190410.667,27888,9,PI,1,100,158986
1738263925.801772,190421.000,27888,9,PI,1,100,158982
1738263925.812105,190431.333,27888,9,PI,1,100,158984
1738263925.822439,190441.667,27888,9,PI,1,100,158978
1738263925.832773,190452.000,27888,9,PI,1,100,158982
1738263925.843107,190462.333,27888,9,PI,1,100,158972
1738263925.853440,190472.667,27888,9,PI,1,100,158916
1738263925.863774,190483.000,27888,9,PI,1,100,158973
1738263925.873502,190492.727,27905,11,PI,1,100,158937
1738263925.883229,190502.455,27905,11,PI,1,100,158979
1738263925.892957,190512.182,27905,11,PI,1,100,158980
1738263925.902685,190521.909,27905,11,PI,1,100,158967
1738263925.912412,190531.636,27905,11,PI,1,100,158961
1738263925.922140,190541.364,27905,11,PI,1,100,159019
1738263925.931868,190551.091,27905,11,PI,1,100,158989
1738263925.941595,190560.818,27905,11,PI,1,100,159006
1738263925.951323,190570.545,27905,11,PI,1,100,158984
1738263925.961051,190580.273,27905,11,PI,1,100,158984
1738263925.970778,190590.000,27905,11,PI,1,100,159002
1738263925.981379,190600.600,27922,10,PI,1,100,159002
1738263925.991979,190611.200,27922,10,PI,1,100,158993
1738263926.002579,190621.800,27922,10,PI,1,100,158969
1738263926.013180,190632.400,27922,10,PI,1,100,158927
1738263926.023780,190643.000,27922,10,PI,1,100,158948
1738263926.034381,190653.600,27922,10,PI,1,100,158931
1738263926.044981,190664.200,27922,10,PI,1,100,158981
1738263926.055582,190674.800,27922,10,PI,1,100,158983
1738263926.066182,190685.400,27922,10,PI,1,100,158991
1738263926.076782,190696.000,27922,10,PI,1,100,159023
1738263926.087227,190706.444,27938,9,PI,1,100,158994
1738263926.097672,190716.889,27938,9,PI,1,100,158959
1738263926.108117,190727.333,27938,9,PI,1,100,158959
1738263926.118562,190737.778,27938,9,PI,1,100,158969
1738263926.129007,190748.222,27938,9,PI,1,100,158951
1738263926.139452,190758.667,27938,9,PI,1,100,158908
1738263926.149896,190769.111,27938,9,PI,1,100,158944
1738263926.160341,190779.556,27938,9,PI,1,100,158949
1738263926.170786,190790.000,27938,9,PI,1,100,158933
1738263926.180423,190799.636,27954,11,PI,1,100,158938
1738263926.190059,190809.273,27954,11,PI,1,100,158937
1738263926.199696,190818.909,27954,11,PI,1,100,158983
1738263926.209333,190828.545,27954,11,PI,1,100,158965
1738263926.218970,190838.182,27954,11,PI,1,100,158999
1738263926.228606,190847.818,27954,11,PI,1,100,159002
1738263926.238243,190857.455,27954,11,PI,1,100,158991
1738263926.247880,190867.091,27954,11,PI,1,100,158996
1738263926.257517,190876.727,27954,11,PI,1,100,158964
1738263926.267154,190886.364,27954,11,PI,1,100,159035
1738263926.276790,190896.000,27954,11,PI,1,100,158967
1738263926.287235,190906.444,27972,9,PI,1,100,158969
1738263926.297680,190916.889,27972,9,PI,1,100,159020
1738263926.308125,190927.333,27972,9,PI,1,100,159017
1738263926.318570,190937.778,27972,9,PI,1,100,159009
1738263926.329015,190948.222,27972,9,PI,1,100,158993
1738263926.339459,190958.667,27972,9,PI,1,100,159012
