LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1738263925.756770,190376.000,27884,3,MZ,1,100,-12
1738263925.796771,190416.000,27902,2,MZ,1,100,-12
1738263925.836773,190456.000,27902,2,MZ,1,100,-12
1738263925.877108,190496.333,27919,3,MZ,1,100,-13
1738263925.917443,190536.667,27919,3,MZ,1,100,-13
1738263925.957778,190577.000,27919,3,MZ,1,100,-13
1738263925.997446,190616.667,27935,3,MZ,1,100,-12
1738263926.037114,190656.333,27935,3,MZ,1,100,-12
1738263926.076782,190696.000,27935,3,MZ,1,100,-12
1738263926.116784,190736.000,27952,2,MZ,1,100,-13
1738263926.156785,190776.000,27952,2,MZ,1,100,-13
1738263926.203787,190823.000,27968,2,MZ,1,100,-13
1738263926.250789,190870.000,27968,2,MZ,1,100,-13
1738263926.290791,190910.000,27986,3,MZ,1,100,-13
1738263926.330792,190950.000,27986,3,MZ,1,100,-12
1738263926.370794,190990.000,27986,3,MZ,1,100,-11
1738263926.410795,191030.000,28001,2,MZ,1,100,-12
1738263926.450797,191070.000,28001,2,MZ,1,100,-11
1738263926.490799,191110.000,28018,3,MZ,1,100,-13
1738263926.530800,191150.000,28018,3,MZ,1,100,-12
1738263926.570802,191190.000,28018,3,MZ,1,100,-13
1738263926.610803,191230.000,28035,2,MZ,1,100,-11
1738263926.650805,191270.000,28035,2,MZ,1,100,-13
1738263926.690806,191310.000,28054,3,MZ,1,100,-13
1738263926.730808,191350.000,28054,3,MZ,1,100,-13
1738263926.770810,191390.000,28054,3,MZ,1,100,-13
1738263926.810811,191430.000,28069,2,MZ,1,100,-11
1738263926.850813,191470.000,28069,2,MZ,1,100,-12
1738263926.890814,191510.000,28087,3,MZ,1,100,-14
1738263926.930816,191550.000,28087,3,MZ,1,100,-14
1738263926.970818,191590.000,28087,3,MZ,1,100,-13
1738263927.010819,191630.000,28103,3,MZ,1,100,-12
1738263927.050821,191670.000,28103,3,MZ,1,100,-13
1738263927.090822,191710.000,28103,3,MZ,1,100,-13
1738263927.130824,191750.000,28120,2,MZ,1,100,-13
1738263927.170825,191790.000,28120,2,MZ,1,100,-12
1738263927.210827,191830.000,28135,3,MZ,1,100,-12
1738263927.250829,191870.000,28135,3,MZ,1,100,-12
1738263927.290830,191910.000,28135,3,MZ,1,100,-11
1738263927.330832,191950.000,28153,2,MZ,1,100,-13
1738263927.370833,191990.000,28153,2,MZ,1,100,-12
1738263927.410835,192030.000,28169,3,MZ,1,100,-13
1738263927.450836,192070.000,28169,3,MZ,1,100,-12
1738263927.490838,192110.000,28169,3,MZ,1,100,-13
1738263927.537340,192156.500,28188,2,MZ,1,100,-13
1738263927.583842,192203.000,28188,2,MZ,1,100,-11
1738263927.623843,192243.000,28204,2,MZ,1,100,-13
1738263927.663845,192283.000,28204,2,MZ,1,100,-13
1738263927.703846,192323.000,28221,3,MZ,1,100,-13
1738263927.743848,192363.000,28221,3,MZ,1,100,-13
1738263927.783849,192403.000,28221,3,MZ,1,100,-13
1738263927.823851,192443.000,28237,2,MZ,1,100,-12
1738263927.863853,192483.000,28237,2,MZ,1,100,-12
1738263927.903854,192523.000,28257,3,MZ,1,100,-13
1738263927.943856,192563.000,28257,3,MZ,1,100,-12
1738263927.983857,192603.000,28257,3,MZ,1,100,-11
1738263928.023859,192643.000,28272,3,MZ,1,100,-13
1738263928.063860,192683.000,28272,3,MZ,1,100,-12
1738263928.103862,192723.000,28272,3,MZ,1,100,-12
1738263928.143864,192763.000,28289,2,MZ,1,100,-13
1738263928.183865,192803.000,28289,2,MZ,1,100,-14
1738263928.223867,192843.000,28305,3,MZ,1,100,-12
1738263928.263868,192883.000,28305,3,MZ,1,100,-12
1738263928.303870,192923.000,28305,3,MZ,1,100,-13
1738263928.343872,192963.000,28323,2,MZ,1,100,-13
1738263928.383873,193003.000,28323,2,MZ,1,100,-12
1738263928.423875,193043.000,28339,3,MZ,1,100,-12
1738263928.463876,193083.000,28339,3,MZ,1,100,-12
1738263928.503878,193123.000,28339,3,MZ,1,100,-12
1738263928.543879,193163.000,28355,2,MZ,1,100,-11
1738263928.583881,193203.000,28355,2,MZ,1,100,-12
1738263928.623883,193243.000,28372,3,MZ,1,100,-12
1738263928.663884,193283.000,28372,3,MZ,1,100,-12
1738263928.703886,193323.000,28372,3,MZ,1,100,-11
1738263928.743887,193363.000,28389,2,MZ,1,100,-11
1738263928.783889,193403.000,28389,2,MZ,1,100,-13
1738263928.828224,193447.333,28405,3,MZ,1,100,-11
1738263928.872559,193491.667,28405,3,MZ,1,100,-13
1738263928.916894,193536.000,28405,3,MZ,1,100,-12
1738263928.957396,193576.500,28422,2,MZ,1,100,-13
1738263928.997897,193617.000,28422,2,MZ,1,100,-11
1738263929.037565,193656.667,28438,3,MZ,1,100,-13
1738263929.077234,193696.333,28438,3,MZ,1,100,-12
1738263929.116902,193736.000,28438,3,MZ,1,100,-13
1738263929.156904,193776.000,28455,2,MZ,1,100,-13
1738263929.196905,193816.000,28455,2,MZ,1,100,-13
1738263929.236907,193856.000,28472,3,MZ,1,100,-11
1738263929.276908,193896.000,28472,3,MZ,1,100,-13
1738263929.316910,193936.000,28472,3,MZ,1,100,-11
1738263929.356911,193976.000,28488,2,MZ,1,100,-13
1738263929.396913,194016.000,28488,2,MZ,1,100,-13
1738263929.436914,194056.000,28511,3,MZ,1,100,-12
1738263929.476916,194096.000,28511,3,MZ,1,100,-12
1738263929.516918,194136.000,28511,3,MZ,1,100,-12
1738263929.556919,194176.000,28528,2,MZ,1,100,-13
1738263929.596921,194216.000,28528,2,MZ,1,100,-12
1738263929.636922,194256.000,28545,3,MZ,1,100,-12
1738263929.676924,194296.000,28545,3,MZ,1,100,-13
1738263929.716925,194336.000,28545,3,MZ,1,100,-13
1738263929.756927,194376.000,28561,2,MZ,1,100,-12
1738263929.796929,194416.000,28561,2,MZ,1,100,-13
1738263929.836930,194456.000,28577,3,MZ,1,100,-10
1738263929.876932,194496.000,28577,3,MZ,1,100,-11
1738263929.916933,194536.000,28577,3,MZ,1,100,-12
1738263929.956935,194576.000,28595,2,MZ,1,100,-12
1738263929.996937,194616.000,28595,2,MZ,1,100,-12
1738263930.036938,194656.000,28611,3,MZ,1,100,-12
1738263930.076940,194696.000,28611,3,MZ,1,100,-11
1738263930.116941,194736.000,28611,3,MZ,1,100,-11
1738263930.163443,194782.500,28627,2,MZ,1,100,-12
1738263930.209945,194829.000,28627,2,MZ,1,100,-13
1738263930.249946,194869.000,28644,3,MZ,1,100,-12
1738263930.289948,194909.000,28644,3,MZ,1,100,-12
1738263930.329950,194949.000,28644,3,MZ,1,100,-13
1738263930.369951,194989.000,28663,2,MZ,1,100,-12
1738263930.409953,195029.000,28663,2,MZ,1,100,-14
1738263930.449954,195069.000,28679,3,MZ,1,100,-11
1738263930.489956,195109.000,28679,3,MZ,1,100,-11
1738263930.529958,195149.000,28679,3,MZ,1,100,-12
1738263930.569959,195189.000,28696,2,MZ,1,100,-12
1738263930.609961,195229.000,28696,2,MZ,1,100,-13
1738263930.649962,195269.000,28712,3,MZ,1,100,-13
1738263930.689964,195309.000,28712,3,MZ,1,100,-11
1738263930.729965,195349.000,28712,3,MZ,1,100,-12
1738263930.769967,195389.000,28729,2,MZ,1,100,-13
1738263930.809968,195429.000,28729,2,MZ,1,100,-13
1738263930.849970,195469.000,28745,3,MZ,1,100,-13
1738263930.889971,195509.000,28745,3,MZ,1,100,-12
1738263930.929973,195549.000,28745,3,MZ,1,100,-13
1738263930.970475,195589.500,28763,2,MZ,1,100,-13
1738263931.010976,195630.000,28763,2,MZ,1,100,-13
1738263931.050645,195669.667,28778,3,MZ,1,100,-13
1738263931.090313,195709.333,28778,3,MZ,1,100,-11
1738263931.129981,195749.000,28778,3,MZ,1,100,-11
1738263931.169983,195789.000,28795,3,MZ,1,100,-10
1738263931.209984,195829.000,28795,3,MZ,1,100,-10
1738263931.249986,195869.000,28795,3,MZ,1,100,-11
1738263931.289987,195909.000,28812,2,MZ,1,100,-13
1738263931.329989,195949.000,28812,2,MZ,1,100,-11
1738263931.370324,195989.333,28829,3,MZ,1,100,-12
1738263931.410659,196029.667,28829,3,MZ,1,100,-12
1738263931.450994,196070.000,28829,3,MZ,1,100,-12
1738263931.497495,196116.500,28844,2,MZ,1,100,-13
1738263931.543997,196163.000,28844,2,MZ,1,100,-13
1738263931.583999,196203.000,28862,2,MZ,1,100,-11
1738263931.624001,196243.000,28862,2,MZ,1,100,-13
1738263931.663669,196282.667,28878,3,MZ,1,100,-11
1738263931.703337,196322.333,28878,3,MZ,1,100,-13
1738263931.743005,196362.000,28878,3,MZ,1,100,-12
1738263931.783507,196402.500,28895,2,MZ,1,100,-12
1738263931.824008,196443.000,28895,2,MZ,1,100,-12
1738263931.864010,196483.000,28910,3,MZ,1,100,-11
1738263931.904011,196523.000,28910,3,MZ,1,100,-13
1738263931.944013,196563.000,28910,3,MZ,1,100,-12
1738263931.984015,196603.000,28928,2,MZ,1,100,-12
1738263932.024016,196643.000,28928,2,MZ,1,100,-13
1738263932.064018,196683.000,28944,3,MZ,1,100,-12
1738263932.104019,196723.000,28944,3,MZ,1,100,-13
1738263932.144021,196763.000,28944,3,MZ,1,100,-13
1738263932.184022,196803.000,28961,3,MZ,1,100,-13
1738263932.224024,196843.000,28961,3,MZ,1,100,-13
1738263932.264026,196883.000,28961,3,MZ,1,100,-13
1738263932.304027,196923.000,28977,2,MZ,1,100,-13
1738263932.344029,196963.000,28977,2,MZ,1,100,-13
1738263932.384030,197003.000,28994,3,MZ,1,100,-13
1738263932.424032,197043.000,28994,3,MZ,1,100,-14
1738263932.464033,197083.000,28994,3,MZ,1,100,-13
1738263932.503535,197122.500,29012,2,MZ,1,100,-13
1738263932.543037,197162.000,29012,2,MZ,1,100,-14
1738263932.583038,197202.000,29030,3,MZ,1,100,-12
1738263932.623040,197242.000,29030,3,MZ,1,100,-13
1738263932.663041,197282.000,29030,3,MZ,1,100,-13
1738263932.703043,197322.000,29046,2,MZ,1,100,-13
1738263932.743044,197362.000,29046,2,MZ,1,100,-13
1738263932.787713,197406.667,29062,3,MZ,1,100,-14
1738263932.832381,197451.333,29062,3,MZ,1,100,-13
1738263932.877050,197496.000,29062,3,MZ,1,100,-13
1738263932.917051,197536.000,29078,2,MZ,1,100,-13
1738263932.957053,197576.000,29078,2,MZ,1,100,-13
1738263932.997054,197616.000,29096,3,MZ,1,100,-12
1738263933.037056,197656.000,29096,3,MZ,1,100,-12
1738263933.077058,197696.000,29096,3,MZ,1,100,-13
1738263933.117059,197736.000,29112,2,MZ,1,100,-13
1738263933.157061,197776.000,29112,2,MZ,1,100,-13
1738263933.197062,197816.000,29128,3,MZ,1,100,-13
1738263933.237064,197856.000,29128,3,MZ,1,100,-13
1738263933.277066,197896.000,29128,3,MZ,1,100,-13
1738263933.317067,197936.000,29145,2,MZ,1,100,-15
1738263933.357069,197976.000,29145,2,MZ,1,100,-14
1738263933.397070,198016.000,29162,3,MZ,1,100,-13
1738263933.437072,198056.000,29162,3,MZ,1,100,-13
1738263933.477073,198096.000,29162,3,MZ,1,100,-14
1738263933.517075,198136.000,29178,2,MZ,1,100,-13
1738263933.557076,198176.000,29178,2,MZ,1,100,-14
1738263933.597078,198216.000,29195,3,MZ,1,100,-13
1738263933.637080,198256.000,29195,3,MZ,1,100,-13
1738263933.677081,198296.000,29195,3,MZ,1,100,-13
1738263933.717083,198336.000,29213,2,MZ,1,100,-13
1738263933.757084,198376.000,29213,2,MZ,1,100,-12
1738263933.797086,198416.000,29230,3,MZ,1,100,-12
1738263933.837087,198456.000,29230,3,MZ,1,100,-13
1738263933.877089,198496.000,29230,3,MZ,1,100,-13
1738263933.917091,198536.000,29247,2,MZ,1,100,-13
1738263933.957092,198576.000,29247,2,MZ,1,100,-13
1738263934.001427,198620.333,29263,3,MZ,1,100,-12
1738263934.045762,198664.667,29263,3,MZ,1,100,-13
1738263934.090097,198709.000,29263,3,MZ,1,100,-12
1738263934.130099,198749.000,29279,2,MZ,1,100,-14
1738263934.170100,198789.000,29279,2,MZ,1,100,-13
1738263934.210102,198829.000,29296,3,MZ,1,100,-13
1738263934.250104,198869.000,29296,3,MZ,1,100,-12
1738263934.290105,198909.000,29296,3,MZ,1,100,-13
1738263934.330107,198949.000,29313,2,MZ,1,100,-13
1738263934.370108,198989.000,29313,2,MZ,1,100,-13
1738263934.410110,199029.000,29329,3,MZ,1,100,-13
1738263934.450112,199069.000,29329,3,MZ,1,100,-15
1738263934.490113,199109.000,29329,3,MZ,1,100,-13
1738263934.530115,199149.000,29350,3,MZ,1,100,-13
1738263934.570116,199189.000,29350,3,MZ,1,100,-13
1738263934.610118,199229.000,29350,3,MZ,1,100,-12
1738263934.650120,199269.000,29368,2,MZ,1,100,-14
1738263934.690121,199309.000,29368,2,MZ,1,100,-13
1738263934.730123,199349.000,29384,3,MZ,1,100,-13
1738263934.770124,199389.000,29384,3,MZ,1,100,-12
1738263934.810126,199429.000,29384,3,MZ,1,100,-14
1738263934.850127,199469.000,29401,2,MZ,1,100,-13
1738263934.890129,199509.000,29401,2,MZ,1,100,-12
1738263934.930130,199549.000,29417,3,MZ,1,100,-12
1738263934.970132,199589.000,29417,3,MZ,1,100,-12
1738263935.010134,199629.000,29417,3,MZ,1,100,-13
1738263935.050135,199669.000,29434,2,MZ,1,100,-14
1738263935.090137,199709.000,29434,2,MZ,1,100,-12
1738263935.130138,199749.000,29450,3,MZ,1,100,-12
1738263935.170140,199789.000,29450,3,MZ,1,100,-13
1738263935.210141,199829.000,29450,3,MZ,1,100,-13
1738263935.250143,199869.000,29468,2,MZ,1,100,-13
1738263935.290145,199909.000,29468,2,MZ,1,100,-13
1738263935.330146,199949.000,29485,3,MZ,1,100,-12
1738263935.370148,199989.000,29485,3,MZ,1,100,-13
1738263935.410149,200029.000,29485,3,MZ,1,100,-13
1738263935.456651,200075.500,29502,2,MZ,1,100,-13
1738263935.503153,200122.000,29502,2,MZ,1,100,-13
1738263935.543154,200162.000,29518,3,MZ,1,100,-13
1738263935.583156,200202.000,29518,3,MZ,1,100,-12
1738263935.623158,200242.000,29518,3,MZ,1,100,-12
1738263935.663159,200282.000,29536,2,MZ,1,100,-13
1738263935.703161,200322.000,29536,2,MZ,1,100,-13
1738263935.743162,200362.000,29551,3,MZ,1,100,-12
1738263935.783164,200402.000,29551,3,MZ,1,100,-13
1738263935.823166,200442.000,29551,3,MZ,1,100,-12
1738263935.863167,200482.000,29568,2,MZ,1,100,-12
1738263935.903169,200522.000,29568,2,MZ,1,100,-11
1738263935.943170,200562.000,29585,3,MZ,1,100,-13
1738263935.983172,200602.000,29585,3,MZ,1,100,-13
1738263936.023173,200642.000,29585,3,MZ,1,100,-12
1738263936.063175,200682.000,29602,2,MZ,1,100,-13
1738263936.103177,200722.000,29602,2,MZ,1,100,-12
1738263936.143178,200762.000,29618,3,MZ,1,100,-14
1738263936.183180,200802.000,29618,3,MZ,1,100,-12
1738263936.223181,200842.000,29618,3,MZ,1,100,-13
1738263936.263183,200882.000,29635,3,MZ,1,100,-12
1738263936.303185,200922.000,29635,3,MZ,1,100,-12
1738263936.343186,200962.000,29635,3,MZ,1,100,-13
1738263936.383188,201002.000,29651,2,MZ,1,100,-13
1738263936.423189,201042.000,29651,2,MZ,1,100,-12
1738263936.463191,201082.000,29668,3,MZ,1,100,-13
1738263936.503192,201122.000,29668,3,MZ,1,100,-12
1738263936.543194,201162.000,29668,3,MZ,1,100,-12
1738263936.583195,201202.000,29684,2,MZ,1,100,-13
1738263936.623197,201242.000,29684,2,MZ,1,100,-12
1738263936.663198,201282.000,29701,2,MZ,1,100,-13
1738263936.703200,201322.000,29701,2,MZ,1,100,-12
1738263936.747869,201366.667,29717,3,MZ,1,100,-12
1738263936.792537,201411.333,29717,3,MZ,1,100,-13
1738263936.837205,201456.000,29717,3,MZ,1,100,-12
1738263936.877207,201496.000,29734,2,MZ,1,100,-13
1738263936.917209,201536.000,29734,2,MZ,1,100,-13
1738263936.956877,201575.667,29751,3,MZ,1,100,-13
1738263936.996545,201615.333,29751,3,MZ,1,100,-13
1738263937.036213,201655.000,29751,3,MZ,1,100,-13
1738263937.076215,201695.000,29767,2,MZ,1,100,-13
1738263937.116216,201735.000,29767,2,MZ,1,100,-13
1738263937.156218,201775.000,29783,3,MZ,1,100,-13
1738263937.196219,201815.000,29783,3,MZ,1,100,-13
1738263937.236221,201855.000,29783,3,MZ,1,100,-13
1738263937.276223,201895.000,29801,2,MZ,1,100,-13
1738263937.316224,201935.000,29801,2,MZ,1,100,-13
1738263937.356226,201975.000,29817,3,MZ,1,100,-13
1738263937.396227,202015.000,29817,3,MZ,1,100,-12
1738263937.436229,202055.000,29817,3,MZ,1,100,-13
1738263937.476231,202095.000,29833,3,MZ,1,100,-13
1738263937.516232,202135.000,29833,3,MZ,1,100,-13
1738263937.556234,202175.000,29833,3,MZ,1,100,-13
1738263937.596235,202215.000,29850,2,MZ,1,100,-12
1738263937.636237,202255.000,29850,2,MZ,1,100,-13
1738263937.676238,202295.000,29867,3,MZ,1,100,-13
1738263937.716240,202335.000,29867,3,MZ,1,100,-12
1738263937.756242,202375.000,29867,3,MZ,1,100,-13
1738263937.796243,202415.000,29883,2,MZ,1,100,-12
1738263937.836245,202455.000,29883,2,MZ,1,100,-13
1738263937.876246,202495.000,29899,3,MZ,1,100,-12
1738263937.916248,202535.000,29899,3,MZ,1,100,-12
1738263937.956249,202575.000,29899,3,MZ,1,100,-13
1738263938.003251,202622.000,29916,2,MZ,1,100,-13
1738263938.050253,202669.000,29916,2,MZ,1,100,-12
1738263938.090255,202709.000,29933,2,MZ,1,100,-11
1738263938.130256,202749.000,29933,2,MZ,1,100,-12
1738263938.170258,202789.000,29949,3,MZ,1,100,-13
1738263938.210259,202829.000,29949,3,MZ,1,100,-13
1738263938.250261,202869.000,29949,3,MZ,1,100,-11
1738263938.289929,202908.667,29966,3,MZ,1,100,-11
1738263938.329597,202948.333,29966,3,MZ,1,100,-13
1738263938.369266,202988.000,29966,3,MZ,1,100,-12
1738263938.409767,203028.500,29982,2,MZ,1,100,-13
1738263938.450269,203069.000,29982,2,MZ,1,100,-12
1738263938.489937,203108.667,29999,3,MZ,1,100,-14
1738263938.529605,203148.333,29999,3,MZ,1,100,-13
1738263938.569273,203188.000,29999,3,MZ,1,100,-13
1738263938.609775,203228.500,30016,2,MZ,1,100,-12
1738263938.650277,203269.000,30016,2,MZ,1,100,-13
1738263938.689945,203308.667,30033,3,MZ,1,100,-12
1738263938.729613,203348.333,30033,3,MZ,1,100,-12
1738263938.769281,203388.000,30033,3,MZ,1,100,-12
1738263938.809783,203428.500,30048,2,MZ,1,100,-13
1738263938.850285,203469.000,30048,2,MZ,1,100,-14
1738263938.890286,203509.000,30065,3,MZ,1,100,-13
1738263938.930288,203549.000,30065,3,MZ,1,100,-13
1738263938.970289,203589.000,30065,3,MZ,1,100,-13
1738263939.010291,203629.000,30082,2,MZ,1,100,-13
1738263939.050292,203669.000,30082,2,MZ,1,100,-14
1738263939.089961,203708.667,30099,3,MZ,1,100,-12
1738263939.129629,203748.333,30099,3,MZ,1,100,-13
1738263939.169297,203788.000,30099,3,MZ,1,100,-12
1738263939.209799,203828.500,30114,2,MZ,1,100,-13
1738263939.250300,203869.000,30114,2,MZ,1,100,-13
1738263939.294635,203913.333,30132,3,MZ,1,100,-11
1738263939.338970,203957.667,30132,3,MZ,1,100,-13
1738263939.383306,204002.000,30132,3,MZ,1,100,-12
1738263939.423307,204042.000,30148,2,MZ,1,100,-13
1738263939.463309,204082.000,30148,2,MZ,1,100,-13
1738263939.503310,204122.000,30165,3,MZ,1,100,-13
1738263939.543312,204162.000,30165,3,MZ,1,100,-11
1738263939.583313,204202.000,30165,3,MZ,1,100,-12
1738263939.623315,204242.000,30181,2,MZ,1,100,-12
1738263939.663316,204282.000,30181,2,MZ,1,100,-12
1738263939.703318,204322.000,30201,4,MZ,1,100,-11
1738263939.743320,204362.000,30201,4,MZ,1,100,-13
1738263939.783321,204402.000,30201,4,MZ,1,100,-12
1738263939.823323,204442.000,30201,4,MZ,1,100,-13
1738263939.863324,204482.000,30217,2,MZ,1,100,-12
1738263939.903326,204522.000,30217,2,MZ,1,100,-12
1738263939.943328,204562.000,30235,3,MZ,1,100,-13
1738263939.983329,204602.000,30235,3,MZ,1,100,-12
1738263940.023331,204642.000,30235,3,MZ,1,100,-13
1738263940.063332,204682.000,30251,3,MZ,1,100,-12
1738263940.103334,204722.000,30251,3,MZ,1,100,-12
1738263940.143335,204762.000,30251,3,MZ,1,100,-13
1738263940.183337,204802.000,30268,2,MZ,1,100,-12
1738263940.223339,204842.000,30268,2,MZ,1,100,-13
1738263940.263340,204882.000,30284,3,MZ,1,100,-12
1738263940.303342,204922.000,30284,3,MZ,1,100,-12
1738263940.343343,204962.000,30284,3,MZ,1,100,-11
1738263940.383345,205002.000,30303,2,MZ,1,100,-14
1738263940.423347,205042.000,30303,2,MZ,1,100,-13
1738263940.463348,205082.000,30319,3,MZ,1,100,-12
1738263940.503350,205122.000,30319,3,MZ,1,100,-13
1738263940.543351,205162.000,30319,3,MZ,1,100,-11
1738263940.583353,205202.000,30337,2,MZ,1,100,-12
1738263940.623354,205242.000,30337,2,MZ,1,100,-13
1738263940.667689,205286.333,30352,3,MZ,1,100,-13
1738263940.712024,205330.667,30352,3,MZ,1,100,-12
1738263940.756360,205375.000,30352,3,MZ,1,100,-12
1738263940.796361,205415.000,30369,2,MZ,1,100,-12
1738263940.836363,205455.000,30369,2,MZ,1,100,-12
1738263940.876364,205495.000,30387,3,MZ,1,100,-12
1738263940.916366,205535.000,30387,3,MZ,1,100,-14
1738263940.956367,205575.000,30387,3,MZ,1,100,-13
1738263940.996369,205615.000,30405,2,MZ,1,100,-13
1738263941.036371,205655.000,30405,2,MZ,1,100,-13
1738263941.076372,205695.000,30420,3,MZ,1,100,-12
1738263941.116374,205735.000,30420,3,MZ,1,100,-11
1738263941.156375,205775.000,30420,3,MZ,1,100,-13
1738263941.196377,205815.000,30437,2,MZ,1,100,-13
1738263941.236378,205855.000,30437,2,MZ,1,100,-13
1738263941.276380,205895.000,30454,3,MZ,1,100,-13
1738263941.316381,205935.000,30454,3,MZ,1,100,-13
1738263941.356383,205975.000,30454,3,MZ,1,100,-12
1738263941.396385,206015.000,30471,2,MZ,1,100,-13
1738263941.436386,206055.000,30471,2,MZ,1,100,-13
1738263941.476388,206095.000,30486,3,MZ,1,100,-12
1738263941.516389,206135.000,30486,3,MZ,1,100,-13
1738263941.556391,206175.000,30486,3,MZ,1,100,-13
1738263941.596393,206215.000,30504,2,MZ,1,100,-12
1738263941.636394,206255.000,30504,2,MZ,1,100,-11
1738263941.676396,206295.000,30520,3,MZ,1,100,-11
1738263941.716397,206335.000,30520,3,MZ,1,100,-12
1738263941.756399,206375.000,30520,3,MZ,1,100,-13
1738263941.796400,206415.000,30537,2,MZ,1,100,-13
1738263941.836402,206455.000,30537,2,MZ,1,100,-13
1738263941.876404,206495.000,30553,3,MZ,1,100,-13
1738263941.916405,206535.000,30553,3,MZ,1,100,-13
1738263941.956407,206575.000,30553,3,MZ,1,100,-11
1738263942.002908,206621.500,30570,2,MZ,1,100,-11
1738263942.049410,206668.000,30570,2,MZ,1,100,-13
1738263942.089412,206708.000,30588,3,MZ,1,100,-11
1738263942.129414,206748.000,30588,3,MZ,1,100,-12
1738263942.169415,206788.000,30588,3,MZ,1,100,-11
1738263942.209417,206828.000,30605,2,MZ,1,100,-12
1738263942.249418,206868.000,30605,2,MZ,1,100,-11
1738263942.289420,206908.000,30622,3,MZ,1,100,-13
1738263942.329421,206948.000,30622,3,MZ,1,100,-13
1738263942.369423,206988.000,30622,3,MZ,1,100,-12
1738263942.409425,207028.000,30638,2,MZ,1,100,-13
1738263942.449426,207068.000,30638,2,MZ,1,100,-12
1738263942.489428,207108.000,30654,3,MZ,1,100,-13
1738263942.529429,207148.000,30654,3,MZ,1,100,-13
1738263942.569431,207188.000,30654,3,MZ,1,100,-13
1738263942.609432,207228.000,30672,2,MZ,1,100,-13
1738263942.649434,207268.000,30672,2,MZ,1,100,-12
1738263942.689435,207308.000,30688,3,MZ,1,100,-13
1738263942.729437,207348.000,30688,3,MZ,1,100,-13
1738263942.769439,207388.000,30688,3,MZ,1,100,-12
1738263942.809440,207428.000,30704,2,MZ,1,100,-13
1738263942.849442,207468.000,30704,2,MZ,1,100,-12
1738263942.889443,207508.000,30721,3,MZ,1,100,-11
1738263942.929445,207548.000,30721,3,MZ,1,100,-13
1738263942.969446,207588.000,30721,3,MZ,1,100,-13
1738263943.009448,207628.000,30740,3,MZ,1,100,-14
1738263943.049450,207668.000,30740,3,MZ,1,100,-12
1738263943.089451,207708.000,30740,3,MZ,1,100,-12
1738263943.129453,207748.000,30756,2,MZ,1,100,-13
1738263943.169454,207788.000,30756,2,MZ,1,100,-13
1738263943.209456,207828.000,30772,3,MZ,1,100,-13
1738263943.249458,207868.000,30772,3,MZ,1,100,-12
1738263943.289459,207908.000,30772,3,MZ,1,100,-13
1738263943.335961,207954.500,30789,2,MZ,1,100,-13
1738263943.382463,208001.000,30789,2,MZ,1,100,-11
1738263943.422964,208041.500,30806,2,MZ,1,100,-12
1738263943.463466,208082.000,30806,2,MZ,1,100,-13
1738263943.503468,208122.000,30822,3,MZ,1,100,-13
1738263943.543469,208162.000,30822,3,MZ,1,100,-12
1738263943.583471,208202.000,30822,3,MZ,1,100,-12
