TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
255619.000000,1433312.000000,1738263991.002335,1738265168.741641,282,188923,1.63185e+06,1.11.4
