LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738264778.798309,1043384,37080,1,SA,1,100,0.000002
1738264779.130322,1043716,37131,1,SA,1,100,0.000001
1738264779.664343,1044250,37335,1,SA,1,100,0.000020
1738264780.998396,1045584,37513,1,SA,1,100,0.000060
1738264783.064477,1047650,37747,1,SA,1,100,0.000002
1738264783.397490,1047983,37845,1,SA,1,100,0.000013
1738264783.797506,1048383,37880,1,SA,1,100,0.000007
1738264784.463532,1049049,37999,1,SA,1,100,0.000006
1738264784.930551,1049516,38099,1,SA,1,100,0.000011
1738264786.197600,1050783,38399,1,SA,1,100,0.000047
1738264787.730661,1052316,38495,1,SA,1,100,0.000003
1738264788.330684,1052916,38670,1,SA,1,100,0.000021
1738264789.130716,1053716,38752,1,SA,1,100,0.000014
1738264789.729739,1054315,38840,1,SA,1,100,0.000010
1738264790.063752,1054649,38906,1,SA,1,100,0.000013
1738264790.530771,1055116,38956,1,SA,1,100,0.000006
1738264790.796781,1055382,38989,1,SA,1,100,0.000003
1738264790.996789,1055582,39022,1,SA,1,100,0.000007
1738264791.396805,1055982,39088,1,SA,1,100,0.000007
1738264792.063831,1056649,39218,1,SA,1,100,0.000009
1738264792.396844,1056982,39235,1,SA,1,100,0.000004
1738264792.863863,1057449,39331,1,SA,1,100,0.000009
1738264793.463886,1058049,39443,1,SA,1,100,0.000023
1738264793.996907,1058582,39525,1,SA,1,100,0.000010
1738264794.463925,1059049,39605,1,SA,1,100,0.000006
1738264794.862941,1059448,39708,1,SA,1,100,0.000034
1738264795.729975,1060315,39772,1,SA,1,100,0.000004
1738264796.329999,1060915,39867,1,SA,1,100,0.000002
1738264796.730014,1061315,39979,1,SA,1,100,0.000022
1738264797.396041,1061981,40027,1,SA,1,100,0.000004
1738264797.597049,1062182,40110,1,SA,1,100,0.000023
1738264798.530085,1063115,40207,1,SA,1,100,0.000005
1738264798.863098,1063448,40274,1,SA,1,100,0.000004
1738264799.330117,1063915,40352,1,SA,1,100,0.000006
1738264799.663130,1064248,40534,1,SA,1,100,0.000044
1738264801.929219,1066514,40774,1,SA,1,100,0.000009
1738264802.462240,1067047,40872,1,SA,1,100,0.000016
1738264803.330274,1067915,40983,1,SA,1,100,0.000007
1738264803.596284,1068181,41048,1,SA,1,100,0.000013
1738264804.462318,1069047,41175,1,SA,1,100,0.000015
1738264804.862334,1069447,41279,1,SA,1,100,0.000020
1738264805.596363,1070181,41377,1,SA,1,100,0.000017
1738264806.262389,1070847,41441,1,SA,1,100,0.000002
1738264806.862413,1071447,41617,1,SA,1,100,0.000023
1738264807.729447,1072314,41715,1,SA,1,100,0.000016
1738264808.462476,1073047,41811,1,SA,1,100,0.000014
1738264808.928494,1073513,41862,1,SA,1,100,0.000004
1738264809.195504,1073780,41926,1,SA,1,100,0.000005
1738264809.528518,1074113,41961,1,SA,1,100,0.000002
1738264809.728525,1074313,42010,1,SA,1,100,0.000008
1738264810.062539,1074647,42042,1,SA,1,100,0.000002
1738264810.395552,1074980,42099,1,SA,1,100,0.000001
1738264810.595560,1075180,42134,1,SA,1,100,0.000004
