RD,TS_received,TS_sent,AK,RoundTrip,
1679235,1679313,2025-01-30_11-29-33-183044,1679315,78,
1684343,1684358,2025-01-30_11-29-38-228625,1684362,15,
1689451,1694581,2025-01-30_11-29-43-535010,1694582,5130,
1694589,1699714,2025-01-30_11-29-48-566861,1699715,5125,
1699721,1699741,2025-01-30_11-29-53-612310,1699742,20,
1704827,1704871,2025-01-30_11-29-58-720584,1704873,44,
1709935,1709950,2025-01-30_11-30-03-822917,1709987,15,
1715042,1715134,2025-01-30_11-30-09-002180,1715135,92,
1720152,1720254,2025-01-30_11-30-14-114394,1725295,102,
1725298,1725314,2025-01-30_11-30-19-188436,1725318,16,
1730403,1730424,2025-01-30_11-30-24-293922,1730425,21,
1735531,1735584,2025-01-30_11-30-29-455520,1735585,53,
1740638,1740696,2025-01-30_11-30-34-567010,1740697,58,
1745746,1750876,2025-01-30_11-30-39-724612,1750878,5130,
1750881,1756000,2025-01-30_11-30-44-830922,1756002,5119,
1756007,1761132,2025-01-30_11-30-50-003678,1761134,5125,
1761137,1761210,2025-01-30_11-30-55-055514,1761211,73,
1766241,1766279,2025-01-30_11-31-00-155979,1766281,38,
1771353,1771386,2025-01-30_11-31-05-262007,1771388,33,
1776461,1781593,2025-01-30_11-31-10-439364,1781594,5132,
1781597,1786726,2025-01-30_11-31-15-587961,1786727,5129,
1786730,1786784,2025-01-30_11-31-20-650868,1786786,54,
1791836,1791853,2025-01-30_11-31-25-728534,1791858,17,
1796944,1802057,2025-01-30_11-31-30-947258,1802058,5113,
1802061,1802156,2025-01-30_11-31-36-033718,1802157,95,
1807182,1807243,2025-01-30_11-31-41-117361,1807244,61,
1812291,1812329,2025-01-30_11-31-46-206424,1812330,38,
1817402,1822515,2025-01-30_11-31-51-348185,1822516,5113,
1822522,1827647,2025-01-30_11-31-56-620683,1827648,5125,
1827654,1827713,2025-01-30_11-32-01-586860,1827714,59,
1832781,1832802,2025-01-30_11-32-06-675415,1832804,21,
1837910,1837927,2025-01-30_11-32-11-805270,1837929,17,
1843033,1848165,2025-01-30_11-32-16-998735,1848166,5132,
1848173,1848239,2025-01-30_11-32-22-103950,1848240,66,
1853292,1853360,2025-01-30_11-32-27-216589,1853363,68,
1858417,1858452,2025-01-30_11-32-32-317737,1858453,35,
1863552,1863605,2025-01-30_11-32-37-481026,1863606,53,
1868659,1868678,2025-01-30_11-32-42-552184,1868679,19,
1873792,1873814,2025-01-30_11-32-47-691080,1873815,22,
1878917,1878963,2025-01-30_11-32-52-810132,1878964,46,
1884050,1884121,2025-01-30_11-32-57-987369,1884122,71,
1889174,1889191,2025-01-30_11-33-03-072030,1889195,17,
1894304,1894395,2025-01-30_11-33-08-261233,1894396,91,
1899435,1899451,2025-01-30_11-33-13-329372,1899452,16,
1904582,1904598,2025-01-30_11-33-18-478234,1904599,16,
1909706,1909722,2025-01-30_11-33-23-603415,1909726,16,
1914824,1914840,2025-01-30_11-33-28-722219,1914846,16,
1919945,1925063,2025-01-30_11-33-33-977808,1925064,5118,
1925067,1925111,2025-01-30_11-33-38-990788,1925112,44,
1930200,1930219,2025-01-30_11-33-44-100460,1930220,19,
1935312,1935342,2025-01-30_11-33-49-217646,1935343,30,
1940433,1945569,2025-01-30_11-33-54-416658,1945571,5136,
1945577,1945592,2025-01-30_11-33-59-474074,1945595,15,
1950716,1950736,2025-01-30_11-34-04-616729,1950737,20,
1955844,1960969,2025-01-30_11-34-09-795752,1960970,5125,
1960976,1966098,2025-01-30_11-34-14-982402,1966099,5122,
1966102,1966152,2025-01-30_11-34-20-034783,1966153,50,
1971232,1971248,2025-01-30_11-34-25-131930,1971249,16,
1976365,1976379,2025-01-30_11-34-30-262541,1976380,14,
1981484,1981541,2025-01-30_11-34-35-415153,1981546,57,
1986607,1986625,2025-01-30_11-34-40-505643,1986626,18,
1991732,1991779,2025-01-30_11-34-45-631748,1991780,47,
1996839,1996856,2025-01-30_11-34-50-738683,1996857,17,
2001961,2002059,2025-01-30_11-34-55-937602,2002063,98,
2007078,2007110,2025-01-30_11-35-00-993876,2007112,32,
2012203,2012236,2025-01-30_11-35-06-119697,2012237,33,
2017324,2017371,2025-01-30_11-35-11-223670,2017372,47,
2022436,2027561,2025-01-30_11-35-16-492280,2027562,5125,
2027569,2027590,2025-01-30_11-35-21-470170,2027596,21,
2032674,2032693,2025-01-30_11-35-26-579035,2032694,19,
2037814,2037827,2025-01-30_11-35-31-713952,2037828,13,
2042922,2048038,2025-01-30_11-35-36-839253,2048039,5116,
2048044,2048106,2025-01-30_11-35-41-984338,2048107,62,
2053147,2053166,2025-01-30_11-35-47-047674,2053167,19,
2058260,2058283,2025-01-30_11-35-52-163969,2058286,23,
2063386,2063405,2025-01-30_11-35-57-289840,2063407,19,
2068497,2068528,2025-01-30_11-36-02-410919,2068529,31,
2073605,2073620,2025-01-30_11-36-07-508387,2073621,15,
