LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1738260743.659120,649823.000,37288,1,SF,1,100,0.0000
1738260744.059136,650223.000,37354,1,SF,1,100,0.0000
1738260744.325147,650489.000,37405,1,SF,1,100,0.0000
1738260744.659161,650823.000,37454,1,SF,1,100,0.0000
1738260745.059178,651223.000,37520,1,SF,1,100,0.0000
1738260745.325188,651489.000,37570,1,SF,1,100,0.0000
1738260745.659202,651823.000,37622,1,SF,1,100,0.0000
1738260745.992216,652156.000,37674,1,SF,1,100,0.0000
1738260746.392233,652556.000,37740,1,SF,1,100,0.0000
1738260746.659244,652823.000,37789,1,SF,1,100,0.0000
1738260746.992257,653156.000,37841,1,SF,1,100,0.0000
1738260747.392274,653556.000,37909,1,SF,1,100,0.0000
1738260747.659285,653823.000,37959,1,SF,1,100,0.0000
1738260747.992299,654156.000,38011,1,SF,1,100,0.0000
1738260748.325312,654489.000,38060,1,SF,1,100,0.0000
1738260748.725329,654889.000,38130,1,SF,1,100,0.0000
1738260749.058343,655222.000,38180,1,SF,1,100,0.0000
1738260749.392356,655556.000,38232,1,SF,1,100,0.0000
1738260749.658367,655822.000,38282,1,SF,1,100,0.0000
1738260749.992381,656156.000,38332,1,SF,1,100,0.0000
1738260750.392398,656556.000,38400,1,SF,1,100,0.0000
1738260750.658409,656822.000,38449,1,SF,1,100,0.0000
1738260750.992423,657156.000,38499,1,SF,1,100,0.0000
1738260751.391439,657555.000,38568,1,SF,1,100,0.0000
1738260751.725453,657889.000,38617,1,SF,1,100,0.0000
1738260751.992464,658156.000,38667,1,SF,1,100,0.0000
1738260752.325478,658489.000,38716,1,SF,1,100,0.0000
1738260752.725494,658889.000,38782,1,SF,1,100,0.0000
1738260752.991505,659155.000,38833,1,SF,1,100,0.0000
1738260753.325519,659489.000,38882,1,SF,1,100,0.0000
1738260753.658533,659822.000,38932,1,SF,1,100,0.0000
1738260753.991546,660155.000,38987,1,SF,1,100,0.0000
1738260754.391563,660555.000,39055,1,SF,1,100,0.0000
1738260754.658574,660822.000,39105,1,SF,1,100,0.0000
1738260754.991588,661155.000,39155,1,SF,1,100,0.0000
1738260755.324601,661488.000,39205,1,SF,1,100,0.0000
1738260755.724618,661888.000,39273,1,SF,1,100,0.0000
1738260755.991629,662155.000,39324,1,SF,1,100,0.0000
1738260756.324643,662488.000,39375,1,SF,1,100,0.0000
1738260756.724659,662888.000,39441,1,SF,1,100,0.0000
1738260757.058673,663222.000,39490,1,SF,1,100,0.0000
1738260757.324684,663488.000,39540,1,SF,1,100,0.0000
1738260757.657698,663821.000,39589,1,SF,1,100,0.0000
1738260758.057714,664221.000,39655,1,SF,1,100,0.0000
1738260758.324725,664488.000,39708,1,SF,1,100,0.0000
1738260758.657739,664821.000,39757,1,SF,1,100,0.0000
