LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738260743.662120,649826.000,37289,4,DC,2,100,EA
1738260743.662120,649826.000,37289,4,DC,2,100,3
1738260743.662120,649826.000,37289,4,DC,2,100,EL
1738260743.662120,649826.000,37289,4,DC,2,100,3
1738260743.687121,649851.000,37306,4,DC,2,100,EA
1738260743.712122,649876.000,37306,4,DC,2,100,1
1738260743.737123,649901.000,37306,4,DC,2,100,EL
1738260743.762124,649926.000,37306,4,DC,2,100,1
1738260743.787375,649951.250,37322,4,DC,2,100,EA
1738260743.812626,649976.500,37322,4,DC,2,100,2
1738260743.837877,650001.750,37322,4,DC,2,100,EL
1738260743.863128,650027.000,37322,4,DC,2,100,2
1738260743.888379,650052.250,37339,4,DC,2,100,EA
1738260743.913630,650077.500,37339,4,DC,2,100,1
1738260743.938881,650102.750,37339,4,DC,2,100,EL
1738260743.964132,650128.000,37339,4,DC,2,100,1
1738260743.989633,650153.500,37355,4,DC,2,100,EA
1738260744.015134,650179.000,37355,4,DC,2,100,2
1738260744.040635,650204.500,37355,4,DC,2,100,EL
1738260744.066137,650230.000,37355,4,DC,2,100,2
1738260744.091638,650255.500,37372,4,DC,2,100,EA
1738260744.117139,650281.000,37372,4,DC,2,100,1
1738260744.142640,650306.500,37372,4,DC,2,100,EL
1738260744.168141,650332.000,37372,4,DC,2,100,1
1738260744.193142,650357.000,37388,4,DC,2,100,EA
1738260744.218143,650382.000,37388,4,DC,2,100,2
1738260744.243144,650407.000,37388,4,DC,2,100,EL
1738260744.268145,650432.000,37388,4,DC,2,100,2
1738260744.293646,650457.500,37406,4,DC,2,100,EA
1738260744.319147,650483.000,37406,4,DC,2,100,1
1738260744.344648,650508.500,37406,4,DC,2,100,EL
1738260744.370149,650534.000,37406,4,DC,2,100,1
1738260744.395150,650559.000,37421,4,DC,2,100,EA
1738260744.420151,650584.000,37421,4,DC,2,100,2
1738260744.445152,650609.000,37421,4,DC,2,100,EL
1738260744.470153,650634.000,37421,4,DC,2,100,2
1738260744.495654,650659.500,37438,4,DC,2,100,EA
1738260744.521155,650685.000,37438,4,DC,2,100,1
1738260744.546656,650710.500,37438,4,DC,2,100,EL
1738260744.572157,650736.000,37438,4,DC,2,100,1
1738260744.597908,650761.750,37455,4,DC,2,100,EA
1738260744.623660,650787.500,37455,4,DC,2,100,2
1738260744.649410,650813.250,37455,4,DC,2,100,EL
1738260744.675162,650839.000,37455,4,DC,2,100,2
1738260744.700163,650864.000,37472,4,DC,2,100,EA
1738260744.725164,650889.000,37472,4,DC,2,100,1
1738260744.750165,650914.000,37472,4,DC,2,100,EL
1738260744.775166,650939.000,37472,4,DC,2,100,1
1738260744.800417,650964.250,37487,4,DC,2,100,EA
1738260744.825668,650989.500,37487,4,DC,2,100,2
1738260744.850919,651014.750,37487,4,DC,2,100,EL
1738260744.876170,651040.000,37487,4,DC,2,100,2
1738260744.902171,651066.000,37504,4,DC,2,100,EA
1738260744.928172,651092.000,37504,4,DC,2,100,1
1738260744.954173,651118.000,37504,4,DC,2,100,EL
1738260744.980174,651144.000,37504,4,DC,2,100,1
1738260745.004925,651168.750,37521,4,DC,2,100,EA
1738260745.029676,651193.500,37521,4,DC,2,100,2
1738260745.054427,651218.250,37521,4,DC,2,100,EL
1738260745.079178,651243.000,37521,4,DC,2,100,2
1738260745.104679,651268.500,37538,4,DC,2,100,EA
1738260745.130180,651294.000,37538,4,DC,2,100,1
1738260745.155682,651319.500,37538,4,DC,2,100,EL
1738260745.181183,651345.000,37538,4,DC,2,100,1
1738260745.206434,651370.250,37553,4,DC,2,100,EA
1738260745.231685,651395.500,37553,4,DC,2,100,2
1738260745.256936,651420.750,37553,4,DC,2,100,EL
1738260745.282187,651446.000,37553,4,DC,2,100,2
1738260745.307688,651471.500,37571,4,DC,2,100,EA
1738260745.333189,651497.000,37571,4,DC,2,100,1
1738260745.358690,651522.500,37571,4,DC,2,100,EL
1738260745.384191,651548.000,37571,4,DC,2,100,1
1738260745.410192,651574.000,37589,4,DC,2,100,EA
1738260745.436193,651600.000,37589,4,DC,2,100,2
1738260745.462194,651626.000,37589,4,DC,2,100,EL
1738260745.488195,651652.000,37589,4,DC,2,100,2
1738260745.513446,651677.250,37606,4,DC,2,100,EA
1738260745.538697,651702.500,37606,4,DC,2,100,1
1738260745.563948,651727.750,37606,4,DC,2,100,EL
1738260745.589199,651753.000,37606,4,DC,2,100,1
1738260745.614701,651778.500,37623,4,DC,2,100,EA
1738260745.640202,651804.000,37623,4,DC,2,100,2
1738260745.665703,651829.500,37623,4,DC,2,100,EL
1738260745.691204,651855.000,37623,4,DC,2,100,2
1738260745.717205,651881.000,37641,4,DC,2,100,EA
1738260745.743206,651907.000,37641,4,DC,2,100,2
1738260745.769207,651933.000,37641,4,DC,2,100,EL
1738260745.795208,651959.000,37641,4,DC,2,100,2
1738260745.820209,651984.000,37657,4,DC,2,100,EA
1738260745.845210,652009.000,37657,4,DC,2,100,1
1738260745.870211,652034.000,37657,4,DC,2,100,EL
1738260745.895212,652059.000,37657,4,DC,2,100,1
1738260745.920713,652084.500,37675,4,DC,2,100,EA
1738260745.946214,652110.000,37675,4,DC,2,100,2
1738260745.971715,652135.500,37675,4,DC,2,100,EL
1738260745.997216,652161.000,37675,4,DC,2,100,2
1738260746.022217,652186.000,37691,4,DC,2,100,EA
1738260746.047218,652211.000,37691,4,DC,2,100,1
1738260746.072219,652236.000,37691,4,DC,2,100,EL
1738260746.097220,652261.000,37691,4,DC,2,100,1
1738260746.122471,652286.250,37707,4,DC,2,100,EA
1738260746.147722,652311.500,37707,4,DC,2,100,2
1738260746.172974,652336.750,37707,4,DC,2,100,EL
1738260746.198225,652362.000,37707,4,DC,2,100,2
1738260746.224226,652388.000,37723,4,DC,2,100,EA
1738260746.250227,652414.000,37723,4,DC,2,100,1
1738260746.276228,652440.000,37723,4,DC,2,100,EL
1738260746.302229,652466.000,37723,4,DC,2,100,1
1738260746.327480,652491.250,37741,4,DC,2,100,EA
1738260746.352731,652516.500,37741,4,DC,2,100,2
