LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738260743.551115,649715.000,37282,2,AK,1,100,36462
1738260743.551115,649715.000,37282,2,AK,1,100,RD
1738260743.553615,649717.500,37284,2,AK,1,100,36462
1738260743.556115,649720.000,37284,2,AK,1,100,RD
1738260743.583117,649747.000,37287,2,AK,1,100,37285
1738260743.610118,649774.000,37287,2,AK,1,100,RD
1738260746.140222,652304.000,38127,2,AK,1,100,37285
1738260748.670327,654834.000,38127,2,AK,1,100,RD
1738260751.234933,657398.500,38966,2,AK,1,100,38128
1738260753.799539,659963.000,38966,2,AK,1,100,RD
1738260753.800539,659964.000,38968,2,AK,1,100,38128
1738260753.801539,659965.000,38968,2,AK,1,100,RD
1738260756.367645,662531.000,39807,2,AK,1,100,38969
1738260758.933751,665097.000,39807,2,AK,1,100,RD
1738260758.934751,665098.000,39809,2,AK,1,100,38969
1738260758.935751,665099.000,39809,2,AK,1,100,RD
1738260761.495857,667659.000,40650,2,AK,1,100,39810
1738260764.055962,670219.000,40650,2,AK,1,100,RD
1738260764.059462,670222.500,40652,2,AK,1,100,39810
1738260764.062963,670226.000,40652,2,AK,1,100,RD
1738260766.622068,672785.000,41493,2,AK,1,100,40653
1738260769.181174,675344.000,41493,2,AK,1,100,RD
1738260769.183174,675346.000,41495,2,AK,1,100,40653
1738260769.185174,675348.000,41495,2,AK,1,100,RD
1738260769.206675,675369.500,41498,2,AK,1,100,41496
1738260769.228176,675391.000,41498,2,AK,1,100,RD
1738260771.768281,677931.000,42335,2,AK,1,100,41496
1738260774.308386,680471.000,42335,2,AK,1,100,RD
1738260776.873991,683036.500,43179,2,AK,1,100,42336
1738260779.439598,685602.000,43179,2,AK,1,100,RD
1738260779.440598,685603.000,43181,2,AK,1,100,42336
1738260779.441598,685604.000,43181,2,AK,1,100,RD
1738260782.011704,688174.000,44027,2,AK,1,100,43182
1738260784.581810,690744.000,44027,2,AK,1,100,RD
1738260784.583310,690745.500,44029,2,AK,1,100,43182
1738260784.584810,690747.000,44029,2,AK,1,100,RD
1738260787.148916,693311.000,44873,2,AK,1,100,44030
1738260789.713022,695875.000,44873,2,AK,1,100,RD
1738260789.715022,695877.000,44875,2,AK,1,100,44030
1738260789.717022,695879.000,44875,2,AK,1,100,RD
1738260789.729023,695891.000,44878,2,AK,1,100,44876
1738260789.741023,695903.000,44878,2,AK,1,100,RD
1738260792.290128,698452.000,45717,2,AK,1,100,44876
1738260794.839234,701001.000,45717,2,AK,1,100,RD
1738260797.399839,703561.500,46560,2,AK,1,100,45718
1738260799.960445,706122.000,46560,2,AK,1,100,RD
1738260799.963445,706125.000,46562,2,AK,1,100,45718
1738260799.966445,706128.000,46562,2,AK,1,100,RD
1738260802.533551,708695.000,47403,2,AK,1,100,46563
1738260805.100657,711262.000,47403,2,AK,1,100,RD
1738260805.102158,711263.500,47405,2,AK,1,100,46563
1738260805.103657,711265.000,47405,2,AK,1,100,RD
1738260807.664763,713826.000,48246,2,AK,1,100,47406
1738260810.225869,716387.000,48246,2,AK,1,100,RD
1738260810.228869,716390.000,48248,2,AK,1,100,47406
1738260810.231869,716393.000,48248,2,AK,1,100,RD
1738260810.239370,716400.500,48251,2,AK,1,100,48249
1738260810.246870,716408.000,48251,2,AK,1,100,RD
1738260812.800976,718962.000,49092,2,AK,1,100,48249
1738260815.355081,721516.000,49092,2,AK,1,100,RD
1738260817.917187,724078.000,49936,2,AK,1,100,49093
1738260820.479293,726640.000,49936,2,AK,1,100,RD
1738260820.482293,726643.000,49938,2,AK,1,100,49093
1738260820.485293,726646.000,49938,2,AK,1,100,RD
1738260820.504794,726665.500,49941,2,AK,1,100,49939
1738260820.524295,726685.000,49941,2,AK,1,100,RD
1738260823.060399,729221.000,50781,2,AK,1,100,49939
1738260825.596504,731757.000,50781,2,AK,1,100,RD
1738260825.647506,731808.000,50784,2,AK,1,100,50782
1738260825.698508,731859.000,50784,2,AK,1,100,RD
1738260828.206612,734367.000,51626,2,AK,1,100,50782
1738260830.714715,736875.000,51626,2,AK,1,100,RD
1738260830.726716,736887.000,51629,2,AK,1,100,51627
1738260830.738716,736899.000,51629,2,AK,1,100,RD
1738260833.280821,739441.000,52471,2,AK,1,100,51627
1738260835.822927,741983.000,52471,2,AK,1,100,RD
1738260835.873929,742034.000,52474,2,AK,1,100,52472
1738260835.924931,742085.000,52474,2,AK,1,100,RD
1738260838.433034,744593.000,53316,2,AK,1,100,52472
1738260840.941138,747101.000,53316,2,AK,1,100,RD
1738260843.515244,749675.000,54158,2,AK,1,100,53317
1738260846.089350,752249.000,54158,2,AK,1,100,RD
1738260846.092350,752252.000,54160,2,AK,1,100,53317
1738260846.095351,752255.000,54160,2,AK,1,100,RD
1738260846.106351,752266.000,54163,2,AK,1,100,54161
1738260846.117352,752277.000,54163,2,AK,1,100,RD
1738260848.666457,754826.000,55004,2,AK,1,100,54161
1738260851.215562,757375.000,55004,2,AK,1,100,RD
1738260851.243063,757402.500,55007,2,AK,1,100,55005
1738260851.270565,757430.000,55007,2,AK,1,100,RD
1738260853.807169,759966.500,55843,2,AK,1,100,55005
1738260856.343774,762503.000,55843,2,AK,1,100,RD
1738260856.380275,762539.500,55846,2,AK,1,100,55844
1738260856.416777,762576.000,55846,2,AK,1,100,RD
1738260858.939381,765098.500,56687,2,AK,1,100,55844
1738260861.461985,767621.000,56687,2,AK,1,100,RD
1738260861.485486,767644.500,56690,2,AK,1,100,56688
1738260861.508987,767668.000,56690,2,AK,1,100,RD
1738260864.052092,770211.000,57534,2,AK,1,100,56688
1738260866.595197,772754.000,57534,2,AK,1,100,RD
1738260866.614698,772773.500,57537,2,AK,1,100,57535
1738260866.634199,772793.000,57537,2,AK,1,100,RD
1738260869.186805,775345.500,58378,2,AK,1,100,57535
1738260871.739410,777898.000,58378,2,AK,1,100,RD
1738260871.747410,777906.000,58381,2,AK,1,100,58379
1738260871.755411,777914.000,58381,2,AK,1,100,RD
1738260874.308516,780467.000,59223,2,AK,1,100,58379
1738260876.861621,783020.000,59223,2,AK,1,100,RD
1738260876.893123,783051.500,59226,2,AK,1,100,59224
1738260876.924624,783083.000,59226,2,AK,1,100,RD
1738260879.456229,785614.500,60066,2,AK,1,100,59224
1738260881.987833,788146.000,60066,2,AK,1,100,RD
1738260881.995333,788153.500,60069,2,AK,1,100,60067
1738260882.002834,788161.000,60069,2,AK,1,100,RD
1738260884.554939,790713.000,60911,2,AK,1,100,60067
1738260887.107045,793265.000,60911,2,AK,1,100,RD
1738260887.117545,793275.500,60914,2,AK,1,100,60912
1738260887.128046,793286.000,60914,2,AK,1,100,RD
1738260889.674651,795832.500,61756,2,AK,1,100,60912
1738260892.221256,798379.000,61756,2,AK,1,100,RD
1738260892.230756,798388.500,61759,2,AK,1,100,61757
1738260892.240257,798398.000,61759,2,AK,1,100,RD
1738260894.795862,800953.500,62599,2,AK,1,100,61757
1738260897.351468,803509.000,62599,2,AK,1,100,RD
1738260899.916074,806073.500,63443,2,AK,1,100,62600
1738260902.480680,808638.000,63443,2,AK,1,100,RD
1738260902.481680,808639.000,63445,2,AK,1,100,62600
1738260902.482680,808640.000,63445,2,AK,1,100,RD
1738260902.509681,808667.000,63448,2,AK,1,100,63446
1738260902.536682,808694.000,63448,2,AK,1,100,RD
1738260905.067286,811224.500,64288,2,AK,1,100,63446
1738260907.597891,813755.000,64288,2,AK,1,100,RD
1738260907.606891,813764.000,64291,2,AK,1,100,64289
1738260907.615892,813773.000,64291,2,AK,1,100,RD
1738260910.170997,816328.000,65134,2,AK,1,100,64289
1738260912.726103,818883.000,65134,2,AK,1,100,RD
1738260912.736103,818893.000,65137,2,AK,1,100,65135
1738260912.746104,818903.000,65137,2,AK,1,100,RD
1738260915.298709,821455.500,443,2,AK,1,100,65135
1738260917.851315,824008.000,443,2,AK,1,100,RD
1738260917.888816,824045.500,446,2,AK,1,100,444
1738260917.926318,824083.000,446,2,AK,1,100,RD
1738260920.442922,826599.500,1283,2,AK,1,100,444
1738260922.959526,829116.000,1283,2,AK,1,100,RD
1738260922.989527,829146.000,1286,2,AK,1,100,1284
1738260923.019528,829176.000,1286,2,AK,1,100,RD
1738260925.543632,831700.000,2122,2,AK,1,100,1284
1738260928.067736,834224.000,2122,2,AK,1,100,RD
1738260928.100738,834257.000,2125,2,AK,1,100,2123
1738260928.133739,834290.000,2125,2,AK,1,100,RD
1738260930.655343,836811.500,2967,2,AK,1,100,2123
1738260933.176948,839333.000,2967,2,AK,1,100,RD
1738260933.187948,839344.000,2970,2,AK,1,100,2968
1738260933.198948,839355.000,2970,2,AK,1,100,RD
1738260935.742054,841898.000,3802,2,AK,1,100,2968
1738260938.285158,844441.000,3802,2,AK,1,100,RD
1738260940.847764,847003.500,4644,2,AK,1,100,3803
1738260943.410370,849566.000,4644,2,AK,1,100,RD
1738260943.411370,849567.000,4646,2,AK,1,100,3803
1738260943.412370,849568.000,4646,2,AK,1,100,RD
1738260943.454372,849610.000,4649,2,AK,1,100,4647
1738260943.496374,849652.000,4649,2,AK,1,100,RD
1738260946.008477,852164.000,5487,2,AK,1,100,4647
1738260948.520581,854676.000,5487,2,AK,1,100,RD
1738260948.535082,854690.500,5490,2,AK,1,100,5488
1738260948.549582,854705.000,5490,2,AK,1,100,RD
1738260951.089187,857244.500,6324,2,AK,1,100,5488
1738260953.628792,859784.000,6324,2,AK,1,100,RD
1738260953.639793,859795.000,6327,2,AK,1,100,6325
1738260953.650793,859806.000,6327,2,AK,1,100,RD
1738260956.207399,862362.500,7184,2,AK,1,100,6325
1738260958.764004,864919.000,7184,2,AK,1,100,RD
1738260958.775505,864930.500,7187,2,AK,1,100,7185
1738260958.787005,864942.000,7187,2,AK,1,100,RD
1738260961.331110,867486.000,8028,2,AK,1,100,7185
