LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738260745.291187,651455.000,37588,1,B%,1,100,75
1738260750.291394,656455.000,38398,1,B%,1,100,76
1738260755.290600,661454.000,39223,1,B%,1,100,75
1738260760.290807,666454.000,40047,1,B%,1,100,76
1738260765.290013,671453.000,40873,1,B%,1,100,75
1738260770.290220,676453.000,41685,1,B%,1,100,75
1738260775.289426,681452.000,42507,1,B%,1,100,75
1738260780.289633,686452.000,43336,1,B%,1,100,75
1738260785.288839,691451.000,44148,1,B%,1,100,75
1738260790.289046,696451.000,44980,1,B%,1,100,76
1738260795.288252,701450.000,45806,1,B%,1,100,75
1738260800.288459,706450.000,46633,1,B%,1,100,76
1738260805.287665,711449.000,47440,1,B%,1,100,75
1738260810.287872,716449.000,48271,1,B%,1,100,75
1738260815.287078,721448.000,49090,1,B%,1,100,75
1738260820.287285,726448.000,49918,1,B%,1,100,75
1738260825.286491,731447.000,50745,1,B%,1,100,75
1738260830.286698,736447.000,51574,1,B%,1,100,75
1738260835.285904,741446.000,52401,1,B%,1,100,75
1738260840.286111,746446.000,53215,1,B%,1,100,75
1738260845.285317,751445.000,54039,1,B%,1,100,74
1738260850.285524,756445.000,54867,1,B%,1,100,75
1738260855.284730,761444.000,55673,1,B%,1,100,75
1738260860.284937,766444.000,56501,1,B%,1,100,75
1738260865.284143,771443.000,57330,1,B%,1,100,74
1738260870.284350,776443.000,58159,1,B%,1,100,75
1738260875.283556,781442.000,58968,1,B%,1,100,75
1738260880.283763,786442.000,59796,1,B%,1,100,75
1738260885.282969,791441.000,60626,1,B%,1,100,76
1738260890.283176,796441.000,61452,1,B%,1,100,75
1738260895.282382,801440.000,62284,1,B%,1,100,75
1738260900.282589,806440.000,63089,1,B%,1,100,75
1738260905.281795,811439.000,63919,1,B%,1,100,76
1738260910.282002,816439.000,64745,1,B%,1,100,75
1738260915.281208,821438.000,23,1,B%,1,100,75
1738260920.281415,826438.000,863,1,B%,1,100,74
1738260925.280621,831437.000,1688,1,B%,1,100,75
1738260930.280828,836437.000,2509,1,B%,1,100,75
1738260935.280034,841436.000,3336,1,B%,1,100,75
1738260940.280241,846436.000,4143,1,B%,1,100,75
1738260945.279447,851435.000,4970,1,B%,1,100,75
1738260950.279654,856435.000,5792,1,B%,1,100,75
1738260955.278860,861434.000,6614,1,B%,1,100,75
1738260960.279067,866434.000,7456,1,B%,1,100,75
1738260965.278273,871433.000,8284,1,B%,1,100,74
1738260970.278480,876433.000,9108,1,B%,1,100,74
1738260975.277686,881432.000,9933,1,B%,1,100,75
1738260980.277893,886432.000,10757,1,B%,1,100,75
1738260985.277099,891431.000,11587,1,B%,1,100,75
1738260990.277306,896431.000,12413,1,B%,1,100,75
1738260995.276512,901430.000,13242,1,B%,1,100,75
1738261000.276719,906430.000,14069,1,B%,1,100,75
1738261005.275925,911429.000,14896,1,B%,1,100,75
1738261010.276132,916429.000,15718,1,B%,1,100,75
1738261015.275338,921428.000,16562,1,B%,1,100,75
1738261020.275545,926428.000,17384,1,B%,1,100,75
1738261025.274751,931427.000,18212,1,B%,1,100,75
1738261030.274958,936427.000,19036,1,B%,1,100,75
1738261035.274164,941426.000,19859,1,B%,1,100,75
1738261040.274371,946426.000,20688,1,B%,1,100,74
1738261045.273577,951425.000,21515,1,B%,1,100,75
1738261050.273784,956425.000,22346,1,B%,1,100,74
1738261055.272990,961424.000,23153,1,B%,1,100,74
1738261060.273197,966424.000,23991,1,B%,1,100,75
1738261065.273404,971424.000,24811,1,B%,1,100,74
1738261070.272610,976423.000,25631,1,B%,1,100,75
1738261075.271816,981422.000,26457,1,B%,1,100,74
1738261080.272023,986422.000,27258,1,B%,1,100,75
1738261085.271230,991421.000,28083,1,B%,1,100,75
1738261090.271436,996421.000,28910,1,B%,1,100,75
1738261095.270643,1001420.000,29741,1,B%,1,100,74
1738261100.270849,1006420.000,30564,1,B%,1,100,74
1738261105.270056,1011419.000,31382,1,B%,1,100,75
1738261110.270262,1016419.000,32211,1,B%,1,100,74
1738261115.269469,1021418.000,33035,1,B%,1,100,75
1738261120.269675,1026418.000,33861,1,B%,1,100,75
1738261125.269882,1031418.000,34691,1,B%,1,100,74
1738261130.269088,1036417.000,35517,1,B%,1,100,74
1738261135.268295,1041416.000,36327,1,B%,1,100,74
1738261140.268501,1046416.000,37152,1,B%,1,100,74
1738261145.267708,1051415.000,37978,1,B%,1,100,74
1738261150.267914,1056415.000,38794,1,B%,1,100,74
1738261155.267121,1061414.000,39622,1,B%,1,100,74
1738261160.267327,1066414.000,40446,1,B%,1,100,74
1738261165.266534,1071413.000,41273,1,B%,1,100,74
1738261170.266740,1076413.000,42083,1,B%,1,100,75
1738261175.265947,1081412.000,42912,1,B%,1,100,75
1738261180.266153,1086412.000,43734,1,B%,1,100,74
1738261185.266360,1091412.000,44560,1,B%,1,100,74
1738261190.265566,1096411.000,45388,1,B%,1,100,74
1738261195.264773,1101410.000,46197,1,B%,1,100,74
1738261200.264979,1106410.000,47026,1,B%,1,100,74
1738261205.264186,1111409.000,47853,1,B%,1,100,74
1738261210.264392,1116409.000,48669,1,B%,1,100,74
1738261215.263599,1121408.000,49497,1,B%,1,100,73
1738261220.263805,1126408.000,50322,1,B%,1,100,74
1738261225.263012,1131407.000,51150,1,B%,1,100,72
1738261230.263218,1136407.000,51971,1,B%,1,100,74
1738261235.262425,1141406.000,52792,1,B%,1,100,73
1738261240.262631,1146406.000,53613,1,B%,1,100,74
1738261245.261838,1151405.000,54421,1,B%,1,100,74
1738261250.262044,1156405.000,55249,1,B%,1,100,73
1738261255.261251,1161404.000,56078,1,B%,1,100,73
1738261260.261457,1166404.000,56886,1,B%,1,100,74
1738261265.260664,1171403.000,57712,1,B%,1,100,73
1738261270.260870,1176403.000,58540,1,B%,1,100,74
1738261275.261077,1181403.000,59368,1,B%,1,100,73
1738261280.260283,1186402.000,60178,1,B%,1,100,74
1738261285.259490,1191401.000,61004,1,B%,1,100,74
1738261290.259696,1196401.000,61833,1,B%,1,100,73
1738261295.258903,1201400.000,62662,1,B%,1,100,73
1738261300.259109,1206400.000,63470,1,B%,1,100,73
1738261305.258316,1211399.000,64297,1,B%,1,100,73
1738261310.258523,1216399.000,65121,1,B%,1,100,73
1738261315.257729,1221398.000,413,1,B%,1,100,73
1738261320.257936,1226398.000,1243,1,B%,1,100,73
1738261325.257142,1231397.000,2046,1,B%,1,100,74
1738261330.257349,1236397.000,2892,1,B%,1,100,73
1738261335.256555,1241396.000,3721,1,B%,1,100,73
1738261340.256762,1246396.000,4548,1,B%,1,100,73
1738261345.255968,1251395.000,5375,1,B%,1,100,74
1738261350.256175,1256395.000,6199,1,B%,1,100,73
1738261355.255381,1261394.000,7021,1,B%,1,100,74
1738261360.255588,1266394.000,7846,1,B%,1,100,73
1738261365.254794,1271393.000,8674,1,B%,1,100,73
1738261370.255001,1276393.000,9498,1,B%,1,100,73
1738261375.254207,1281392.000,10318,1,B%,1,100,73
1738261380.254414,1286392.000,11160,1,B%,1,100,73
1738261385.253620,1291391.000,11988,1,B%,1,100,73
1738261390.253827,1296391.000,12798,1,B%,1,100,72
1738261395.254033,1301391.000,13640,1,B%,1,100,73
1738261400.253240,1306390.000,14454,1,B%,1,100,73
1738261405.253446,1311390.000,15282,1,B%,1,100,73
1738261410.252653,1316389.000,16112,1,B%,1,100,72
1738261415.251859,1321388.000,16939,1,B%,1,100,72
1738261420.252066,1326388.000,17762,1,B%,1,100,72
1738261425.251272,1331387.000,18587,1,B%,1,100,73
1738261430.251479,1336387.000,19414,1,B%,1,100,73
1738261435.250685,1341386.000,20241,1,B%,1,100,73
1738261440.250892,1346386.000,21084,1,B%,1,100,74
1738261445.250098,1351385.000,21905,1,B%,1,100,72
1738261450.250305,1356385.000,22724,1,B%,1,100,73
1738261455.249511,1361384.000,23552,1,B%,1,100,73
1738261460.249718,1366384.000,24367,1,B%,1,100,73
1738261465.248924,1371383.000,25195,1,B%,1,100,73
1738261470.249131,1376383.000,26023,1,B%,1,100,73
1738261475.248337,1381382.000,26852,1,B%,1,100,73
1738261480.248544,1386382.000,27680,1,B%,1,100,73
1738261485.247750,1391381.000,28504,1,B%,1,100,73
1738261490.247957,1396381.000,29330,1,B%,1,100,73
1738261495.247163,1401380.000,30157,1,B%,1,100,73
1738261500.247370,1406380.000,30983,1,B%,1,100,73
1738261505.246576,1411379.000,31827,1,B%,1,100,73
1738261510.246783,1416379.000,32639,1,B%,1,100,73
1738261515.245989,1421378.000,33468,1,B%,1,100,72
1738261520.246196,1426378.000,34277,1,B%,1,100,72
1738261525.245402,1431377.000,35105,1,B%,1,100,72
1738261530.245609,1436377.000,35934,1,B%,1,100,71
1738261535.245815,1441377.000,36759,1,B%,1,100,72
1738261540.245022,1446376.000,37586,1,B%,1,100,72
1738261545.244228,1451375.000,38395,1,B%,1,100,72
1738261550.244435,1456375.000,39223,1,B%,1,100,72
1738261555.243641,1461374.000,40049,1,B%,1,100,72
1738261560.243848,1466374.000,40873,1,B%,1,100,72
1738261565.243054,1471373.000,41695,1,B%,1,100,72
1738261570.243261,1476373.000,42507,1,B%,1,100,72
1738261575.242467,1481372.000,43327,1,B%,1,100,72
1738261580.242674,1486372.000,44150,1,B%,1,100,71
1738261585.241880,1491371.000,44963,1,B%,1,100,72
1738261590.242087,1496371.000,45786,1,B%,1,100,71
1738261595.241293,1501370.000,46608,1,B%,1,100,72
1738261600.241500,1506370.000,47418,1,B%,1,100,71
1738261605.240706,1511369.000,48244,1,B%,1,100,72
1738261610.240913,1516369.000,49066,1,B%,1,100,72
1738261615.240119,1521368.000,49891,1,B%,1,100,72
1738261620.240326,1526368.000,50716,1,B%,1,100,71
1738261625.239532,1531367.000,51524,1,B%,1,100,72
1738261630.239739,1536367.000,52352,1,B%,1,100,71
1738261635.238945,1541366.000,53176,1,B%,1,100,71
1738261640.239152,1546366.000,53986,1,B%,1,100,71
1738261645.238358,1551365.000,54810,1,B%,1,100,71
1738261650.238565,1556365.000,55629,1,B%,1,100,70
1738261655.238771,1561365.000,56445,1,B%,1,100,71
1738261660.237978,1566364.000,57272,1,B%,1,100,71
1738261665.237185,1571363.000,58095,1,B%,1,100,71
1738261670.237391,1576363.000,58905,1,B%,1,100,71
1738261675.236598,1581362.000,59736,1,B%,1,100,72
1738261680.236804,1586362.000,60557,1,B%,1,100,71
1738261685.236011,1591361.000,61385,1,B%,1,100,71
1738261690.236217,1596361.000,62195,1,B%,1,100,71
1738261695.235424,1601360.000,63019,1,B%,1,100,71
1738261700.235630,1606360.000,63846,1,B%,1,100,72
1738261705.235837,1611360.000,64660,1,B%,1,100,71
1738261710.235043,1616359.000,65480,1,B%,1,100,70
1738261715.234250,1621358.000,764,1,B%,1,100,71
1738261720.234456,1626358.000,1591,1,B%,1,100,70
1738261725.233663,1631357.000,2419,1,B%,1,100,70
1738261730.233869,1636357.000,3228,1,B%,1,100,71
1738261735.233076,1641356.000,4074,1,B%,1,100,71
1738261740.233282,1646356.000,4884,1,B%,1,100,70
1738261745.232489,1651355.000,5703,1,B%,1,100,71
1738261750.232695,1656355.000,6529,1,B%,1,100,71
1738261755.232902,1661355.000,7360,1,B%,1,100,71
1738261760.232108,1666354.000,8187,1,B%,1,100,71
1738261765.231315,1671353.000,9015,1,B%,1,100,70
1738261770.231521,1676353.000,9844,1,B%,1,100,71
1738261775.230728,1681352.000,10672,1,B%,1,100,71
1738261780.230934,1686352.000,11492,1,B%,1,100,70
1738261785.230141,1691351.000,12298,1,B%,1,100,70
1738261790.230347,1696351.000,13128,1,B%,1,100,71
1738261795.229554,1701350.000,13958,1,B%,1,100,70
1738261800.229760,1706350.000,14778,1,B%,1,100,70
1738261805.228967,1711349.000,15602,1,B%,1,100,70
1738261810.229173,1716349.000,16410,1,B%,1,100,70
1738261815.228380,1721348.000,17229,1,B%,1,100,70
1738261820.228586,1726348.000,18050,1,B%,1,100,70
1738261825.227793,1731347.000,18894,1,B%,1,100,70
1738261830.227999,1736347.000,19718,1,B%,1,100,70
1738261835.227206,1741346.000,20544,1,B%,1,100,70
1738261840.227412,1746346.000,21352,1,B%,1,100,70
1738261845.226619,1751345.000,22180,1,B%,1,100,70
1738261850.226825,1756345.000,23010,1,B%,1,100,70
1738261855.226032,1761344.000,23840,1,B%,1,100,70
1738261860.226238,1766344.000,24660,1,B%,1,100,69
