Timestamp,BI
1738260746.54888,1348
1738260748.0309,1117.5
1738260748.91767,1348
1738260749.27575,887
1738260750.98576,662
1738260751.59054,605
1738260752.25207,605
1738260752.81261,561
1738260753.19788,503
1738260753.70087,503
1738260754.13422,433
1738260754.86822,503
1738260755.22296,459
1738260756.30446,709
1738260756.76336,581
1738260757.47269,581
1738260758.05411,581
1738260758.36939,581
1738260759.40857,448
1738260759.84033,448
1738260760.28872,875
1738260761.4664,527
1738260762.34122,596
1738260762.86791,596
1738260763.4643,596
1738260763.94476,527
1738260764.73035,480
1738260765.05682,379
1738260765.43252,379
1738260765.81149,376
1738260766.32824,379
1738260766.64847,389
1738260767.20936,389
1738260767.59844,389
1738260767.90667,464
1738260768.68565,464
1738260769.1496,584
1738260769.73383,584
1738260770.32813,464
1738260770.64414,487
1738260771.02889,487
1738260771.51554,385
1738260772.04289,487
1738260772.41613,487
1738260773.32415,527
1738260773.77606,517
1738260774.40859,517
1738260774.92541,452
1738260775.27097,383
1738260775.65364,383
1738260775.98709,383
1738260776.59039,420
1738260777.13632,444
1738260777.55612,444
1738260777.99974,434
1738260778.36822,434
1738260778.8019,444
1738260780.14343,516
1738260780.98686,635
1738260781.50328,843
1738260782.13821,788
1738260783.36756,635
1738260784.15579,788
1738260784.65481,812
1738260785.46685,788
1738260786.30055,812
1738260786.79724,812
1738260787.65234,497
1738260788.04395,392
1738260788.43364,392
1738260788.80448,390
1738260789.61265,390
1738260789.97321,594
1738260790.56697,625
1738260791.19242,594
1738260791.84747,594
1738260792.17352,560
1738260792.73315,486
1738260793.21895,486
1738260793.59664,486
1738260794.41049,486
1738260794.80423,575
1738260795.37944,575
1738260796.01595,575
1738260796.58551,637
1738260797.69495,750
1738260798.44516,750
1738260799.37462,750
1738260800.04945,750
1738260800.71266,698
1738260801.51871,675
1738260802.21654,663
1738260802.82726,611
1738260803.16491,496
1738260803.50499,496
1738260804.00121,381
1738260804.74964,381
1738260805.13016,496
1738260805.44222,420
1738260806.18152,420
1738260806.60154,433
1738260807.58109,464
1738260808.01398,464
1738260808.478,543
1738260809.02118,543
1738260809.59612,543
1738260810.18987,543
1738260810.69456,505
1738260811.13045,436
1738260811.54992,419
1738260811.89485,419
1738260812.23104,419
1738260812.90852,396
1738260813.74138,677
1738260814.13781,677
1738260815.38748,396
1738260815.7817,396
1738260816.09078,394
1738260816.63813,394
1738260817.02965,392
1738260817.64754,392
1738260817.95979,392
1738260818.3402,380
1738260819.15424,380
1738260819.52225,380
1738260820.039,517
1738260820.34689,368
1738260820.92351,517
1738260821.23332,476
1738260821.81207,577
1738260822.28848,579
1738260823.58764,1035
1738260824.62301,1035
1738260826.08732,1035
1738260826.85276,765
1738260827.41798,565
1738260827.79005,541
1738260828.22861,439
1738260828.7693,439
1738260829.19145,499
1738260829.78048,541
1738260830.2793,589
1738260831.18754,591
1738260832.25118,675
1738260832.8418,675
1738260833.51716,591
1738260833.84451,402
1738260834.24666,334
1738260834.58115,334
1738260834.88929,402
1738260835.52325,504
1738260836.11374,590
1738260836.61763,590
1738260837.53827,504
1738260837.9772,504
1738260838.30803,528
1738260838.84665,477
1738260839.37507,477
1738260839.85218,477
1738260840.2562,428
1738260840.68379,428
1738260840.99477,404
1738260841.97151,428
1738260842.28679,434
1738260843.26057,765
1738260843.69425,535
1738260844.45965,765
1738260844.99485,543
1738260845.79554,543
1738260846.33869,543
1738260846.75018,543
1738260847.38522,517
1738260847.71072,432
1738260848.22744,432
1738260848.65926,432
1738260849.0502,517
1738260849.63504,432
1738260850.735,585
1738260851.09936,646
1738260851.74492,646
1738260852.80063,412
1738260853.21231,412
1738260853.57039,412
1738260853.87827,412
1738260854.5551,387
1738260855.02905,474
1738260855.41592,485
1738260856.34949,485
1738260856.83434,522
1738260857.60323,522
1738260858.12521,485
1738260858.53209,495
1738260858.89148,495
1738260859.3869,471
1738260860.64859,495
1738260861.11997,498
1738260861.6893,507
1738260862.18702,498
1738260862.69404,498
1738260863.05172,391
1738260863.44287,391
1738260863.78964,391
1738260864.45202,582
1738260865.67116,582
1738260866.25318,582
1738260866.5777,440
1738260866.93441,440
1738260867.37432,427
1738260868.39163,440
1738260868.81862,584
1738260869.5755,584
1738260870.15934,427
1738260870.58281,423
1738260870.90758,423
1738260871.28912,423
1738260871.71941,430
1738260872.21452,495
1738260872.93156,546
1738260873.47708,546
1738260874.20579,613
1738260874.69253,582
1738260875.30556,582
1738260875.88748,548
1738260876.435,548
1738260876.75328,526
1738260877.06563,525
1738260877.59211,525
1738260878.11758,526
1738260878.72188,543
1738260879.95439,543
1738260880.49757,543
1738260880.99016,543
1738260881.51663,543
1738260882.13075,547
1738260882.97821,614
1738260883.52517,614
1738260884.35784,639
1738260884.9125,555
1738260885.55143,602
1738260885.88139,555
1738260886.48302,602
1738260886.89094,408
1738260887.75007,602
1738260888.07731,408
1738260888.8799,751
1738260889.27023,623
1738260890.02083,623
1738260890.64379,436
1738260891.01354,623
1738260891.44904,623
1738260892.24664,737
1738260893.01883,737
1738260893.75592,737
1738260894.44508,689
1738260894.77763,635
1738260895.41272,393
1738260895.7528,340
1738260896.14587,363
1738260896.4817,363
1738260896.84495,393
1738260897.57914,592
1738260898.1715,592
1738260899.23621,592
1738260899.68086,445
1738260900.00802,379
1738260900.38726,379
1738260900.73641,379
1738260901.16042,379
1738260901.88825,424
1738260902.23767,424
1738260902.77436,349
1738260903.10043,349
1738260903.41912,347
1738260904.03163,347
1738260904.37896,558
1738260904.93705,558
1738260905.5094,350
1738260905.82382,558
1738260906.17363,572
1738260907.0922,592
1738260907.7788,592
1738260908.37092,592
1738260908.76194,391
1738260909.11006,368
1738260909.42733,368
1738260909.79565,368
1738260910.1654,370
1738260910.74669,517
1738260911.26404,517
1738260912.05568,517
1738260912.53546,517
1738260913.01852,601
1738260913.61914,483
1738260914.64391,601
1738260914.9702,666
1738260915.80463,666
1738260916.4708,666
1738260917.08401,674
1738260917.89032,674
1738260918.56401,674
1738260919.28217,674
1738260919.71785,674
1738260920.08286,718
1738260920.91924,436
1738260921.6992,551
1738260922.13139,636
1738260922.68285,551
1738260923.31894,551
1738260923.72956,551
1738260924.29494,565
1738260924.83988,565
1738260925.58843,565
1738260926.32833,545
1738260926.68728,681
1738260927.20216,515
1738260927.88327,515
1738260928.23247,515
1738260928.8455,613
1738260929.20115,449
1738260930.01418,449
1738260930.46284,449
1738260930.78045,449
1738260931.32451,449
1738260931.67588,503
1738260932.33755,544
1738260932.84027,503
1738260933.47705,503
1738260933.95838,481
1738260934.30954,481
1738260934.70834,481
1738260935.21723,399
1738260936.14634,473
1738260936.52399,509
1738260936.997,473
1738260937.77154,473
1738260938.13352,473
1738260939.1846,775
1738260939.49248,362
1738260940.27284,349
1738260940.62226,349
1738260940.94993,349
1738260941.42469,349
1738260941.73803,475
1738260942.31099,475
1738260942.80701,424
1738260943.23103,496
1738260943.63258,456
1738260944.2272,456
1738260944.68332,456
1738260945.23215,549
1738260945.64092,456
1738260946.44513,549
1738260946.82906,409
1738260947.76525,567
1738260948.13938,567
1738260948.70592,567
1738260949.29895,567
1738260949.81552,567
1738260950.54057,593
1738260950.93378,550
1738260951.56821,550
1738260952.11809,439
1738260952.55693,439
1738260952.87756,386
1738260953.18996,386
1738260953.57546,386
1738260954.29,404
1738260954.69364,538
1738260955.29606,581
1738260955.83438,581
1738260956.41557,602
1738260957.17327,758
1738260958.37819,758
1738260959.14869,758
1738260959.54731,404
1738260959.95139,399
1738260960.31007,399
1738260960.66875,359
1738260961.1329,359
1738260961.49212,464
1738260962.40996,464
1738260963.06598,526
1738260963.46653,526
1738260963.99302,526
1738260964.32723,526
1738260965.20487,526
1738260965.78529,334
1738260966.11253,580
1738260966.43141,580
1738260967.07335,443
1738260967.67667,533
1738260968.11919,603
1738260968.65178,533
1738260969.36984,533
1738260969.68165,533
1738260970.26912,343
1738260970.61229,343
1738260970.94678,372
1738260971.31912,372
1738260972.24656,403
1738260972.64988,475
1738260973.25016,475
1738260973.72529,475
1738260974.19028,501
1738260975.20332,501
1738260975.70398,720
1738260976.61974,720
1738260977.33977,586
1738260977.71912,586
1738260978.30463,516
1738260978.82092,474
1738260979.26322,474
1738260979.73707,474
1738260980.06743,442
1738260980.62424,474
1738260980.94692,388
1738260981.89351,557
1738260982.28198,537
1738260982.91567,634
1738260983.45248,634
1738260984.19439,634
1738260984.94275,537
1738260985.2919,445
1738260985.73694,445
1738260986.07313,349
1738260986.96884,336
1738260987.29582,336
1738260987.6029,413
1738260988.33103,380
1738260988.74434,380
1738260989.12386,413
1738260989.43927,391
1738260990.24861,391
1738260990.63987,398
1738260991.24316,549
1738260991.64136,467
1738260992.18999,549
1738260992.6565,467
1738260993.47804,549
1738260993.79581,640
1738260994.57085,640
1738260995.21111,640
1738260995.53852,775
1738260996.41766,652
1738260997.73971,652
1738260998.39164,652
1738260998.73866,652
1738260999.29868,652
1738261000.36292,560
1738261001.45122,560
1738261001.77733,634
1738261002.11791,634
1738261002.75182,634
1738261003.77459,634
1738261004.5008,704
