LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738260743.659120,649823.000,37294,3,EL,1,100,26576.000000
1738260743.659120,649823.000,37294,3,EL,1,100,26576.000000
1738260743.659120,649823.000,37294,3,EL,1,100,26576.000000
1738260743.726122,649890.000,37311,1,EL,1,100,26576.000000
1738260743.792625,649956.500,37327,2,EL,1,100,26576.000000
1738260743.859128,650023.000,37327,2,EL,1,100,26576.000000
1738260743.926131,650090.000,37344,1,EL,1,100,26575.800781
1738260743.992634,650156.500,37360,2,EL,1,100,26576.000000
1738260744.059136,650223.000,37360,2,EL,1,100,26576.000000
1738260744.125139,650289.000,37377,1,EL,1,100,26576.000000
1738260744.192142,650356.000,37393,2,EL,1,100,26576.000000
1738260744.259145,650423.000,37393,2,EL,1,100,26575.800781
1738260744.325147,650489.000,37411,1,EL,1,100,26576.000000
1738260744.392150,650556.000,37426,2,EL,1,100,26575.800781
1738260744.459153,650623.000,37426,2,EL,1,100,26575.800781
1738260744.525156,650689.000,37443,1,EL,1,100,26575.599609
1738260744.592158,650756.000,37460,2,EL,1,100,26576.000000
1738260744.659161,650823.000,37460,2,EL,1,100,26576.000000
1738260744.725164,650889.000,37477,1,EL,1,100,26576.000000
1738260744.792166,650956.000,37492,2,EL,1,100,26576.000000
1738260744.859169,651023.000,37492,2,EL,1,100,26576.000000
1738260744.925172,651089.000,37509,1,EL,1,100,26576.000000
1738260744.992175,651156.000,37526,2,EL,1,100,26576.000000
1738260745.059178,651223.000,37526,2,EL,1,100,26575.800781
1738260745.125180,651289.000,37543,1,EL,1,100,26576.000000
1738260745.192183,651356.000,37558,2,EL,1,100,26576.000000
1738260745.259186,651423.000,37558,2,EL,1,100,26576.000000
1738260745.325188,651489.000,37576,1,EL,1,100,26576.000000
1738260745.392191,651556.000,37594,2,EL,1,100,26576.199219
1738260745.459194,651623.000,37594,2,EL,1,100,26576.000000
1738260745.526197,651690.000,37611,1,EL,1,100,26576.000000
1738260745.592700,651756.500,37628,2,EL,1,100,26576.000000
1738260745.659202,651823.000,37628,2,EL,1,100,26576.000000
1738260745.725705,651889.500,37646,2,EL,1,100,26576.000000
1738260745.792208,651956.000,37646,2,EL,1,100,26576.000000
1738260745.859210,652023.000,37662,1,EL,1,100,26576.000000
1738260745.925713,652089.500,37680,2,EL,1,100,26576.199219
1738260745.992216,652156.000,37680,2,EL,1,100,26576.199219
1738260746.059219,652223.000,37696,1,EL,1,100,26576.599609
1738260746.125722,652289.500,37712,2,EL,1,100,26577.000000
1738260746.192224,652356.000,37712,2,EL,1,100,26577.000000
1738260746.259227,652423.000,37728,1,EL,1,100,26577.000000
1738260746.325730,652489.500,37746,2,EL,1,100,26577.000000
1738260746.392233,652556.000,37746,2,EL,1,100,26577.000000
1738260746.459235,652623.000,37762,1,EL,1,100,26577.000000
1738260746.525738,652689.500,37778,2,EL,1,100,26577.000000
1738260746.592241,652756.000,37778,2,EL,1,100,26577.000000
1738260746.659244,652823.000,37795,1,EL,1,100,26577.000000
1738260746.725746,652889.500,37814,2,EL,1,100,26577.000000
1738260746.792249,652956.000,37814,2,EL,1,100,26577.000000
1738260746.859252,653023.000,37830,1,EL,1,100,26577.000000
1738260746.925755,653089.500,37847,2,EL,1,100,26577.000000
1738260746.992257,653156.000,37847,2,EL,1,100,26577.000000
1738260747.058260,653222.000,37863,1,EL,1,100,26577.000000
1738260747.125263,653289.000,37880,2,EL,1,100,26577.000000
1738260747.192266,653356.000,37880,2,EL,1,100,26577.000000
1738260747.259268,653423.000,37898,1,EL,1,100,26577.000000
1738260747.325771,653489.500,37915,2,EL,1,100,26577.000000
1738260747.392274,653556.000,37915,2,EL,1,100,26577.000000
1738260747.459277,653623.000,37931,1,EL,1,100,26577.000000
1738260747.525779,653689.500,37948,2,EL,1,100,26577.000000
1738260747.592282,653756.000,37948,2,EL,1,100,26577.000000
1738260747.659285,653823.000,37965,1,EL,1,100,26577.199219
1738260747.725788,653889.500,37982,2,EL,1,100,26577.199219
1738260747.792290,653956.000,37982,2,EL,1,100,26577.199219
1738260747.858793,654022.500,37997,2,EL,1,100,26577.000000
1738260747.925296,654089.000,37997,2,EL,1,100,26577.199219
1738260747.992299,654156.000,38017,1,EL,1,100,26577.199219
1738260748.058801,654222.500,38033,2,EL,1,100,26577.000000
1738260748.125304,654289.000,38033,2,EL,1,100,26577.000000
1738260748.192307,654356.000,38050,1,EL,1,100,26577.199219
1738260748.258810,654422.500,38066,2,EL,1,100,26577.199219
1738260748.325312,654489.000,38066,2,EL,1,100,26577.000000
1738260748.392315,654556.000,38083,1,EL,1,100,26577.000000
1738260748.458818,654622.500,38099,2,EL,1,100,26577.000000
1738260748.525321,654689.000,38099,2,EL,1,100,26577.000000
1738260748.592324,654756.000,38116,1,EL,1,100,26577.000000
1738260748.658826,654822.500,38136,2,EL,1,100,26577.199219
1738260748.725329,654889.000,38136,2,EL,1,100,26577.000000
1738260748.791832,654955.500,38152,2,EL,1,100,26577.800781
1738260748.858335,655022.000,38152,2,EL,1,100,26577.199219
1738260748.925337,655089.000,38169,1,EL,1,100,26577.199219
1738260748.991840,655155.500,38186,2,EL,1,100,26577.599609
1738260749.058343,655222.000,38186,2,EL,1,100,26577.800781
1738260749.125345,655289.000,38203,1,EL,1,100,26577.599609
1738260749.191848,655355.500,38221,2,EL,1,100,26577.800781
1738260749.258351,655422.000,38221,2,EL,1,100,26578.000000
1738260749.325354,655489.000,38238,2,EL,1,100,26578.000000
1738260749.392356,655556.000,38238,2,EL,1,100,26578.000000
1738260749.458359,655622.000,38254,1,EL,1,100,26577.800781
1738260749.525362,655689.000,38271,2,EL,1,100,26578.000000
1738260749.592365,655756.000,38271,2,EL,1,100,26578.000000
1738260749.658367,655822.000,38288,1,EL,1,100,26577.800781
1738260749.725370,655889.000,38304,2,EL,1,100,26578.000000
1738260749.792373,655956.000,38304,2,EL,1,100,26577.599609
1738260749.858376,656022.000,38320,1,EL,1,100,26577.199219
1738260749.925379,656089.000,38338,2,EL,1,100,26576.599609
1738260749.992381,656156.000,38338,2,EL,1,100,26577.000000
1738260750.058384,656222.000,38354,1,EL,1,100,26577.400391
1738260750.125387,656289.000,38370,2,EL,1,100,26577.400391
1738260750.192389,656356.000,38370,2,EL,1,100,26577.400391
1738260750.258392,656422.000,38386,1,EL,1,100,26577.400391
1738260750.325395,656489.000,38406,2,EL,1,100,26577.800781
1738260750.392398,656556.000,38406,2,EL,1,100,26577.400391
1738260750.458400,656622.000,38422,1,EL,1,100,26578.000000
1738260750.525403,656689.000,38438,2,EL,1,100,26577.400391
1738260750.592406,656756.000,38438,2,EL,1,100,26577.599609
1738260750.658409,656822.000,38455,1,EL,1,100,26577.400391
1738260750.725412,656889.000,38472,2,EL,1,100,26577.599609
1738260750.792414,656956.000,38472,2,EL,1,100,26577.199219
1738260750.858417,657022.000,38488,1,EL,1,100,26577.000000
1738260750.925420,657089.000,38505,2,EL,1,100,26577.400391
1738260750.992423,657156.000,38505,2,EL,1,100,26577.800781
1738260751.058425,657222.000,38523,1,EL,1,100,26577.400391
1738260751.124928,657288.500,38540,2,EL,1,100,26577.599609
1738260751.191431,657355.000,38540,2,EL,1,100,26577.599609
1738260751.258434,657422.000,38556,1,EL,1,100,26577.199219
1738260751.324936,657488.500,38574,2,EL,1,100,26578.000000
1738260751.391439,657555.000,38574,2,EL,1,100,26578.000000
1738260751.458442,657622.000,38589,1,EL,1,100,26578.000000
1738260751.524945,657688.500,38606,2,EL,1,100,26577.400391
1738260751.591447,657755.000,38606,2,EL,1,100,26578.000000
1738260751.658450,657822.000,38623,2,EL,1,100,26578.000000
1738260751.725453,657889.000,38623,2,EL,1,100,26577.800781
1738260751.792456,657956.000,38640,1,EL,1,100,26577.800781
1738260751.858958,658022.500,38655,2,EL,1,100,26578.000000
1738260751.925461,658089.000,38655,2,EL,1,100,26577.800781
1738260751.992464,658156.000,38673,1,EL,1,100,26577.599609
1738260752.058967,658222.500,38689,2,EL,1,100,26578.000000
1738260752.125469,658289.000,38689,2,EL,1,100,26577.599609
1738260752.191472,658355.000,38706,1,EL,1,100,26577.599609
1738260752.258475,658422.000,38722,2,EL,1,100,26578.000000
1738260752.325478,658489.000,38722,2,EL,1,100,26577.800781
1738260752.391480,658555.000,38739,1,EL,1,100,26577.800781
1738260752.458483,658622.000,38755,2,EL,1,100,26578.000000
1738260752.525486,658689.000,38755,2,EL,1,100,26578.000000
1738260752.591489,658755.000,38772,1,EL,1,100,26578.000000
1738260752.658491,658822.000,38788,2,EL,1,100,26578.000000
1738260752.725494,658889.000,38788,2,EL,1,100,26578.000000
1738260752.791497,658955.000,38805,1,EL,1,100,26578.000000
1738260752.858500,659022.000,38821,2,EL,1,100,26578.000000
1738260752.925503,659089.000,38821,2,EL,1,100,26578.000000
1738260752.991505,659155.000,38839,1,EL,1,100,26578.000000
1738260753.058508,659222.000,38855,2,EL,1,100,26578.000000
1738260753.125511,659289.000,38855,2,EL,1,100,26578.000000
1738260753.191514,659355.000,38871,1,EL,1,100,26578.199219
1738260753.258516,659422.000,38888,2,EL,1,100,26578.000000
1738260753.325519,659489.000,38888,2,EL,1,100,26578.400391
1738260753.391522,659555.000,38905,1,EL,1,100,26578.000000
1738260753.458025,659621.500,38921,2,EL,1,100,26578.000000
1738260753.524527,659688.000,38921,2,EL,1,100,26578.199219
1738260753.591530,659755.000,38938,2,EL,1,100,26578.000000
1738260753.658533,659822.000,38938,2,EL,1,100,26578.000000
1738260753.724535,659888.000,38954,1,EL,1,100,26578.400391
1738260753.791538,659955.000,38976,2,EL,1,100,26578.000000
1738260753.858541,660022.000,38976,2,EL,1,100,26578.000000
1738260753.925044,660088.500,38993,2,EL,1,100,26578.000000
1738260753.991546,660155.000,38993,2,EL,1,100,26578.400391
1738260754.058549,660222.000,39010,1,EL,1,100,26578.400391
1738260754.125052,660288.500,39025,2,EL,1,100,26578.400391
1738260754.191555,660355.000,39025,2,EL,1,100,26578.400391
1738260754.258558,660422.000,39044,1,EL,1,100,26579.000000
1738260754.325060,660488.500,39061,2,EL,1,100,26579.000000
1738260754.391563,660555.000,39061,2,EL,1,100,26579.000000
1738260754.458566,660622.000,39078,1,EL,1,100,26578.800781
1738260754.525069,660688.500,39094,2,EL,1,100,26579.000000
1738260754.591571,660755.000,39094,2,EL,1,100,26578.599609
1738260754.658574,660822.000,39111,1,EL,1,100,26579.000000
1738260754.725077,660888.500,39127,2,EL,1,100,26578.599609
1738260754.791579,660955.000,39127,2,EL,1,100,26578.800781
1738260754.858082,661021.500,39144,2,EL,1,100,26578.800781
1738260754.924585,661088.000,39144,2,EL,1,100,26578.800781
1738260754.991588,661155.000,39161,1,EL,1,100,26578.599609
1738260755.058090,661221.500,39177,2,EL,1,100,26578.599609
1738260755.124593,661288.000,39177,2,EL,1,100,26578.199219
1738260755.191596,661355.000,39193,1,EL,1,100,26578.800781
1738260755.258099,661421.500,39211,2,EL,1,100,26578.199219
1738260755.324601,661488.000,39211,2,EL,1,100,26578.800781
1738260755.391604,661555.000,39229,1,EL,1,100,26578.400391
1738260755.458107,661621.500,39245,2,EL,1,100,26578.000000
1738260755.524610,661688.000,39245,2,EL,1,100,26578.199219
1738260755.591613,661755.000,39261,1,EL,1,100,26578.000000
1738260755.658115,661821.500,39279,2,EL,1,100,26578.199219
1738260755.724618,661888.000,39279,2,EL,1,100,26578.000000
1738260755.791621,661955.000,39295,1,EL,1,100,26578.199219
1738260755.858124,662021.500,39313,2,EL,1,100,26578.000000
1738260755.924626,662088.000,39313,2,EL,1,100,26578.199219
1738260755.991629,662155.000,39330,1,EL,1,100,26578.000000
1738260756.058132,662221.500,39347,2,EL,1,100,26578.000000
1738260756.124635,662288.000,39347,2,EL,1,100,26578.000000
1738260756.191637,662355.000,39363,1,EL,1,100,26578.199219
1738260756.258140,662421.500,39381,2,EL,1,100,26578.199219
1738260756.324643,662488.000,39381,2,EL,1,100,26578.199219
1738260756.391646,662555.000,39396,1,EL,1,100,26578.199219
1738260756.458148,662621.500,39413,2,EL,1,100,26578.000000
1738260756.524651,662688.000,39413,2,EL,1,100,26578.400391
1738260756.591654,662755.000,39429,1,EL,1,100,26578.199219
1738260756.658157,662821.500,39447,2,EL,1,100,26578.800781
1738260756.724659,662888.000,39447,2,EL,1,100,26578.199219
1738260756.791662,662955.000,39462,2,EL,1,100,26578.599609
1738260756.858665,663022.000,39462,2,EL,1,100,26579.000000
1738260756.924668,663088.000,39479,1,EL,1,100,26579.000000
1738260756.991670,663155.000,39496,2,EL,1,100,26579.000000
1738260757.058673,663222.000,39496,2,EL,1,100,26578.800781
1738260757.124676,663288.000,39513,1,EL,1,100,26578.800781
1738260757.191179,663354.500,39528,2,EL,1,100,26579.000000
1738260757.257681,663421.000,39528,2,EL,1,100,26579.000000
1738260757.324684,663488.000,39546,1,EL,1,100,26578.800781
1738260757.391687,663555.000,39562,2,EL,1,100,26579.000000
1738260757.458690,663622.000,39562,2,EL,1,100,26578.800781
1738260757.524692,663688.000,39579,1,EL,1,100,26579.000000
1738260757.591195,663754.500,39595,2,EL,1,100,26579.000000
1738260757.657698,663821.000,39595,2,EL,1,100,26579.000000
1738260757.724701,663888.000,39612,1,EL,1,100,26579.000000
1738260757.791203,663954.500,39628,2,EL,1,100,26579.000000
1738260757.857706,664021.000,39628,2,EL,1,100,26579.000000
1738260757.924709,664088.000,39645,1,EL,1,100,26579.000000
1738260757.991212,664154.500,39661,2,EL,1,100,26579.000000
1738260758.057714,664221.000,39661,2,EL,1,100,26579.000000
1738260758.124717,664288.000,39678,1,EL,1,100,26579.000000
1738260758.191220,664354.500,39696,2,EL,1,100,26579.000000
1738260758.257723,664421.000,39696,2,EL,1,100,26579.000000
1738260758.324725,664488.000,39714,1,EL,1,100,26579.000000
1738260758.391228,664554.500,39730,2,EL,1,100,26579.199219
1738260758.457731,664621.000,39730,2,EL,1,100,26579.199219
1738260758.524734,664688.000,39746,1,EL,1,100,26579.400391
1738260758.591236,664754.500,39763,2,EL,1,100,26579.400391
1738260758.657739,664821.000,39763,2,EL,1,100,26579.400391
