TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
716406.000000,2037827.000000,1738260810.244870,1738262131.720452,279,649651,2.07535e+06,1.11.4
