LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738260743.585117,649749.000,37295,1,T1,1,100,33.164
1738260743.719122,649883.000,37312,1,T1,1,100,33.178
1738260743.852128,650016.000,37328,1,T1,1,100,33.077
1738260743.985133,650149.000,37361,1,T1,1,100,33.211
1738260744.119139,650283.000,37378,1,T1,1,100,33.197
1738260744.252144,650416.000,37394,1,T1,1,100,33.192
1738260744.385150,650549.000,37427,1,T1,1,100,33.225
1738260744.519155,650683.000,37444,1,T1,1,100,33.097
1738260744.652161,650816.000,37461,1,T1,1,100,33.113
1738260744.785166,650949.000,37493,1,T1,1,100,33.191
1738260744.919172,651083.000,37510,1,T1,1,100,33.260
1738260745.052177,651216.000,37527,1,T1,1,100,33.183
1738260745.185183,651349.000,37559,1,T1,1,100,33.257
1738260745.319188,651483.000,37577,1,T1,1,100,33.217
1738260745.452194,651616.000,37595,1,T1,1,100,33.271
1738260745.585199,651749.000,37612,1,T1,1,100,33.224
1738260745.718205,651882.000,37647,1,T1,1,100,33.310
1738260745.852210,652016.000,37663,1,T1,1,100,33.205
1738260745.985216,652149.000,37681,1,T1,1,100,33.230
1738260746.118221,652282.000,37713,1,T1,1,100,33.206
1738260746.252227,652416.000,37729,1,T1,1,100,33.231
1738260746.385232,652549.000,37747,1,T1,1,100,33.313
1738260746.518238,652682.000,37779,1,T1,1,100,33.135
1738260746.652243,652816.000,37796,1,T1,1,100,33.271
1738260746.785249,652949.000,37815,1,T1,1,100,33.117
1738260746.918254,653082.000,37848,1,T1,1,100,33.264
1738260747.052260,653216.000,37864,1,T1,1,100,33.256
1738260747.185265,653349.000,37881,1,T1,1,100,33.288
1738260747.318271,653482.000,37916,1,T1,1,100,33.231
1738260747.452276,653616.000,37932,1,T1,1,100,33.313
1738260747.585282,653749.000,37949,1,T1,1,100,33.313
1738260747.718287,653882.000,37966,1,T1,1,100,33.277
1738260747.852293,654016.000,37998,1,T1,1,100,33.262
1738260747.985298,654149.000,38018,1,T1,1,100,33.255
1738260748.118304,654282.000,38034,1,T1,1,100,33.394
1738260748.252309,654416.000,38067,1,T1,1,100,33.383
1738260748.385315,654549.000,38084,1,T1,1,100,33.201
1738260748.518320,654682.000,38100,1,T1,1,100,33.229
1738260748.651326,654815.000,38137,1,T1,1,100,33.312
1738260748.785331,654949.000,38153,1,T1,1,100,33.277
1738260748.918337,655082.000,38170,1,T1,1,100,33.262
1738260749.051342,655215.000,38187,1,T1,1,100,33.149
1738260749.185348,655349.000,38204,1,T1,1,100,33.171
1738260749.318353,655482.000,38239,1,T1,1,100,33.322
1738260749.451359,655615.000,38255,1,T1,1,100,33.352
