TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
784189.000000,1905747.000000,1738271781.063288,1738272902.663509,275,573451,1.98654e+06,1.11.4
