LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738271570.331355,573465.000,25042,4,DC,2,100,EA
1738271570.331355,573465.000,25042,4,DC,2,100,1
1738271570.331355,573465.000,25042,4,DC,2,100,EL
1738271570.331355,573465.000,25042,4,DC,2,100,1
1738271570.357856,573491.500,25049,4,DC,2,100,EA
1738271570.384357,573518.000,25049,4,DC,2,100,1
1738271570.410858,573544.500,25049,4,DC,2,100,EL
1738271570.437359,573571.000,25049,4,DC,2,100,1
1738271570.463110,573596.750,25065,4,DC,2,100,EA
1738271570.488861,573622.500,25065,4,DC,2,100,2
1738271570.514612,573648.250,25065,4,DC,2,100,EL
1738271570.540363,573674.000,25065,4,DC,2,100,2
1738271570.565614,573699.250,25082,4,DC,2,100,EA
1738271570.590865,573724.500,25082,4,DC,2,100,1
1738271570.616116,573749.750,25082,4,DC,2,100,EL
1738271570.641367,573775.000,25082,4,DC,2,100,1
1738271570.666868,573800.500,25101,4,DC,2,100,EA
1738271570.692369,573826.000,25101,4,DC,2,100,2
1738271570.717870,573851.500,25101,4,DC,2,100,EL
1738271570.743371,573877.000,25101,4,DC,2,100,2
1738271570.769122,573902.750,25117,4,DC,2,100,EA
1738271570.794873,573928.500,25117,4,DC,2,100,1
1738271570.820624,573954.250,25117,4,DC,2,100,EL
1738271570.846375,573980.000,25117,4,DC,2,100,1
1738271570.884126,574017.750,25137,4,DC,2,100,EA
1738271570.921878,574055.500,25137,4,DC,2,100,3
1738271570.959629,574093.250,25137,4,DC,2,100,EL
1738271570.997380,574131.000,25137,4,DC,2,100,3
1738271571.022881,574156.500,25153,4,DC,2,100,EA
1738271571.048382,574182.000,25153,4,DC,2,100,1
1738271571.073883,574207.500,25153,4,DC,2,100,EL
1738271571.099384,574233.000,25153,4,DC,2,100,1
1738271571.124885,574258.500,25171,4,DC,2,100,EA
1738271571.150386,574284.000,25171,4,DC,2,100,2
1738271571.175887,574309.500,25171,4,DC,2,100,EL
1738271571.201388,574335.000,25171,4,DC,2,100,2
1738271571.226639,574360.250,25188,4,DC,2,100,EA
1738271571.251890,574385.500,25188,4,DC,2,100,1
1738271571.277141,574410.750,25188,4,DC,2,100,EL
1738271571.302392,574436.000,25188,4,DC,2,100,1
1738271571.327393,574461.000,25205,4,DC,2,100,EA
1738271571.352394,574486.000,25205,4,DC,2,100,2
1738271571.377395,574511.000,25205,4,DC,2,100,EL
1738271571.402396,574536.000,25205,4,DC,2,100,2
1738271571.427647,574561.250,25221,4,DC,2,100,EA
1738271571.452898,574586.500,25221,4,DC,2,100,1
1738271571.478148,574611.750,25221,4,DC,2,100,EL
1738271571.503399,574637.000,25221,4,DC,2,100,1
1738271571.529400,574663.000,25238,4,DC,2,100,EA
1738271571.555401,574689.000,25238,4,DC,2,100,2
1738271571.581402,574715.000,25238,4,DC,2,100,EL
1738271571.607403,574741.000,25238,4,DC,2,100,2
1738271571.632404,574766.000,25256,4,DC,2,100,EA
1738271571.657405,574791.000,25256,4,DC,2,100,1
1738271571.682406,574816.000,25256,4,DC,2,100,EL
1738271571.707407,574841.000,25256,4,DC,2,100,1
1738271571.732658,574866.250,25273,4,DC,2,100,EA
1738271571.757909,574891.500,25273,4,DC,2,100,2
1738271571.783160,574916.750,25273,4,DC,2,100,EL
1738271571.808411,574942.000,25273,4,DC,2,100,2
1738271571.834412,574968.000,25289,4,DC,2,100,EA
1738271571.860413,574994.000,25289,4,DC,2,100,1
1738271571.886414,575020.000,25289,4,DC,2,100,EL
1738271571.912415,575046.000,25289,4,DC,2,100,1
1738271571.937666,575071.250,25306,4,DC,2,100,EA
1738271571.962917,575096.500,25306,4,DC,2,100,2
1738271571.988168,575121.750,25306,4,DC,2,100,EL
1738271572.013419,575147.000,25306,4,DC,2,100,2
1738271572.038670,575172.250,25322,4,DC,2,100,EA
