LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1738271570.418359,573552.000,25060,3,GZ,1,100,-7.294
1738271570.418359,573552.000,25060,3,GZ,1,100,-6.104
1738271570.418359,573552.000,25060,3,GZ,1,100,-6.958
1738271570.458360,573592.000,25077,3,GZ,1,100,-6.104
1738271570.498362,573632.000,25077,3,GZ,1,100,-5.280
1738271570.538363,573672.000,25077,3,GZ,1,100,-7.965
1738271570.585365,573719.000,25094,2,GZ,1,100,-8.026
1738271570.632367,573766.000,25094,2,GZ,1,100,-6.714
1738271570.672368,573806.000,25113,2,GZ,1,100,-6.195
1738271570.712370,573846.000,25113,2,GZ,1,100,-8.362
1738271570.752371,573886.000,25128,3,GZ,1,100,-8.118
1738271570.792373,573926.000,25128,3,GZ,1,100,-5.676
1738271570.832374,573966.000,25128,3,GZ,1,100,-6.409
1738271570.872376,574006.000,25149,4,GZ,1,100,-7.477
1738271570.912377,574046.000,25149,4,GZ,1,100,-6.256
1738271570.952379,574086.000,25149,4,GZ,1,100,-5.585
1738271570.992380,574126.000,25149,4,GZ,1,100,-6.561
1738271571.032382,574166.000,25164,2,GZ,1,100,-6.439
1738271571.072383,574206.000,25164,2,GZ,1,100,-8.575
1738271571.112051,574245.667,25183,3,GZ,1,100,-9.583
1738271571.151720,574285.333,25183,3,GZ,1,100,-7.172
1738271571.191388,574325.000,25183,3,GZ,1,100,-8.453
1738271571.231389,574365.000,25200,2,GZ,1,100,-10.925
1738271571.271391,574405.000,25200,2,GZ,1,100,-10.895
1738271571.311726,574445.333,25217,3,GZ,1,100,-8.850
1738271571.352060,574485.667,25217,3,GZ,1,100,-10.132
1738271571.392395,574526.000,25217,3,GZ,1,100,-11.078
1738271571.432397,574566.000,25232,2,GZ,1,100,-9.216
1738271571.472398,574606.000,25232,2,GZ,1,100,-10.681
1738271571.512066,574645.667,25250,3,GZ,1,100,-13.000
1738271571.551734,574685.333,25250,3,GZ,1,100,-13.000
1738271571.591403,574725.000,25250,3,GZ,1,100,-13.092
1738271571.631404,574765.000,25268,2,GZ,1,100,-13.489
1738271571.671406,574805.000,25268,2,GZ,1,100,-16.083
1738271571.711740,574845.333,25285,3,GZ,1,100,-16.418
1738271571.752075,574885.667,25285,3,GZ,1,100,-17.914
1738271571.792410,574926.000,25285,3,GZ,1,100,-18.402
1738271571.832412,574966.000,25300,2,GZ,1,100,-19.135
1738271571.872413,575006.000,25300,2,GZ,1,100,-18.341
1738271571.916748,575050.333,25318,3,GZ,1,100,-17.792
1738271571.961083,575094.667,25318,3,GZ,1,100,-16.144
1738271572.005418,575139.000,25318,3,GZ,1,100,-12.909
1738271572.045420,575179.000,25334,2,GZ,1,100,-9.827
1738271572.085421,575219.000,25334,2,GZ,1,100,-6.409
1738271572.125423,575259.000,25351,3,GZ,1,100,-3.082
1738271572.165424,575299.000,25351,3,GZ,1,100,-0.610
1738271572.205426,575339.000,25351,3,GZ,1,100,1.160
1738271572.245427,575379.000,25368,2,GZ,1,100,3.448
1738271572.285429,575419.000,25368,2,GZ,1,100,2.045
1738271572.325430,575459.000,25384,3,GZ,1,100,4.242
1738271572.365432,575499.000,25384,3,GZ,1,100,6.805
1738271572.405433,575539.000,25384,3,GZ,1,100,8.881
1738271572.445435,575579.000,25400,2,GZ,1,100,9.430
1738271572.485436,575619.000,25400,2,GZ,1,100,9.888
1738271572.525438,575659.000,25418,3,GZ,1,100,11.017
1738271572.565439,575699.000,25418,3,GZ,1,100,12.207
1738271572.605441,575739.000,25418,3,GZ,1,100,12.268
1738271572.645442,575779.000,25434,2,GZ,1,100,14.069
1738271572.685444,575819.000,25434,2,GZ,1,100,14.465
1738271572.725446,575859.000,25450,3,GZ,1,100,13.000
1738271572.765447,575899.000,25450,3,GZ,1,100,14.648
1738271572.805449,575939.000,25450,3,GZ,1,100,16.083
1738271572.845450,575979.000,25467,3,GZ,1,100,16.571
1738271572.885452,576019.000,25467,3,GZ,1,100,17.700
1738271572.925453,576059.000,25467,3,GZ,1,100,17.792
1738271572.965454,576099.000,25484,2,GZ,1,100,17.456
1738271573.005456,576139.000,25484,2,GZ,1,100,18.616
1738271573.045457,576179.000,25500,3,GZ,1,100,20.721
1738271573.085459,576219.000,25500,3,GZ,1,100,22.430
1738271573.125460,576259.000,25500,3,GZ,1,100,25.024
1738271573.165462,576299.000,25516,2,GZ,1,100,26.886
1738271573.205463,576339.000,25516,2,GZ,1,100,27.313
1738271573.251965,576385.500,25533,2,GZ,1,100,29.419
1738271573.298467,576432.000,25533,2,GZ,1,100,29.022
1738271573.338469,576472.000,25550,3,GZ,1,100,27.283
1738271573.378470,576512.000,25550,3,GZ,1,100,27.649
1738271573.418472,576552.000,25550,3,GZ,1,100,27.405
1738271573.458473,576592.000,25566,2,GZ,1,100,26.428
1738271573.498475,576632.000,25566,2,GZ,1,100,27.435
1738271573.538476,576672.000,25583,3,GZ,1,100,26.367
1738271573.578478,576712.000,25583,3,GZ,1,100,23.651
1738271573.618479,576752.000,25583,3,GZ,1,100,23.743
1738271573.658481,576792.000,25601,2,GZ,1,100,20.721
