LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738271570.698369,573832,25100,1,HR,1,100,59.64
1738271571.161386,574295,25170,1,HR,1,100,75.37
1738271573.685482,576819,25588,1,HR,1,100,63.93
1738271577.174613,580308,26161,1,HR,1,100,53.57
1738271577.681632,580815,26247,1,HR,1,100,67.81
1738271578.714671,581848,26414,1,HR,1,100,65.68
1738271581.797787,584931,26922,1,HR,1,100,55.44
1738271582.960831,586094,27123,1,HR,1,100,54.62
1738271584.397885,587531,27357,1,HR,1,100,51.80
1738271585.937943,589071,27606,1,HR,1,100,49.01
1738271594.087250,597220,28932,1,HR,1,100,39.76
1738271594.924281,598057,29083,1,HR,1,100,46.99
1738271595.713311,598846,29201,1,HR,1,100,53.64
1738271600.743500,603876,30039,1,HR,1,100,44.38
1738271601.403525,604536,30141,1,HR,1,100,55.03
1738271603.373599,606506,30481,1,HR,1,100,49.61
1738271606.306710,609439,30964,1,HR,1,100,43.15
1738271615.726064,618858,32506,1,HR,1,100,34.98
1738271615.949073,619081,32558,1,HR,1,100,87.82
1738271616.449091,619581,32643,1,HR,1,100,94.97
1738271619.592210,622724,33148,1,HR,1,100,78.12
1738271621.558284,624690,33482,1,HR,1,100,67.60
1738271624.755404,627887,33987,1,HR,1,100,56.77
1738271627.165495,630297,34397,1,HR,1,100,49.71
1738271627.978525,631110,34532,1,HR,1,100,55.12
1738271629.718591,632850,34815,1,HR,1,100,50.58
1738271630.551622,633683,34949,1,HR,1,100,55.41
1738271632.821708,635953,35312,1,HR,1,100,48.99
1738271645.640190,648771,37305,1,HR,1,100,39.15
1738271647.134246,650265,37543,1,HR,1,100,39.46
1738271651.926427,655057,38296,1,HR,1,100,33.49
1738271653.330480,656461,38509,1,HR,1,100,35.64
1738271654.299516,657430,38655,1,HR,1,100,41.46
1738271655.026544,658157,38768,1,HR,1,100,50.77
1738271661.579790,664710,39806,1,HR,1,100,41.53
1738271665.232928,668363,40373,1,HR,1,100,35.97
1738271667.596017,670726,40746,1,HR,1,100,33.65
1738271669.942105,673072,41117,1,HR,1,100,31.87
1738271670.269117,673399,41168,1,HR,1,100,66.46
1738271673.805250,676935,41713,1,HR,1,100,55.48
1738271675.432312,678562,41968,1,HR,1,100,51.38
