LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738271570.325355,573459.000,25045,3,PG,1,100,3903
1738271570.325355,573459.000,25045,3,PG,1,100,3925
1738271570.325355,573459.000,25045,3,PG,1,100,3922
1738271570.335083,573468.727,25052,11,PG,1,100,3904
1738271570.344810,573478.455,25052,11,PG,1,100,3922
1738271570.354538,573488.182,25052,11,PG,1,100,3912
1738271570.364266,573497.909,25052,11,PG,1,100,3913
1738271570.373993,573507.636,25052,11,PG,1,100,3912
1738271570.383721,573517.364,25052,11,PG,1,100,3927
1738271570.393449,573527.091,25052,11,PG,1,100,3905
1738271570.403176,573536.818,25052,11,PG,1,100,3919
1738271570.412904,573546.545,25052,11,PG,1,100,3907
1738271570.422632,573556.273,25052,11,PG,1,100,3949
1738271570.432359,573566.000,25052,11,PG,1,100,3955
1738271570.442960,573576.600,25068,10,PG,1,100,3928
1738271570.453560,573587.200,25068,10,PG,1,100,3914
1738271570.464160,573597.800,25068,10,PG,1,100,3928
1738271570.474761,573608.400,25068,10,PG,1,100,3934
1738271570.485361,573619.000,25068,10,PG,1,100,3926
1738271570.495961,573629.600,25068,10,PG,1,100,3918
1738271570.506562,573640.200,25068,10,PG,1,100,3934
1738271570.517162,573650.800,25068,10,PG,1,100,3928
1738271570.527763,573661.400,25068,10,PG,1,100,3929
1738271570.538363,573672.000,25068,10,PG,1,100,3927
1738271570.547763,573681.400,25085,10,PG,1,100,3938
1738271570.557164,573690.800,25085,10,PG,1,100,3940
1738271570.566564,573700.200,25085,10,PG,1,100,3933
1738271570.575964,573709.600,25085,10,PG,1,100,3920
1738271570.585365,573719.000,25085,10,PG,1,100,3936
1738271570.594765,573728.400,25085,10,PG,1,100,3923
1738271570.604166,573737.800,25085,10,PG,1,100,3930
1738271570.613566,573747.200,25085,10,PG,1,100,3913
1738271570.622966,573756.600,25085,10,PG,1,100,3922
1738271570.632367,573766.000,25085,10,PG,1,100,3913
1738271570.642967,573776.600,25104,10,PG,1,100,3920
1738271570.653567,573787.200,25104,10,PG,1,100,3918
1738271570.664168,573797.800,25104,10,PG,1,100,3914
1738271570.674768,573808.400,25104,10,PG,1,100,3919
1738271570.685369,573819.000,25104,10,PG,1,100,3929
1738271570.695969,573829.600,25104,10,PG,1,100,3927
1738271570.706569,573840.200,25104,10,PG,1,100,3926
1738271570.717170,573850.800,25104,10,PG,1,100,3910
1738271570.727770,573861.400,25104,10,PG,1,100,3953
1738271570.738371,573872.000,25104,10,PG,1,100,3961
1738271570.748098,573881.727,25120,11,PG,1,100,3948
1738271570.757826,573891.455,25120,11,PG,1,100,3923
1738271570.767554,573901.182,25120,11,PG,1,100,3946
1738271570.777281,573910.909,25120,11,PG,1,100,3938
1738271570.787009,573920.636,25120,11,PG,1,100,3937
1738271570.796736,573930.364,25120,11,PG,1,100,3934
1738271570.806464,573940.091,25120,11,PG,1,100,3937
1738271570.816192,573949.818,25120,11,PG,1,100,3941
1738271570.825919,573959.545,25120,11,PG,1,100,3928
1738271570.835647,573969.273,25120,11,PG,1,100,3961
1738271570.845375,573979.000,25120,11,PG,1,100,3911
1738271570.855875,573989.500,25140,14,PG,1,100,3938
1738271570.866375,574000.000,25140,14,PG,1,100,3955
1738271570.876876,574010.500,25140,14,PG,1,100,3957
1738271570.887376,574021.000,25140,14,PG,1,100,3933
1738271570.897877,574031.500,25140,14,PG,1,100,3937
