LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738271570.327355,573461.000,25041,4,EM,1,100,RS
1738271570.327355,573461.000,25041,4,EM,1,100,RB
1738271570.327355,573461.000,25041,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271570.327355,573461.000,25041,4,EM,1,100,PS
1738271570.377607,573511.250,25064,4,EM,1,100,RS
1738271570.427859,573561.500,25064,4,EM,1,100,RB
1738271570.478111,573611.750,25064,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271570.528363,573662.000,25064,4,EM,1,100,PS
1738271570.578615,573712.250,25098,4,EM,1,100,RS
1738271570.628866,573762.500,25098,4,EM,1,100,RB
1738271570.679118,573812.750,25098,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271570.729370,573863.000,25098,4,EM,1,100,PS
1738271570.795373,573929.000,25135,4,EM,1,100,RS
1738271570.861375,573995.000,25135,4,EM,1,100,RB
1738271570.927378,574061.000,25135,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271570.993380,574127.000,25135,4,EM,1,100,PS
1738271571.043632,574177.250,25168,4,EM,1,100,RS
1738271571.093884,574227.500,25168,4,EM,1,100,RB
1738271571.144136,574277.750,25168,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271571.194388,574328.000,25168,4,EM,1,100,PS
1738271571.244640,574378.250,25204,4,EM,1,100,RS
1738271571.294892,574428.500,25204,4,EM,1,100,RB
1738271571.345144,574478.750,25204,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271571.395395,574529.000,25204,4,EM,1,100,PS
1738271571.445647,574579.250,25236,4,EM,1,100,RS
1738271571.495899,574629.500,25236,4,EM,1,100,RB
1738271571.546151,574679.750,25236,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271571.596403,574730.000,25236,4,EM,1,100,PS
1738271571.646655,574780.250,25272,4,EM,1,100,RS
1738271571.696907,574830.500,25272,4,EM,1,100,RB
1738271571.747159,574880.750,25272,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271571.797410,574931.000,25272,4,EM,1,100,PS
1738271571.847662,574981.250,25304,4,EM,1,100,RS
1738271571.897914,575031.500,25304,4,EM,1,100,RB
1738271571.948166,575081.750,25304,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271571.998418,575132.000,25304,4,EM,1,100,PS
1738271572.048670,575182.250,25338,4,EM,1,100,RS
1738271572.098922,575232.500,25338,4,EM,1,100,RB
1738271572.149174,575282.750,25338,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271572.199426,575333.000,25338,4,EM,1,100,PS
1738271572.249677,575383.250,25372,4,EM,1,100,RS
1738271572.299929,575433.500,25372,4,EM,1,100,RB
1738271572.350181,575483.750,25372,4,EM,1,100,2025-01-30_14-12-49-980144.csv
1738271572.400433,575534.000,25372,4,EM,1,100,PS
1738271572.450685,575584.250,25404,4,EM,1,100,RS
