LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738271607.522755,610655,31187,1,SA,1,100,0.000004
1738271631.386654,634518,35278,1,SA,1,100,0.000194
1738271632.787706,635919,35330,1,SA,1,100,0.000022
1738271633.453732,636585,35456,1,SA,1,100,0.000039
1738271634.586774,637718,35753,1,SA,1,100,0.000210
1738271636.586849,639718,35975,1,SA,1,100,0.000092
1738271637.186872,640318,36029,1,SA,1,100,0.000027
1738271638.385917,641517,36201,1,SA,1,100,0.000024
1738271639.453957,642585,36390,1,SA,1,100,0.000054
1738271639.985977,643117,36454,1,SA,1,100,0.000031
1738271640.719005,643850,36566,1,SA,1,100,0.000015
1738271641.119020,644250,36645,1,SA,1,100,0.000025
1738271641.587038,644718,36743,1,SA,1,100,0.000093
1738271642.653078,645784,36874,1,SA,1,100,0.000034
1738271643.386105,646517,37017,1,SA,1,100,0.000081
1738271644.053130,647184,37097,1,SA,1,100,0.000029
1738271644.787158,647918,37209,1,SA,1,100,0.000027
1738271645.319178,648450,37321,1,SA,1,100,0.000054
1738271646.452221,649583,37544,1,SA,1,100,0.000143
1738271648.052281,651183,37707,1,SA,1,100,0.000012
1738271648.919314,652050,37865,1,SA,1,100,0.000045
1738271649.585339,652716,38008,1,SA,1,100,0.000073
1738271650.652379,653783,38197,1,SA,1,100,0.000109
1738271652.118434,655249,38405,1,SA,1,100,0.000075
1738271652.919464,656050,38474,1,SA,1,100,0.000033
1738271653.252477,656383,38510,1,SA,1,100,0.000011
1738271653.585489,656716,38574,1,SA,1,100,0.000008
1738271654.585527,657716,38734,1,SA,1,100,0.000017
1738271654.852537,657983,38847,1,SA,1,100,0.000077
1738271655.518562,658649,39005,1,SA,1,100,0.000139
1738271656.718607,659849,39102,1,SA,1,100,0.000058
1738271657.718645,660849,39248,1,SA,1,100,0.000052
1738271658.318667,661449,39312,1,SA,1,100,0.000010
1738271659.318705,662449,39486,1,SA,1,100,0.000024
1738271659.652718,662783,39551,1,SA,1,100,0.000051
1738271660.185738,663316,39677,1,SA,1,100,0.000135
1738271661.585790,664716,39823,1,SA,1,100,0.000009
1738271662.318818,665449,39934,1,SA,1,100,0.000008
1738271662.651831,665782,39998,1,SA,1,100,0.000015
1738271662.918841,666049,40038,1,SA,1,100,0.000008
1738271663.251853,666382,40118,1,SA,1,100,0.000044
1738271664.117886,667248,40213,1,SA,1,100,0.000007
1738271664.451898,667582,40278,1,SA,1,100,0.000016
1738271664.984918,668115,40374,1,SA,1,100,0.000020
1738271665.318931,668449,40423,1,SA,1,100,0.000014
1738271665.718946,668849,40519,1,SA,1,100,0.000035
1738271666.184963,669315,40631,1,SA,1,100,0.000073
1738271666.984994,670115,40712,1,SA,1,100,0.000046
1738271667.452011,670582,40762,1,SA,1,100,0.000022
1738271668.251041,671381,40911,1,SA,1,100,0.000051
1738271669.118074,672248,41021,1,SA,1,100,0.000027
1738271669.984107,673114,41149,1,SA,1,100,0.000007
1738271670.184114,673314,41262,1,SA,1,100,0.000140
1738271671.384159,674514,41358,1,SA,1,100,0.000011
1738271672.385197,675515,41564,1,SA,1,100,0.000066
1738271672.917217,676047,41597,1,SA,1,100,0.000012
1738271673.917255,677047,41808,1,SA,1,100,0.000047
1738271674.584280,677714,41886,1,SA,1,100,0.000028
1738271675.251305,678381,42031,1,SA,1,100,0.000142
1738271676.584355,679714,42175,1,SA,1,100,0.000004
1738271676.784363,679914,42225,1,SA,1,100,0.000013
1738271677.117375,680247,42382,1,SA,1,100,0.000116
1738271678.650433,681780,42533,1,SA,1,100,0.000051
1738271679.384460,682514,42691,1,SA,1,100,0.000070
1738271680.384498,683514,42771,1,SA,1,100,0.000009
1738271680.983521,684113,42913,1,SA,1,100,0.000041
1738271682.050561,685180,43168,1,SA,1,100,0.000108
1738271683.450613,686580,43256,1,SA,1,100,0.000017
1738271683.716624,686846,43335,1,SA,1,100,0.000045
1738271684.717661,687847,43478,1,SA,1,100,0.000035
1738271685.383686,688513,43588,1,SA,1,100,0.000818
1738271689.716849,692846,44237,1,SA,1,100,0.000015
1738271690.382874,693512,44363,1,SA,1,100,0.000128
1738271691.849930,694979,44600,1,SA,1,100,0.000209
1738271692.516955,695646,44680,1,SA,1,100,0.000159
1738271695.649073,698778,45152,1,SA,1,100,0.000029
1738271695.983085,699112,45202,1,SA,1,100,0.000024
1738271696.516105,699645,45300,1,SA,1,100,0.000033
1738271696.849118,699978,45319,1,SA,1,100,0.000009
1738271697.049125,700178,45366,1,SA,1,100,0.000046
1738271697.849155,700978,45478,1,SA,1,100,0.000007
1738271698.450178,701579,45589,1,SA,1,100,0.000032
1738271699.316211,702445,45708,1,SA,1,100,0.000007
1738271699.516218,702645,45756,1,SA,1,100,0.000015
1738271699.916233,703045,45820,1,SA,1,100,0.000022
1738271700.249246,703378,45946,1,SA,1,100,0.000237
1738271702.449329,705578,46247,1,SA,1,100,0.000036
1738271702.915346,706044,46342,1,SA,1,100,0.000072
1738271703.849381,706978,46443,1,SA,1,100,0.000037
1738271704.982424,708111,46585,1,SA,1,100,0.000007
1738271705.316437,708445,46665,1,SA,1,100,0.000024
1738271705.716452,708845,46807,1,SA,1,100,0.000090
1738271707.182507,710311,47107,1,SA,1,100,0.000190
1738271708.582560,711711,47142,1,SA,1,100,0.000012
1738271709.048577,712177,47272,1,SA,1,100,0.000057
1738271709.581597,712710,47337,1,SA,1,100,0.000049
1738271710.581635,713710,47572,1,SA,1,100,0.000303
1738271712.114692,715243,47734,1,SA,1,100,0.000308
1738271712.848720,715977,47863,1,SA,1,100,0.000432
1738271713.648750,716777,47957,1,SA,1,100,0.000180
1738271714.115768,717244,48027,1,SA,1,100,0.000200
1738271716.581861,719710,48408,1,SA,1,100,0.000014
1738271716.914873,720043,48691,1,SA,1,100,0.001159
1738271720.047991,723176,48980,1,SA,1,100,0.000122
1738271721.315039,724443,49137,1,SA,1,100,0.000024
1738271722.514084,725642,49437,1,SA,1,100,0.000186
1738271723.714129,726842,49633,1,SA,1,100,0.000409
1738271725.247187,728375,49870,1,SA,1,100,0.000427
1738271727.181260,730309,50044,1,SA,1,100,0.000052
1738271728.647315,731775,50456,1,SA,1,100,0.002201
1738271734.580538,737708,51180,1,SA,1,100,0.000008
1738271734.980553,738108,51311,1,SA,1,100,0.000024
1738271735.713581,738841,51377,1,SA,1,100,0.000017
1738271736.246601,739374,51679,1,SA,1,100,0.000152
1738271738.713694,741841,51872,1,SA,1,100,0.000034
1738271739.179711,742307,51967,1,SA,1,100,0.000119
1738271740.379756,743507,52104,1,SA,1,100,0.000018
1738271741.379794,744507,52436,1,SA,1,100,0.000247
1738271743.512874,746640,52611,1,SA,1,100,0.000043
1738271744.845925,747973,52835,1,SA,1,100,0.000038
1738271745.445947,748573,53073,1,SA,1,100,0.000206
1738271746.913002,750040,53169,1,SA,1,100,0.000077
1738271748.846075,751973,53534,1,SA,1,100,0.000170
1738271750.912153,754039,53716,1,SA,1,100,0.000007
