RD,TS_received,TS_sent,AK,RoundTrip,
574021,579148,2025-01-30_14-12-51-001969,579153,5127,
579156,584274,2025-01-30_14-12-56-097844,584276,5118,
584279,584334,2025-01-30_14-13-01-188674,584335,55,
589382,589398,2025-01-30_14-13-06-257096,589399,16,
594490,594593,2025-01-30_14-13-11-411709,599600,103,
599607,599627,2025-01-30_14-13-16-481713,599631,20,
604714,604731,2025-01-30_14-13-21-589239,604732,17,
609821,609837,2025-01-30_14-13-26-696841,609838,16,
614952,614977,2025-01-30_14-13-31-826742,614978,25,
620061,620100,2025-01-30_14-13-36-955778,620101,39,
625169,630282,2025-01-30_14-13-42-192226,630284,5113,
630287,630315,2025-01-30_14-13-47-170184,630317,28,
635405,635428,2025-01-30_14-13-52-281669,635429,23,
640534,640567,2025-01-30_14-13-57-427624,640568,33,
645655,645728,2025-01-30_14-14-02-560118,645733,73,
650793,650840,2025-01-30_14-14-07-701893,650841,47,
655914,655950,2025-01-30_14-14-12-807148,655951,36,
661046,661151,2025-01-30_14-14-18-010459,666185,105,
666189,666238,2025-01-30_14-14-23-093197,666239,49,
671312,671357,2025-01-30_14-14-28-193069,671359,45,
676440,681565,2025-01-30_14-14-33-321491,681571,5125,
681576,681614,2025-01-30_14-14-38-469033,681615,38,
686694,686709,2025-01-30_14-14-43-572228,686710,15,
691836,691853,2025-01-30_14-14-48-714523,691854,17,
696961,702087,2025-01-30_14-14-54-055699,702089,5126,
702094,702122,2025-01-30_14-14-58-986239,702123,28,
707197,707260,2025-01-30_14-15-04-096204,707262,63,
712326,717451,2025-01-30_14-15-09-269500,717452,5125,
717460,722592,2025-01-30_14-15-14-348344,722594,5132,
722598,722673,2025-01-30_14-15-19-503870,722674,75,
727718,727752,2025-01-30_14-15-24-617154,727754,34,
732849,732877,2025-01-30_14-15-29-740680,732878,28,
737968,743089,2025-01-30_14-15-34-894668,743090,5121,
743096,743139,2025-01-30_14-15-39-992050,743141,43,
748212,753351,2025-01-30_14-15-45-138711,753354,5139,
753357,753378,2025-01-30_14-15-50-237088,753380,21,
758495,758561,2025-01-30_14-15-55-399201,758563,66,
763617,763668,2025-01-30_14-16-00-524426,763669,51,
768761,768810,2025-01-30_14-16-05-675714,768815,49,
773909,773963,2025-01-30_14-16-10-824012,773965,54,
779042,784166,2025-01-30_14-16-16-011149,784167,5124,
784175,784189,2025-01-30_14-16-21-056288,784191,14,
789309,789361,2025-01-30_14-16-26-223140,789363,52,
794431,794545,2025-01-30_14-16-31-345828,794546,114,
799577,799600,2025-01-30_14-16-36-467043,799602,23,
804709,804762,2025-01-30_14-16-41-591004,804763,53,
809839,809856,2025-01-30_14-16-46-723067,809857,17,
