LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738271570.324355,573458.000,25047,1,EL,1,100,26532.599609
1738271570.390357,573524.000,25054,1,EL,1,100,26532.000000
1738271570.457360,573591.000,25070,2,EL,1,100,26532.400391
1738271570.524363,573658.000,25070,2,EL,1,100,26532.400391
1738271570.590365,573724.000,25087,1,EL,1,100,26532.599609
1738271570.657367,573791.000,25106,2,EL,1,100,26532.800781
1738271570.724370,573858.000,25106,2,EL,1,100,26532.199219
1738271570.790373,573924.000,25122,1,EL,1,100,26532.400391
1738271570.857042,573990.667,25142,3,EL,1,100,26532.400391
1738271570.923711,574057.333,25142,3,EL,1,100,26532.599609
1738271570.990380,574124.000,25142,3,EL,1,100,26533.000000
1738271571.057383,574191.000,25158,1,EL,1,100,26533.000000
1738271571.123885,574257.500,25176,2,EL,1,100,26533.000000
1738271571.190388,574324.000,25176,2,EL,1,100,26532.800781
1738271571.257390,574391.000,25193,1,EL,1,100,26532.800781
1738271571.323893,574457.500,25210,2,EL,1,100,26533.000000
1738271571.390395,574524.000,25210,2,EL,1,100,26532.800781
1738271571.457398,574591.000,25226,1,EL,1,100,26533.000000
1738271571.523900,574657.500,25243,2,EL,1,100,26533.000000
1738271571.590403,574724.000,25243,2,EL,1,100,26533.000000
1738271571.657405,574791.000,25261,1,EL,1,100,26532.800781
1738271571.723908,574857.500,25278,2,EL,1,100,26533.000000
1738271571.790410,574924.000,25278,2,EL,1,100,26532.599609
1738271571.857413,574991.000,25294,1,EL,1,100,26533.000000
1738271571.923915,575057.500,25311,2,EL,1,100,26532.199219
1738271571.990418,575124.000,25311,2,EL,1,100,26532.599609
1738271572.057420,575191.000,25327,1,EL,1,100,26532.599609
1738271572.123923,575257.500,25344,2,EL,1,100,26533.000000
1738271572.190425,575324.000,25344,2,EL,1,100,26533.000000
1738271572.257428,575391.000,25361,1,EL,1,100,26532.800781
1738271572.323930,575457.500,25378,2,EL,1,100,26533.000000
1738271572.390433,575524.000,25378,2,EL,1,100,26533.000000
1738271572.457435,575591.000,25393,1,EL,1,100,26533.000000
1738271572.523938,575657.500,25411,2,EL,1,100,26533.000000
1738271572.590440,575724.000,25411,2,EL,1,100,26533.000000
1738271572.657443,575791.000,25427,1,EL,1,100,26533.000000
1738271572.723945,575857.500,25444,2,EL,1,100,26533.000000
1738271572.790448,575924.000,25444,2,EL,1,100,26533.000000
