LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738271570.317355,573451.000,25048,1,T1,1,100,30.931
1738271570.450360,573584.000,25071,1,T1,1,100,30.935
1738271570.583365,573717.000,25088,1,T1,1,100,31.007
1738271570.717370,573851.000,25107,1,T1,1,100,30.968
1738271570.850375,573984.000,25143,2,T1,1,100,31.021
1738271570.983380,574117.000,25143,2,T1,1,100,31.116
1738271571.117385,574251.000,25177,1,T1,1,100,31.085
1738271571.250390,574384.000,25194,1,T1,1,100,31.002
1738271571.383395,574517.000,25211,1,T1,1,100,31.072
1738271571.517400,574651.000,25244,1,T1,1,100,31.137
1738271571.650405,574784.000,25262,1,T1,1,100,30.989
1738271571.783410,574917.000,25279,1,T1,1,100,31.066
1738271571.917415,575051.000,25312,1,T1,1,100,31.099
1738271572.050420,575184.000,25328,1,T1,1,100,31.043
1738271572.183425,575317.000,25345,1,T1,1,100,31.054
1738271572.316430,575450.000,25362,1,T1,1,100,31.023
1738271572.450435,575584.000,25394,1,T1,1,100,31.046
1738271572.583440,575717.000,25412,1,T1,1,100,31.091
1738271572.716445,575850.000,25428,1,T1,1,100,31.110
1738271572.850450,575984.000,25461,1,T1,1,100,31.119
1738271572.983455,576117.000,25478,1,T1,1,100,31.158
1738271573.116460,576250.000,25494,1,T1,1,100,31.175
1738271573.250465,576384.000,25527,1,T1,1,100,31.111
1738271573.383470,576517.000,25544,1,T1,1,100,31.119
1738271573.516475,576650.000,25560,1,T1,1,100,31.193
1738271573.650480,576784.000,25595,1,T1,1,100,31.190
1738271573.783485,576917.000,25612,1,T1,1,100,31.153
1738271573.916490,577050.000,25629,1,T1,1,100,31.173
1738271574.050495,577184.000,25661,1,T1,1,100,31.287
1738271574.183500,577317.000,25678,1,T1,1,100,31.231
1738271574.316505,577450.000,25695,1,T1,1,100,31.135
1738271574.450510,577584.000,25712,1,T1,1,100,31.165
1738271574.583515,577717.000,25745,1,T1,1,100,31.071
1738271574.716520,577850.000,25761,1,T1,1,100,31.102
1738271574.850525,577984.000,25778,1,T1,1,100,31.009
1738271574.983531,578117.000,25811,1,T1,1,100,31.110
1738271575.116535,578250.000,25827,1,T1,1,100,31.083
1738271575.250540,578384.000,25845,1,T1,1,100,31.107
1738271575.383545,578517.000,25877,1,T1,1,100,31.117
1738271575.516551,578650.000,25893,1,T1,1,100,31.122
1738271575.650556,578784.000,25911,1,T1,1,100,31.159
1738271575.783561,578917.000,25943,1,T1,1,100,31.140
1738271575.916566,579050.000,25960,1,T1,1,100,31.096
1738271576.050570,579184.000,25982,1,T1,1,100,31.148
1738271576.183576,579317.000,25998,1,T1,1,100,31.206
1738271576.316581,579450.000,26016,1,T1,1,100,31.125
1738271576.449586,579583.000,26048,1,T1,1,100,31.125
1738271576.583591,579717.000,26065,1,T1,1,100,31.160
1738271576.716596,579850.000,26084,1,T1,1,100,31.140
1738271576.849601,579983.000,26117,1,T1,1,100,31.273
1738271576.983606,580117.000,26133,1,T1,1,100,31.296
1738271577.116611,580250.000,26150,1,T1,1,100,31.128
1738271577.249616,580383.000,26185,1,T1,1,100,31.091
1738271577.383621,580517.000,26201,1,T1,1,100,31.146
1738271577.516626,580650.000,26218,1,T1,1,100,31.098
1738271577.649631,580783.000,26235,1,T1,1,100,31.184
1738271577.783636,580917.000,26269,1,T1,1,100,31.115
1738271577.916641,581050.000,26287,1,T1,1,100,31.121
1738271578.049646,581183.000,26303,1,T1,1,100,31.194
1738271578.183651,581317.000,26336,1,T1,1,100,31.261
1738271578.316656,581450.000,26353,1,T1,1,100,31.149
1738271578.449661,581583.000,26369,1,T1,1,100,31.242
1738271578.583666,581717.000,26402,1,T1,1,100,31.246
