LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738271570.887376,574021.000,25134,2,RD,1,100,TL
1738271570.887376,574021.000,25134,2,RD,1,100,TU
1738271573.454973,576588.500,25974,2,RD,1,100,TL
1738271576.022569,579156.000,25974,2,RD,1,100,TU
1738271578.584166,581717.500,26815,2,RD,1,100,TL
1738271581.145762,584279.000,26815,2,RD,1,100,TU
1738271583.697358,586830.500,27660,2,RD,1,100,TL
1738271586.248955,589382.000,27660,2,RD,1,100,TU
1738271588.803051,591936.000,28496,2,RD,1,100,TL
1738271591.357147,594490.000,28496,2,RD,1,100,TU
1738271593.915743,597048.500,29337,2,RD,1,100,TL
1738271596.474339,599607.000,29337,2,RD,1,100,TU
1738271599.027936,602160.500,30177,2,RD,1,100,TL
1738271601.581532,604714.000,30177,2,RD,1,100,TU
1738271604.135128,607267.500,31018,2,RD,1,100,TL
1738271606.688724,609821.000,31018,2,RD,1,100,TU
1738271609.254320,612386.500,31871,2,RD,1,100,TL
1738271611.819917,614952.000,31871,2,RD,1,100,TU
1738271614.374513,617506.500,32714,2,RD,1,100,TL
1738271616.929109,620061.000,32714,2,RD,1,100,TU
1738271619.483206,622615.000,33554,2,RD,1,100,TL
1738271622.037302,625169.000,33554,2,RD,1,100,TU
1738271624.596398,627728.000,34392,2,RD,1,100,TL
1738271627.155494,630287.000,34392,2,RD,1,100,TU
1738271629.714591,632846.000,35227,2,RD,1,100,TL
1738271632.273687,635405.000,35227,2,RD,1,100,TU
1738271634.838284,637969.500,36025,2,RD,1,100,TL
1738271637.402880,640534.000,36025,2,RD,1,100,TU
1738271639.963476,643094.500,36824,2,RD,1,100,TL
1738271642.524073,645655.000,36824,2,RD,1,100,TU
1738271645.093170,648224.000,37626,2,RD,1,100,TL
1738271647.662266,650793.000,37626,2,RD,1,100,TU
1738271650.222863,653353.500,38424,2,RD,1,100,TL
1738271652.783459,655914.000,38424,2,RD,1,100,TU
1738271655.349556,658480.000,39229,2,RD,1,100,TL
1738271657.915652,661046.000,39229,2,RD,1,100,TU
1738271660.487249,663617.500,40034,2,RD,1,100,TL
1738271663.058846,666189.000,40034,2,RD,1,100,TU
1738271665.620442,668750.500,40843,2,RD,1,100,TL
1738271668.182039,671312.000,40843,2,RD,1,100,TU
1738271670.746135,673876.000,41648,2,RD,1,100,TL
1738271673.310232,676440.000,41648,2,RD,1,100,TU
1738271675.878329,679008.000,42449,2,RD,1,100,TL
1738271678.446425,681576.000,42449,2,RD,1,100,TU
1738271681.005522,684135.000,43249,2,RD,1,100,TL
1738271683.564618,686694.000,43249,2,RD,1,100,TU
1738271686.135715,689265.000,44045,2,RD,1,100,TL
1738271688.706811,691836.000,44045,2,RD,1,100,TU
1738271691.269408,694398.500,44839,2,RD,1,100,TL
1738271693.832004,696961.000,44839,2,RD,1,100,TU
1738271696.398601,699527.500,45641,2,RD,1,100,TL
1738271698.965198,702094.000,45641,2,RD,1,100,TU
1738271701.516793,704645.500,46424,2,RD,1,100,TL
1738271704.068390,707197.000,46424,2,RD,1,100,TU
1738271706.632986,709761.500,47223,2,RD,1,100,TL
1738271709.197583,712326.000,47223,2,RD,1,100,TU
1738271711.764679,714893.000,48025,2,RD,1,100,TL
1738271714.331776,717460.000,48025,2,RD,1,100,TU
1738271716.900873,720029.000,48820,2,RD,1,100,TL
1738271719.469969,722598.000,48820,2,RD,1,100,TU
1738271722.030066,725158.000,49611,2,RD,1,100,TL
1738271724.590162,727718.000,49611,2,RD,1,100,TU
1738271727.155759,730283.500,50406,2,RD,1,100,TL
1738271729.721355,732849.000,50406,2,RD,1,100,TU
1738271732.280952,735408.500,51199,2,RD,1,100,TL
1738271734.840548,737968.000,51199,2,RD,1,100,TU
1738271737.404644,740532.000,52004,2,RD,1,100,TL
1738271739.968741,743096.000,52004,2,RD,1,100,TU
1738271742.526837,745654.000,52801,2,RD,1,100,TL
1738271745.084934,748212.000,52801,2,RD,1,100,TU
1738271747.657531,750784.500,53601,2,RD,1,100,TL
1738271750.230127,753357.000,53601,2,RD,1,100,TU
1738271752.799224,755926.000,54401,2,RD,1,100,TL
1738271755.368321,758495.000,54401,2,RD,1,100,TU
1738271757.929417,761056.000,55211,2,RD,1,100,TL
1738271760.490514,763617.000,55211,2,RD,1,100,TU
1738271763.062610,766189.000,56015,2,RD,1,100,TL
1738271765.634707,768761.000,56015,2,RD,1,100,TU
1738271768.208804,771335.000,56825,2,RD,1,100,TL
1738271770.782901,773909.000,56825,2,RD,1,100,TU
1738271773.349498,776475.500,57626,2,RD,1,100,TL
1738271775.916094,779042.000,57626,2,RD,1,100,TU
1738271778.482691,781608.500,58427,2,RD,1,100,TL
1738271781.049288,784175.000,58427,2,RD,1,100,TU
1738271783.616384,786742.000,59222,2,RD,1,100,TL
1738271786.183481,789309.000,59222,2,RD,1,100,TU
