LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738271569.490562,265455,40247,1,HR,1,100,56.72
1738271571.260627,267225,40532,1,HR,1,100,51.69
1738271572.790683,268755,40773,1,HR,1,100,48.98
1738271579.403924,275368,41861,1,HR,1,100,40.12
1738271582.790048,278754,42400,1,HR,1,100,35.16
1738271583.696081,279660,42551,1,HR,1,100,42.16
1738271598.962639,294926,45047,1,HR,1,100,33.67
1738271611.918113,307881,47149,1,HR,1,100,27.22
1738271628.620723,324583,49873,1,HR,1,100,21.98
1738271632.346859,328309,50479,1,HR,1,100,20.69
1738271634.906953,330869,50870,1,HR,1,100,21.32
1738271648.972467,344934,53082,1,HR,1,100,17.53
1738271651.662565,347624,53519,1,HR,1,100,18.61
1738271657.755788,353717,54507,1,HR,1,100,16.68
1738271660.054872,356016,54881,1,HR,1,100,18.79
1738271661.061909,357023,55048,1,HR,1,100,27.95
1738271661.854938,357816,55183,1,HR,1,100,38.62
1738271662.897976,358859,55351,1,HR,1,100,42.98
1738271663.795009,359756,55501,1,HR,1,100,48.41
1738271664.388030,360349,55605,1,HR,1,100,60.25
1738271665.425068,361386,55761,1,HR,1,100,59.81
1738271672.264318,368225,56879,1,HR,1,100,48.47
1738271673.867377,369828,57131,1,HR,1,100,46.09
1738271674.714408,370675,57282,1,HR,1,100,51.72
1738271677.437507,373398,57721,1,HR,1,100,45.15
1738271678.250537,374211,57856,1,HR,1,100,51.57
1738271679.273574,375234,58026,1,HR,1,100,53.19
1738271679.927598,375888,58128,1,HR,1,100,61.88
1738271681.690663,377651,58418,1,HR,1,100,55.75
1738271682.330686,378291,58536,1,HR,1,100,64.19
1738271682.973710,378934,58638,1,HR,1,100,70.76
1738271684.513766,380474,58889,1,HR,1,100,63.75
1738271687.469874,383430,59378,1,HR,1,100,54.12
1738271688.099897,384060,59479,1,HR,1,100,63.60
1738271689.102934,385063,59649,1,HR,1,100,62.80
1738271689.862962,385823,59766,1,HR,1,100,66.39
1738271690.812996,386773,59921,1,HR,1,100,65.82
1738271691.710029,387670,60072,1,HR,1,100,66.17
1738271696.726212,392686,60878,1,HR,1,100,54.14
1738271701.172375,397132,61600,1,HR,1,100,45.13
1738271701.819398,397779,61718,1,HR,1,100,55.61
1738271703.295452,399255,61953,1,HR,1,100,52.38
