LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738272172.521602,868464,7509,1,SA,1,100,0.000002
1738272172.721609,868664,7543,1,SA,1,100,0.000005
1738272172.920616,868863,7607,1,SA,1,100,0.000004
1738272173.588641,869531,7704,1,SA,1,100,0.000004
1738272173.988655,869931,7785,1,SA,1,100,0.000007
1738272174.587677,870530,7849,1,SA,1,100,0.000004
1738272174.787684,870730,7885,1,SA,1,100,0.000001
1738272175.054694,870997,7918,1,SA,1,100,0.000005
1738272175.254702,871197,7951,1,SA,1,100,0.000001
1738272175.587714,871530,8015,1,SA,1,100,0.000004
1738272175.987728,871930,8144,1,SA,1,100,0.000024
1738272176.587750,872530,8231,1,SA,1,100,0.000038
1738272177.120770,873063,8252,1,SA,1,100,0.000008
1738272177.320777,873263,8316,1,SA,1,100,0.000034
1738272177.720792,873663,8350,1,SA,1,100,0.000012
1738272178.120806,874063,8414,1,SA,1,100,0.000016
1738272178.387816,874330,8512,1,SA,1,100,0.000033
1738272178.920835,874863,8544,1,SA,1,100,0.000005
1738272179.387853,875330,8642,1,SA,1,100,0.000030
1738272179.853870,875796,8675,1,SA,1,100,0.000007
1738272180.187882,876130,8741,1,SA,1,100,0.000010
1738272180.453892,876396,8775,1,SA,1,100,0.000007
1738272180.653899,876596,8807,1,SA,1,100,0.000007
1738272180.853906,876796,8858,1,SA,1,100,0.000012
1738272181.120916,877063,8907,1,SA,1,100,0.000024
1738272181.454928,877397,8941,1,SA,1,100,0.000013
1738272181.920945,877863,9043,1,SA,1,100,0.000022
1738272182.320960,878263,9122,1,SA,1,100,0.000028
1738272182.920982,878863,9235,1,SA,1,100,0.000035
1738272183.587006,879529,9350,1,SA,1,100,0.000049
1738272184.587043,880529,9431,1,SA,1,100,0.000006
1738272184.787050,880729,9464,1,SA,1,100,0.000006
1738272185.120062,881062,9528,1,SA,1,100,0.000009
1738272185.320070,881262,9562,1,SA,1,100,0.000015
1738272185.720084,881662,9643,1,SA,1,100,0.000028
1738272186.253103,882195,9707,1,SA,1,100,0.000014
1738272186.521113,882463,9790,1,SA,1,100,0.000034
1738272187.054133,882996,9861,1,SA,1,100,0.000024
1738272187.853162,883795,9972,1,SA,1,100,0.000027
1738272188.320179,884262,10023,1,SA,1,100,0.000007
1738272188.653191,884595,10089,1,SA,1,100,0.000006
1738272188.853199,884795,10169,1,SA,1,100,0.000041
1738272189.453221,885395,10252,1,SA,1,100,0.000036
1738272189.986240,885928,10300,1,SA,1,100,0.000028
1738272190.787269,886729,10488,1,SA,1,100,0.000063
1738272191.520296,887462,10522,1,SA,1,100,0.000006
1738272191.720303,887662,10609,1,SA,1,100,0.000153
1738272192.587335,888529,10721,1,SA,1,100,0.000408
1738272194.987423,890929,11056,1,SA,1,100,0.000229
1738272195.653447,891595,11169,1,SA,1,100,0.000514
1738272197.053498,892995,11344,1,SA,1,100,0.000069
1738272199.852601,895794,11773,1,SA,1,100,0.000009
1738272200.452622,896394,11868,1,SA,1,100,0.000009
1738272200.919640,896861,11934,1,SA,1,100,0.000009
1738272201.119647,897061,11999,1,SA,1,100,0.000030
1738272201.652666,897594,12110,1,SA,1,100,0.000044
1738272202.319691,898261,12190,1,SA,1,100,0.000035
1738272202.985715,898927,12324,1,SA,1,100,0.000075
1738272203.985752,899927,12423,1,SA,1,100,0.000012
1738272204.318764,900260,12488,1,SA,1,100,0.000021
1738272204.986788,900928,12599,1,SA,1,100,0.000015
1738272205.386803,901328,12678,1,SA,1,100,0.000038
1738272206.052827,901994,12760,1,SA,1,100,0.000018
1738272206.318837,902260,12809,1,SA,1,100,0.000018
1738272206.585847,902527,12843,1,SA,1,100,0.000010
1738272207.051864,902993,12908,1,SA,1,100,0.000009
1738272207.385876,903327,13007,1,SA,1,100,0.000046
1738272208.118903,904060,13108,1,SA,1,100,0.000023
1738272208.585920,904527,13156,1,SA,1,100,0.000008
1738272209.185942,905127,13254,1,SA,1,100,0.000008
1738272210.185978,906127,13429,1,SA,1,100,0.000012
1738272210.853003,906794,13573,1,SA,1,100,0.000037
1738272211.453025,907394,13607,1,SA,1,100,0.000011
1738272212.052047,907993,13735,1,SA,1,100,0.000023
1738272213.119086,909060,13900,1,SA,1,100,0.000030
1738272213.718107,909659,13984,1,SA,1,100,0.000027
1738272214.118122,910059,14017,1,SA,1,100,0.000005
1738272214.586139,910527,14112,1,SA,1,100,0.000010
1738272215.386168,911327,14223,1,SA,1,100,0.000016
1738272215.652178,911593,14258,1,SA,1,100,0.000006
1738272216.119195,912060,14353,1,SA,1,100,0.000015
1738272216.385205,912326,14436,1,SA,1,100,0.000035
1738272217.052229,912993,14515,1,SA,1,100,0.000022
1738272217.652251,913593,14598,1,SA,1,100,0.000009
1738272218.052266,913993,14684,1,SA,1,100,0.000033
1738272218.651288,914592,14813,1,SA,1,100,0.000051
1738272219.251310,915192,14845,1,SA,1,100,0.000008
1738272219.718327,915659,14926,1,SA,1,100,0.000022
1738272220.051339,915992,15024,1,SA,1,100,0.000049
1738272220.918370,916859,15136,1,SA,1,100,0.000033
1738272221.451390,917392,15218,1,SA,1,100,0.000026
1738272221.984410,917925,15331,1,SA,1,100,0.000047
1738272223.251456,919192,15480,1,SA,1,100,0.000005
1738272223.584468,919525,15528,1,SA,1,100,0.000008
1738272223.917480,919858,15597,1,SA,1,100,0.000018
1738272224.317495,920258,15677,1,SA,1,100,0.000027
1738272225.117524,921058,15775,1,SA,1,100,0.000007
1738272225.451536,921392,15903,1,SA,1,100,0.000045
1738272226.185563,922126,15967,1,SA,1,100,0.000015
1738272226.518575,922459,16017,1,SA,1,100,0.000016
1738272226.784585,922725,16082,1,SA,1,100,0.000033
1738272227.384607,923325,16146,1,SA,1,100,0.000012
1738272227.784621,923725,16280,1,SA,1,100,0.000046
1738272228.651653,924592,16364,1,SA,1,100,0.000010
1738272229.051668,924992,16462,1,SA,1,100,0.000038
1738272229.584687,925525,16509,1,SA,1,100,0.000015
1738272230.384717,926325,16624,1,SA,1,100,0.000005
1738272230.717729,926658,16672,1,SA,1,100,0.000008
1738272231.050741,926991,16768,1,SA,1,100,0.000025
1738272231.850770,927791,16864,1,SA,1,100,0.000013
1738272232.117780,928058,16930,1,SA,1,100,0.000024
1738272232.917809,928858,17043,1,SA,1,100,0.000013
1738272233.450829,929391,17115,1,SA,1,100,0.000009
1738272233.650836,929591,17230,1,SA,1,100,0.000063
1738272234.983885,930924,17374,1,SA,1,100,0.000008
1738272235.450902,931391,17455,1,SA,1,100,0.000018
1738272235.850916,931791,17519,1,SA,1,100,0.000009
1738272236.116926,932057,17555,1,SA,1,100,0.000008
1738272236.316933,932257,17619,1,SA,1,100,0.000029
1738272237.183965,933124,17717,1,SA,1,100,0.000005
1738272237.516977,933457,17766,1,SA,1,100,0.000005
1738272237.716985,933657,17799,1,SA,1,100,0.000006
1738272237.916992,933857,17849,1,SA,1,100,0.000014
1738272238.450011,934390,17934,1,SA,1,100,0.000008
1738272238.650018,934590,18002,1,SA,1,100,0.000025
1738272239.450048,935390,18178,1,SA,1,100,0.000059
1738272241.050106,936990,18368,1,SA,1,100,0.000021
1738272241.583126,937523,18466,1,SA,1,100,0.000027
1738272242.117145,938057,18515,1,SA,1,100,0.000005
1738272242.317153,938257,18548,1,SA,1,100,0.000012
1738272242.583162,938523,18599,1,SA,1,100,0.000015
1738272242.983177,938923,18633,1,SA,1,100,0.000007
1738272243.183184,939123,18681,1,SA,1,100,0.000011
1738272243.450194,939390,18771,1,SA,1,100,0.000032
1738272244.050216,939990,18852,1,SA,1,100,0.000027
1738272244.850245,940790,19011,1,SA,1,100,0.000048
1738272245.516269,941456,19078,1,SA,1,100,0.000032
1738272246.050289,941990,19144,1,SA,1,100,0.000009
1738272246.650311,942590,19273,1,SA,1,100,0.000033
1738272247.383338,943323,19355,1,SA,1,100,0.000011
1738272248.049362,943989,19468,1,SA,1,100,0.000011
1738272248.317372,944257,19548,1,SA,1,100,0.000048
1738272249.117401,945057,19635,1,SA,1,100,0.000016
1738272249.649420,945589,19732,1,SA,1,100,0.000023
