LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738271567.326483,263291.000,39895,2,RD,1,100,TL
1738271567.326483,263291.000,39895,2,RD,1,100,TU
1738271569.883576,265848.000,40719,2,RD,1,100,TL
1738271572.440670,268405.000,40719,2,RD,1,100,TU
1738271575.003764,270968.000,41557,2,RD,1,100,TL
1738271577.566857,273531.000,41557,2,RD,1,100,TU
1738271580.131451,276095.500,42395,2,RD,1,100,TL
1738271582.696045,278660.000,42395,2,RD,1,100,TU
1738271585.258638,281222.500,43234,2,RD,1,100,TL
1738271587.821232,283785.000,43234,2,RD,1,100,TU
1738271590.393826,286357.500,44071,2,RD,1,100,TL
1738271592.966420,288930.000,44071,2,RD,1,100,TU
1738271595.532514,291496.000,44906,2,RD,1,100,TL
1738271598.098608,294062.000,44906,2,RD,1,100,TU
1738271600.652701,296616.000,45728,2,RD,1,100,TL
1738271603.206794,299170.000,45728,2,RD,1,100,TU
1738271605.771388,301734.500,46564,2,RD,1,100,TL
1738271608.335982,304299.000,46564,2,RD,1,100,TU
1738271610.907076,306870.000,47402,2,RD,1,100,TL
1738271613.478170,309441.000,47402,2,RD,1,100,TU
1738271616.040263,312003.000,48238,2,RD,1,100,TL
1738271618.602357,314565.000,48238,2,RD,1,100,TU
1738271621.162951,317125.500,49073,2,RD,1,100,TL
1738271623.723544,319686.000,49073,2,RD,1,100,TU
1738271626.283638,322246.000,49912,2,RD,1,100,TL
1738271628.843731,324806.000,49912,2,RD,1,100,TU
1738271631.414325,327376.500,50735,2,RD,1,100,TL
1738271633.984919,329947.000,50735,2,RD,1,100,TU
1738271636.539513,332501.500,51556,2,RD,1,100,TL
1738271639.094106,335056.000,51556,2,RD,1,100,TU
1738271641.646199,337608.000,52376,2,RD,1,100,TL
1738271644.198292,340160.000,52376,2,RD,1,100,TU
1738271646.752386,342714.000,53134,2,RD,1,100,TL
1738271649.306479,345268.000,53134,2,RD,1,100,TU
1738271651.881573,347843.000,53971,2,RD,1,100,TL
1738271654.456667,350418.000,53971,2,RD,1,100,TU
1738271657.014761,352976.000,54809,2,RD,1,100,TL
1738271659.572855,355534.000,54809,2,RD,1,100,TU
1738271662.134448,358095.500,55657,2,RD,1,100,TL
1738271664.696042,360657.000,55657,2,RD,1,100,TU
1738271667.262136,363223.000,56478,2,RD,1,100,TL
1738271669.828229,365789.000,56478,2,RD,1,100,TU
1738271672.387823,368348.500,57321,2,RD,1,100,TL
1738271674.947416,370908.000,57321,2,RD,1,100,TU
1738271677.512510,373473.000,58164,2,RD,1,100,TL
1738271680.077604,376038.000,58164,2,RD,1,100,TU
1738271682.639698,378600.000,59009,2,RD,1,100,TL
1738271685.201791,381162.000,59009,2,RD,1,100,TU
1738271687.761385,383721.500,59852,2,RD,1,100,TL
1738271690.320978,386281.000,59852,2,RD,1,100,TU
1738271692.894072,388854.000,60691,2,RD,1,100,TL
1738271695.467166,391427.000,60691,2,RD,1,100,TU
1738271698.024260,393984.000,61513,2,RD,1,100,TL
1738271700.581353,396541.000,61513,2,RD,1,100,TU
1738271703.143947,399103.500,62354,2,RD,1,100,TL
1738271705.706541,401666.000,62354,2,RD,1,100,TU
1738271708.260634,404220.000,63191,2,RD,1,100,TL
1738271710.814727,406774.000,63191,2,RD,1,100,TU
1738271713.379821,409339.000,64027,2,RD,1,100,TL
1738271715.944915,411904.000,64027,2,RD,1,100,TU
1738271718.511508,414470.500,64865,2,RD,1,100,TL
1738271721.078102,417037.000,64865,2,RD,1,100,TU
1738271723.656197,419615.000,167,2,RD,1,100,TL
1738271726.234291,422193.000,167,2,RD,1,100,TU
1738271728.800884,424759.500,1003,2,RD,1,100,TL
1738271731.367478,427326.000,1003,2,RD,1,100,TU
1738271733.934072,429892.500,1840,2,RD,1,100,TL
1738271736.500666,432459.000,1840,2,RD,1,100,TU
1738271739.063260,435021.500,2679,2,RD,1,100,TL
1738271741.625853,437584.000,2679,2,RD,1,100,TU
1738271744.189447,440147.500,3520,2,RD,1,100,TL
1738271746.753041,442711.000,3520,2,RD,1,100,TU
1738271749.319634,445277.500,4361,2,RD,1,100,TL
1738271751.886228,447844.000,4361,2,RD,1,100,TU
1738271754.455322,450413.000,5198,2,RD,1,100,TL
1738271757.024416,452982.000,5198,2,RD,1,100,TU
1738271759.577509,455535.000,6022,2,RD,1,100,TL
1738271762.130603,458088.000,6022,2,RD,1,100,TU
1738271764.684196,460641.500,6864,2,RD,1,100,TL
1738271767.237789,463195.000,6864,2,RD,1,100,TU
1738271769.802383,465759.500,7701,2,RD,1,100,TL
1738271772.366977,468324.000,7701,2,RD,1,100,TU
1738271774.934571,470891.500,8536,2,RD,1,100,TL
1738271777.502165,473459.000,8536,2,RD,1,100,TU
1738271780.062758,476019.500,9376,2,RD,1,100,TL
1738271782.623352,478580.000,9376,2,RD,1,100,TU
1738271785.176945,481133.500,10216,2,RD,1,100,TL
1738271787.730538,483687.000,10216,2,RD,1,100,TU
1738271790.287132,486243.500,11059,2,RD,1,100,TL
1738271792.843725,488800.000,11059,2,RD,1,100,TU
1738271795.398319,491354.500,11865,2,RD,1,100,TL
1738271797.952912,493909.000,11865,2,RD,1,100,TU
1738271800.506505,496462.500,12692,2,RD,1,100,TL
1738271803.060099,499016.000,12692,2,RD,1,100,TU
1738271805.616692,501572.500,13439,2,RD,1,100,TL
1738271808.173285,504129.000,13439,2,RD,1,100,TU
1738271810.727879,506683.500,14277,2,RD,1,100,TL
1738271813.282472,509238.000,14277,2,RD,1,100,TU
1738271815.844566,511800.000,15117,2,RD,1,100,TL
1738271818.406660,514362.000,15117,2,RD,1,100,TU
1738271820.972753,516928.000,15957,2,RD,1,100,TL
1738271823.538847,519494.000,15957,2,RD,1,100,TU
1738271826.091940,522047.000,16779,2,RD,1,100,TL
1738271828.645034,524600.000,16779,2,RD,1,100,TU
1738271831.198127,527153.000,17618,2,RD,1,100,TL
1738271833.751220,529706.000,17618,2,RD,1,100,TU
1738271836.304814,532259.500,18456,2,RD,1,100,TL
1738271838.858407,534813.000,18456,2,RD,1,100,TU
1738271841.424501,537379.000,19297,2,RD,1,100,TL
1738271843.990595,539945.000,19297,2,RD,1,100,TU
1738271846.557188,542511.500,20136,2,RD,1,100,TL
1738271849.123782,545078.000,20136,2,RD,1,100,TU
1738271851.681876,547636.000,20976,2,RD,1,100,TL
1738271854.239969,550194.000,20976,2,RD,1,100,TU
1738271856.805063,552759.000,21820,2,RD,1,100,TL
1738271859.370157,555324.000,21820,2,RD,1,100,TU
1738271861.937751,557891.500,22657,2,RD,1,100,TL
1738271864.505344,560459.000,22657,2,RD,1,100,TU
1738271867.072938,563026.500,23497,2,RD,1,100,TL
1738271869.640532,565594.000,23497,2,RD,1,100,TU
1738271872.192625,568146.000,24340,2,RD,1,100,TL
1738271874.744719,570698.000,24340,2,RD,1,100,TU
1738271877.313312,573266.500,25179,2,RD,1,100,TL
1738271879.881906,575835.000,25179,2,RD,1,100,TU
1738271882.435500,578388.500,26018,2,RD,1,100,TL
1738271884.989093,580942.000,26018,2,RD,1,100,TU
1738271887.546186,583499.000,26841,2,RD,1,100,TL
1738271890.103280,586056.000,26841,2,RD,1,100,TU
1738271892.655873,588608.500,27684,2,RD,1,100,TL
1738271895.208467,591161.000,27684,2,RD,1,100,TU
1738271897.776060,593728.500,28525,2,RD,1,100,TL
1738271900.343654,596296.000,28525,2,RD,1,100,TU
1738271902.908748,598861.000,29363,2,RD,1,100,TL
1738271905.473842,601426.000,29363,2,RD,1,100,TU
1738271908.028435,603980.500,30188,2,RD,1,100,TL
1738271910.583028,606535.000,30188,2,RD,1,100,TU
1738271913.150622,609102.500,31028,2,RD,1,100,TL
1738271915.718216,611670.000,31028,2,RD,1,100,TU
1738271918.270809,614222.500,31866,2,RD,1,100,TL
1738271920.823403,616775.000,31866,2,RD,1,100,TU
1738271923.378996,619330.500,32687,2,RD,1,100,TL
1738271925.934589,621886.000,32687,2,RD,1,100,TU
1738271928.497683,624449.000,33523,2,RD,1,100,TL
1738271931.060777,627012.000,33523,2,RD,1,100,TU
1738271933.626871,629578.000,34361,2,RD,1,100,TL
1738271936.192964,632144.000,34361,2,RD,1,100,TU
1738271938.759558,634710.500,35201,2,RD,1,100,TL
1738271941.326152,637277.000,35201,2,RD,1,100,TU
1738271943.895246,639846.000,36040,2,RD,1,100,TL
1738271946.464340,642415.000,36040,2,RD,1,100,TU
1738271949.029933,644980.500,36879,2,RD,1,100,TL
1738271951.595527,647546.000,36879,2,RD,1,100,TU
1738271954.149621,650100.000,37705,2,RD,1,100,TL
1738271956.703714,652654.000,37705,2,RD,1,100,TU
1738271959.267308,655217.500,38544,2,RD,1,100,TL
1738271961.830901,657781.000,38544,2,RD,1,100,TU
1738271964.397995,660348.000,39380,2,RD,1,100,TL
1738271966.965089,662915.000,39380,2,RD,1,100,TU
