LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738271567.325483,263290.000,39894,2,AK,1,100,39102
1738271567.325483,263290.000,39894,2,AK,1,100,RD
1738271569.880076,265844.500,40716,2,AK,1,100,39895
1738271572.434670,268399.000,40716,2,AK,1,100,RD
1738271572.436170,268400.500,40718,2,AK,1,100,39895
1738271572.437670,268402.000,40718,2,AK,1,100,RD
1738271572.449170,268413.500,40721,2,AK,1,100,40719
1738271572.460671,268425.000,40721,2,AK,1,100,RD
1738271575.013764,270978.000,41556,2,AK,1,100,40719
1738271577.566857,273531.000,41556,2,AK,1,100,RD
1738271577.574358,273538.500,41559,2,AK,1,100,41557
1738271577.581858,273546.000,41559,2,AK,1,100,RD
1738271580.138451,276102.500,42394,2,AK,1,100,41557
1738271582.695045,278659.000,42394,2,AK,1,100,RD
1738271582.703545,278667.500,42397,2,AK,1,100,42395
1738271582.712045,278676.000,42397,2,AK,1,100,RD
1738271585.266139,281230.000,43233,2,AK,1,100,42395
1738271587.820232,283784.000,43233,2,AK,1,100,RD
1738271590.391826,286355.500,44068,2,AK,1,100,43234
1738271592.963420,288927.000,44068,2,AK,1,100,RD
1738271592.964920,288928.500,44070,2,AK,1,100,43234
1738271592.966420,288930.000,44070,2,AK,1,100,RD
1738271592.986421,288950.000,44073,2,AK,1,100,44071
1738271593.006422,288970.000,44073,2,AK,1,100,RD
1738271595.552015,291515.500,44905,2,AK,1,100,44071
1738271598.097608,294061.000,44905,2,AK,1,100,RD
1738271598.104608,294068.000,44908,2,AK,1,100,44906
1738271598.111608,294075.000,44908,2,AK,1,100,RD
1738271600.658701,296622.000,45727,2,AK,1,100,44906
1738271603.205794,299169.000,45727,2,AK,1,100,RD
1738271603.220295,299183.500,45730,2,AK,1,100,45728
1738271603.234795,299198.000,45730,2,AK,1,100,RD
1738271605.784889,301748.000,46563,2,AK,1,100,45728
1738271608.334982,304298.000,46563,2,AK,1,100,RD
1738271610.903576,306866.500,47399,2,AK,1,100,46564
1738271613.472170,309435.000,47399,2,AK,1,100,RD
1738271613.473170,309436.000,47401,2,AK,1,100,46564
1738271613.474169,309437.000,47401,2,AK,1,100,RD
1738271613.507671,309470.500,47404,2,AK,1,100,47402
1738271613.541172,309504.000,47404,2,AK,1,100,RD
1738271616.071265,312034.000,48237,2,AK,1,100,47402
1738271618.601357,314564.000,48237,2,AK,1,100,RD
1738271621.160951,317123.500,49070,2,AK,1,100,48238
1738271623.720544,319683.000,49070,2,AK,1,100,RD
1738271623.722044,319684.500,49072,2,AK,1,100,48238
1738271623.723544,319686.000,49072,2,AK,1,100,RD
1738271626.282138,322244.500,49909,2,AK,1,100,49073
1738271628.840731,324803.000,49909,2,AK,1,100,RD
1738271628.841731,324804.000,49911,2,AK,1,100,49073
1738271628.842731,324805.000,49911,2,AK,1,100,RD
1738271631.410325,327372.500,50732,2,AK,1,100,49912
1738271633.977919,329940.000,50732,2,AK,1,100,RD
1738271633.978919,329941.000,50734,2,AK,1,100,49912
