TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
294074.000000,1697628.000000,1738271598.110608,1738273001.715907,282,263099,1.70408e+06,1.11.4
