RD,TS_received,TS_sent,AK,RoundTrip,
1298267,1303378,2025-01-30_14-30-02-353649,1303383,5111,
1303387,1303436,2025-01-30_14-30-07-504150,1303438,49,
1308491,1308509,2025-01-30_14-30-12-573882,1308510,18,
1313597,1313615,2025-01-30_14-30-17-682176,1313616,18,
1318748,1318768,2025-01-30_14-30-22-829272,1318769,20,
1323857,1328965,2025-01-30_14-30-28-041231,1328968,5108,
1328971,1329034,2025-01-30_14-30-33-096897,1329035,63,
1334075,1334140,2025-01-30_14-30-38-167044,1334141,65,
1339183,1339240,2025-01-30_14-30-43-306560,1339241,57,
1344290,1349409,2025-01-30_14-30-48-425647,1349411,5119,
1349414,1349511,2025-01-30_14-30-53-574498,1349513,97,
1354533,1354625,2025-01-30_14-30-58-675906,1354626,92,
1359644,1359675,2025-01-30_14-31-03-731733,1359676,31,
1364752,1369877,2025-01-30_14-31-08-909707,1369878,5125,
1369885,1375029,2025-01-30_14-31-14-065676,1375031,5144,
1375034,1375073,2025-01-30_14-31-19-117098,1375074,39,
1380139,1380153,2025-01-30_14-31-24-223253,1380155,14,
1385247,1390368,2025-01-30_14-31-29-427282,1390369,5121,
1390376,1390428,2025-01-30_14-31-34-491040,1390429,52,
1395488,1395582,2025-01-30_14-31-39-600346,1395587,94,
1400620,1400642,2025-01-30_14-31-44-710734,1400644,22,
1405733,1405748,2025-01-30_14-31-49-819345,1405752,15,
1410841,1415978,2025-01-30_14-31-55-043707,1415979,5137,
1415986,1416034,2025-01-30_14-32-00-100896,1416039,48,
1421091,1421105,2025-01-30_14-32-05-176813,1421106,14,
1426201,1426224,2025-01-30_14-32-10-288690,1426225,23,
1431307,1436452,2025-01-30_14-32-15-459921,1436454,5145,
1436457,1436490,2025-01-30_14-32-20-560670,1436491,33,
1441562,1441614,2025-01-30_14-32-25-652759,1441615,52,
1446670,1446702,2025-01-30_14-32-30-773894,1446703,32,
1451790,1456896,2025-01-30_14-32-36-067418,1456901,5106,
1456904,1462035,2025-01-30_14-32-41-080996,1462036,5131,
1462039,1462082,2025-01-30_14-32-46-150295,1462087,43,
1467166,1467184,2025-01-30_14-32-51-254261,1467185,18,
1472304,1477427,2025-01-30_14-32-56-508666,1477432,5123,
1477435,1477459,2025-01-30_14-33-01-527699,1477460,24,
1482541,1487685,2025-01-30_14-33-06-728899,1487686,5144,
1487689,1487743,2025-01-30_14-33-11-816907,1487744,54,
1492793,1497924,2025-01-30_14-33-17-049496,1497925,5131,
1497930,1497975,2025-01-30_14-33-22-041716,1497977,45,
1503032,1503052,2025-01-30_14-33-27-126703,1503057,20,
1508145,1508168,2025-01-30_14-33-32-238694,1508169,23,
1513271,1518389,2025-01-30_14-33-37-487715,1518390,5118,
1518393,1518408,2025-01-30_14-33-42-482841,1518409,15,
1523499,1523516,2025-01-30_14-33-47-588317,1523521,17,
1528616,1528641,2025-01-30_14-33-52-713221,1528642,25,
1533740,1538854,2025-01-30_14-33-57-868338,1538855,5114,
1538859,1538948,2025-01-30_14-34-03-018565,1538949,89,
1543988,1544002,2025-01-30_14-34-08-078192,1544003,14,
1549106,1549132,2025-01-30_14-34-13-206199,1549133,26,
1554213,1554230,2025-01-30_14-34-18-305741,1554231,17,
1559337,1559389,2025-01-30_14-34-23-457394,1559390,52,
1564459,1564520,2025-01-30_14-34-28-595070,1564521,61,
1569585,1569605,2025-01-30_14-34-33-676964,1569609,20,
1574720,1574736,2025-01-30_14-34-38-812675,1574737,16,
1579844,1584955,2025-01-30_14-34-44-138651,1584956,5111,
1584960,1584982,2025-01-30_14-34-49-052020,1584983,22,
1590089,1590105,2025-01-30_14-34-54-181205,1590106,16,
1595213,1595234,2025-01-30_14-34-59-307677,1595235,21,
1600341,1600395,2025-01-30_14-35-04-468507,1600397,54,
1605475,1605500,2025-01-30_14-35-09-568837,1605502,25,
1610600,1610619,2025-01-30_14-35-14-693535,1610620,19,
1615730,1620836,2025-01-30_14-35-19-847239,1620837,5106,
1620840,1620892,2025-01-30_14-35-24-962192,1620897,52,
1625968,1626004,2025-01-30_14-35-30-075292,1626006,36,
1631112,1631137,2025-01-30_14-35-35-211665,1631138,25,
1636244,1636285,2025-01-30_14-35-40-364744,1636287,41,
1641371,1641438,2025-01-30_14-35-45-513833,1641443,67,
1646489,1646509,2025-01-30_14-35-50-587552,1646511,20,
1651597,1651622,2025-01-30_14-35-55-699661,1651623,25,
1656708,1661814,2025-01-30_14-36-00-859581,1661815,5106,
1661817,1661884,2025-01-30_14-36-05-949276,1661886,67,
1666924,1666961,2025-01-30_14-36-11-018801,1666963,37,
1672032,1672053,2025-01-30_14-36-16-128714,1672054,21,
1677175,1677193,2025-01-30_14-36-21-272009,1677194,18,
1682282,1682359,2025-01-30_14-36-26-435656,1682360,77,
1687390,1687491,2025-01-30_14-36-31-572433,1692507,101,
1692510,1692558,2025-01-30_14-36-36-631650,1692559,48,
1697617,1697628,2025-01-30_14-36-41-710407,1697630,11,
1702724,1702763,2025-01-30_14-36-46-827289,1702764,39,
