RD,TS_received,TS_sent,AK,RoundTrip,
263291,268397,2025-01-30_14-12-47-345012,268399,5106,
268405,268423,2025-01-30_14-12-52-451743,268425,18,
273531,273545,2025-01-30_14-12-57-575047,273546,14,
278660,278675,2025-01-30_14-13-02-704296,278676,15,
283785,288925,2025-01-30_14-13-07-837200,288927,5140,
288930,288968,2025-01-30_14-13-12-996326,288970,38,
294062,294074,2025-01-30_14-13-18-104608,294075,12,
299170,299197,2025-01-30_14-13-23-227783,299198,27,
304299,309434,2025-01-30_14-13-28-450587,309435,5135,
309441,309498,2025-01-30_14-13-33-523665,309504,57,
314565,319682,2025-01-30_14-13-38-623531,319683,5117,
319686,324802,2025-01-30_14-13-43-776035,324803,5116,
324806,329939,2025-01-30_14-13-49-063502,329940,5133,
329947,335047,2025-01-30_14-13-54-096764,335048,5100,
335056,335134,2025-01-30_14-13-59-159304,335135,78,
340160,340178,2025-01-30_14-14-04-206079,340179,18,
345268,345283,2025-01-30_14-14-09-313927,345284,15,
350418,350433,2025-01-30_14-14-14-464318,350438,15,
355534,355548,2025-01-30_14-14-19-580403,355549,14,
360657,360677,2025-01-30_14-14-24-702742,360678,20,
365789,370903,2025-01-30_14-14-29-854269,370904,5114,
370908,376029,2025-01-30_14-14-35-015374,376031,5121,
376038,376071,2025-01-30_14-14-40-089688,376076,33,
381162,381176,2025-01-30_14-14-45-209247,381177,14,
386281,391422,2025-01-30_14-14-50-406593,391423,5141,
391427,391441,2025-01-30_14-14-55-474030,391442,14,
396541,396555,2025-01-30_14-15-00-588659,396558,14,
401666,401695,2025-01-30_14-15-05-729139,401699,29,
406774,411894,2025-01-30_14-15-10-827292,411899,5120,
411904,417033,2025-01-30_14-15-16-002956,417034,5129,
417037,422185,2025-01-30_14-15-21-144115,422186,5148,
422193,422244,2025-01-30_14-15-26-271560,422245,51,
427326,432451,2025-01-30_14-15-31-524670,432456,5125,
432459,437580,2025-01-30_14-15-36-596424,437581,5121,
437584,437662,2025-01-30_14-15-41-694954,437663,78,
442711,447836,2025-01-30_14-15-46-774719,447837,5125,
447844,452978,2025-01-30_14-15-51-966638,452979,5134,
452982,453050,2025-01-30_14-15-57-083191,453055,68,
458088,458149,2025-01-30_14-16-02-183559,458151,61,
463195,468320,2025-01-30_14-16-07-264385,468322,5125,
468324,473455,2025-01-30_14-16-12-560393,473456,5131,
473459,478576,2025-01-30_14-16-17-599204,478578,5117,
478580,478604,2025-01-30_14-16-22-641287,478605,24,
483687,483775,2025-01-30_14-16-27-799473,483776,88,
488800,493905,2025-01-30_14-16-33-078815,493906,5105,
493909,499011,2025-01-30_14-16-38-141570,499012,5102,
499016,504122,2025-01-30_14-16-43-086791,504123,5106,
504129,504209,2025-01-30_14-16-48-181660,504211,80,
509238,514358,2025-01-30_14-16-53-326986,514359,5120,
514362,519489,2025-01-30_14-16-58-445322,519490,5127,
519494,524596,2025-01-30_14-17-03-570120,524597,5102,
524600,524683,2025-01-30_14-17-08-719455,524687,83,
529706,529748,2025-01-30_14-17-13-786664,529752,42,
534813,539939,2025-01-30_14-17-19-060497,539940,5126,
539945,545073,2025-01-30_14-17-24-104316,545074,5128,
545078,545169,2025-01-30_14-17-29-207945,545171,91,
550194,550250,2025-01-30_14-17-34-282942,550251,56,
555324,560451,2025-01-30_14-17-39-379811,560453,5127,
560459,565585,2025-01-30_14-17-44-627469,565590,5126,
565594,565664,2025-01-30_14-17-49-704808,565666,70,
570698,575830,2025-01-30_14-17-54-846439,575831,5132,
575835,575922,2025-01-30_14-17-59-958552,575923,87,
580942,586048,2025-01-30_14-18-05-152890,586049,5106,
586056,586121,2025-01-30_14-18-10-123058,586122,65,
591161,596287,2025-01-30_14-18-15-254161,596289,5126,
596296,601419,2025-01-30_14-18-20-452011,601420,5123,
601426,606526,2025-01-30_14-18-25-584772,606528,5100,
606535,611664,2025-01-30_14-18-30-606800,611666,5129,
611670,611725,2025-01-30_14-18-35-766645,611727,55,
616775,621880,2025-01-30_14-18-40-947196,621883,5105,
621886,627004,2025-01-30_14-18-45-968299,627005,5118,
627012,627077,2025-01-30_14-18-51-077840,627078,65,
632144,632165,2025-01-30_14-18-56-204420,632166,21,
637277,637364,2025-01-30_14-19-01-392276,637365,87,
642415,642436,2025-01-30_14-19-06-476869,642438,21,
647546,647572,2025-01-30_14-19-11-611400,647573,26,
652654,652675,2025-01-30_14-19-16-713458,652677,21,
657781,662907,2025-01-30_14-19-21-849233,662908,5126,
662915,662955,2025-01-30_14-19-26-998188,662956,40,
668040,673166,2025-01-30_14-19-32-154207,673167,5126,
673170,673226,2025-01-30_14-19-37-261904,673227,56,
678301,678352,2025-01-30_14-19-42-384562,678354,51,
683409,683427,2025-01-30_14-19-47-470919,683432,18,
688547,688572,2025-01-30_14-19-52-611587,688577,25,
693675,693690,2025-01-30_14-19-57-734240,693691,15,
698797,698899,2025-01-30_14-20-02-928130,703923,102,
703927,703965,2025-01-30_14-20-08-006520,703966,38,
709049,709076,2025-01-30_14-20-13-119380,709078,27,
714164,714182,2025-01-30_14-20-18-226223,714183,18,
719286,719366,2025-01-30_14-20-23-403333,719367,80,
724394,724406,2025-01-30_14-20-28-452149,724407,12,
729526,729587,2025-01-30_14-20-33-628316,729588,61,
734641,734659,2025-01-30_14-20-38-705470,734661,18,
739773,744900,2025-01-30_14-20-44-007685,744905,5127,
744909,744953,2025-01-30_14-20-48-988700,744977,44,
750014,750030,2025-01-30_14-20-54-074599,750031,16,
755137,760258,2025-01-30_14-20-59-216359,760259,5121,
760265,760337,2025-01-30_14-21-04-344917,760339,72,
765400,765414,2025-01-30_14-21-09-461209,765416,14,
770536,770551,2025-01-30_14-21-14-598671,770556,15,
775664,775702,2025-01-30_14-21-19-740616,775704,38,
780772,780862,2025-01-30_14-21-24-834147,780863,90,
785890,791021,2025-01-30_14-21-30-062120,791022,5131,
791025,791041,2025-01-30_14-21-35-087883,791043,16,
796159,796180,2025-01-30_14-21-40-222077,796181,21,
801288,801339,2025-01-30_14-21-45-382739,801341,51,
806411,806424,2025-01-30_14-21-50-473266,806426,13,
811519,811535,2025-01-30_14-21-55-581175,811539,16,
816651,816666,2025-01-30_14-22-00-715331,816672,15,
821767,826885,2025-01-30_14-22-05-829299,826886,5118,
826889,826957,2025-01-30_14-22-11-003303,826958,68,
831997,832012,2025-01-30_14-22-16-060780,832016,15,
837105,837164,2025-01-30_14-22-21-211355,837165,59,
842217,842244,2025-01-30_14-22-26-282904,842246,27,
847324,847363,2025-01-30_14-22-31-411730,847365,39,
852434,852455,2025-01-30_14-22-36-498226,852456,21,
857575,857602,2025-01-30_14-22-41-641808,857603,27,
862684,862708,2025-01-30_14-22-46-756660,862709,24,
867791,872904,2025-01-30_14-22-51-884286,872907,5113,
872911,872973,2025-01-30_14-22-57-019662,872974,62,
878033,878055,2025-01-30_14-23-02-102529,878056,22,
883145,883162,2025-01-30_14-23-07-212775,883163,17,
888525,888546,2025-01-30_14-23-12-596560,888547,21,
893639,893669,2025-01-30_14-23-17-717916,893671,30,
898746,898770,2025-01-30_14-23-22-813940,898771,24,
903878,908983,2025-01-30_14-23-27-994583,908985,5105,
908988,909082,2025-01-30_14-23-33-126154,909083,94,
914116,914198,2025-01-30_14-23-38-246559,914199,82,
919223,919239,2025-01-30_14-23-43-290918,919240,16,
924330,924350,2025-01-30_14-23-48-401781,924354,20,
929472,929496,2025-01-30_14-23-53-547539,929500,24,
934583,934602,2025-01-30_14-23-58-650169,934606,19,
939718,939753,2025-01-30_14-24-03-802664,939754,35,
944825,949941,2025-01-30_14-24-09-009690,949942,5116,
949945,949992,2025-01-30_14-24-14-041876,949993,47,
955051,955066,2025-01-30_14-24-19-118436,955070,15,
960160,960179,2025-01-30_14-24-24-233875,960181,19,
965299,965344,2025-01-30_14-24-29-397357,965345,45,
970407,970424,2025-01-30_14-24-34-477698,970428,17,
975526,975576,2025-01-30_14-24-39-595598,975577,50,
980634,980650,2025-01-30_14-24-44-703249,980654,16,
985742,985763,2025-01-30_14-24-49-816988,985765,21,
990883,995989,2025-01-30_14-24-55-073657,995991,5106,
995994,996008,2025-01-30_14-25-00-064066,996009,14,
1001136,1001153,2025-01-30_14-25-05-208333,1001154,17,
1006261,1006306,2025-01-30_14-25-10-360654,1006307,45,
1011373,1011392,2025-01-30_14-25-15-447160,1011393,19,
1016480,1016498,2025-01-30_14-25-20-553510,1016499,18,
1021613,1021630,2025-01-30_14-25-25-685916,1021631,17,
1026732,1026744,2025-01-30_14-25-30-801122,1026746,12,
1031839,1036944,2025-01-30_14-25-35-962877,1036945,5105,
1036948,1037002,2025-01-30_14-25-41-048856,1037003,54,
1042066,1042083,2025-01-30_14-25-46-138004,1042084,17,
1047188,1047204,2025-01-30_14-25-51-260401,1047209,16,
1052328,1052357,2025-01-30_14-25-56-411532,1052359,29,
1057451,1057467,2025-01-30_14-26-01-522869,1057469,16,
1062572,1062588,2025-01-30_14-26-06-646617,1062593,16,
1067680,1067692,2025-01-30_14-26-11-751390,1067693,12,
1072800,1077915,2025-01-30_14-26-16-957748,1077916,5115,
1077919,1078006,2025-01-30_14-26-22-051200,1078008,87,
1083036,1083075,2025-01-30_14-26-27-134307,1083076,39,
1088179,1088280,2025-01-30_14-26-32-256614,1093312,101,
1093315,1093342,2025-01-30_14-26-37-399752,1093343,27,
1098437,1103543,2025-01-30_14-26-42-530795,1103544,5106,
1103551,1103570,2025-01-30_14-26-47-630140,1103576,19,
1108663,1113815,2025-01-30_14-26-52-793021,1113817,5152,
1113821,1118949,2025-01-30_14-26-58-155328,1118950,5128,
1118954,1124073,2025-01-30_14-27-03-186972,1124075,5119,
1124081,1124149,2025-01-30_14-27-08-202103,1124151,68,
1129200,1129287,2025-01-30_14-27-13-342566,1129288,87,
1134307,1134393,2025-01-30_14-27-18-446863,1134395,86,
1139420,1139498,2025-01-30_14-27-23-527296,1139499,78,
1144541,1144559,2025-01-30_14-27-28-619632,1144560,18,
1149664,1149705,2025-01-30_14-27-33-759754,1149706,41,
1154812,1159935,2025-01-30_14-27-39-092856,1159936,5123,
1159940,1165043,2025-01-30_14-27-44-124165,1165044,5103,
1165051,1165104,2025-01-30_14-27-49-155571,1165105,53,
1170190,1175334,2025-01-30_14-27-54-288496,1175335,5144,
1175338,1175358,2025-01-30_14-27-59-419209,1175359,20,
1180474,1180529,2025-01-30_14-28-04-580114,1180530,55,
1185602,1185622,2025-01-30_14-28-09-679948,1185623,20,
1190732,1190749,2025-01-30_14-28-14-812400,1190754,17,
1195854,1200960,2025-01-30_14-28-20-127364,1200962,5106,
1200969,1206104,2025-01-30_14-28-25-208297,1206105,5135,
1206108,1206130,2025-01-30_14-28-30-187397,1206131,22,
1211239,1211259,2025-01-30_14-28-35-321049,1211260,20,
1216368,1216383,2025-01-30_14-28-40-446603,1216384,15,
1221503,1221519,2025-01-30_14-28-45-581597,1221520,16,
1226632,1226648,2025-01-30_14-28-50-709990,1226649,16,
1231739,1231764,2025-01-30_14-28-55-821111,1231765,25,
1236861,1241981,2025-01-30_14-29-01-057470,1241983,5120,
1241989,1247135,2025-01-30_14-29-06-122809,1247136,5146,
1247140,1247154,2025-01-30_14-29-11-219446,1247155,14,
1252244,1257364,2025-01-30_14-29-16-322465,1257365,5120,
1257368,1257443,2025-01-30_14-29-21-455661,1257444,75,
1262474,1262495,2025-01-30_14-29-26-558380,1262497,21,
1267581,1267616,2025-01-30_14-29-31-668707,1267618,35,
1272724,1272737,2025-01-30_14-29-36-802826,1272738,13,
1277832,1277873,2025-01-30_14-29-41-938112,1277874,41,
1282939,1282959,2025-01-30_14-29-47-020236,1282960,20,
1288051,1288072,2025-01-30_14-29-52-135504,1288073,21,
1293159,1293177,2025-01-30_14-29-57-244599,1293179,18,
