LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1738271567.226479,263191.000,39881,2,EA,1,100,0.030221
1738271567.226479,263191.000,39881,2,EA,1,100,0.030221
1738271567.293149,263257.667,39901,3,EA,1,100,0.030221
1738271567.359818,263324.333,39901,3,EA,1,100,0.030221
1738271567.426487,263391.000,39901,3,EA,1,100,0.030221
1738271567.493489,263458.000,39918,1,EA,1,100,0.030221
1738271567.559992,263524.500,39934,2,EA,1,100,0.030221
1738271567.626494,263591.000,39934,2,EA,1,100,0.030221
1738271567.692496,263657.000,39950,1,EA,1,100,0.030221
1738271567.759499,263724.000,39968,2,EA,1,100,0.030221
1738271567.826501,263791.000,39968,2,EA,1,100,0.030221
1738271567.892504,263857.000,39984,1,EA,1,100,0.030221
1738271567.959506,263924.000,40000,2,EA,1,100,0.030221
1738271568.026509,263991.000,40000,2,EA,1,100,0.030221
1738271568.092511,264057.000,40016,1,EA,1,100,0.030221
1738271568.159513,264124.000,40034,2,EA,1,100,0.030221
1738271568.226516,264191.000,40034,2,EA,1,100,0.030221
1738271568.292518,264257.000,40050,1,EA,1,100,0.030221
1738271568.359521,264324.000,40066,2,EA,1,100,0.030221
1738271568.426523,264391.000,40066,2,EA,1,100,0.030221
1738271568.492526,264457.000,40083,1,EA,1,100,0.030221
1738271568.559528,264524.000,40100,2,EA,1,100,0.030221
1738271568.626530,264591.000,40100,2,EA,1,100,0.030221
1738271568.693033,264657.500,40116,2,EA,1,100,0.030221
1738271568.759535,264724.000,40116,2,EA,1,100,0.030221
1738271568.826538,264791.000,40134,1,EA,1,100,0.030221
1738271568.893040,264857.500,40151,2,EA,1,100,0.030221
1738271568.959543,264924.000,40151,2,EA,1,100,0.030221
1738271569.026545,264991.000,40168,1,EA,1,100,0.030221
1738271569.093048,265057.500,40185,2,EA,1,100,0.030221
1738271569.159550,265124.000,40185,2,EA,1,100,0.030221
1738271569.226552,265191.000,40202,1,EA,1,100,0.030221
1738271569.293055,265257.500,40217,2,EA,1,100,0.030221
1738271569.359557,265324.000,40217,2,EA,1,100,0.030221
1738271569.426560,265391.000,40234,1,EA,1,100,0.030221
1738271569.493062,265457.500,40253,2,EA,1,100,0.030221
1738271569.559565,265524.000,40253,2,EA,1,100,0.030221
1738271569.626067,265590.500,40270,2,EA,1,100,0.030221
1738271569.692569,265657.000,40270,2,EA,1,100,0.030221
1738271569.759572,265724.000,40287,2,EA,1,100,0.030221
1738271569.826574,265791.000,40287,2,EA,1,100,0.030221
1738271569.892577,265857.000,40304,1,EA,1,100,0.030221
1738271569.959079,265923.500,40319,2,EA,1,100,0.030221
1738271570.025582,265990.000,40319,2,EA,1,100,0.030221
1738271570.092584,266057.000,40336,1,EA,1,100,0.030221
1738271570.159586,266124.000,40353,2,EA,1,100,0.030222
1738271570.226589,266191.000,40353,2,EA,1,100,0.030221
1738271570.292591,266257.000,40370,1,EA,1,100,0.030221
1738271570.359594,266324.000,40385,2,EA,1,100,0.030221
1738271570.426596,266391.000,40385,2,EA,1,100,0.030221
1738271570.492599,266457.000,40403,1,EA,1,100,0.030221
1738271570.559101,266523.500,40419,2,EA,1,100,0.030221
1738271570.625604,266590.000,40419,2,EA,1,100,0.030221
1738271570.692606,266657.000,40436,1,EA,1,100,0.030221
1738271570.759109,266723.500,40453,2,EA,1,100,0.030221
1738271570.825611,266790.000,40453,2,EA,1,100,0.030221
1738271570.892613,266857.000,40469,2,EA,1,100,0.030221
1738271570.959616,266924.000,40469,2,EA,1,100,0.030221
1738271571.025618,266990.000,40485,1,EA,1,100,0.030221
1738271571.092621,267057.000,40503,2,EA,1,100,0.030221
1738271571.159623,267124.000,40503,2,EA,1,100,0.030221
1738271571.225626,267190.000,40519,1,EA,1,100,0.030221
1738271571.292628,267257.000,40537,2,EA,1,100,0.030221
1738271571.359630,267324.000,40537,2,EA,1,100,0.030221
1738271571.426633,267391.000,40553,1,EA,1,100,0.030221
1738271571.493135,267457.500,40571,2,EA,1,100,0.030221
1738271571.559638,267524.000,40571,2,EA,1,100,0.030221
1738271571.625640,267590.000,40587,1,EA,1,100,0.030221
1738271571.692643,267657.000,40603,2,EA,1,100,0.030221
