LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738271567.147476,263112.000,39864,4,PI,1,100,152917
1738271567.147476,263112.000,39864,4,PI,1,100,152896
1738271567.147476,263112.000,39864,4,PI,1,100,152913
1738271567.147476,263112.000,39864,4,PI,1,100,152936
1738271567.157810,263122.333,39878,9,PI,1,100,152926
1738271567.168144,263132.667,39878,9,PI,1,100,152946
1738271567.178478,263143.000,39878,9,PI,1,100,152952
1738271567.188811,263153.333,39878,9,PI,1,100,152922
1738271567.199145,263163.667,39878,9,PI,1,100,152932
1738271567.209479,263174.000,39878,9,PI,1,100,152941
1738271567.219812,263184.333,39878,9,PI,1,100,152966
1738271567.230146,263194.667,39878,9,PI,1,100,152945
1738271567.240480,263205.000,39878,9,PI,1,100,152925
1738271567.250322,263214.842,39898,19,PI,1,100,152950
1738271567.260165,263224.684,39898,19,PI,1,100,152960
1738271567.270007,263234.526,39898,19,PI,1,100,152943
1738271567.279850,263244.368,39898,19,PI,1,100,152939
1738271567.289692,263254.211,39898,19,PI,1,100,152950
1738271567.299535,263264.053,39898,19,PI,1,100,152982
1738271567.309377,263273.895,39898,19,PI,1,100,152966
1738271567.319220,263283.737,39898,19,PI,1,100,152955
1738271567.329062,263293.579,39898,19,PI,1,100,152934
1738271567.338905,263303.421,39898,19,PI,1,100,152947
1738271567.348747,263313.263,39898,19,PI,1,100,152947
1738271567.358589,263323.105,39898,19,PI,1,100,152951
1738271567.368432,263332.947,39898,19,PI,1,100,152939
1738271567.378274,263342.789,39898,19,PI,1,100,152980
1738271567.388117,263352.632,39898,19,PI,1,100,152963
1738271567.397959,263362.474,39898,19,PI,1,100,152972
1738271567.407802,263372.316,39898,19,PI,1,100,152935
1738271567.417644,263382.158,39898,19,PI,1,100,152938
1738271567.427487,263392.000,39898,19,PI,1,100,152971
1738271567.437214,263401.727,39915,11,PI,1,100,152972
1738271567.446942,263411.455,39915,11,PI,1,100,152918
1738271567.456670,263421.182,39915,11,PI,1,100,152947
1738271567.466397,263430.909,39915,11,PI,1,100,152969
1738271567.476125,263440.636,39915,11,PI,1,100,152988
1738271567.485852,263450.364,39915,11,PI,1,100,152977
1738271567.495580,263460.091,39915,11,PI,1,100,152944
1738271567.505308,263469.818,39915,11,PI,1,100,152960
1738271567.515035,263479.545,39915,11,PI,1,100,152982
1738271567.524763,263489.273,39915,11,PI,1,100,152960
1738271567.534491,263499.000,39915,11,PI,1,100,152960
1738271567.544824,263509.333,39931,9,PI,1,100,152967
1738271567.555158,263519.667,39931,9,PI,1,100,152957
1738271567.565492,263530.000,39931,9,PI,1,100,152917
1738271567.575825,263540.333,39931,9,PI,1,100,152969
1738271567.586159,263550.667,39931,9,PI,1,100,152958
1738271567.596493,263561.000,39931,9,PI,1,100,152952
1738271567.606827,263571.333,39931,9,PI,1,100,152973
1738271567.617160,263581.667,39931,9,PI,1,100,152945
1738271567.627494,263592.000,39931,9,PI,1,100,152966
1738271567.638194,263602.700,39947,10,PI,1,100,152958
1738271567.648895,263613.400,39947,10,PI,1,100,152942
1738271567.659595,263624.100,39947,10,PI,1,100,152912
1738271567.670295,263634.800,39947,10,PI,1,100,152983
1738271567.680996,263645.500,39947,10,PI,1,100,152960
1738271567.691696,263656.200,39947,10,PI,1,100,152946
1738271567.702397,263666.900,39947,10,PI,1,100,152942
1738271567.713097,263677.600,39947,10,PI,1,100,152970
1738271567.723798,263688.300,39947,10,PI,1,100,152950
1738271567.734498,263699.000,39947,10,PI,1,100,152968
1738271567.744135,263708.636,39965,11,PI,1,100,152929
1738271567.753771,263718.273,39965,11,PI,1,100,152991
1738271567.763408,263727.909,39965,11,PI,1,100,152957
1738271567.773045,263737.545,39965,11,PI,1,100,152944
1738271567.782681,263747.182,39965,11,PI,1,100,152969
1738271567.792318,263756.818,39965,11,PI,1,100,152970
1738271567.801955,263766.455,39965,11,PI,1,100,152955
1738271567.811592,263776.091,39965,11,PI,1,100,152958
1738271567.821228,263785.727,39965,11,PI,1,100,152930
1738271567.830865,263795.364,39965,11,PI,1,100,152964
1738271567.840502,263805.000,39965,11,PI,1,100,152946
1738271567.850947,263815.444,39981,9,PI,1,100,152962
1738271567.861392,263825.889,39981,9,PI,1,100,152961
1738271567.871836,263836.333,39981,9,PI,1,100,153002
1738271567.882281,263846.778,39981,9,PI,1,100,152954
1738271567.892726,263857.222,39981,9,PI,1,100,152984
1738271567.903171,263867.667,39981,9,PI,1,100,152953
1738271567.913615,263878.111,39981,9,PI,1,100,152972
