LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738271568.792536,264757.000,40146,1,B%,1,100,100
1738271573.791719,269756.000,40958,1,B%,1,100,100
1738271578.791902,274756.000,41777,1,B%,1,100,100
1738271583.791085,279755.000,42586,1,B%,1,100,100
1738271588.791267,284755.000,43403,1,B%,1,100,100
1738271593.790450,289754.000,44225,1,B%,1,100,100
1738271598.790633,294754.000,45027,1,B%,1,100,100
1738271603.789816,299753.000,45833,1,B%,1,100,100
1738271608.789998,304753.000,46650,1,B%,1,100,100
1738271613.789181,309752.000,47473,1,B%,1,100,100
1738271618.789364,314752.000,48273,1,B%,1,100,100
1738271623.788547,319751.000,49093,1,B%,1,100,100
1738271628.788729,324751.000,49907,1,B%,1,100,100
1738271633.787912,329750.000,50714,1,B%,1,100,100
1738271638.788095,334750.000,51518,1,B%,1,100,100
1738271643.787277,339749.000,52324,1,B%,1,100,100
1738271648.787460,344749.000,53063,1,B%,1,100,100
1738271653.786643,349748.000,53868,1,B%,1,100,100
1738271658.786826,354748.000,54690,1,B%,1,100,100
1738271663.786008,359747.000,55520,1,B%,1,100,100
1738271668.786191,364747.000,56326,1,B%,1,100,100
1738271673.785374,369746.000,57128,1,B%,1,100,100
1738271678.785557,374746.000,57956,1,B%,1,100,100
1738271683.784739,379745.000,58789,1,B%,1,100,100
1738271688.784922,384745.000,59613,1,B%,1,100,100
1738271693.784105,389744.000,60439,1,B%,1,100,100
1738271698.784287,394744.000,61227,1,B%,1,100,100
1738271703.783470,399743.000,62054,1,B%,1,100,100
1738271708.783653,404743.000,62874,1,B%,1,100,100
1738271713.782836,409742.000,63691,1,B%,1,100,100
1738271718.783018,414742.000,64495,1,B%,1,100,100
1738271723.782201,419741.000,65316,1,B%,1,100,100
1738271728.782384,424741.000,602,1,B%,1,100,100
1738271733.781567,429740.000,1403,1,B%,1,100,100
1738271738.781749,434740.000,2227,1,B%,1,100,100
1738271743.780932,439739.000,3050,1,B%,1,100,100
1738271748.781115,444739.000,3854,1,B%,1,100,100
1738271753.780298,449738.000,4681,1,B%,1,100,100
1738271758.780480,454738.000,5501,1,B%,1,100,100
1738271763.779663,459737.000,6312,1,B%,1,100,100
1738271768.779846,464737.000,7131,1,B%,1,100,100
1738271773.779028,469736.000,7934,1,B%,1,100,100
1738271778.779211,474736.000,8759,1,B%,1,100,100
1738271783.778394,479735.000,9580,1,B%,1,100,100
1738271788.778577,484735.000,10404,1,B%,1,100,100
1738271793.777759,489734.000,11211,1,B%,1,100,100
1738271798.777942,494734.000,12018,1,B%,1,100,100
1738271803.777125,499733.000,12812,1,B%,1,100,100
1738271808.777308,504733.000,13559,1,B%,1,100,100
1738271813.776490,509732.000,14364,1,B%,1,100,100
1738271818.776673,514732.000,15186,1,B%,1,100,100
1738271823.775856,519731.000,16012,1,B%,1,100,100
1738271828.776038,524731.000,16816,1,B%,1,100,100
1738271833.775221,529730.000,17640,1,B%,1,100,100
1738271838.775404,534730.000,18452,1,B%,1,100,100
1738271843.774587,539729.000,19275,1,B%,1,100,100
1738271848.774769,544729.000,20099,1,B%,1,100,100
1738271853.773952,549728.000,20906,1,B%,1,100,100
1738271858.774135,554728.000,21735,1,B%,1,100,100
1738271863.773318,559727.000,22554,1,B%,1,100,100
1738271868.773500,564727.000,23359,1,B%,1,100,100
1738271873.772683,569726.000,24188,1,B%,1,100,100
1738271878.772866,574726.000,25008,1,B%,1,100,100
1738271883.772048,579725.000,25832,1,B%,1,100,100
1738271888.772231,584725.000,26654,1,B%,1,100,100
1738271893.771414,589724.000,27463,1,B%,1,100,100
1738271898.771597,594724.000,28270,1,B%,1,100,100
1738271903.770779,599723.000,29091,1,B%,1,100,100
1738271908.770962,604723.000,29915,1,B%,1,100,100
1738271913.770145,609722.000,30725,1,B%,1,100,100
1738271918.770328,614722.000,31548,1,B%,1,100,100
1738271923.769510,619721.000,32350,1,B%,1,100,100
1738271928.769693,624721.000,33153,1,B%,1,100,100
1738271933.768876,629720.000,33976,1,B%,1,100,100
1738271938.769058,634720.000,34798,1,B%,1,100,100
1738271943.768241,639719.000,35602,1,B%,1,100,99
1738271948.768424,644719.000,36427,1,B%,1,100,99
1738271953.767607,649718.000,37236,1,B%,1,100,99
1738271958.767789,654718.000,38059,1,B%,1,100,99
1738271963.766972,659717.000,38861,1,B%,1,100,99
1738271968.767155,664717.000,39685,1,B%,1,100,99
1738271973.766338,669716.000,40506,1,B%,1,100,99
1738271978.766520,674716.000,41334,1,B%,1,100,99
1738271983.765703,679715.000,42148,1,B%,1,100,99
1738271988.765886,684715.000,42962,1,B%,1,100,99
1738271993.765069,689714.000,43792,1,B%,1,100,99
1738271998.765251,694714.000,44621,1,B%,1,100,100
1738272003.764434,699713.000,45428,1,B%,1,100,99
1738272008.764617,704713.000,46258,1,B%,1,100,99
1738272013.763799,709712.000,47085,1,B%,1,100,99
1738272018.763982,714712.000,47891,1,B%,1,100,99
1738272023.763165,719711.000,48698,1,B%,1,100,99
1738272028.763348,724711.000,49505,1,B%,1,100,99
1738272033.762530,729710.000,50231,1,B%,1,100,98
1738272038.762713,734710.000,51058,1,B%,1,100,99
1738272043.761896,739709.000,51872,1,B%,1,100,98
1738272048.762079,744709.000,52694,1,B%,1,100,99
1738272053.761261,749708.000,53504,1,B%,1,100,98
1738272058.761444,754708.000,54331,1,B%,1,100,99
1738272063.760627,759707.000,55135,1,B%,1,100,98
1738272068.760809,764707.000,55965,1,B%,1,100,98
1738272073.759992,769706.000,56789,1,B%,1,100,98
1738272078.760175,774706.000,57614,1,B%,1,100,98
1738272083.759358,779705.000,58427,1,B%,1,100,98
1738272088.759540,784705.000,59242,1,B%,1,100,98
1738272093.758723,789704.000,60069,1,B%,1,100,97
1738272098.758906,794704.000,60902,1,B%,1,100,98
1738272103.758089,799703.000,61709,1,B%,1,100,97
1738272108.758271,804703.000,62535,1,B%,1,100,98
1738272113.757454,809702.000,63341,1,B%,1,100,98
1738272118.757637,814702.000,64163,1,B%,1,100,97
1738272123.756819,819701.000,64987,1,B%,1,100,97
1738272128.757002,824701.000,258,1,B%,1,100,97
1738272133.756185,829700.000,1086,1,B%,1,100,97
1738272138.756368,834700.000,1929,1,B%,1,100,97
1738272143.755550,839699.000,2739,1,B%,1,100,97
1738272148.755733,844699.000,3572,1,B%,1,100,97
1738272153.754916,849698.000,4399,1,B%,1,100,96
1738272158.755099,854698.000,5249,1,B%,1,100,97
1738272163.754281,859697.000,6080,1,B%,1,100,96
1738272168.754464,864697.000,6909,1,B%,1,100,97
1738272173.753647,869696.000,7702,1,B%,1,100,97
1738272178.753829,874696.000,8510,1,B%,1,100,97
1738272183.753012,879695.000,9301,1,B%,1,100,96
1738272188.753195,884695.000,10087,1,B%,1,100,96
1738272193.752378,889694.000,10800,1,B%,1,100,96
1738272198.752560,894694.000,11601,1,B%,1,100,96
1738272203.751743,899693.000,12391,1,B%,1,100,96
1738272208.751926,904693.000,13174,1,B%,1,100,96
1738272213.751109,909692.000,13948,1,B%,1,100,96
1738272218.751291,914692.000,14749,1,B%,1,100,96
1738272223.750474,919691.000,15563,1,B%,1,100,96
1738272228.750657,924691.000,16362,1,B%,1,100,96
1738272233.749840,929690.000,17165,1,B%,1,100,96
1738272238.750022,934690.000,17967,1,B%,1,100,96
1738272243.749205,939689.000,18769,1,B%,1,100,96
1738272248.749388,944689.000,19566,1,B%,1,100,96
1738272253.748570,949688.000,20351,1,B%,1,100,96
1738272258.748753,954688.000,21174,1,B%,1,100,96
1738272263.747936,959687.000,21978,1,B%,1,100,96
1738272268.748119,964687.000,22769,1,B%,1,100,96
1738272273.747301,969686.000,23570,1,B%,1,100,96
1738272278.747484,974686.000,24361,1,B%,1,100,96
1738272283.746667,979685.000,25172,1,B%,1,100,96
1738272288.746850,984685.000,25973,1,B%,1,100,96
1738272293.746032,989684.000,26776,1,B%,1,100,95
1738272298.746215,994684.000,27575,1,B%,1,100,95
1738272303.745398,999683.000,28376,1,B%,1,100,96
1738272308.745580,1004683.000,29162,1,B%,1,100,95
1738272313.744763,1009682.000,29982,1,B%,1,100,95
1738272318.744946,1014682.000,30785,1,B%,1,100,95
1738272323.744128,1019681.000,31582,1,B%,1,100,95
1738272328.744311,1024681.000,32379,1,B%,1,100,96
1738272333.743494,1029680.000,33180,1,B%,1,100,95
1738272338.743677,1034680.000,33960,1,B%,1,100,94
1738272343.742860,1039679.000,34746,1,B%,1,100,95
1738272348.743042,1044679.000,35542,1,B%,1,100,95
1738272353.742225,1049678.000,36344,1,B%,1,100,95
1738272358.742408,1054678.000,37144,1,B%,1,100,95
1738272363.741590,1059677.000,37927,1,B%,1,100,95
1738272368.741773,1064677.000,38731,1,B%,1,100,95
1738272373.740956,1069676.000,39519,1,B%,1,100,95
1738272378.741139,1074676.000,40311,1,B%,1,100,94
1738272383.740321,1079675.000,41112,1,B%,1,100,95
1738272388.740504,1084675.000,41909,1,B%,1,100,94
1738272393.739687,1089674.000,42681,1,B%,1,100,95
1738272398.739870,1094674.000,43471,1,B%,1,100,95
1738272403.739052,1099673.000,44258,1,B%,1,100,94
1738272408.739235,1104673.000,45039,1,B%,1,100,95
1738272413.738418,1109672.000,45810,1,B%,1,100,95
