LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738272172.521602,868464,7510,1,SR,1,100,0.066667
1738272172.721609,868664,7544,1,SR,1,100,0.066667
1738272172.920616,868863,7608,1,SR,1,100,0.266667
1738272173.588641,869531,7705,1,SR,1,100,0.133333
1738272173.988655,869931,7786,1,SR,1,100,0.333333
1738272174.587677,870530,7850,1,SR,1,100,0.066667
1738272174.787684,870730,7886,1,SR,1,100,0.133333
1738272175.054694,870997,7919,1,SR,1,100,0.066667
1738272175.254702,871197,7952,1,SR,1,100,0.066667
1738272175.587714,871530,8016,1,SR,1,100,0.133333
1738272175.987728,871930,8145,1,SR,1,100,0.466667
1738272176.587750,872530,8232,1,SR,1,100,0.400000
1738272177.120770,873063,8253,1,SR,1,100,0.066667
1738272177.320777,873263,8317,1,SR,1,100,0.266667
1738272177.720792,873663,8351,1,SR,1,100,0.133333
1738272178.120806,874063,8415,1,SR,1,100,0.133333
1738272178.387816,874330,8513,1,SR,1,100,0.400000
1738272178.920835,874863,8545,1,SR,1,100,0.066667
1738272179.387853,875330,8643,1,SR,1,100,0.333333
1738272179.853870,875796,8676,1,SR,1,100,0.066667
1738272180.187882,876130,8742,1,SR,1,100,0.133333
1738272180.453892,876396,8776,1,SR,1,100,0.066667
1738272180.653899,876596,8808,1,SR,1,100,0.066667
1738272180.853906,876796,8859,1,SR,1,100,0.133333
1738272181.120916,877063,8908,1,SR,1,100,0.200000
1738272181.454928,877397,8942,1,SR,1,100,0.066667
1738272181.920945,877863,9044,1,SR,1,100,0.266667
1738272182.320960,878263,9123,1,SR,1,100,0.333333
1738272182.920982,878863,9236,1,SR,1,100,0.400000
1738272183.587006,879529,9351,1,SR,1,100,0.466667
1738272184.587043,880529,9432,1,SR,1,100,0.066667
1738272184.787050,880729,9465,1,SR,1,100,0.066667
1738272185.120062,881062,9529,1,SR,1,100,0.066667
1738272185.320070,881262,9563,1,SR,1,100,0.133333
1738272185.720084,881662,9644,1,SR,1,100,0.266667
1738272186.253103,882195,9708,1,SR,1,100,0.133333
1738272186.521113,882463,9791,1,SR,1,100,0.400000
1738272187.054133,882996,9862,1,SR,1,100,0.266667
1738272187.853162,883795,9973,1,SR,1,100,0.200000
1738272188.320179,884262,10024,1,SR,1,100,0.066667
1738272188.653191,884595,10090,1,SR,1,100,0.066667
1738272188.853199,884795,10170,1,SR,1,100,0.466667
1738272189.453221,885395,10253,1,SR,1,100,0.400000
1738272189.986240,885928,10301,1,SR,1,100,0.133333
1738272190.787269,886729,10489,1,SR,1,100,0.600000
1738272191.520296,887462,10523,1,SR,1,100,0.066667
1738272191.720303,887662,10610,1,SR,1,100,0.600000
1738272192.587335,888529,10722,1,SR,1,100,0.600000
1738272194.987423,890929,11057,1,SR,1,100,0.400000
1738272195.653447,891595,11170,1,SR,1,100,0.466667
1738272197.053498,892995,11345,1,SR,1,100,0.133333
1738272199.852601,895794,11774,1,SR,1,100,0.066667
1738272200.452622,896394,11869,1,SR,1,100,0.066667
1738272200.919640,896861,11935,1,SR,1,100,0.066667
1738272201.119647,897061,12000,1,SR,1,100,0.266667
1738272201.652666,897594,12111,1,SR,1,100,0.400000
1738272202.319691,898261,12191,1,SR,1,100,0.266667
1738272202.985715,898927,12325,1,SR,1,100,0.466667
1738272203.985752,899927,12424,1,SR,1,100,0.066667
1738272204.318764,900260,12489,1,SR,1,100,0.133333
1738272204.986788,900928,12600,1,SR,1,100,0.133333
1738272205.386803,901328,12679,1,SR,1,100,0.266667
1738272206.052827,901994,12761,1,SR,1,100,0.133333
1738272206.318837,902260,12810,1,SR,1,100,0.133333
1738272206.585847,902527,12844,1,SR,1,100,0.066667
1738272207.051864,902993,12909,1,SR,1,100,0.066667
1738272207.385876,903327,13008,1,SR,1,100,0.333333
1738272208.118903,904060,13109,1,SR,1,100,0.200000
1738272208.585920,904527,13157,1,SR,1,100,0.066667
1738272209.185942,905127,13255,1,SR,1,100,0.066667
1738272210.185978,906127,13430,1,SR,1,100,0.133333
1738272210.853003,906794,13574,1,SR,1,100,0.466667
1738272211.453025,907394,13608,1,SR,1,100,0.066667
1738272212.052047,907993,13736,1,SR,1,100,0.266667
1738272213.119086,909060,13901,1,SR,1,100,0.333333
1738272213.718107,909659,13985,1,SR,1,100,0.266667
1738272214.118122,910059,14018,1,SR,1,100,0.066667
1738272214.586139,910527,14113,1,SR,1,100,0.133333
1738272215.386168,911327,14224,1,SR,1,100,0.133333
1738272215.652178,911593,14259,1,SR,1,100,0.066667
1738272216.119195,912060,14354,1,SR,1,100,0.133333
1738272216.385205,912326,14437,1,SR,1,100,0.400000
1738272217.052229,912993,14516,1,SR,1,100,0.200000
1738272217.652251,913593,14599,1,SR,1,100,0.133333
1738272218.052266,913993,14685,1,SR,1,100,0.333333
1738272218.651288,914592,14814,1,SR,1,100,0.466667
1738272219.251310,915192,14846,1,SR,1,100,0.066667
1738272219.718327,915659,14927,1,SR,1,100,0.200000
