LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738260741.871384,754589.000,54534,1,B%,1,100,73
1738260746.871567,759589.000,55312,1,B%,1,100,73
1738260751.870750,764588.000,56069,1,B%,1,100,73
1738260756.870934,769588.000,56799,1,B%,1,100,72
1738260761.870116,774587.000,57577,1,B%,1,100,72
1738260766.870300,779587.000,58356,1,B%,1,100,73
1738260771.869483,784586.000,59144,1,B%,1,100,72
1738260776.869666,789586.000,59948,1,B%,1,100,72
1738260781.868849,794585.000,60726,1,B%,1,100,71
1738260786.869032,799585.000,61522,1,B%,1,100,72
1738260791.868215,804584.000,62319,1,B%,1,100,72
1738260796.868398,809584.000,63105,1,B%,1,100,72
1738260801.867581,814583.000,63881,1,B%,1,100,72
1738260806.867765,819583.000,64684,1,B%,1,100,72
1738260811.866948,824582.000,65479,1,B%,1,100,71
1738260816.867131,829582.000,744,1,B%,1,100,72
1738260821.866314,834581.000,1548,1,B%,1,100,72
1738260826.866497,839581.000,2334,1,B%,1,100,71
1738260831.865680,844580.000,3155,1,B%,1,100,71
1738260836.865863,849580.000,3957,1,B%,1,100,71
1738260841.865047,854579.000,4744,1,B%,1,100,72
1738260846.865230,859579.000,5542,1,B%,1,100,71
1738260851.864413,864578.000,6345,1,B%,1,100,71
1738260856.864596,869578.000,7167,1,B%,1,100,71
1738260861.863779,874577.000,7953,1,B%,1,100,71
1738260866.863962,879577.000,8759,1,B%,1,100,71
1738260871.863145,884576.000,9564,1,B%,1,100,71
1738260876.863328,889576.000,10358,1,B%,1,100,71
1738260881.862511,894575.000,11154,1,B%,1,100,71
1738260886.862695,899575.000,11961,1,B%,1,100,71
1738260891.861877,904574.000,12744,1,B%,1,100,71
1738260896.862061,909574.000,13550,1,B%,1,100,71
1738260901.861244,914573.000,14360,1,B%,1,100,71
1738260906.861427,919573.000,15156,1,B%,1,100,71
1738260911.860610,924572.000,15959,1,B%,1,100,72
1738260916.860793,929572.000,16758,1,B%,1,100,71
1738260921.859976,934571.000,17560,1,B%,1,100,71
1738260926.860159,939571.000,18350,1,B%,1,100,71
1738260931.859343,944570.000,19151,1,B%,1,100,71
1738260936.859526,949570.000,19960,1,B%,1,100,71
1738260941.858709,954569.000,20765,1,B%,1,100,71
1738260946.858892,959569.000,21572,1,B%,1,100,71
1738260951.858075,964568.000,22379,1,B%,1,100,71
1738260956.858258,969568.000,23158,1,B%,1,100,70
1738260961.857441,974567.000,23941,1,B%,1,100,71
1738260966.857624,979567.000,24725,1,B%,1,100,71
1738260971.856807,984566.000,25465,1,B%,1,100,70
1738260976.856991,989566.000,26275,1,B%,1,100,70
1738260981.856174,994565.000,27084,1,B%,1,100,71
1738260986.856357,999565.000,27896,1,B%,1,100,71
1738260991.855540,1004564.000,28683,1,B%,1,100,71
1738260996.855723,1009564.000,29488,1,B%,1,100,70
1738261001.854906,1014563.000,30286,1,B%,1,100,71
1738261006.855089,1019563.000,31091,1,B%,1,100,71
1738261011.854272,1024562.000,31893,1,B%,1,100,71
1738261016.854455,1029562.000,32696,1,B%,1,100,70
1738261021.853639,1034561.000,33484,1,B%,1,100,70
1738261026.853822,1039561.000,34292,1,B%,1,100,70
