RD,TS_received,TS_sent,AK,RoundTrip,
751566,756672,2025-01-30_11-12-18-914542,756673,5106,
756681,756700,2025-01-30_11-12-23-975480,756701,19,
761828,761845,2025-01-30_11-12-29-120984,761846,17,
766945,766959,2025-01-30_11-12-34-233579,766960,14,
772058,777164,2025-01-30_11-12-39-378482,777165,5106,
777172,777189,2025-01-30_11-12-44-464492,777190,17,
782306,782321,2025-01-30_11-12-49-597322,782323,15,
787429,792558,2025-01-30_11-12-54-878712,792559,5129,
792562,797702,2025-01-30_11-12-59-943381,797703,5140,
797707,797722,2025-01-30_11-13-04-999210,797723,15,
802829,802848,2025-01-30_11-13-10-125442,802849,19,
807941,807967,2025-01-30_11-13-15-241467,807968,26,
813075,818206,2025-01-30_11-13-20-418194,818207,5131,
818211,818225,2025-01-30_11-13-25-501202,818227,14,
823340,823360,2025-01-30_11-13-30-632965,823361,20,
828473,828489,2025-01-30_11-13-35-765899,828491,16,
833582,833646,2025-01-30_11-13-40-916507,833647,64,
838688,838704,2025-01-30_11-13-45-982513,838705,16,
843799,843821,2025-01-30_11-13-51-099562,843823,22,
848910,848928,2025-01-30_11-13-56-206468,848929,18,
854018,859131,2025-01-30_11-14-01-369863,859136,5113,
859139,859190,2025-01-30_11-14-06-461789,859191,51,
864246,864268,2025-01-30_11-14-11-544354,864269,22,
869352,869365,2025-01-30_11-14-16-645088,869366,13,
874460,874480,2025-01-30_11-14-21-756845,874482,20,
879569,879654,2025-01-30_11-14-26-927034,879655,85,
884693,884714,2025-01-30_11-14-31-993707,884715,21,
889800,889853,2025-01-30_11-14-37-127813,889854,53,
894908,894924,2025-01-30_11-14-42-202867,894925,16,
900044,905150,2025-01-30_11-14-47-474524,905151,5106,
905157,905174,2025-01-30_11-14-52-454841,905175,17,
910263,910281,2025-01-30_11-14-57-561278,910282,18,
915371,915392,2025-01-30_11-15-02-671481,915397,21,
920479,920502,2025-01-30_11-15-07-780603,920504,23,
925630,925654,2025-01-30_11-15-12-933192,925655,24,
930741,930784,2025-01-30_11-15-18-066213,930786,43,
935862,935901,2025-01-30_11-15-23-172980,935902,39,
940969,946090,2025-01-30_11-15-28-373231,946092,5121,
946095,951238,2025-01-30_11-15-33-494715,951239,5143,
951246,951274,2025-01-30_11-15-38-549433,951275,28,
956347,956366,2025-01-30_11-15-43-644960,956367,19,
961459,961475,2025-01-30_11-15-48-758899,961481,16,
966568,971672,2025-01-30_11-15-53-931120,971674,5104,
971678,971701,2025-01-30_11-15-58-985200,971703,23,
976782,976802,2025-01-30_11-16-04-083492,976805,20,
981914,981959,2025-01-30_11-16-09-240114,981964,45,
987021,987035,2025-01-30_11-16-14-318918,987036,14,
992129,997283,2025-01-30_11-16-19-538028,997284,5154,
997287,997309,2025-01-30_11-16-24-588385,997311,22,
1002414,1002431,2025-01-30_11-16-29-713457,1002432,17,
1007522,1007578,2025-01-30_11-16-34-825238,1007580,56,
1012633,1012653,2025-01-30_11-16-39-931588,1012654,20,
1017741,1017759,2025-01-30_11-16-45-042396,1017761,18,
1022852,1022868,2025-01-30_11-16-50-152686,1022869,16,
1027960,1027977,2025-01-30_11-16-55-260150,1027978,17,
1033068,1038202,2025-01-30_11-17-00-489739,1038203,5134,
1038206,1038238,2025-01-30_11-17-05-522473,1038239,32,
1043346,1043361,2025-01-30_11-17-10-646770,1043362,15,
1048485,1048519,2025-01-30_11-17-15-790468,1048522,34,
1053611,1053656,2025-01-30_11-17-20-942467,1053658,45,
1058736,1058782,2025-01-30_11-17-26-063912,1058783,46,
1063857,1063878,2025-01-30_11-17-31-161664,1063879,21,
1068969,1068983,2025-01-30_11-17-36-269392,1068985,14,
1074082,1079228,2025-01-30_11-17-41-507236,1079232,5146,
1079237,1079254,2025-01-30_11-17-46-538150,1079255,17,
1084356,1084379,2025-01-30_11-17-51-666943,1084381,23,
1089487,1089501,2025-01-30_11-17-56-789713,1089504,14,
1094621,1094639,2025-01-30_11-18-01-926099,1094640,18,
1099728,1099770,2025-01-30_11-18-07-033548,1099771,42,
1104860,1104876,2025-01-30_11-18-12-164900,1104879,16,
1109990,1110020,2025-01-30_11-18-17-300819,1110021,30,
1115118,1120224,2025-01-30_11-18-22-512623,1120228,5106,
