RD,TS_received,TS_sent,AK,RoundTrip,
1120232,1120248,2025-01-30_11-18-27-534280,1120249,16,
1125371,1125456,2025-01-30_11-18-32-707274,1125463,85,
1130482,1130499,2025-01-30_11-18-37-785811,1130500,17,
1135591,1140708,2025-01-30_11-18-42-924488,1140709,5117,
1140712,1140729,2025-01-30_11-18-48-018396,1140730,17,
1145853,1145870,2025-01-30_11-18-53-157182,1145871,17,
1151002,1151028,2025-01-30_11-18-58-313324,1151031,26,
1156140,1161376,2025-01-30_11-19-03-534718,1161377,5236,
1161380,1166523,2025-01-30_11-19-08-745206,1166525,5143,
1166531,1166603,2025-01-30_11-19-13-891578,1166604,72,
1171638,1171657,2025-01-30_11-19-18-945453,1171658,19,
1176762,1176776,2025-01-30_11-19-24-066893,1176777,14,
1181906,1181938,2025-01-30_11-19-29-228955,1181943,32,
1187052,1192173,2025-01-30_11-19-34-513913,1192175,5121,
1192178,1192250,2025-01-30_11-19-39-516288,1192251,72,
1197283,1197301,2025-01-30_11-19-44-589812,1197303,18,
1202423,1207544,2025-01-30_11-19-49-771566,1207546,5121,
1207549,1212682,2025-01-30_11-19-54-929951,1212688,5133,
1212692,1217820,2025-01-30_11-20-00-027159,1217821,5128,
1217825,1217840,2025-01-30_11-20-05-132059,1217842,15,
1222953,1223011,2025-01-30_11-20-10-291670,1223013,58,
1228061,1233196,2025-01-30_11-20-15-519119,1233197,5135,
1233200,1238337,2025-01-30_11-20-20-611792,1238338,5137,
1238342,1238404,2025-01-30_11-20-25-659240,1238406,62,
1243471,1243502,2025-01-30_11-20-30-790097,1243503,31,
1248579,1248683,2025-01-30_11-20-35-968843,1253697,104,
1253702,1258805,2025-01-30_11-20-41-108241,1258806,5103,
1258810,1258867,2025-01-30_11-20-46-154054,1258870,57,
1263914,1263936,2025-01-30_11-20-51-223854,1263937,22,
1269023,1274167,2025-01-30_11-20-56-347050,1274168,5144,
1274175,1279308,2025-01-30_11-21-01-520151,1279309,5133,
1279310,1279401,2025-01-30_11-21-06-659720,1279402,91,
1284434,1284453,2025-01-30_11-21-11-742000,1284455,19,
1289541,1294652,2025-01-30_11-21-16-990803,1294653,5111,
1294656,1294680,2025-01-30_11-21-21-973881,1294681,24,
1299761,1299839,2025-01-30_11-21-27-126416,1299840,78,
1304867,1304918,2025-01-30_11-21-32-214889,1304920,51,
1309975,1315119,2025-01-30_11-21-37-302436,1315120,5144,
1315123,1320252,2025-01-30_11-21-42-651574,1320253,5129,
1320256,1325360,2025-01-30_11-21-47-678080,1325361,5104,
1325364,1325435,2025-01-30_11-21-52-724355,1325436,71,
1330470,1330522,2025-01-30_11-21-57-815614,1330523,52,
1335582,1335652,2025-01-30_11-22-02-945320,1335653,70,
1340689,1340705,2025-01-30_11-22-08-000677,1340706,16,
1345796,1345861,2025-01-30_11-22-13-144588,1345862,65,
1350904,1356019,2025-01-30_11-22-18-284527,1356021,5115,
1356024,1361146,2025-01-30_11-22-23-646750,1361147,5122,
1361156,1366265,2025-01-30_11-22-28-602931,1366266,5109,
1366273,1366292,2025-01-30_11-22-33-587821,1366294,19,
1371378,1376489,2025-01-30_11-22-38-777028,1376491,5111,
1376497,1376597,2025-01-30_11-22-43-895068,1376598,100,
1381619,1386754,2025-01-30_11-22-48-954656,1386755,5135,
1386758,1386824,2025-01-30_11-22-54-122176,1386828,66,
1391862,1391910,2025-01-30_11-22-59-208901,1391912,48,
1396970,1397022,2025-01-30_11-23-04-319132,1397024,52,
1402081,1407233,2025-01-30_11-23-09-449813,1407235,5152,
1407243,1412376,2025-01-30_11-23-14-558165,1412378,5133,
1412381,1417512,2025-01-30_11-23-19-878975,1417513,5131,
1417513,1422619,2025-01-30_11-23-24-973864,1422620,5106,
1422627,1427759,2025-01-30_11-23-30-051667,1427760,5132,
1427764,1427813,2025-01-30_11-23-35-110614,1427814,49,
1432868,1437999,2025-01-30_11-23-40-185192,1438000,5131,
1438004,1443121,2025-01-30_11-23-45-335915,1443122,5117,
1443125,1448254,2025-01-30_11-23-50-515337,1448255,5129,
1448258,1448310,2025-01-30_11-23-55-610443,1448311,52,
1453403,1453418,2025-01-30_11-24-00-718433,1453423,15,
1458530,1463666,2025-01-30_11-24-05-996056,1463667,5136,
1463668,1468799,2025-01-30_11-24-11-091906,1468801,5131,
1468807,1473928,2025-01-30_11-24-16-317019,1473930,5121,
1473935,1473963,2025-01-30_11-24-21-264604,1473967,28,
1479075,1484180,2025-01-30_11-24-26-403038,1484181,5105,
1484186,1489318,2025-01-30_11-24-31-565978,1489319,5132,
1489326,1489411,2025-01-30_11-24-36-710336,1489412,85,
1494465,1494479,2025-01-30_11-24-41-780601,1494480,14,
1499587,1499659,2025-01-30_11-24-46-950697,1499660,72,
1504726,1504820,2025-01-30_11-24-52-074333,1504821,94,
1509851,1509899,2025-01-30_11-24-57-187347,1509901,48,
1514984,1515003,2025-01-30_11-25-02-302011,1515005,19,
1520096,1520149,2025-01-30_11-25-07-444649,1520151,53,
1525210,1525229,2025-01-30_11-25-12-531103,1525230,19,
1530323,1530349,2025-01-30_11-25-17-652429,1530350,26,
1535430,1540551,2025-01-30_11-25-22-832244,1540552,5121,
1540556,1545685,2025-01-30_11-25-27-963717,1545686,5129,
1545692,1545761,2025-01-30_11-25-33-041279,1545763,69,
1550795,1550814,2025-01-30_11-25-38-112577,1550815,19,
1555935,1555952,2025-01-30_11-25-43-255958,1555953,17,
1561053,1561154,2025-01-30_11-25-48-451310,1566175,101,
1566179,1566252,2025-01-30_11-25-53-551694,1566253,73,
1571309,1571323,2025-01-30_11-25-58-628293,1571325,14,
1576429,1576452,2025-01-30_11-26-03-756612,1576454,23,
1581644,1581664,2025-01-30_11-26-08-965365,1581665,20,
1586776,1586796,2025-01-30_11-26-14-097250,1586797,20,
1591906,1591950,2025-01-30_11-26-19-255254,1591951,44,
1597038,1602176,2025-01-30_11-26-24-437410,1602182,5138,
1602187,1602203,2025-01-30_11-26-29-510201,1602208,16,
1607289,1612412,2025-01-30_11-26-34-651598,1612414,5123,
1612421,1612438,2025-01-30_11-26-39-744933,1612440,17,
1617522,1622651,2025-01-30_11-26-44-976917,1622652,5129,
1622659,1622705,2025-01-30_11-26-50-006076,1622707,46,
1627786,1627806,2025-01-30_11-26-55-108012,1627807,20,
1632918,1632969,2025-01-30_11-27-00-267582,1632970,51,
1638031,1643171,2025-01-30_11-27-05-421479,1643172,5140,
1643181,1643198,2025-01-30_11-27-10-504029,1643199,17,
1648285,1648300,2025-01-30_11-27-15-607526,1648301,15,
1653418,1653470,2025-01-30_11-27-20-768083,1653471,52,
1658549,1658583,2025-01-30_11-27-25-890276,1658584,34,
1663684,1663699,2025-01-30_11-27-31-006799,1663703,15,
1668791,1668806,2025-01-30_11-27-36-115718,1668807,15,
1673928,1673948,2025-01-30_11-27-41-251535,1673949,20,
1679068,1679153,2025-01-30_11-27-46-454368,1679154,85,
1684182,1684200,2025-01-30_11-27-51-508411,1684201,18,
1689293,1689324,2025-01-30_11-27-56-633024,1689326,31,
1694448,1694467,2025-01-30_11-28-01-775807,1694468,19,
1699559,1704712,2025-01-30_11-28-06-962223,1704717,5153,
1704722,1704737,2025-01-30_11-28-12-046767,1704738,15,
1709825,1709844,2025-01-30_11-28-17-154844,1709845,19,
1714932,1714951,2025-01-30_11-28-22-260266,1714956,19,
1720040,1725174,2025-01-30_11-28-27-445705,1725175,5134,
1725183,1725210,2025-01-30_11-28-32-510590,1725211,27,
1730284,1730302,2025-01-30_11-28-37-612156,1730303,18,
1735395,1735412,2025-01-30_11-28-42-722504,1735413,17,
1740548,1740568,2025-01-30_11-28-47-877193,1740569,20,
1745664,1745706,2025-01-30_11-28-53-015835,1745707,42,
1750807,1750827,2025-01-30_11-28-58-137986,1750828,20,
1755914,1755930,2025-01-30_11-29-03-241001,1755932,16,
1761025,1766169,2025-01-30_11-29-08-443777,1766171,5144,
1766177,1766205,2025-01-30_11-29-13-510685,1766206,28,
1771279,1771311,2025-01-30_11-29-18-619978,1771312,32,
1776391,1776409,2025-01-30_11-29-23-718295,1776410,18,
1781498,1786622,2025-01-30_11-29-28-827864,1786623,5124,
1786630,1791730,2025-01-30_11-29-33-988991,1791731,5100,
1791738,1791763,2025-01-30_11-29-39-069706,1791764,25,
1796843,1796910,2025-01-30_11-29-44-202569,1796912,67,
1801953,1801980,2025-01-30_11-29-49-281762,1801981,27,
1807060,1807161,2025-01-30_11-29-54-467843,1812167,101,
1812174,1812189,2025-01-30_11-29-59-503576,1812190,15,
1817311,1817325,2025-01-30_11-30-04-638973,1817327,14,
1822419,1822435,2025-01-30_11-30-09-747585,1822439,16,
1827527,1832646,2025-01-30_11-30-14-944368,1832647,5119,
1832654,1832691,2025-01-30_11-30-19-995819,1832692,37,
1837759,1837773,2025-01-30_11-30-25-087833,1837776,14,
1842866,1842883,2025-01-30_11-30-30-197496,1842884,17,
1847973,1853102,2025-01-30_11-30-35-313251,1853103,5129,
1853108,1858227,2025-01-30_11-30-40-488138,1858228,5119,
1858231,1858267,2025-01-30_11-30-45-572771,1858268,36,
1863337,1863359,2025-01-30_11-30-50-673199,1863360,22,
1868448,1868470,2025-01-30_11-30-55-781968,1868475,22,
1873556,1873572,2025-01-30_11-31-00-888443,1873573,16,
1878664,1878700,2025-01-30_11-31-06-006926,1878701,36,
1883796,1883820,2025-01-30_11-31-11-130255,1883821,24,
1888926,1888945,2025-01-30_11-31-16-261173,1888946,19,
1894062,1899180,2025-01-30_11-31-21-480835,1899182,5118,
1899185,1899205,2025-01-30_11-31-26-518228,1899206,20,
1904320,1904342,2025-01-30_11-31-31-655423,1904343,22,
1909432,1909458,2025-01-30_11-31-36-771551,1909459,26,
1914541,1919838,2025-01-30_11-31-41-884740,1919842,5297,
1919846,1919864,2025-01-30_11-31-47-178321,1919869,18,
1924963,1924988,2025-01-30_11-31-52-299059,1924990,25,
1930088,1930126,2025-01-30_11-31-57-442776,1930127,38,
1935230,1935247,2025-01-30_11-32-02-565155,1935248,17,
1940338,1940353,2025-01-30_11-32-07-672549,1940354,15,
1945462,1945498,2025-01-30_11-32-12-816432,1945522,36,
1950601,1955706,2025-01-30_11-32-18-131678,1955707,5105,
1955711,1955777,2025-01-30_11-32-23-045736,1955778,66,
1960832,1960909,2025-01-30_11-32-28-185986,1960910,77,
1965962,1971068,2025-01-30_11-32-33-373198,1971069,5106,
1971072,1976190,2025-01-30_11-32-38-532186,1976191,5118,
1976198,1976218,2025-01-30_11-32-43-533586,1976219,20,
1981331,1981351,2025-01-30_11-32-48-671129,1981355,20,
1986458,1986477,2025-01-30_11-32-53-792543,1986478,19,
1991597,1991613,2025-01-30_11-32-58-932581,1991614,16,
1996720,1996764,2025-01-30_11-33-04-080595,1996768,44,
2001842,2001869,2025-01-30_11-33-09-190712,2001874,27,
2006950,2006982,2025-01-30_11-33-14-298490,2006983,32,
2012088,2012131,2025-01-30_11-33-19-449061,2012133,43,
2017237,2017253,2025-01-30_11-33-24-572016,2017254,16,
2022358,2022382,2025-01-30_11-33-29-702505,2022383,24,
2027491,2032626,2025-01-30_11-33-34-846892,2032631,5135,
2032635,2032690,2025-01-30_11-33-39-996132,2032691,55,
2037740,2037764,2025-01-30_11-33-45-080691,2037766,24,
2042858,2042875,2025-01-30_11-33-50-194986,2042876,17,
2047981,2053096,2025-01-30_11-33-55-462617,2053098,5115,
2053101,2053150,2025-01-30_11-34-00-451439,2053151,49,
2058219,2058268,2025-01-30_11-34-05-557181,2058270,49,
2063367,2063403,2025-01-30_11-34-10-725071,2063404,36,
2068484,2073618,2025-01-30_11-34-15-847093,2073620,5134,
2073623,2073667,2025-01-30_11-34-20-977604,2073669,44,
2078760,2078778,2025-01-30_11-34-26-101667,2078779,18,
2083895,2083914,2025-01-30_11-34-31-236365,2083915,19,
2089029,2089110,2025-01-30_11-34-36-423372,2089111,81,
2094138,2094159,2025-01-30_11-34-41-474279,2094161,21,
2099245,2099265,2025-01-30_11-34-46-587881,2099267,20,
2104353,2104411,2025-01-30_11-34-51-733506,2104413,58,
2109465,2109479,2025-01-30_11-34-56-806213,2109482,14,
2114572,2119699,2025-01-30_11-35-02-005295,2119704,5127,
2119707,2119743,2025-01-30_11-35-07-057900,2119744,36,
2124811,2124891,2025-01-30_11-35-12-210079,2124893,80,
2129919,2129968,2025-01-30_11-35-17-290075,2129970,49,
2135026,2135114,2025-01-30_11-35-22-433784,2135116,88,
2140169,2140186,2025-01-30_11-35-27-512287,2140188,17,
2145276,2145300,2025-01-30_11-35-32-621821,2145301,24,
2150383,2150432,2025-01-30_11-35-37-755222,2150434,49,
2155491,2160623,2025-01-30_11-35-42-833476,2160624,5132,
2160627,2160660,2025-01-30_11-35-47-984867,2160662,33,
2165753,2165770,2025-01-30_11-35-53-097042,2165771,17,
2170862,2170875,2025-01-30_11-35-58-202758,2170876,13,
2175968,
