LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738260738.848273,751566.000,54056,2,RD,1,100,TL
1738260738.848273,751566.000,54056,2,RD,1,100,TU
1738260741.405867,754123.500,54842,2,RD,1,100,TL
1738260743.963461,756681.000,54842,2,RD,1,100,TU
1738260746.537055,759254.500,55631,2,RD,1,100,TL
1738260749.110649,761828.000,55631,2,RD,1,100,TU
1738260751.669243,764386.500,56362,2,RD,1,100,TL
1738260754.227837,766945.000,56362,2,RD,1,100,TU
1738260756.784430,769501.500,57169,2,RD,1,100,TL
1738260759.341024,772058.000,57169,2,RD,1,100,TU
1738260761.898118,774615.000,57970,2,RD,1,100,TL
1738260764.455211,777172.000,57970,2,RD,1,100,TU
1738260767.022305,779739.000,58771,2,RD,1,100,TL
1738260769.589399,782306.000,58771,2,RD,1,100,TU
1738260772.150993,784867.500,59587,2,RD,1,100,TL
1738260774.712587,787429.000,59587,2,RD,1,100,TU
1738260777.279181,789995.500,60408,2,RD,1,100,TL
1738260779.845775,792562.000,60408,2,RD,1,100,TU
1738260782.418369,795134.500,61215,2,RD,1,100,TL
1738260784.990963,797707.000,61215,2,RD,1,100,TU
1738260787.552057,800268.000,62028,2,RD,1,100,TL
1738260790.113151,802829.000,62028,2,RD,1,100,TU
1738260792.669245,805385.000,62825,2,RD,1,100,TL
1738260795.225338,807941.000,62825,2,RD,1,100,TU
1738260797.792432,810508.000,63637,2,RD,1,100,TL
1738260800.359526,813075.000,63637,2,RD,1,100,TU
1738260802.927620,815643.000,64453,2,RD,1,100,TL
1738260805.495714,818211.000,64453,2,RD,1,100,TU
1738260808.060308,820775.500,65265,2,RD,1,100,TL
1738260810.624902,823340.000,65265,2,RD,1,100,TU
1738260813.191496,825906.500,543,2,RD,1,100,TL
1738260815.758090,828473.000,543,2,RD,1,100,TU
1738260818.312684,831027.500,1367,2,RD,1,100,TL
1738260820.867277,833582.000,1367,2,RD,1,100,TU
1738260823.420371,836135.000,2187,2,RD,1,100,TL
1738260825.973464,838688.000,2187,2,RD,1,100,TU
1738260828.529058,841243.500,3007,2,RD,1,100,TL
1738260831.084651,843799.000,3007,2,RD,1,100,TU
1738260833.640245,846354.500,3826,2,RD,1,100,TL
1738260836.195839,848910.000,3826,2,RD,1,100,TU
1738260838.749932,851464.000,4645,2,RD,1,100,TL
1738260841.304026,854018.000,4645,2,RD,1,100,TU
1738260843.864620,856578.500,5456,2,RD,1,100,TL
1738260846.425213,859139.000,5456,2,RD,1,100,TU
1738260848.978807,861692.500,6274,2,RD,1,100,TL
1738260851.532400,864246.000,6274,2,RD,1,100,TU
1738260854.085494,866799.000,7099,2,RD,1,100,TL
1738260856.638587,869352.000,7099,2,RD,1,100,TU
1738260859.192681,871906.000,7918,2,RD,1,100,TL
1738260861.746775,874460.000,7918,2,RD,1,100,TU
1738260864.301368,877014.500,8739,2,RD,1,100,TL
1738260866.855962,879569.000,8739,2,RD,1,100,TU
1738260869.418056,882131.000,9567,2,RD,1,100,TL
1738260871.980149,884693.000,9567,2,RD,1,100,TU
1738260874.533743,887246.500,10378,2,RD,1,100,TL
1738260877.087337,889800.000,10378,2,RD,1,100,TU
