LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738260738.106246,750824,54005,1,SA,1,100,0.000241
1738260738.639266,751357,54074,1,SA,1,100,0.000296
1738260739.373293,752091,54184,1,SA,1,100,0.000264
1738260741.505371,754223,54485,1,SA,1,100,0.000050
1738260741.972388,754690,54583,1,SA,1,100,0.000203
1738260743.706451,756424,54821,1,SA,1,100,0.000049
1738260744.172468,756890,54894,1,SA,1,100,0.000048
1738260745.039500,757757,55022,1,SA,1,100,0.000045
1738260745.239507,757957,55056,1,SA,1,100,0.000049
1738260746.238544,758956,55247,1,SA,1,100,0.000259
1738260748.571630,761289,55595,1,SA,1,100,0.000179
1738260749.105649,761823,55653,1,SA,1,100,0.000090
1738260750.438698,763156,55875,1,SA,1,100,0.000087
1738260750.971717,763689,55941,1,SA,1,100,0.000044
1738260751.171725,763889,55974,1,SA,1,100,0.000090
1738260751.971754,764689,56134,1,SA,1,100,0.000215
1738260752.838786,765556,56230,1,SA,1,100,0.000041
1738260753.571813,766289,56328,1,SA,1,100,0.000222
1738260754.571849,767289,56429,1,SA,1,100,0.000045
1738260754.904861,767622,56478,1,SA,1,100,0.000041
1738260755.104869,767822,56510,1,SA,1,100,0.000043
1738260755.437881,768155,56606,1,SA,1,100,0.000210
1738260755.904898,768622,56639,1,SA,1,100,0.000042
1738260756.371915,769089,56735,1,SA,1,100,0.000127
1738260757.237947,769955,56878,1,SA,1,100,0.000168
1738260757.904971,770622,56973,1,SA,1,100,0.000083
1738260758.304986,771022,57037,1,SA,1,100,0.000125
1738260758.637998,771355,57071,1,SA,1,100,0.000041
1738260759.372025,772089,57201,1,SA,1,100,0.000083
1738260759.904045,772621,57283,1,SA,1,100,0.000080
1738260760.572069,773289,57411,1,SA,1,100,0.000158
1738260761.238093,773955,57492,1,SA,1,100,0.000116
1738260761.571105,774288,57528,1,SA,1,100,0.000044
1738260761.904118,774621,57578,1,SA,1,100,0.000041
1738260762.104125,774821,57628,1,SA,1,100,0.000079
1738260762.371135,775088,57660,1,SA,1,100,0.000040
1738260763.104162,775821,57770,1,SA,1,100,0.000038
1738260763.705184,776422,57882,1,SA,1,100,0.000080
1738260763.971194,776688,57917,1,SA,1,100,0.000040
1738260764.971230,777688,58068,1,SA,1,100,0.000038
1738260765.305242,778022,58163,1,SA,1,100,0.000190
1738260765.904264,778621,58227,1,SA,1,100,0.000109
1738260766.504286,779221,58338,1,SA,1,100,0.000157
1738260767.170311,779887,58405,1,SA,1,100,0.000036
1738260767.770333,780487,58499,1,SA,1,100,0.000036
1738260768.503360,781220,58627,1,SA,1,100,0.000035
