LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738260740.160321,752878,54249,1,HR,1,100,24.77
1738260742.986425,755704,54678,1,HR,1,100,24.00
1738260743.506444,756224,54774,1,HR,1,100,44.81
1738260744.703488,757421,54959,1,HR,1,100,46.06
1738260746.113539,758831,55168,1,HR,1,100,45.34
1738260748.379622,761097,55517,1,HR,1,100,41.17
1738260749.123650,761841,55635,1,HR,1,100,50.04
1738260750.449698,763167,55842,1,HR,1,100,49.02
1738260751.053720,763771,55940,1,HR,1,100,60.35
1738260759.726038,772443,57220,1,HR,1,100,48.48
1738260760.606070,773323,57364,1,HR,1,100,52.86
1738260761.549105,774266,57510,1,HR,1,100,55.45
1738260763.985194,776702,57901,1,HR,1,100,48.62
1738260771.088454,783805,59000,1,HR,1,100,39.70
1738260772.891520,785608,59292,1,HR,1,100,38.33
1738260773.801553,786518,59438,1,HR,1,100,44.46
1738260774.604583,787321,59568,1,HR,1,100,51.25
1738260775.661622,788378,59736,1,HR,1,100,52.56
1738260776.454651,789171,59864,1,HR,1,100,57.76
1738260778.161713,790878,60125,1,HR,1,100,52.81
1738260779.007744,791724,60274,1,HR,1,100,56.95
1738260782.047856,794764,60747,1,HR,1,100,48.69
1738260782.727880,795444,60858,1,HR,1,100,57.77
1738260783.410906,796127,60956,1,HR,1,100,64.54
1738260788.177080,800893,61718,1,HR,1,100,53.01
1738260789.057112,801773,61863,1,HR,1,100,56.38
1738260789.947145,802663,61995,1,HR,1,100,59.01
1738260792.333232,805049,62371,1,HR,1,100,51.50
1738260793.970292,806686,62628,1,HR,1,100,48.28
1738260794.743320,807459,62758,1,HR,1,100,54.87
1738260796.113371,808829,62957,1,HR,1,100,52.48
1738260796.750394,809466,63069,1,HR,1,100,61.65
1738260797.486421,810202,63185,1,HR,1,100,66.22
1738260798.256449,810972,63299,1,HR,1,100,68.82
1738260798.983476,811699,63410,1,HR,1,100,72.04
1738260802.376600,815092,63948,1,HR,1,100,59.99
1738260803.199630,815915,64076,1,HR,1,100,62.92
1738260805.132701,817848,64383,1,HR,1,100,55.88
1738260806.139738,818855,64552,1,HR,1,100,56.80
1738260806.782762,819498,64649,1,HR,1,100,65.01
1738260807.825800,820541,64815,1,HR,1,100,63.38
1738260810.088883,822804,65182,1,HR,1,100,55.22
1738260812.368966,825084,65528,1,HR,1,100,48.82
1738260813.118994,825834,122,1,HR,1,100,55.99
1738260813.829020,826544,234,1,HR,1,100,62.33
1738260814.545046,827260,346,1,HR,1,100,67.26
1738260815.309074,828024,477,1,HR,1,100,69.86
1738260816.192106,828907,612,1,HR,1,100,69.48
1738260817.005136,829720,747,1,HR,1,100,70.50
1738260817.959171,830674,910,1,HR,1,100,68.87
1738260818.685197,831400,1025,1,HR,1,100,72.09
1738260819.568230,832283,1153,1,HR,1,100,71.22
1738260820.552266,833267,1316,1,HR,1,100,69.14
1738260821.395297,834110,1452,1,HR,1,100,69.65
1738260824.238401,836953,1905,1,HR,1,100,58.88
1738260825.028430,837743,2036,1,HR,1,100,62.67
1738260825.701454,838416,2134,1,HR,1,100,68.65
1738260826.498484,839213,2271,1,HR,1,100,70.27
1738260827.171508,839886,2371,1,HR,1,100,74.55
1738260827.934536,840649,2497,1,HR,1,100,75.53
1738260828.758566,841473,2628,1,HR,1,100,75.21
1738260829.571596,842286,2760,1,HR,1,100,74.96
1738260830.401627,843116,2891,1,HR,1,100,74.36
1738260831.314660,844029,3042,1,HR,1,100,72.49
1738260832.117689,844832,3174,1,HR,1,100,73.05
1738260833.687747,846402,3417,1,HR,1,100,65.36
1738260835.147800,847862,3659,1,HR,1,100,60.03
1738260835.313807,848028,3677,1,HR,1,100,130.03
1738260835.980831,848695,3790,1,HR,1,100,121.03
1738260837.520887,850235,4039,1,HR,1,100,102.85
1738260838.253914,850968,4168,1,HR,1,100,98.26
1738260838.917938,851632,4264,1,HR,1,100,96.63
1738260839.050943,851765,4282,1,HR,1,100,177.72
1738260839.696967,852411,4397,1,HR,1,100,159.06
1738260840.370992,853085,4497,1,HR,1,100,143.61
1738260841.067017,853781,4609,1,HR,1,100,131.02
1738260841.787044,854501,4712,1,HR,1,100,120.42
1738260844.110129,856824,5081,1,HR,1,100,99.43
1738260845.067164,857781,5243,1,HR,1,100,91.37
1738260846.877230,859591,5525,1,HR,1,100,78.47
1738260847.660259,860374,5656,1,HR,1,100,78.13
1738260848.420286,861134,5770,1,HR,1,100,78.31
1738260850.033345,862747,6029,1,HR,1,100,69.24
1738260850.176351,862890,6062,1,HR,1,100,149.10
1738260850.766372,863480,6161,1,HR,1,100,138.56
1738260851.536401,864250,6278,1,HR,1,100,125.31
1738260852.370431,865084,6413,1,HR,1,100,113.53
1738260853.256464,865970,6560,1,HR,1,100,103.45
1738260853.956489,866670,6674,1,HR,1,100,99.51
1738260854.653515,867367,6790,1,HR,1,100,96.72
1738260855.379541,868093,6906,1,HR,1,100,93.49
1738260856.089567,868803,7018,1,HR,1,100,91.76
1738260856.969600,869683,7170,1,HR,1,100,86.52
1738260857.809630,870523,7298,1,HR,1,100,83.36
1738260858.665662,871379,7429,1,HR,1,100,80.52
1738260859.435690,872149,7544,1,HR,1,100,79.94
1738260860.179717,872893,7672,1,HR,1,100,80.20
1738260861.095751,873809,7819,1,HR,1,100,77.03
1738260862.112788,874826,7990,1,HR,1,100,73.11
1738260862.898817,875612,8104,1,HR,1,100,73.96
1738260864.368870,877082,8346,1,HR,1,100,66.66
1738260865.108898,877822,8461,1,HR,1,100,69.86
1738260865.835924,878549,8574,1,HR,1,100,72.85
1738260866.608953,879322,8705,1,HR,1,100,73.98
1738260867.321979,880035,8808,1,HR,1,100,76.32
1738260868.092007,880805,8938,1,HR,1,100,76.68
1738260868.766032,881479,9038,1,HR,1,100,79.54
1738260869.519059,882232,9168,1,HR,1,100,79.88
1738260870.289088,883002,9283,1,HR,1,100,79.45
1738260871.262123,883975,9445,1,HR,1,100,75.54
1738260871.808143,884521,9529,1,HR,1,100,83.44
1738260872.762178,885475,9697,1,HR,1,100,78.93
1738260873.645210,886358,9825,1,HR,1,100,76.54
1738260874.885256,887598,10036,1,HR,1,100,70.29
1738260877.318345,890031,10414,1,HR,1,100,60.18
1738260878.081373,890794,10542,1,HR,1,100,64.35
1738260879.514425,892227,10766,1,HR,1,100,59.44
1738260880.998480,893711,11008,1,HR,1,100,55.24
1738260882.511535,895224,11241,1,HR,1,100,51.85
1738260883.084556,895797,11341,1,HR,1,100,63.72
1738260883.857584,896570,11473,1,HR,1,100,66.88
1738260884.711616,897424,11604,1,HR,1,100,67.70
1738260885.534646,898247,11732,1,HR,1,100,68.92
1738260886.220671,898933,11846,1,HR,1,100,73.21
1738260887.034701,899747,11981,1,HR,1,100,73.40
1738260887.770728,900483,12100,1,HR,1,100,75.36
1738260888.403751,901116,12195,1,HR,1,100,79.77
1738260889.333785,902046,12343,1,HR,1,100,76.38
1738260890.087813,902800,12469,1,HR,1,100,77.19
1738260891.003846,903716,12616,1,HR,1,100,74.53
1738260893.026920,905739,12931,1,HR,1,100,64.60
1738260894.480973,907193,13159,1,HR,1,100,59.44
1738260895.170999,907883,13274,1,HR,1,100,65.84
1738260895.784021,908496,13372,1,HR,1,100,73.07
1738260900.740203,913452,14167,1,HR,1,100,59.53
1738260902.300260,915012,14410,1,HR,1,100,54.91
1738260902.950284,915662,14511,1,HR,1,100,62.91
1738260907.929466,920641,15307,1,HR,1,100,51.62
1738260908.619491,921331,15421,1,HR,1,100,59.47
1738260909.959540,922671,15633,1,HR,1,100,56.28
1738260913.126656,925838,16145,1,HR,1,100,48.01
1738260913.775680,926487,16242,1,HR,1,100,58.17
1738260914.548708,927260,16373,1,HR,1,100,62.56
1738260915.508744,928220,16516,1,HR,1,100,62.55
1738260916.512780,929224,16676,1,HR,1,100,62.12
1738260919.148877,931860,17102,1,HR,1,100,53.38
1738260919.941906,932653,17231,1,HR,1,100,58.61
1738260920.648932,933360,17346,1,HR,1,100,64.37
1738260920.708934,933420,17348,1,HR,1,100,272.30
1738260921.414960,934126,17463,1,HR,1,100,230.83
1738260922.168988,934880,17593,1,HR,1,100,197.31
1738260922.829012,935540,17690,1,HR,1,100,173.98
1738260924.369068,937080,17940,1,HR,1,100,143.97
1738260925.162097,937873,18070,1,HR,1,100,129.07
1738260925.965127,938676,18202,1,HR,1,100,117.05
1738260926.805157,939516,18334,1,HR,1,100,106.92
1738260927.612187,940323,18465,1,HR,1,100,99.82
1738260928.578222,941289,18614,1,HR,1,100,91.53
1738260929.438254,942149,18742,1,HR,1,100,86.69
1738260929.965273,942676,18823,1,HR,1,100,93.07
1738260930.845305,943556,18970,1,HR,1,100,87.54
1738260931.698337,944409,19103,1,HR,1,100,83.96
1738260932.338360,945049,19217,1,HR,1,100,86.13
1738260933.114388,945825,19333,1,HR,1,100,84.31
1738260934.038422,946749,19487,1,HR,1,100,80.07
1738260934.891454,947602,19619,1,HR,1,100,77.96
1738260936.371508,949082,19860,1,HR,1,100,69.71
1738260937.034532,949745,19962,1,HR,1,100,74.42
1738260937.720557,950431,20077,1,HR,1,100,77.49
1738260940.227649,952938,20486,1,HR,1,100,65.62
1738260940.924675,953635,20605,1,HR,1,100,70.09
1738260943.433766,956144,20996,1,HR,1,100,59.87
1738260945.746851,958457,21377,1,HR,1,100,52.36
1738260946.426876,959137,21490,1,HR,1,100,60.33
1738260947.230906,959941,21620,1,HR,1,100,63.59
1738260947.870929,960581,21720,1,HR,1,100,70.62
1738260948.559954,961270,21834,1,HR,1,100,74.25
1738260949.363984,962074,21955,1,HR,1,100,74.42
1738260950.024008,962734,22068,1,HR,1,100,78.08
1738260950.770035,963480,22181,1,HR,1,100,78.75
1738260951.640067,964350,22329,1,HR,1,100,76.75
1738260952.560101,965270,22475,1,HR,1,100,74.19
1738260953.397131,966107,22610,1,HR,1,100,73.77
1738260954.217161,966927,22726,1,HR,1,100,73.64
1738260955.036191,967746,22841,1,HR,1,100,73.73
1738260955.743217,968453,22956,1,HR,1,100,76.40
1738260956.506245,969216,23089,1,HR,1,100,76.96
1738260957.273273,969983,23209,1,HR,1,100,77.40
1738260959.053339,971763,23489,1,HR,1,100,67.74
1738260959.676361,972386,23587,1,HR,1,100,74.19
1738260960.713399,973423,23749,1,HR,1,100,70.65
1738260962.279457,974989,23992,1,HR,1,100,63.49
