LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738260737.965241,750683.000,53933,1,T1,1,100,34.388
1738260738.099246,750817.000,53948,1,T1,1,100,34.452
1738260738.232251,750950.000,53979,1,T1,1,100,34.515
1738260738.365256,751083.000,53995,1,T1,1,100,34.435
1738260738.499261,751217.000,54012,1,T1,1,100,34.543
1738260738.632266,751350.000,54029,1,T1,1,100,34.589
1738260738.765770,751483.500,54063,2,T1,1,100,34.539
1738260738.899275,751617.000,54063,2,T1,1,100,34.552
1738260739.032280,751750.000,54081,1,T1,1,100,34.487
1738260739.165285,751883.000,54112,1,T1,1,100,34.530
1738260739.299290,752017.000,54127,1,T1,1,100,34.513
1738260739.432295,752150.000,54143,1,T1,1,100,34.506
1738260739.565300,752283.000,54174,1,T1,1,100,34.538
1738260739.698304,752416.000,54191,1,T1,1,100,34.587
1738260739.832309,752550.000,54207,1,T1,1,100,34.467
1738260739.965314,752683.000,54223,1,T1,1,100,34.450
1738260740.098319,752816.000,54255,1,T1,1,100,34.443
1738260740.232324,752950.000,54272,1,T1,1,100,34.511
1738260740.365329,753083.000,54287,1,T1,1,100,34.469
1738260740.498334,753216.000,54318,1,T1,1,100,34.487
1738260740.632339,753350.000,54334,1,T1,1,100,34.565
1738260740.765344,753483.000,54349,1,T1,1,100,34.528
1738260740.898348,753616.000,54366,1,T1,1,100,34.548
1738260741.032353,753750.000,54396,1,T1,1,100,34.556
1738260741.165358,753883.000,54411,1,T1,1,100,34.560
1738260741.298363,754016.000,54428,1,T1,1,100,34.561
1738260741.432368,754150.000,54458,1,T1,1,100,34.491
1738260741.565373,754283.000,54474,1,T1,1,100,34.532
1738260741.698378,754416.000,54492,1,T1,1,100,34.549
1738260741.832383,754550.000,54507,1,T1,1,100,34.557
1738260741.965388,754683.000,54540,1,T1,1,100,34.489
1738260742.098392,754816.000,54556,1,T1,1,100,34.531
1738260742.232397,754950.000,54571,1,T1,1,100,34.549
1738260742.365402,755083.000,54604,1,T1,1,100,34.521
1738260742.498407,755216.000,54620,1,T1,1,100,34.438
1738260742.632412,755350.000,54636,1,T1,1,100,34.544
1738260742.765417,755483.000,54652,1,T1,1,100,34.590
1738260742.898422,755616.000,54685,1,T1,1,100,34.539
1738260743.031427,755749.000,54700,1,T1,1,100,34.517
1738260743.165431,755883.000,54716,1,T1,1,100,34.543
1738260743.298436,756016.000,54747,1,T1,1,100,34.625
1738260743.431441,756149.000,54762,1,T1,1,100,34.554
1738260743.565446,756283.000,54781,1,T1,1,100,34.559
1738260743.698451,756416.000,54796,1,T1,1,100,34.561
1738260743.831456,756549.000,54828,1,T1,1,100,34.633
1738260743.965461,756683.000,54852,1,T1,1,100,34.593
1738260744.098466,756816.000,54867,1,T1,1,100,34.611
1738260744.231471,756949.000,54884,1,T1,1,100,34.654
1738260744.365475,757083.000,54901,1,T1,1,100,34.602
1738260744.498480,757216.000,54932,1,T1,1,100,34.509
1738260744.631485,757349.000,54948,1,T1,1,100,34.504
1738260744.765490,757483.000,54965,1,T1,1,100,34.608
1738260744.898495,757616.000,54982,1,T1,1,100,34.547
1738260745.031500,757749.000,55012,1,T1,1,100,34.556
1738260745.165505,757883.000,55029,1,T1,1,100,34.595
1738260745.298510,758016.000,55046,1,T1,1,100,34.647
1738260745.431515,758149.000,55078,1,T1,1,100,34.599
1738260745.565519,758283.000,55094,1,T1,1,100,34.614
1738260745.698524,758416.000,55110,1,T1,1,100,34.585
1738260745.831529,758549.000,55125,1,T1,1,100,34.678
1738260745.965534,758683.000,55156,1,T1,1,100,34.542
1738260746.098539,758816.000,55174,1,T1,1,100,34.624
1738260746.231544,758949.000,55190,1,T1,1,100,34.589
1738260746.365549,759083.000,55220,1,T1,1,100,34.610
1738260746.498554,759216.000,55236,1,T1,1,100,34.547
1738260746.631558,759349.000,55254,1,T1,1,100,34.556
1738260746.764563,759482.000,55284,1,T1,1,100,34.524
1738260746.898568,759616.000,55301,1,T1,1,100,34.652
1738260747.031573,759749.000,55318,1,T1,1,100,34.601
1738260747.165578,759883.000,55334,1,T1,1,100,34.579
1738260747.298583,760016.000,55365,1,T1,1,100,34.641
1738260747.431588,760149.000,55380,1,T1,1,100,34.703
1738260747.564593,760282.000,55397,1,T1,1,100,34.659
1738260747.698597,760416.000,55427,1,T1,1,100,34.533
1738260747.831602,760549.000,55442,1,T1,1,100,34.621
1738260747.964607,760682.000,55459,1,T1,1,100,34.659
1738260748.098612,760816.000,55474,1,T1,1,100,34.675
1738260748.231617,760949.000,55505,1,T1,1,100,34.682
1738260748.364622,761082.000,55523,1,T1,1,100,34.614
1738260748.498627,761216.000,55538,1,T1,1,100,34.656
1738260748.631632,761349.000,55569,1,T1,1,100,34.709
1738260748.764637,761482.000,55585,1,T1,1,100,34.661
1738260748.898641,761616.000,55603,1,T1,1,100,34.676
1738260749.031646,761749.000,55619,1,T1,1,100,34.683
1738260749.164651,761882.000,55641,1,T1,1,100,34.650
1738260749.298656,762016.000,55660,1,T1,1,100,34.600
1738260749.431661,762149.000,55690,1,T1,1,100,34.756
1738260749.564666,762282.000,55706,1,T1,1,100,34.682
1738260749.697671,762415.000,55722,1,T1,1,100,34.685
1738260749.831676,762549.000,55753,1,T1,1,100,34.686
1738260749.964680,762682.000,55768,1,T1,1,100,34.687
1738260750.097685,762815.000,55784,1,T1,1,100,34.687
1738260750.231690,762949.000,55815,1,T1,1,100,34.687
1738260750.364695,763082.000,55830,1,T1,1,100,34.723
1738260750.497700,763215.000,55848,1,T1,1,100,34.667
1738260750.631705,763349.000,55864,1,T1,1,100,34.714
1738260750.764710,763482.000,55896,1,T1,1,100,34.628
1738260750.897715,763615.000,55913,1,T1,1,100,34.591
1738260751.031720,763749.000,55928,1,T1,1,100,34.646
1738260751.164724,763882.000,55948,1,T1,1,100,34.669
1738260751.297729,764015.000,55981,1,T1,1,100,34.609
1738260751.431734,764149.000,55996,1,T1,1,100,34.618
1738260751.564739,764282.000,56013,1,T1,1,100,34.622
1738260751.697744,764415.000,56043,1,T1,1,100,34.695
1738260751.831749,764549.000,56058,1,T1,1,100,34.620
1738260751.964754,764682.000,56077,1,T1,1,100,34.658
1738260752.097759,764815.000,56092,1,T1,1,100,34.746
1738260752.231764,764949.000,56123,1,T1,1,100,34.784
1738260752.364769,765082.000,56141,1,T1,1,100,34.729
1738260752.497773,765215.000,56156,1,T1,1,100,34.741
1738260752.631778,765349.000,56187,1,T1,1,100,34.675
1738260752.764783,765482.000,56203,1,T1,1,100,34.718
1738260752.897788,765615.000,56219,1,T1,1,100,34.630
1738260753.031293,765748.500,56252,2,T1,1,100,34.662
1738260753.164798,765882.000,56252,2,T1,1,100,34.677
1738260753.297803,766015.000,56269,2,T1,1,100,34.647
1738260753.430807,766148.000,56269,2,T1,1,100,34.670
1738260753.564312,766281.500,56286,2,T1,1,100,34.715
1738260753.697817,766415.000,56286,2,T1,1,100,34.771
1738260753.830822,766548.000,56301,1,T1,1,100,34.759
1738260753.964827,766682.000,56318,1,T1,1,100,34.718
1738260754.097832,766815.000,56350,1,T1,1,100,34.701
1738260754.230837,766948.000,56371,1,T1,1,100,34.693
1738260754.364842,767082.000,56387,1,T1,1,100,34.725
1738260754.497847,767215.000,56402,1,T1,1,100,34.633
1738260754.630852,767348.000,56419,1,T1,1,100,34.699
1738260754.764856,767482.000,56451,1,T1,1,100,34.657
1738260754.897861,767615.000,56467,1,T1,1,100,34.710
1738260755.030866,767748.000,56485,1,T1,1,100,34.733
1738260755.164871,767882.000,56518,1,T1,1,100,34.742
1738260755.297876,768015.000,56533,1,T1,1,100,34.676
1738260755.430881,768148.000,56549,1,T1,1,100,34.718
1738260755.564886,768282.000,56580,1,T1,1,100,34.807
1738260755.697891,768415.000,56595,1,T1,1,100,34.775
1738260755.830895,768548.000,56613,1,T1,1,100,34.832
1738260755.963900,768681.000,56646,1,T1,1,100,34.856
1738260756.097905,768815.000,56661,1,T1,1,100,34.831
1738260756.230910,768948.000,56678,1,T1,1,100,34.821
1738260756.363915,769081.000,56708,1,T1,1,100,34.745
1738260756.497920,769215.000,56723,1,T1,1,100,34.748
1738260756.630925,769348.000,56742,1,T1,1,100,34.785
1738260756.764930,769482.000,56772,1,T1,1,100,34.836
1738260756.897934,769615.000,56788,1,T1,1,100,34.752
1738260757.030939,769748.000,56806,1,T1,1,100,34.751
1738260757.163944,769881.000,56821,1,T1,1,100,34.821
1738260757.297949,770015.000,56852,1,T1,1,100,34.745
1738260757.430954,770148.000,56868,1,T1,1,100,34.748
1738260757.563959,770281.000,56886,1,T1,1,100,34.820
1738260757.697964,770415.000,56916,1,T1,1,100,34.780
1738260757.830969,770548.000,56932,1,T1,1,100,34.692
1738260757.963974,770681.000,56948,1,T1,1,100,34.725
1738260758.097978,770815.000,56980,1,T1,1,100,34.775
1738260758.230983,770948.000,56997,1,T1,1,100,34.796
1738260758.363988,771081.000,57012,1,T1,1,100,34.770
1738260758.497993,771215.000,57045,1,T1,1,100,34.759
1738260758.630998,771348.000,57061,1,T1,1,100,34.789
1738260758.764003,771481.000,57078,1,T1,1,100,34.873
1738260758.898008,771615.000,57109,1,T1,1,100,34.839
1738260759.031013,771748.000,57125,1,T1,1,100,34.859
1738260759.164017,771881.000,57140,1,T1,1,100,34.726
1738260759.298022,772015.000,57157,1,T1,1,100,34.846
1738260759.431027,772148.000,57176,1,T1,1,100,34.863
1738260759.564032,772281.000,57209,1,T1,1,100,34.834
1738260759.697037,772414.000,57226,1,T1,1,100,34.857
1738260759.831042,772548.000,57242,1,T1,1,100,34.761
