LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738260738.001242,750719.000,53928,4,PI,1,100,150016
1738260738.001242,750719.000,53928,4,PI,1,100,150025
1738260738.001242,750719.000,53928,4,PI,1,100,149988
1738260738.001242,750719.000,53928,4,PI,1,100,149984
1738260738.011843,750729.600,53943,10,PI,1,100,149995
1738260738.022443,750740.200,53943,10,PI,1,100,150010
1738260738.033044,750750.800,53943,10,PI,1,100,149979
1738260738.043644,750761.400,53943,10,PI,1,100,149976
1738260738.054244,750772.000,53943,10,PI,1,100,150000
1738260738.064845,750782.600,53943,10,PI,1,100,150012
1738260738.075445,750793.200,53943,10,PI,1,100,149989
1738260738.086046,750803.800,53943,10,PI,1,100,149986
1738260738.096646,750814.400,53943,10,PI,1,100,150008
1738260738.107246,750825.000,53943,10,PI,1,100,150013
1738260738.116547,750834.300,53959,10,PI,1,100,150016
1738260738.125847,750843.600,53959,10,PI,1,100,150032
1738260738.135147,750852.900,53959,10,PI,1,100,149990
1738260738.144448,750862.200,53959,10,PI,1,100,149963
1738260738.153748,750871.500,53959,10,PI,1,100,149967
1738260738.163048,750880.800,53959,10,PI,1,100,150002
1738260738.172348,750890.100,53959,10,PI,1,100,149979
1738260738.181649,750899.400,53959,10,PI,1,100,149961
1738260738.190949,750908.700,53959,10,PI,1,100,149947
1738260738.200250,750918.000,53959,10,PI,1,100,149932
1738260738.210950,750928.700,53974,10,PI,1,100,149965
1738260738.221650,750939.400,53974,10,PI,1,100,149958
1738260738.232351,750950.100,53974,10,PI,1,100,149942
1738260738.243051,750960.800,53974,10,PI,1,100,149932
1738260738.253752,750971.500,53974,10,PI,1,100,149968
1738260738.264452,750982.200,53974,10,PI,1,100,149935
1738260738.275152,750992.900,53974,10,PI,1,100,149955
1738260738.285853,751003.600,53974,10,PI,1,100,149968
1738260738.296553,751014.300,53974,10,PI,1,100,149943
1738260738.307254,751025.000,53974,10,PI,1,100,149982
1738260738.317587,751035.333,53990,9,PI,1,100,149925
1738260738.327921,751045.667,53990,9,PI,1,100,149948
1738260738.338255,751056.000,53990,9,PI,1,100,149954
1738260738.348588,751066.333,53990,9,PI,1,100,149919
1738260738.358922,751076.667,53990,9,PI,1,100,149927
1738260738.369256,751087.000,53990,9,PI,1,100,149925
1738260738.379590,751097.333,53990,9,PI,1,100,149945
1738260738.389923,751107.667,53990,9,PI,1,100,149905
1738260738.400257,751118.000,53990,9,PI,1,100,149907
1738260738.410257,751128.000,54007,16,PI,1,100,149892
1738260738.420258,751138.000,54007,16,PI,1,100,149941
