TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
869365.000000,2170875.000000,1738260856.651588,1738262158.209258,278,750683,2.17708e+06,1.11.4
