LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738260738.106246,750824,54006,1,SR,1,100,0.266667
1738260738.639266,751357,54075,1,SR,1,100,0.333333
1738260739.373293,752091,54185,1,SR,1,100,0.266667
1738260741.505371,754223,54486,1,SR,1,100,0.066667
1738260741.972388,754690,54584,1,SR,1,100,0.266667
1738260743.706451,756424,54822,1,SR,1,100,0.066667
1738260744.172468,756890,54895,1,SR,1,100,0.066667
1738260745.039500,757757,55023,1,SR,1,100,0.066667
1738260745.239507,757957,55057,1,SR,1,100,0.066667
1738260746.238544,758956,55248,1,SR,1,100,0.333333
1738260748.571630,761289,55596,1,SR,1,100,0.266667
1738260749.105649,761823,55654,1,SR,1,100,0.133333
1738260750.438698,763156,55876,1,SR,1,100,0.133333
1738260750.971717,763689,55942,1,SR,1,100,0.066667
1738260751.171725,763889,55975,1,SR,1,100,0.133333
1738260751.971754,764689,56135,1,SR,1,100,0.333333
1738260752.838786,765556,56231,1,SR,1,100,0.066667
1738260753.571813,766289,56329,1,SR,1,100,0.333333
1738260754.571849,767289,56430,1,SR,1,100,0.066667
1738260754.904861,767622,56479,1,SR,1,100,0.066667
1738260755.104869,767822,56511,1,SR,1,100,0.066667
1738260755.437881,768155,56607,1,SR,1,100,0.333333
1738260755.904898,768622,56640,1,SR,1,100,0.066667
1738260756.371915,769089,56736,1,SR,1,100,0.200000
1738260757.237947,769955,56879,1,SR,1,100,0.266667
1738260757.904971,770622,56974,1,SR,1,100,0.133333
1738260758.304986,771022,57038,1,SR,1,100,0.200000
1738260758.637998,771355,57072,1,SR,1,100,0.066667
1738260759.372025,772089,57202,1,SR,1,100,0.133333
1738260759.904045,772621,57284,1,SR,1,100,0.133333
1738260760.572069,773289,57412,1,SR,1,100,0.266667
1738260761.238093,773955,57493,1,SR,1,100,0.200000
1738260761.571105,774288,57529,1,SR,1,100,0.066667
1738260761.904118,774621,57579,1,SR,1,100,0.066667
1738260762.104125,774821,57629,1,SR,1,100,0.133333
1738260762.371135,775088,57661,1,SR,1,100,0.066667
1738260763.104162,775821,57771,1,SR,1,100,0.066667
1738260763.705184,776422,57883,1,SR,1,100,0.133333
1738260763.971194,776688,57918,1,SR,1,100,0.066667
1738260764.971230,777688,58069,1,SR,1,100,0.066667
1738260765.305242,778022,58164,1,SR,1,100,0.333333
1738260765.904264,778621,58228,1,SR,1,100,0.200000
1738260766.504286,779221,58339,1,SR,1,100,0.266667
1738260767.170311,779887,58406,1,SR,1,100,0.066667
1738260767.770333,780487,58500,1,SR,1,100,0.066667
1738260768.503360,781220,58628,1,SR,1,100,0.066667
1738260768.703367,781420,58754,1,SR,1,100,0.733333
1738260769.704403,782421,58807,1,SR,1,100,0.066667
1738260770.170421,782887,58872,1,SR,1,100,0.066667
1738260770.370428,783087,58936,1,SR,1,100,0.266667
1738260771.437467,784154,59096,1,SR,1,100,0.200000
1738260771.903484,784620,59162,1,SR,1,100,0.066667
1738260772.237496,784954,59210,1,SR,1,100,0.066667
1738260772.437504,785154,59243,1,SR,1,100,0.066667
1738260772.636511,785353,59310,1,SR,1,100,0.266667
1738260773.436540,786153,59404,1,SR,1,100,0.066667
1738260773.636548,786353,59440,1,SR,1,100,0.066667
1738260774.236569,786953,59536,1,SR,1,100,0.133333
1738260774.503579,787220,59590,1,SR,1,100,0.200000
1738260775.103601,787820,59669,1,SR,1,100,0.066667
1738260775.437613,788154,59719,1,SR,1,100,0.133333
1738260775.970633,788687,59816,1,SR,1,100,0.200000
1738260776.436650,789153,59883,1,SR,1,100,0.133333
1738260776.703660,789420,59930,1,SR,1,100,0.133333
1738260777.103674,789820,59981,1,SR,1,100,0.066667
1738260777.303682,790020,60030,1,SR,1,100,0.133333
1738260777.969706,790686,60143,1,SR,1,100,0.200000
1738260778.436723,791153,60191,1,SR,1,100,0.066667
1738260778.636731,791353,60225,1,SR,1,100,0.066667
1738260778.836738,791553,60291,1,SR,1,100,0.200000
1738260779.169750,791886,60324,1,SR,1,100,0.066667
1738260779.369757,792086,60357,1,SR,1,100,0.133333
1738260779.902777,792619,60490,1,SR,1,100,0.466667
1738260780.636804,793353,60570,1,SR,1,100,0.266667
1738260781.303828,794020,60730,1,SR,1,100,0.600000
1738260782.303865,795020,60891,1,SR,1,100,0.533333
1738260783.369904,796086,60988,1,SR,1,100,0.133333
1738260783.636914,796353,61099,1,SR,1,100,0.600000
1738260784.502945,797219,61164,1,SR,1,100,0.133333
1738260785.302975,798019,61297,1,SR,1,100,0.200000
1738260785.902997,798619,61378,1,SR,1,100,0.066667
1738260786.103004,798819,61410,1,SR,1,100,0.066667
1738260786.837031,799553,61539,1,SR,1,100,0.133333
1738260787.237046,799953,61588,1,SR,1,100,0.066667
1738260787.437053,800153,61620,1,SR,1,100,0.066667
1738260787.769065,800485,61701,1,SR,1,100,0.266667
1738260788.170080,800886,61737,1,SR,1,100,0.066667
1738260789.036112,801752,61879,1,SR,1,100,0.066667
1738260789.236119,801952,61913,1,SR,1,100,0.066667
1738260789.570131,802286,61977,1,SR,1,100,0.133333
1738260790.103151,802819,62080,1,SR,1,100,0.333333
1738260791.236192,803952,62223,1,SR,1,100,0.133333
1738260791.502202,804218,62287,1,SR,1,100,0.200000
1738260791.836214,804552,62322,1,SR,1,100,0.133333
1738260792.635243,805351,62465,1,SR,1,100,0.200000
1738260792.969256,805685,62499,1,SR,1,100,0.066667
1738260793.435273,806151,62563,1,SR,1,100,0.066667
1738260793.769285,806485,62646,1,SR,1,100,0.200000
1738260794.236302,806952,62742,1,SR,1,100,0.333333
1738260794.702319,807418,62776,1,SR,1,100,0.066667
1738260795.302341,808018,62908,1,SR,1,100,0.400000
1738260796.102370,808818,63005,1,SR,1,100,0.266667
1738260796.769395,809485,63087,1,SR,1,100,0.066667
1738260797.369417,810085,63203,1,SR,1,100,0.200000
1738260797.702429,810418,63251,1,SR,1,100,0.133333
1738260798.235448,810951,63413,1,SR,1,100,0.666667
1738260799.435493,812151,63540,1,SR,1,100,0.266667
1738260799.835507,812551,63573,1,SR,1,100,0.066667
1738260800.168519,812884,63640,1,SR,1,100,0.200000
1738260800.635536,813351,63689,1,SR,1,100,0.066667
1738260800.835544,813551,63738,1,SR,1,100,0.133333
1738260801.102553,813818,63802,1,SR,1,100,0.266667
1738260801.768578,814484,63883,1,SR,1,100,0.066667
1738260802.368600,815084,63981,1,SR,1,100,0.133333
1738260803.035624,815751,64094,1,SR,1,100,0.133333
1738260803.301634,816017,64159,1,SR,1,100,0.266667
1738260803.701649,816417,64191,1,SR,1,100,0.066667
1738260804.168666,816884,64271,1,SR,1,100,0.133333
1738260804.968695,817684,64385,1,SR,1,100,0.066667
1738260805.168702,817884,64418,1,SR,1,100,0.066667
1738260805.901729,818617,64585,1,SR,1,100,0.400000
1738260806.435749,819151,64666,1,SR,1,100,0.333333
1738260807.035771,819751,64717,1,SR,1,100,0.066667
1738260807.235778,819951,64766,1,SR,1,100,0.200000
1738260807.968805,820684,64910,1,SR,1,100,0.400000
1738260808.900839,821616,65036,1,SR,1,100,0.266667
1738260809.434859,822150,65102,1,SR,1,100,0.133333
1738260809.700868,822416,65134,1,SR,1,100,0.066667
1738260810.167886,822883,65246,1,SR,1,100,0.266667
1738260810.700905,823416,65317,1,SR,1,100,0.200000
1738260811.034917,823750,65381,1,SR,1,100,0.266667
1738260811.567937,824283,65445,1,SR,1,100,0.200000
1738260812.033954,824749,24,1,SR,1,100,0.400000
1738260812.701978,825417,89,1,SR,1,100,0.200000
1738260813.033990,825749,124,1,SR,1,100,0.066667
1738260814.034027,826749,348,1,SR,1,100,0.466667
1738260814.767054,827482,427,1,SR,1,100,0.200000
1738260815.235071,827950,493,1,SR,1,100,0.133333
1738260815.767091,828482,562,1,SR,1,100,0.066667
1738260816.101103,828816,628,1,SR,1,100,0.066667
1738260816.301110,829016,678,1,SR,1,100,0.200000
1738260816.635122,829350,711,1,SR,1,100,0.066667
1738260816.968135,829683,764,1,SR,1,100,0.066667
1738260817.168142,829883,797,1,SR,1,100,0.066667
1738260817.501154,830216,846,1,SR,1,100,0.066667
1738260817.701161,830416,912,1,SR,1,100,0.266667
1738260818.100176,830815,991,1,SR,1,100,0.333333
1738260818.834203,831549,1074,1,SR,1,100,0.066667
1738260819.168215,831883,1155,1,SR,1,100,0.266667
1738260819.834239,832549,1220,1,SR,1,100,0.066667
1738260820.167252,832882,1284,1,SR,1,100,0.133333
1738260820.834276,833549,1418,1,SR,1,100,0.333333
1738260821.300293,834015,1484,1,SR,1,100,0.200000
1738260821.900315,834615,1566,1,SR,1,100,0.133333
1738260822.567340,835282,1662,1,SR,1,100,0.066667
1738260822.767347,835482,1694,1,SR,1,100,0.066667
1738260822.967354,835682,1728,1,SR,1,100,0.133333
1738260823.233364,835948,1761,1,SR,1,100,0.066667
1738260823.433371,836148,1794,1,SR,1,100,0.066667
1738260824.167398,836882,1923,1,SR,1,100,0.066667
1738260824.366405,837081,1972,1,SR,1,100,0.200000
1738260824.833423,837548,2038,1,SR,1,100,0.133333
1738260825.366442,838081,2136,1,SR,1,100,0.200000
1738260825.700454,838415,2168,1,SR,1,100,0.066667
1738260826.167471,838882,2253,1,SR,1,100,0.133333
1738260826.566486,839281,2338,1,SR,1,100,0.333333
1738260827.700528,840415,2545,1,SR,1,100,0.466667
1738260828.434555,841149,2595,1,SR,1,100,0.066667
1738260828.766567,841481,2645,1,SR,1,100,0.066667
1738260828.966574,841681,2694,1,SR,1,100,0.133333
1738260829.233584,841948,2742,1,SR,1,100,0.200000
1738260829.833606,842548,2825,1,SR,1,100,0.066667
1738260830.033613,842748,2873,1,SR,1,100,0.133333
1738260830.433628,843148,2924,1,SR,1,100,0.066667
1738260830.633635,843348,2972,1,SR,1,100,0.200000
1738260831.099652,843814,3060,1,SR,1,100,0.266667
1738260831.900681,844615,3158,1,SR,1,100,0.066667
1738260832.233694,844948,3238,1,SR,1,100,0.266667
1738260832.766713,845481,3303,1,SR,1,100,0.133333
1738260833.032723,845747,3336,1,SR,1,100,0.066667
1738260833.232730,845947,3419,1,SR,1,100,0.333333
1738260833.966757,846681,3498,1,SR,1,100,0.066667
1738260834.166764,846881,3531,1,SR,1,100,0.133333
1738260834.565779,847280,3627,1,SR,1,100,0.333333
1738260835.299806,848014,3710,1,SR,1,100,0.066667
1738260835.633818,848348,3792,1,SR,1,100,0.266667
1738260836.166838,848881,3847,1,SR,1,100,0.066667
1738260836.766860,849481,4021,1,SR,1,100,0.600000
1738260837.632891,850347,4118,1,SR,1,100,0.333333
1738260838.232913,850947,4216,1,SR,1,100,0.333333
