LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738260738.846273,751564.000,54054,1,TL,1,100,2025-01-30_11-12-13-921824
1738260743.954460,756672.000,54838,1,TL,1,100,2025-01-30_11-12-18-914542
1738260743.957460,756675.000,54840,1,TL,1,100,2025-01-30_11-12-18-989744
1738260743.982461,756700.000,54843,1,TL,1,100,2025-01-30_11-12-23-975480
1738260749.108649,761826.000,55629,1,TL,1,100,2025-01-30_11-12-24-120038
1738260749.127650,761845.000,55632,1,TL,1,100,2025-01-30_11-12-29-120984
1738260754.222836,766940.000,56360,1,TL,1,100,2025-01-30_11-12-29-275022
1738260754.241837,766959.000,56363,1,TL,1,100,2025-01-30_11-12-34-233579
1738260759.339024,772056.000,57167,1,TL,1,100,2025-01-30_11-12-34-449950
1738260764.447211,777164.000,57966,1,TL,1,100,2025-01-30_11-12-39-378482
1738260764.453211,777170.000,57968,1,TL,1,100,2025-01-30_11-12-39-542976
1738260764.472212,777189.000,57971,1,TL,1,100,2025-01-30_11-12-44-464492
1738260769.587399,782304.000,58769,1,TL,1,100,2025-01-30_11-12-44-597525
1738260769.604400,782321.000,58772,1,TL,1,100,2025-01-30_11-12-49-597322
1738260774.710587,787427.000,59585,1,TL,1,100,2025-01-30_11-12-49-756579
1738260779.841775,792558.000,60404,1,TL,1,100,2025-01-30_11-12-54-878712
1738260779.843775,792560.000,60406,1,TL,1,100,2025-01-30_11-12-55-056890
1738260784.985963,797702.000,61211,1,TL,1,100,2025-01-30_11-12-59-943381
1738260784.988963,797705.000,61213,1,TL,1,100,2025-01-30_11-12-59-991984
1738260785.005964,797722.000,61216,1,TL,1,100,2025-01-30_11-13-04-999210
1738260790.111151,802827.000,62026,1,TL,1,100,2025-01-30_11-13-05-124060
1738260790.132152,802848.000,62029,1,TL,1,100,2025-01-30_11-13-10-125442
1738260795.220338,807936.000,62823,1,TL,1,100,2025-01-30_11-13-10-252821
1738260795.251339,807967.000,62826,1,TL,1,100,2025-01-30_11-13-15-241467
1738260800.357526,813073.000,63635,1,TL,1,100,2025-01-30_11-13-15-405886
1738260805.490714,818206.000,64449,1,TL,1,100,2025-01-30_11-13-20-418194
1738260805.493714,818209.000,64451,1,TL,1,100,2025-01-30_11-13-20-521135
1738260805.509715,818225.000,64454,1,TL,1,100,2025-01-30_11-13-25-501202
1738260810.618902,823334.000,65263,1,TL,1,100,2025-01-30_11-13-25-650057
1738260810.644903,823360.000,65266,1,TL,1,100,2025-01-30_11-13-30-632965
1738260815.752090,828467.000,541,1,TL,1,100,2025-01-30_11-13-30-822072
1738260815.774091,828489.000,544,1,TL,1,100,2025-01-30_11-13-35-765899
1738260820.864277,833579.000,1365,1,TL,1,100,2025-01-30_11-13-35-936278
1738260820.931280,833646.000,1368,1,TL,1,100,2025-01-30_11-13-40-916507
1738260825.971464,838686.000,2185,1,TL,1,100,2025-01-30_11-13-40-970501
1738260825.989465,838704.000,2188,1,TL,1,100,2025-01-30_11-13-45-982513
1738260831.082651,843797.000,3005,1,TL,1,100,2025-01-30_11-13-46-035278
1738260831.106652,843821.000,3008,1,TL,1,100,2025-01-30_11-13-51-099562
1738260836.190839,848905.000,3824,1,TL,1,100,2025-01-30_11-13-51-181613
1738260836.213840,848928.000,3827,1,TL,1,100,2025-01-30_11-13-56-206468
1738260841.302026,854016.000,4643,1,TL,1,100,2025-01-30_11-13-56-252316
1738260846.417213,859131.000,5452,1,TL,1,100,2025-01-30_11-14-01-369863
1738260846.423213,859137.000,5454,1,TL,1,100,2025-01-30_11-14-01-539334
1738260846.476215,859190.000,5457,1,TL,1,100,2025-01-30_11-14-06-461789
1738260851.528400,864242.000,6272,1,TL,1,100,2025-01-30_11-14-06-512433
1738260851.554401,864268.000,6275,1,TL,1,100,2025-01-30_11-14-11-544354
1738260856.636587,869350.000,7097,1,TL,1,100,2025-01-30_11-14-11-594874
1738260856.651588,869365.000,7100,1,TL,1,100,2025-01-30_11-14-16-645088
1738260861.745775,874459.000,7916,1,TL,1,100,2025-01-30_11-14-16-686869
1738260861.766775,874480.000,7919,1,TL,1,100,2025-01-30_11-14-21-756845
1738260866.853962,879567.000,8737,1,TL,1,100,2025-01-30_11-14-21-816395
1738260866.940965,879654.000,8740,1,TL,1,100,2025-01-30_11-14-26-927034
1738260871.974149,884687.000,9565,1,TL,1,100,2025-01-30_11-14-26-976773
1738260872.001150,884714.000,9568,1,TL,1,100,2025-01-30_11-14-31-993707
1738260877.081336,889794.000,10376,1,TL,1,100,2025-01-30_11-14-32-051829
1738260877.140338,889853.000,10379,1,TL,1,100,2025-01-30_11-14-37-127813
1738260882.193523,894906.000,11186,1,TL,1,100,2025-01-30_11-14-37-182360
1738260882.211524,894924.000,11189,1,TL,1,100,2025-01-30_11-14-42-202867
1738260887.329712,900042.000,12029,1,TL,1,100,2025-01-30_11-14-42-241863
1738260892.437899,905150.000,12826,1,TL,1,100,2025-01-30_11-14-47-474524
1738260892.439899,905152.000,12828,1,TL,1,100,2025-01-30_11-14-47-531902
1738260892.461900,905174.000,12831,1,TL,1,100,2025-01-30_11-14-52-454841
1738260897.546086,910258.000,13647,1,TL,1,100,2025-01-30_11-14-52-518166
1738260897.569087,910281.000,13650,1,TL,1,100,2025-01-30_11-14-57-561278
1738260902.656273,915368.000,14458,1,TL,1,100,2025-01-30_11-14-57-604353
1738260902.680274,915392.000,14461,1,TL,1,100,2025-01-30_11-15-02-671481
1738260907.765460,920477.000,15268,1,TL,1,100,2025-01-30_11-15-02-719227
1738260907.790461,920502.000,15271,1,TL,1,100,2025-01-30_11-15-07-780603
1738260912.916649,925628.000,16104,1,TL,1,100,2025-01-30_11-15-07-824628
1738260912.942650,925654.000,16107,1,TL,1,100,2025-01-30_11-15-12-933192
1738260918.024836,930736.000,16919,1,TL,1,100,2025-01-30_11-15-12-999859
1738260918.072838,930784.000,16922,1,TL,1,100,2025-01-30_11-15-18-066213
1738260923.146023,935857.000,17740,1,TL,1,100,2025-01-30_11-15-18-105953
1738260923.190025,935901.000,17743,1,TL,1,100,2025-01-30_11-15-23-172980
1738260928.257210,940968.000,18562,1,TL,1,100,2025-01-30_11-15-23-240819
1738260933.379398,946090.000,19382,1,TL,1,100,2025-01-30_11-15-28-373231
1738260933.382398,946093.000,19384,1,TL,1,100,2025-01-30_11-15-28-462961
1738260938.527587,951238.000,20203,1,TL,1,100,2025-01-30_11-15-33-494715
1738260938.530587,951241.000,20205,1,TL,1,100,2025-01-30_11-15-33-533040
1738260938.563588,951274.000,20208,1,TL,1,100,2025-01-30_11-15-38-549433
1738260943.635774,956346.000,21031,1,TL,1,100,2025-01-30_11-15-38-619314
1738260943.655775,956366.000,21034,1,TL,1,100,2025-01-30_11-15-43-644960
1738260948.743961,961454.000,21852,1,TL,1,100,2025-01-30_11-15-43-693097
1738260948.764962,961475.000,21855,1,TL,1,100,2025-01-30_11-15-48-758899
1738260953.856148,966566.000,22673,1,TL,1,100,2025-01-30_11-15-48-805812
1738260958.962335,971672.000,23464,1,TL,1,100,2025-01-30_11-15-53-931120
1738260958.965335,971675.000,23466,1,TL,1,100,2025-01-30_11-15-53-997325
1738260958.991336,971701.000,23469,1,TL,1,100,2025-01-30_11-15-58-985200
1738260964.071522,976781.000,24266,1,TL,1,100,2025-01-30_11-15-59-029888
1738260964.092523,976802.000,24269,1,TL,1,100,2025-01-30_11-16-04-083492
1738260969.201710,981911.000,25083,1,TL,1,100,2025-01-30_11-16-04-149917
1738260969.249712,981959.000,25086,1,TL,1,100,2025-01-30_11-16-09-240114
1738260974.309897,987019.000,25843,1,TL,1,100,2025-01-30_11-16-09-319297
1738260974.325898,987035.000,25846,1,TL,1,100,2025-01-30_11-16-14-318918
1738260979.418084,992127.000,26670,1,TL,1,100,2025-01-30_11-16-14-389003
1738260984.574273,997283.000,27494,1,TL,1,100,2025-01-30_11-16-19-538028
1738260984.576273,997285.000,27496,1,TL,1,100,2025-01-30_11-16-19-596995
1738260984.600274,997309.000,27499,1,TL,1,100,2025-01-30_11-16-24-588385
1738260989.700461,1002409.000,28318,1,TL,1,100,2025-01-30_11-16-24-643690
1738260989.722462,1002431.000,28321,1,TL,1,100,2025-01-30_11-16-29-713457
1738260994.811648,1007520.000,29143,1,TL,1,100,2025-01-30_11-16-29-784780
1738260994.869650,1007578.000,29146,1,TL,1,100,2025-01-30_11-16-34-825238
1738260999.922835,1012631.000,29958,1,TL,1,100,2025-01-30_11-16-34-927672
1738260999.944836,1012653.000,29961,1,TL,1,100,2025-01-30_11-16-39-931588
1738261005.031022,1017739.000,30778,1,TL,1,100,2025-01-30_11-16-39-978299
1738261005.051023,1017759.000,30781,1,TL,1,100,2025-01-30_11-16-45-042396
1738261010.139210,1022847.000,31599,1,TL,1,100,2025-01-30_11-16-45-084526
1738261010.160210,1022868.000,31602,1,TL,1,100,2025-01-30_11-16-50-152686
1738261015.250397,1027958.000,32413,1,TL,1,100,2025-01-30_11-16-50-194854
1738261015.269397,1027977.000,32416,1,TL,1,100,2025-01-30_11-16-55-260150
1738261020.358584,1033066.000,33239,1,TL,1,100,2025-01-30_11-16-55-305468
1738261025.494772,1038202.000,34055,1,TL,1,100,2025-01-30_11-17-00-489739
1738261025.496772,1038204.000,34057,1,TL,1,100,2025-01-30_11-17-00-543527
1738261025.530773,1038238.000,34060,1,TL,1,100,2025-01-30_11-17-05-522473
1738261030.636960,1043344.000,34873,1,TL,1,100,2025-01-30_11-17-05-646456
1738261030.653961,1043361.000,34876,1,TL,1,100,2025-01-30_11-17-10-646770
1738261035.776149,1048483.000,35690,1,TL,1,100,2025-01-30_11-17-10-786688
1738261035.812150,1048519.000,35693,1,TL,1,100,2025-01-30_11-17-15-790468
1738261040.902336,1053609.000,36507,1,TL,1,100,2025-01-30_11-17-15-986798
1738261040.949338,1053656.000,36510,1,TL,1,100,2025-01-30_11-17-20-942467
1738261046.028524,1058735.000,37329,1,TL,1,100,2025-01-30_11-17-21-041580
1738261046.075526,1058782.000,37332,1,TL,1,100,2025-01-30_11-17-26-063912
1738261051.148711,1063855.000,38148,1,TL,1,100,2025-01-30_11-17-26-168442
1738261051.171712,1063878.000,38151,1,TL,1,100,2025-01-30_11-17-31-161664
1738261056.256899,1068963.000,38946,1,TL,1,100,2025-01-30_11-17-31-293209
1738261056.276899,1068983.000,38949,1,TL,1,100,2025-01-30_11-17-36-269392
1738261061.374086,1074080.000,39756,1,TL,1,100,2025-01-30_11-17-36-417178
1738261066.522274,1079228.000,40567,1,TL,1,100,2025-01-30_11-17-41-507236
1738261066.528275,1079234.000,40569,1,TL,1,100,2025-01-30_11-17-41-542326
1738261066.548275,1079254.000,40572,1,TL,1,100,2025-01-30_11-17-46-538150
1738261071.648462,1084354.000,41383,1,TL,1,100,2025-01-30_11-17-46-666270
1738261071.673463,1084379.000,41386,1,TL,1,100,2025-01-30_11-17-51-666943
1738261076.775650,1089481.000,42198,1,TL,1,100,2025-01-30_11-17-51-788373
1738261076.795651,1089501.000,42201,1,TL,1,100,2025-01-30_11-17-56-789713
1738261081.908838,1094614.000,43019,1,TL,1,100,2025-01-30_11-17-56-926914
1738261081.933839,1094639.000,43022,1,TL,1,100,2025-01-30_11-18-01-926099
1738261087.021025,1099726.000,43817,1,TL,1,100,2025-01-30_11-18-02-052401
1738261087.065027,1099770.000,43820,1,TL,1,100,2025-01-30_11-18-07-033548
1738261092.153213,1104858.000,44633,1,TL,1,100,2025-01-30_11-18-07-169333
1738261092.171214,1104876.000,44636,1,TL,1,100,2025-01-30_11-18-12-164900
1738261097.280401,1109985.000,45457,1,TL,1,100,2025-01-30_11-18-12-295278
1738261097.315402,1110020.000,45460,1,TL,1,100,2025-01-30_11-18-17-300819
1738261102.411589,1115116.000,46273,1,TL,1,100,2025-01-30_11-18-17-539041
1738261107.519776,1120224.000,47078,1,TL,1,100,2025-01-30_11-18-22-512623
1738261107.525776,1120230.000,47080,1,TL,1,100,2025-01-30_11-18-22-572464
1738261107.543777,1120248.000,47083,1,TL,1,100,2025-01-30_11-18-27-534280
1738261112.664965,1125369.000,47897,1,TL,1,100,2025-01-30_11-18-27-669446
1738261112.751968,1125456.000,47900,1,TL,1,100,2025-01-30_11-18-32-707274
1738261117.773152,1130477.000,48681,1,TL,1,100,2025-01-30_11-18-32-805391
1738261117.795152,1130499.000,48684,1,TL,1,100,2025-01-30_11-18-37-785811
1738261122.885339,1135589.000,49490,1,TL,1,100,2025-01-30_11-18-37-919003
1738261128.004526,1140708.000,50275,1,TL,1,100,2025-01-30_11-18-42-924488
1738261128.006526,1140710.000,50277,1,TL,1,100,2025-01-30_11-18-43-102102
1738261128.025527,1140729.000,50280,1,TL,1,100,2025-01-30_11-18-48-018396
1738261133.144715,1145848.000,51019,1,TL,1,100,2025-01-30_11-18-48-150266
1738261133.166715,1145870.000,51022,1,TL,1,100,2025-01-30_11-18-53-157182
1738261138.296903,1151000.000,51838,1,TL,1,100,2025-01-30_11-18-53-298045
1738261138.324904,1151028.000,51841,1,TL,1,100,2025-01-30_11-18-58-313324
1738261143.435091,1156138.000,52645,1,TL,1,100,2025-01-30_11-18-58-553338
1738261148.673283,1161376.000,53454,1,TL,1,100,2025-01-30_11-19-03-534718
1738261148.675283,1161378.000,53456,1,TL,1,100,2025-01-30_11-19-03-632660
1738261153.820472,1166523.000,54250,1,TL,1,100,2025-01-30_11-19-08-745206
1738261153.823472,1166526.000,54252,1,TL,1,100,2025-01-30_11-19-08-854958
1738261153.900475,1166603.000,54255,1,TL,1,100,2025-01-30_11-19-13-891578
1738261158.929659,1171632.000,55049,1,TL,1,100,2025-01-30_11-19-13-965120
1738261158.954660,1171657.000,55052,1,TL,1,100,2025-01-30_11-19-18-945453
1738261164.056847,1176759.000,55859,1,TL,1,100,2025-01-30_11-19-19-079430
1738261164.073848,1176776.000,55862,1,TL,1,100,2025-01-30_11-19-24-066893
1738261169.202035,1181904.000,56675,1,TL,1,100,2025-01-30_11-19-24-196942
1738261169.236037,1181938.000,56678,1,TL,1,100,2025-01-30_11-19-29-228955
1738261174.348224,1187050.000,57475,1,TL,1,100,2025-01-30_11-19-29-519809
1738261179.471411,1192173.000,58285,1,TL,1,100,2025-01-30_11-19-34-513913
1738261179.474411,1192176.000,58287,1,TL,1,100,2025-01-30_11-19-34-518225
1738261179.548414,1192250.000,58290,1,TL,1,100,2025-01-30_11-19-39-516288
1738261184.579598,1197281.000,59070,1,TL,1,100,2025-01-30_11-19-39-616541
1738261184.599599,1197301.000,59073,1,TL,1,100,2025-01-30_11-19-44-589812
1738261189.719787,1202421.000,59863,1,TL,1,100,2025-01-30_11-19-44-728203
1738261194.842974,1207544.000,60658,1,TL,1,100,2025-01-30_11-19-49-771566
1738261194.845974,1207547.000,60660,1,TL,1,100,2025-01-30_11-19-49-898540
