TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
580834.000000,1840921.000000,1738271594.522547,1738272854.660510,275,560282,1.97094e+06,1.11.4
