LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1738271575.289769,561602.000,22780,2,GY,1,100,0.397
1738271575.329771,561642.000,22799,3,GY,1,100,-0.641
1738271575.369772,561682.000,22799,3,GY,1,100,-0.183
1738271575.409774,561722.000,22799,3,GY,1,100,-0.275
1738271575.449776,561762.000,22814,2,GY,1,100,-0.061
1738271575.489777,561802.000,22814,2,GY,1,100,0.305
1738271575.529779,561842.000,22832,3,GY,1,100,0.214
1738271575.569781,561882.000,22832,3,GY,1,100,0.214
1738271575.609782,561922.000,22832,3,GY,1,100,0.275
1738271575.649784,561962.000,22848,2,GY,1,100,0.092
1738271575.689785,562002.000,22848,2,GY,1,100,0.000
1738271575.729787,562042.000,22865,3,GY,1,100,0.061
1738271575.769789,562082.000,22865,3,GY,1,100,-0.183
1738271575.809790,562122.000,22865,3,GY,1,100,-0.366
1738271575.849792,562162.000,22883,2,GY,1,100,-0.153
1738271575.889793,562202.000,22883,2,GY,1,100,0.122
1738271575.929795,562242.000,22900,3,GY,1,100,0.153
1738271575.969797,562282.000,22900,3,GY,1,100,0.183
1738271576.009798,562322.000,22900,3,GY,1,100,0.122
1738271576.049800,562362.000,22916,2,GY,1,100,0.366
1738271576.089802,562402.000,22916,2,GY,1,100,0.458
1738271576.129803,562442.000,22933,3,GY,1,100,-0.153
1738271576.169805,562482.000,22933,3,GY,1,100,-0.427
1738271576.209806,562522.000,22933,3,GY,1,100,0.336
1738271576.249808,562562.000,22950,2,GY,1,100,0.305
1738271576.289810,562602.000,22950,2,GY,1,100,0.092
1738271576.329811,562642.000,22966,3,GY,1,100,0.397
1738271576.369813,562682.000,22966,3,GY,1,100,0.397
1738271576.409815,562722.000,22966,3,GY,1,100,0.122
1738271576.449816,562762.000,22982,3,GY,1,100,0.397
1738271576.489818,562802.000,22982,3,GY,1,100,0.244
1738271576.529819,562842.000,22982,3,GY,1,100,0.244
1738271576.569821,562882.000,23002,2,GY,1,100,0.153
1738271576.609823,562922.000,23002,2,GY,1,100,0.305
1738271576.656324,562968.500,23018,2,GY,1,100,0.275
1738271576.702826,563015.000,23018,2,GY,1,100,0.244
1738271576.742828,563055.000,23034,3,GY,1,100,0.305
1738271576.782830,563095.000,23034,3,GY,1,100,0.214
1738271576.822831,563135.000,23034,3,GY,1,100,0.153
1738271576.862833,563175.000,23051,2,GY,1,100,0.427
1738271576.902834,563215.000,23051,2,GY,1,100,0.610
1738271576.942836,563255.000,23068,3,GY,1,100,0.244
1738271576.982838,563295.000,23068,3,GY,1,100,-0.336
1738271577.022839,563335.000,23068,3,GY,1,100,-0.031
1738271577.062841,563375.000,23084,2,GY,1,100,0.153
1738271577.102843,563415.000,23084,2,GY,1,100,0.153
1738271577.142844,563455.000,23100,3,GY,1,100,0.244
1738271577.182846,563495.000,23100,3,GY,1,100,0.427
1738271577.222847,563535.000,23100,3,GY,1,100,0.336
1738271577.262849,563575.000,23117,3,GY,1,100,0.122
1738271577.302850,563615.000,23117,3,GY,1,100,0.305
1738271577.342852,563655.000,23117,3,GY,1,100,0.336
1738271577.382854,563695.000,23134,2,GY,1,100,0.244
1738271577.422855,563735.000,23134,2,GY,1,100,0.061
1738271577.462857,563775.000,23152,3,GY,1,100,0.336
1738271577.502859,563815.000,23152,3,GY,1,100,0.397
1738271577.542860,563855.000,23152,3,GY,1,100,0.397
1738271577.582862,563895.000,23169,2,GY,1,100,0.366
1738271577.622864,563935.000,23169,2,GY,1,100,0.488
1738271577.662865,563975.000,23185,3,GY,1,100,0.275
1738271577.702867,564015.000,23185,3,GY,1,100,0.336
1738271577.742868,564055.000,23185,3,GY,1,100,0.610
1738271577.782870,564095.000,23202,2,GY,1,100,0.458
1738271577.822872,564135.000,23202,2,GY,1,100,-0.122
1738271577.862873,564175.000,23219,3,GY,1,100,0.214
1738271577.902875,564215.000,23219,3,GY,1,100,0.397
1738271577.942877,564255.000,23219,3,GY,1,100,0.244
1738271577.982878,564295.000,23235,2,GY,1,100,0.549
1738271578.022880,564335.000,23235,2,GY,1,100,0.610
1738271578.062881,564375.000,23251,3,GY,1,100,0.214
1738271578.102883,564415.000,23251,3,GY,1,100,0.580
1738271578.142884,564455.000,23251,3,GY,1,100,0.519
1738271578.182886,564495.000,23268,2,GY,1,100,0.427
1738271578.222888,564535.000,23268,2,GY,1,100,0.427
1738271578.262889,564575.000,23285,3,GY,1,100,0.427
1738271578.302891,564615.000,23285,3,GY,1,100,0.122
1738271578.342893,564655.000,23285,3,GY,1,100,0.031
1738271578.382894,564695.000,23302,2,GY,1,100,0.458
1738271578.422896,564735.000,23302,2,GY,1,100,0.305
1738271578.462898,564775.000,23317,3,GY,1,100,-0.214
1738271578.502899,564815.000,23317,3,GY,1,100,-1.160
1738271578.542901,564855.000,23317,3,GY,1,100,-1.373
1738271578.582902,564895.000,23335,3,GY,1,100,-0.519
1738271578.622904,564935.000,23335,3,GY,1,100,0.427
1738271578.662906,564975.000,23335,3,GY,1,100,-1.617
1738271578.702907,565015.000,23351,2,GY,1,100,-3.632
1738271578.742909,565055.000,23351,2,GY,1,100,-2.808
1738271578.782910,565095.000,23368,3,GY,1,100,-2.899
1738271578.822912,565135.000,23368,3,GY,1,100,-1.038
1738271578.862914,565175.000,23368,3,GY,1,100,-1.862
1738271578.902915,565215.000,23386,2,GY,1,100,-2.441
1738271578.942917,565255.000,23386,2,GY,1,100,-1.984
1738271578.982919,565295.000,23403,3,GY,1,100,-2.686
1738271579.022920,565335.000,23403,3,GY,1,100,-1.770
1738271579.062922,565375.000,23403,3,GY,1,100,1.953
1738271579.102923,565415.000,23424,2,GY,1,100,1.007
1738271579.142925,565455.000,23424,2,GY,1,100,0.549
1738271579.182927,565495.000,23442,3,GY,1,100,2.655
1738271579.222928,565535.000,23442,3,GY,1,100,2.655
1738271579.262930,565575.000,23442,3,GY,1,100,1.343
1738271579.302932,565615.000,23457,2,GY,1,100,1.068
1738271579.342933,565655.000,23457,2,GY,1,100,2.106
1738271579.387268,565699.333,23474,3,GY,1,100,2.045
1738271579.431603,565743.667,23474,3,GY,1,100,1.282
1738271579.475939,565788.000,23474,3,GY,1,100,0.793
1738271579.515940,565828.000,23490,2,GY,1,100,0.153
1738271579.555942,565868.000,23490,2,GY,1,100,-0.122
1738271579.595943,565908.000,23508,3,GY,1,100,0.000
1738271579.635945,565948.000,23508,3,GY,1,100,0.244
1738271579.675946,565988.000,23508,3,GY,1,100,0.244
1738271579.715948,566028.000,23525,2,GY,1,100,0.793
1738271579.755950,566068.000,23525,2,GY,1,100,0.702
1738271579.795951,566108.000,23542,3,GY,1,100,0.671
1738271579.835953,566148.000,23542,3,GY,1,100,0.488
1738271579.875955,566188.000,23542,3,GY,1,100,-0.427
1738271579.915956,566228.000,23559,2,GY,1,100,-0.397
1738271579.955958,566268.000,23559,2,GY,1,100,-0.122
1738271579.995960,566308.000,23576,3,GY,1,100,-0.397
1738271580.035961,566348.000,23576,3,GY,1,100,-0.732
1738271580.075963,566388.000,23576,3,GY,1,100,-0.885
1738271580.115964,566428.000,23592,2,GY,1,100,-1.038
1738271580.155966,566468.000,23592,2,GY,1,100,-1.068
1738271580.195968,566508.000,23609,3,GY,1,100,0.122
1738271580.235969,566548.000,23609,3,GY,1,100,1.312
1738271580.275971,566588.000,23609,3,GY,1,100,1.068
1738271580.315973,566628.000,23627,2,GY,1,100,0.519
1738271580.355974,566668.000,23627,2,GY,1,100,0.183
1738271580.395976,566708.000,23644,3,GY,1,100,-0.336
1738271580.435977,566748.000,23644,3,GY,1,100,-0.458
1738271580.475979,566788.000,23644,3,GY,1,100,0.427
1738271580.515980,566828.000,23660,2,GY,1,100,1.129
1738271580.555982,566868.000,23660,2,GY,1,100,0.397
1738271580.595984,566908.000,23677,3,GY,1,100,0.244
1738271580.635985,566948.000,23677,3,GY,1,100,1.160
1738271580.675987,566988.000,23677,3,GY,1,100,0.916
1738271580.715989,567028.000,23693,2,GY,1,100,0.275
1738271580.755990,567068.000,23693,2,GY,1,100,0.366
1738271580.795992,567108.000,23712,3,GY,1,100,0.122
1738271580.835994,567148.000,23712,3,GY,1,100,-0.092
1738271580.875995,567188.000,23712,3,GY,1,100,-0.214
1738271580.915997,567228.000,23729,3,GY,1,100,-0.244
1738271580.955998,567268.000,23729,3,GY,1,100,0.519
1738271580.996000,567308.000,23729,3,GY,1,100,0.763
1738271581.036002,567348.000,23745,2,GY,1,100,-0.275
1738271581.076003,567388.000,23745,2,GY,1,100,-0.122
1738271581.116005,567428.000,23761,3,GY,1,100,0.031
1738271581.156006,567468.000,23761,3,GY,1,100,-0.122
1738271581.196008,567508.000,23761,3,GY,1,100,-0.061
1738271581.236010,567548.000,23779,2,GY,1,100,0.244
1738271581.276011,567588.000,23779,2,GY,1,100,0.336
1738271581.316013,567628.000,23795,3,GY,1,100,0.092
1738271581.356014,567668.000,23795,3,GY,1,100,0.183
1738271581.396016,567708.000,23795,3,GY,1,100,0.366
1738271581.436018,567748.000,23811,2,GY,1,100,0.183
1738271581.476019,567788.000,23811,2,GY,1,100,-0.092
1738271581.516021,567828.000,23828,3,GY,1,100,0.000
1738271581.556023,567868.000,23828,3,GY,1,100,-0.641
1738271581.596024,567908.000,23828,3,GY,1,100,-1.038
1738271581.636026,567948.000,23845,2,GY,1,100,-0.824
1738271581.676028,567988.000,23845,2,GY,1,100,-0.427
1738271581.716029,568028.000,23861,3,GY,1,100,-0.275
1738271581.756031,568068.000,23861,3,GY,1,100,0.214
1738271581.796032,568108.000,23861,3,GY,1,100,-0.183
1738271581.836034,568148.000,23877,3,GY,1,100,-0.610
1738271581.876035,568188.000,23877,3,GY,1,100,0.519
1738271581.916037,568228.000,23877,3,GY,1,100,1.221
1738271581.956039,568268.000,23894,2,GY,1,100,1.312
1738271581.996040,568308.000,23894,2,GY,1,100,1.709
1738271582.036042,568348.000,23911,3,GY,1,100,1.038
1738271582.076044,568388.000,23911,3,GY,1,100,0.153
1738271582.116045,568428.000,23911,3,GY,1,100,0.305
1738271582.156047,568468.000,23927,2,GY,1,100,0.366
1738271582.196048,568508.000,23927,2,GY,1,100,0.122
1738271582.242550,568554.500,23945,2,GY,1,100,-0.977
1738271582.289052,568601.000,23945,2,GY,1,100,-1.190
1738271582.329054,568641.000,23960,3,GY,1,100,-0.580
1738271582.369056,568681.000,23960,3,GY,1,100,-0.488
1738271582.409057,568721.000,23960,3,GY,1,100,-0.275
1738271582.449059,568761.000,23977,2,GY,1,100,0.183
1738271582.489060,568801.000,23977,2,GY,1,100,0.427
1738271582.529062,568841.000,23994,3,GY,1,100,0.183
1738271582.569064,568881.000,23994,3,GY,1,100,0.305
1738271582.609065,568921.000,23994,3,GY,1,100,0.977
1738271582.649067,568961.000,24011,3,GY,1,100,0.671
1738271582.689068,569001.000,24011,3,GY,1,100,0.366
1738271582.729070,569041.000,24011,3,GY,1,100,0.427
1738271582.769072,569081.000,24026,2,GY,1,100,-0.732
1738271582.809073,569121.000,24026,2,GY,1,100,-0.763
1738271582.849075,569161.000,24044,3,GY,1,100,-0.122
1738271582.889076,569201.000,24044,3,GY,1,100,0.519
1738271582.929078,569241.000,24044,3,GY,1,100,0.702
1738271582.969080,569281.000,24060,2,GY,1,100,-0.092
1738271583.009081,569321.000,24060,2,GY,1,100,-0.275
1738271583.049083,569361.000,24079,3,GY,1,100,0.336
1738271583.089085,569401.000,24079,3,GY,1,100,0.916
1738271583.129086,569441.000,24079,3,GY,1,100,1.678
1738271583.169088,569481.000,24094,2,GY,1,100,1.404
1738271583.209090,569521.000,24094,2,GY,1,100,0.183
1738271583.249091,569561.000,24112,3,GY,1,100,-0.458
1738271583.289093,569601.000,24112,3,GY,1,100,-0.397
1738271583.329094,569641.000,24112,3,GY,1,100,0.488
1738271583.369096,569681.000,24128,2,GY,1,100,1.160
1738271583.409097,569721.000,24128,2,GY,1,100,1.007
1738271583.449099,569761.000,24145,3,GY,1,100,1.068
1738271583.489101,569801.000,24145,3,GY,1,100,0.610
1738271583.529102,569841.000,24145,3,GY,1,100,0.671
1738271583.569104,569881.000,24161,2,GY,1,100,0.824
1738271583.609106,569921.000,24161,2,GY,1,100,0.427
1738271583.649107,569961.000,24178,3,GY,1,100,0.336
1738271583.689109,570001.000,24178,3,GY,1,100,0.610
1738271583.729110,570041.000,24178,3,GY,1,100,0.916
1738271583.769112,570081.000,24194,2,GY,1,100,0.793
1738271583.809114,570121.000,24194,2,GY,1,100,0.580
1738271583.849115,570161.000,24212,3,GY,1,100,0.702
1738271583.889117,570201.000,24212,3,GY,1,100,0.824
1738271583.929119,570241.000,24212,3,GY,1,100,0.916
1738271583.969120,570281.000,24227,3,GY,1,100,1.129
1738271584.009122,570321.000,24227,3,GY,1,100,0.671
1738271584.049124,570361.000,24227,3,GY,1,100,0.458
1738271584.089125,570401.000,24244,2,GY,1,100,0.458
1738271584.129127,570441.000,24244,2,GY,1,100,0.580
1738271584.169128,570481.000,24266,3,GY,1,100,0.610
1738271584.209130,570521.000,24266,3,GY,1,100,0.854
1738271584.249131,570561.000,24266,3,GY,1,100,1.007
1738271584.289133,570601.000,24283,2,GY,1,100,1.160
1738271584.329135,570641.000,24283,2,GY,1,100,1.099
1738271584.369136,570681.000,24299,3,GY,1,100,1.038
1738271584.409138,570721.000,24299,3,GY,1,100,1.282
1738271584.449140,570761.000,24299,3,GY,1,100,1.251
1738271584.489141,570801.000,24315,3,GY,1,100,1.404
1738271584.529143,570841.000,24315,3,GY,1,100,1.526
1738271584.569144,570881.000,24315,3,GY,1,100,1.434
1738271584.609146,570921.000,24332,2,GY,1,100,1.495
1738271584.649148,570961.000,24332,2,GY,1,100,1.617
1738271584.689149,571001.000,24349,3,GY,1,100,1.495
1738271584.729151,571041.000,24349,3,GY,1,100,0.458
1738271584.769153,571081.000,24349,3,GY,1,100,-0.092
1738271584.809154,571121.000,24365,2,GY,1,100,-1.495
1738271584.849156,571161.000,24365,2,GY,1,100,-0.092
1738271584.889157,571201.000,24382,2,GY,1,100,1.312
1738271584.929159,571241.000,24382,2,GY,1,100,-0.885
1738271584.973494,571285.333,24398,3,GY,1,100,0.427
1738271585.017829,571329.667,24398,3,GY,1,100,0.244
1738271585.062164,571374.000,24398,3,GY,1,100,0.183
1738271585.102166,571414.000,24415,3,GY,1,100,0.519
1738271585.142168,571454.000,24415,3,GY,1,100,0.092
1738271585.182169,571494.000,24415,3,GY,1,100,0.458
1738271585.222171,571534.000,24432,2,GY,1,100,0.183
1738271585.262172,571574.000,24432,2,GY,1,100,0.854
1738271585.302174,571614.000,24450,3,GY,1,100,0.275
1738271585.342176,571654.000,24450,3,GY,1,100,0.336
1738271585.382177,571694.000,24450,3,GY,1,100,1.343
1738271585.422179,571734.000,24466,2,GY,1,100,1.617
1738271585.462181,571774.000,24466,2,GY,1,100,1.465
1738271585.502182,571814.000,24483,3,GY,1,100,0.366
1738271585.542184,571854.000,24483,3,GY,1,100,-0.183
1738271585.582186,571894.000,24483,3,GY,1,100,-1.160
1738271585.622187,571934.000,24500,2,GY,1,100,-1.434
1738271585.662189,571974.000,24500,2,GY,1,100,-0.092
1738271585.702190,572014.000,24517,3,GY,1,100,0.153
1738271585.742192,572054.000,24517,3,GY,1,100,0.793
1738271585.782193,572094.000,24517,3,GY,1,100,1.617
1738271585.822195,572134.000,24532,2,GY,1,100,2.045
1738271585.862197,572174.000,24532,2,GY,1,100,1.556
1738271585.902198,572214.000,24550,3,GY,1,100,0.153
1738271585.942200,572254.000,24550,3,GY,1,100,-1.556
1738271585.982202,572294.000,24550,3,GY,1,100,-1.648
1738271586.022203,572334.000,24568,2,GY,1,100,-0.610
1738271586.062205,572374.000,24568,2,GY,1,100,0.366
1738271586.102206,572414.000,24585,3,GY,1,100,1.617
1738271586.142208,572454.000,24585,3,GY,1,100,0.977
1738271586.182210,572494.000,24585,3,GY,1,100,0.702
1738271586.222211,572534.000,24601,2,GY,1,100,0.092
1738271586.262213,572574.000,24601,2,GY,1,100,-1.099
1738271586.302215,572614.000,24618,3,GY,1,100,-1.648
1738271586.342216,572654.000,24618,3,GY,1,100,-1.160
1738271586.382218,572694.000,24618,3,GY,1,100,-0.519
1738271586.422220,572734.000,24634,2,GY,1,100,0.427
1738271586.462221,572774.000,24634,2,GY,1,100,0.732
1738271586.502223,572814.000,24652,3,GY,1,100,0.275
1738271586.542224,572854.000,24652,3,GY,1,100,-0.244
1738271586.582226,572894.000,24652,3,GY,1,100,-0.214
1738271586.622227,572934.000,24667,3,GY,1,100,-0.427
1738271586.662229,572974.000,24667,3,GY,1,100,-0.519
1738271586.702231,573014.000,24667,3,GY,1,100,0.183
1738271586.742232,573054.000,24684,2,GY,1,100,0.092
1738271586.782234,573094.000,24684,2,GY,1,100,0.397
1738271586.822236,573134.000,24700,3,GY,1,100,0.610
1738271586.862237,573174.000,24700,3,GY,1,100,0.610
1738271586.902239,573214.000,24700,3,GY,1,100,0.641
1738271586.942240,573254.000,24718,2,GY,1,100,0.244
1738271586.982242,573294.000,24718,2,GY,1,100,-0.397
1738271587.022244,573334.000,24733,3,GY,1,100,-0.916
1738271587.062245,573374.000,24733,3,GY,1,100,-1.129
1738271587.102247,573414.000,24733,3,GY,1,100,-0.427
1738271587.142249,573454.000,24750,2,GY,1,100,0.061
1738271587.182250,573494.000,24750,2,GY,1,100,0.000
1738271587.222252,573534.000,24767,3,GY,1,100,0.946
1738271587.262253,573574.000,24767,3,GY,1,100,1.160
1738271587.302255,573614.000,24767,3,GY,1,100,0.214
1738271587.342257,573654.000,24784,2,GY,1,100,-0.488
1738271587.382258,573694.000,24784,2,GY,1,100,-0.488
1738271587.422260,573734.000,24799,3,GY,1,100,-0.549
1738271587.462261,573774.000,24799,3,GY,1,100,-0.702
1738271587.502263,573814.000,24799,3,GY,1,100,-0.641
1738271587.542265,573854.000,24817,2,GY,1,100,-0.305
1738271587.582266,573894.000,24817,2,GY,1,100,0.214
1738271587.622268,573934.000,24833,3,GY,1,100,0.793
1738271587.662270,573974.000,24833,3,GY,1,100,0.977
1738271587.702271,574014.000,24833,3,GY,1,100,1.068
1738271587.748773,574060.500,24850,2,GY,1,100,0.793
1738271587.795275,574107.000,24850,2,GY,1,100,-0.122
1738271587.835277,574147.000,24866,3,GY,1,100,-0.671
1738271587.875278,574187.000,24866,3,GY,1,100,-0.458
1738271587.915280,574227.000,24866,3,GY,1,100,-0.305
1738271587.955281,574267.000,24883,2,GY,1,100,0.031
1738271587.995283,574307.000,24883,2,GY,1,100,0.336
1738271588.035285,574347.000,24899,3,GY,1,100,0.763
1738271588.075286,574387.000,24899,3,GY,1,100,0.641
1738271588.115288,574427.000,24899,3,GY,1,100,0.519
1738271588.155289,574467.000,24916,2,GY,1,100,0.275
1738271588.195291,574507.000,24916,2,GY,1,100,-0.061
1738271588.235293,574547.000,24933,3,GY,1,100,0.549
1738271588.275294,574587.000,24933,3,GY,1,100,0.092
1738271588.315296,574627.000,24933,3,GY,1,100,-0.824
1738271588.355298,574667.000,24949,2,GY,1,100,-1.343
1738271588.395299,574707.000,24949,2,GY,1,100,-2.014
1738271588.435301,574747.000,24965,3,GY,1,100,0.092
1738271588.475302,574787.000,24965,3,GY,1,100,-0.061
1738271588.515304,574827.000,24965,3,GY,1,100,-0.458
1738271588.555306,574867.000,24983,2,GY,1,100,0.092
1738271588.595307,574907.000,24983,2,GY,1,100,0.336
1738271588.635309,574947.000,24999,3,GY,1,100,0.366
1738271588.675311,574987.000,24999,3,GY,1,100,0.244
1738271588.715312,575027.000,24999,3,GY,1,100,0.305
1738271588.755314,575067.000,25015,3,GY,1,100,0.336
1738271588.795315,575107.000,25015,3,GY,1,100,0.214
1738271588.835317,575147.000,25015,3,GY,1,100,0.214
1738271588.875319,575187.000,25032,2,GY,1,100,0.458
1738271588.915320,575227.000,25032,2,GY,1,100,0.549
1738271588.955322,575267.000,25049,3,GY,1,100,0.885
1738271588.995323,575307.000,25049,3,GY,1,100,0.305
1738271589.035325,575347.000,25049,3,GY,1,100,0.275
1738271589.075327,575387.000,25065,2,GY,1,100,0.580
1738271589.115328,575427.000,25065,2,GY,1,100,0.580
1738271589.155330,575467.000,25081,3,GY,1,100,0.549
1738271589.195332,575507.000,25081,3,GY,1,100,0.763
1738271589.235333,575547.000,25081,3,GY,1,100,0.610
1738271589.275335,575587.000,25098,2,GY,1,100,0.458
1738271589.315336,575627.000,25098,2,GY,1,100,0.641
1738271589.355338,575667.000,25120,4,GY,1,100,0.610
1738271589.395340,575707.000,25120,4,GY,1,100,0.580
1738271589.435341,575747.000,25120,4,GY,1,100,0.580
1738271589.475343,575787.000,25120,4,GY,1,100,0.336
1738271589.515345,575827.000,25136,2,GY,1,100,0.214
1738271589.555346,575867.000,25136,2,GY,1,100,-0.031
1738271589.595348,575907.000,25154,3,GY,1,100,-0.305
1738271589.635349,575947.000,25154,3,GY,1,100,-0.305
1738271589.675351,575987.000,25154,3,GY,1,100,-0.305
1738271589.715353,576027.000,25170,2,GY,1,100,-0.031
1738271589.755354,576067.000,25170,2,GY,1,100,-0.061
1738271589.795356,576107.000,25186,3,GY,1,100,0.397
1738271589.835357,576147.000,25186,3,GY,1,100,0.702
1738271589.875359,576187.000,25186,3,GY,1,100,0.214
1738271589.915361,576227.000,25203,2,GY,1,100,-0.122
1738271589.955362,576267.000,25203,2,GY,1,100,0.092
1738271589.995364,576307.000,25220,3,GY,1,100,0.000
1738271590.035366,576347.000,25220,3,GY,1,100,0.122
1738271590.075367,576387.000,25220,3,GY,1,100,0.305
1738271590.115369,576427.000,25236,3,GY,1,100,0.458
1738271590.155370,576467.000,25236,3,GY,1,100,0.336
1738271590.195372,576507.000,25236,3,GY,1,100,0.214
1738271590.235374,576547.000,25253,2,GY,1,100,0.305
1738271590.275375,576587.000,25253,2,GY,1,100,0.244
1738271590.315377,576627.000,25271,3,GY,1,100,0.122
1738271590.355378,576667.000,25271,3,GY,1,100,0.305
1738271590.395380,576707.000,25271,3,GY,1,100,0.336
1738271590.435382,576747.000,25288,2,GY,1,100,0.153
1738271590.475383,576787.000,25288,2,GY,1,100,0.275
1738271590.521885,576833.500,25305,2,GY,1,100,0.366
1738271590.568387,576880.000,25305,2,GY,1,100,0.275
1738271590.608389,576920.000,25321,3,GY,1,100,0.244
1738271590.648390,576960.000,25321,3,GY,1,100,0.153
1738271590.688392,577000.000,25321,3,GY,1,100,0.397
1738271590.728394,577040.000,25337,2,GY,1,100,0.549
1738271590.768395,577080.000,25337,2,GY,1,100,0.397
1738271590.808397,577120.000,25354,3,GY,1,100,-0.031
1738271590.848398,577160.000,25354,3,GY,1,100,0.183
1738271590.888400,577200.000,25354,3,GY,1,100,0.122
1738271590.928402,577240.000,25371,2,GY,1,100,0.244
1738271590.968403,577280.000,25371,2,GY,1,100,0.305
1738271591.008405,577320.000,25387,3,GY,1,100,0.458
1738271591.048407,577360.000,25387,3,GY,1,100,0.305
1738271591.088408,577400.000,25387,3,GY,1,100,0.305
1738271591.128910,577440.500,25403,2,GY,1,100,0.153
1738271591.169411,577481.000,25403,2,GY,1,100,0.275
1738271591.209080,577520.667,25421,3,GY,1,100,0.305
1738271591.248748,577560.333,25421,3,GY,1,100,0.183
1738271591.288416,577600.000,25421,3,GY,1,100,0.244
1738271591.328418,577640.000,25437,3,GY,1,100,0.336
1738271591.368419,577680.000,25437,3,GY,1,100,0.397
1738271591.408421,577720.000,25437,3,GY,1,100,0.427
1738271591.448423,577760.000,25453,2,GY,1,100,0.275
1738271591.488424,577800.000,25453,2,GY,1,100,0.336
1738271591.528426,577840.000,25470,3,GY,1,100,0.336
1738271591.568428,577880.000,25470,3,GY,1,100,0.244
1738271591.608429,577920.000,25470,3,GY,1,100,0.671
1738271591.648431,577960.000,25487,2,GY,1,100,0.366
1738271591.688432,578000.000,25487,2,GY,1,100,0.061
1738271591.728434,578040.000,25503,3,GY,1,100,0.305
1738271591.768436,578080.000,25503,3,GY,1,100,0.275
1738271591.808437,578120.000,25503,3,GY,1,100,0.305
1738271591.848439,578160.000,25520,2,GY,1,100,0.336
1738271591.888440,578200.000,25520,2,GY,1,100,0.244
1738271591.928442,578240.000,25536,3,GY,1,100,0.183
1738271591.968444,578280.000,25536,3,GY,1,100,0.244
1738271592.008445,578320.000,25536,3,GY,1,100,0.183
1738271592.048447,578360.000,25553,2,GY,1,100,0.275
1738271592.088449,578400.000,25553,2,GY,1,100,0.214
1738271592.128450,578440.000,25569,3,GY,1,100,0.275
1738271592.168452,578480.000,25569,3,GY,1,100,0.092
1738271592.208453,578520.000,25569,3,GY,1,100,0.183
1738271592.248455,578560.000,25587,3,GY,1,100,0.458
1738271592.288457,578600.000,25587,3,GY,1,100,0.244
1738271592.328458,578640.000,25587,3,GY,1,100,0.275
1738271592.368460,578680.000,25602,2,GY,1,100,0.275
1738271592.408462,578720.000,25602,2,GY,1,100,0.183
1738271592.448463,578760.000,25619,3,GY,1,100,0.519
1738271592.488465,578800.000,25619,3,GY,1,100,0.336
1738271592.528466,578840.000,25619,3,GY,1,100,0.031
1738271592.568468,578880.000,25636,2,GY,1,100,0.061
1738271592.608469,578920.000,25636,2,GY,1,100,0.275
1738271592.648471,578960.000,25653,3,GY,1,100,0.397
1738271592.688473,579000.000,25653,3,GY,1,100,0.366
1738271592.728474,579040.000,25653,3,GY,1,100,0.427
1738271592.768476,579080.000,25668,2,GY,1,100,0.305
1738271592.808478,579120.000,25668,2,GY,1,100,0.214
1738271592.848479,579160.000,25686,3,GY,1,100,0.244
1738271592.888481,579200.000,25686,3,GY,1,100,0.275
1738271592.928483,579240.000,25686,3,GY,1,100,0.183
1738271592.968484,579280.000,25702,2,GY,1,100,0.153
