LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738271574.024718,560337.000,22566,2,AK,1,100,21779
1738271574.024718,560337.000,22566,2,AK,1,100,RD
1738271574.033718,560346.000,22569,2,AK,1,100,22567
1738271574.042719,560355.000,22569,2,AK,1,100,RD
1738271576.587322,562899.500,23409,2,AK,1,100,22567
1738271579.131925,565444.000,23409,2,AK,1,100,RD
1738271579.144425,565456.500,23412,2,AK,1,100,23410
1738271579.156926,565469.000,23412,2,AK,1,100,RD
1738271581.699028,568011.000,24250,2,AK,1,100,23410
1738271584.241131,570553.000,24250,2,AK,1,100,RD
1738271584.254632,570566.500,24253,2,AK,1,100,24251
1738271584.268132,570580.000,24253,2,AK,1,100,RD
1738271586.828736,573140.500,25104,2,AK,1,100,24251
1738271589.389339,575701.000,25104,2,AK,1,100,RD
1738271589.434341,575746.000,25107,2,AK,1,100,25105
1738271589.479343,575791.000,25107,2,AK,1,100,RD
1738271591.993945,578305.500,25940,2,AK,1,100,25105
1738271594.508546,580820.000,25940,2,AK,1,100,RD
1738271594.516547,580828.000,25943,2,AK,1,100,25941
1738271594.524547,580836.000,25943,2,AK,1,100,RD
1738271597.070150,583381.500,26776,2,AK,1,100,25941
1738271599.615753,585927.000,26776,2,AK,1,100,RD
1738271599.630254,585941.500,26779,2,AK,1,100,26777
1738271599.644754,585956.000,26779,2,AK,1,100,RD
1738271602.184357,588495.500,27612,2,AK,1,100,26777
1738271604.723960,591035.000,27612,2,AK,1,100,RD
1738271604.734960,591046.000,27615,2,AK,1,100,27613
1738271604.745960,591057.000,27615,2,AK,1,100,RD
1738271607.307564,593618.500,28471,2,AK,1,100,27613
1738271609.869168,596180.000,28471,2,AK,1,100,RD
1738271612.435771,598746.500,29309,2,AK,1,100,28472
1738271615.002375,601313.000,29309,2,AK,1,100,RD
1738271615.003375,601314.000,29311,2,AK,1,100,28472
1738271615.004375,601315.000,29311,2,AK,1,100,RD
1738271617.569479,603880.000,30151,2,AK,1,100,29312
1738271620.134583,606445.000,30151,2,AK,1,100,RD
1738271620.135583,606446.000,30153,2,AK,1,100,29312
1738271620.136583,606447.000,30153,2,AK,1,100,RD
1738271620.182085,606492.500,30156,2,AK,1,100,30154
1738271620.227587,606538.000,30156,2,AK,1,100,RD
1738271622.744188,609054.500,30998,2,AK,1,100,30154
1738271625.260790,611571.000,30998,2,AK,1,100,RD
1738271625.280291,611590.500,31001,2,AK,1,100,30999
1738271625.299792,611610.000,31001,2,AK,1,100,RD
1738271627.834394,614144.500,31841,2,AK,1,100,30999
1738271630.368997,616679.000,31841,2,AK,1,100,RD
1738271632.923100,619233.000,32682,2,AK,1,100,31842
1738271635.477203,621787.000,32682,2,AK,1,100,RD
1738271635.478203,621788.000,32684,2,AK,1,100,31842
1738271635.479203,621789.000,32684,2,AK,1,100,RD
1738271635.504205,621814.000,32687,2,AK,1,100,32685
1738271635.529205,621839.000,32687,2,AK,1,100,RD
1738271638.058308,624368.000,33529,2,AK,1,100,32685
1738271640.587410,626897.000,33529,2,AK,1,100,RD
1738271640.600910,626910.500,33532,2,AK,1,100,33530
1738271640.614411,626924.000,33532,2,AK,1,100,RD
1738271643.166514,629476.000,34378,2,AK,1,100,33530
1738271645.718617,632028.000,34378,2,AK,1,100,RD
1738271645.726118,632035.500,34381,2,AK,1,100,34379
1738271645.733618,632043.000,34381,2,AK,1,100,RD
1738271648.280221,634589.500,35225,2,AK,1,100,34379
1738271650.826824,637136.000,35225,2,AK,1,100,RD
1738271653.393428,639702.500,36067,2,AK,1,100,35226
1738271655.960032,642269.000,36067,2,AK,1,100,RD
1738271655.963032,642272.000,36069,2,AK,1,100,35226
1738271655.966032,642275.000,36069,2,AK,1,100,RD
1738271658.529636,644838.500,36913,2,AK,1,100,36070
1738271661.093239,647402.000,36913,2,AK,1,100,RD
1738271661.096239,647405.000,36915,2,AK,1,100,36070
1738271661.099240,647408.000,36915,2,AK,1,100,RD
1738271661.126241,647435.000,36918,2,AK,1,100,36916
1738271661.153242,647462.000,36918,2,AK,1,100,RD
1738271663.686344,649995.000,37758,2,AK,1,100,36916
1738271666.219447,652528.000,37758,2,AK,1,100,RD
1738271668.778550,655087.000,38596,2,AK,1,100,37759
1738271671.337654,657646.000,38596,2,AK,1,100,RD
1738271671.339154,657647.500,38598,2,AK,1,100,37759
1738271671.340654,657649.000,38598,2,AK,1,100,RD
1738271673.900257,660208.500,39437,2,AK,1,100,38599
1738271676.459861,662768.000,39437,2,AK,1,100,RD
1738271676.460861,662769.000,39439,2,AK,1,100,38599
1738271676.461861,662770.000,39439,2,AK,1,100,RD
1738271676.497862,662806.000,39442,2,AK,1,100,39440
1738271676.533864,662842.000,39442,2,AK,1,100,RD
1738271679.057966,665366.000,40285,2,AK,1,100,39440
1738271681.582068,667890.000,40285,2,AK,1,100,RD
1738271681.593568,667901.500,40288,2,AK,1,100,40286
1738271681.605069,667913.000,40288,2,AK,1,100,RD
1738271684.152672,670460.500,41127,2,AK,1,100,40286
1738271686.700275,673008.000,41127,2,AK,1,100,RD
1738271686.710275,673018.000,41130,2,AK,1,100,41128
1738271686.720276,673028.000,41130,2,AK,1,100,RD
1738271689.277879,675585.500,41967,2,AK,1,100,41128
1738271691.835483,678143.000,41967,2,AK,1,100,RD
1738271694.403586,680711.000,42807,2,AK,1,100,41968
1738271696.971690,683279.000,42807,2,AK,1,100,RD
1738271696.974190,683281.500,42809,2,AK,1,100,41968
1738271696.976691,683284.000,42809,2,AK,1,100,RD
1738271699.534794,685842.000,43653,2,AK,1,100,42810
1738271702.092897,688400.000,43653,2,AK,1,100,RD
1738271702.095897,688403.000,43655,2,AK,1,100,42810
1738271702.098898,688406.000,43655,2,AK,1,100,RD
1738271702.132399,688439.500,43658,2,AK,1,100,43656
1738271702.165900,688473.000,43658,2,AK,1,100,RD
1738271704.691503,690998.500,44496,2,AK,1,100,43656
1738271707.217105,693524.000,44496,2,AK,1,100,RD
1738271707.251606,693558.500,44499,2,AK,1,100,44497
1738271707.286108,693593.000,44499,2,AK,1,100,RD
1738271709.815210,696122.000,45338,2,AK,1,100,44497
1738271712.344312,698651.000,45338,2,AK,1,100,RD
1738271712.387314,698694.000,45341,2,AK,1,100,45339
1738271712.430315,698737.000,45341,2,AK,1,100,RD
1738271714.950917,701257.500,46179,2,AK,1,100,45339
1738271717.471519,703778.000,46179,2,AK,1,100,RD
1738271717.511021,703817.500,46182,2,AK,1,100,46180
1738271717.550523,703857.000,46182,2,AK,1,100,RD
1738271720.071625,706378.000,47018,2,AK,1,100,46180
1738271722.592726,708899.000,47018,2,AK,1,100,RD
1738271722.603727,708910.000,47021,2,AK,1,100,47019
1738271722.614727,708921.000,47021,2,AK,1,100,RD
1738271725.168831,711475.000,47863,2,AK,1,100,47019
1738271727.722934,714029.000,47863,2,AK,1,100,RD
1738271727.735934,714042.000,47866,2,AK,1,100,47864
1738271727.748935,714055.000,47866,2,AK,1,100,RD
1738271730.302038,716608.000,48700,2,AK,1,100,47864
1738271732.855141,719161.000,48700,2,AK,1,100,RD
1738271735.412745,721718.500,49537,2,AK,1,100,48701
1738271737.970348,724276.000,49537,2,AK,1,100,RD
1738271737.972848,724278.500,49539,2,AK,1,100,48701
1738271737.975348,724281.000,49539,2,AK,1,100,RD
1738271740.541452,726847.000,50372,2,AK,1,100,49540
1738271743.107556,729413.000,50372,2,AK,1,100,RD
1738271743.108556,729414.000,50374,2,AK,1,100,49540
1738271743.109556,729415.000,50374,2,AK,1,100,RD
1738271745.674660,731980.000,51220,2,AK,1,100,50375
1738271748.239764,734545.000,51220,2,AK,1,100,RD
1738271748.241264,734546.500,51222,2,AK,1,100,50375
1738271748.242764,734548.000,51222,2,AK,1,100,RD
1738271748.278765,734584.000,51225,2,AK,1,100,51223
1738271748.314767,734620.000,51225,2,AK,1,100,RD
1738271750.841869,737147.000,52062,2,AK,1,100,51223
1738271753.368971,739674.000,52062,2,AK,1,100,RD
1738271753.404973,739710.000,52065,2,AK,1,100,52063
1738271753.440974,739746.000,52065,2,AK,1,100,RD
1738271755.967076,742272.000,52904,2,AK,1,100,52063
1738271758.493178,744798.000,52904,2,AK,1,100,RD
1738271758.502679,744807.500,52907,2,AK,1,100,52905
1738271758.512179,744817.000,52907,2,AK,1,100,RD
1738271761.072283,747377.000,53748,2,AK,1,100,52905
1738271763.632386,749937.000,53748,2,AK,1,100,RD
1738271763.650887,749955.500,53751,2,AK,1,100,53749
1738271763.669388,749974.000,53751,2,AK,1,100,RD
