LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1738271574.261728,560574.000,22603,1,SF,1,100,0.3873
1738271574.594741,560907.000,22653,1,SF,1,100,0.3828
1738271574.994757,561307.000,22719,1,SF,1,100,0.3784
1738271575.261768,561574.000,22768,1,SF,1,100,0.3740
1738271575.594782,561907.000,22820,1,SF,1,100,0.3697
1738271575.994798,562307.000,22889,1,SF,1,100,0.3654
1738271576.327811,562640.000,22938,1,SF,1,100,0.3612
1738271576.594822,562907.000,22990,1,SF,1,100,0.3570
1738271576.927835,563240.000,23039,1,SF,1,100,0.3528
1738271577.327852,563640.000,23105,1,SF,1,100,0.3488
1738271577.594862,563907.000,23158,1,SF,1,100,0.3447
1738271577.927876,564240.000,23207,1,SF,1,100,0.3407
1738271578.327892,564640.000,23273,1,SF,1,100,0.3368
1738271578.660906,564973.000,23323,1,SF,1,100,0.3329
1738271578.927916,565240.000,23375,1,SF,1,100,0.3291
1738271579.260930,565573.000,23430,1,SF,1,100,0.3252
1738271579.660946,565973.000,23496,1,SF,1,100,0.3215
1738271579.927957,566240.000,23547,1,SF,1,100,0.3178
1738271580.260970,566573.000,23598,1,SF,1,100,0.3141
1738271580.660986,566973.000,23666,1,SF,1,100,0.3105
1738271580.995000,567307.000,23717,1,SF,1,100,0.3069
1738271581.261011,567573.000,23767,1,SF,1,100,0.3033
1738271581.594024,567906.000,23816,1,SF,1,100,0.2998
1738271581.994040,568306.000,23882,1,SF,1,100,0.2963
1738271582.261051,568573.000,23933,1,SF,1,100,0.2929
1738271582.594064,568906.000,23982,1,SF,1,100,0.2895
1738271582.928078,569240.000,24032,1,SF,1,100,0.2862
1738271583.328094,569640.000,24100,1,SF,1,100,0.2829
1738271583.594105,569906.000,24150,1,SF,1,100,0.2796
1738271583.928118,570240.000,24200,1,SF,1,100,0.2764
1738271584.261132,570573.000,24254,1,SF,1,100,0.2732
1738271584.661148,570973.000,24320,1,SF,1,100,0.2700
1738271584.928159,571240.000,24371,1,SF,1,100,0.2669
1738271585.261173,571573.000,24420,1,SF,1,100,0.2638
1738271585.661189,571973.000,24488,1,SF,1,100,0.2607
1738271585.994202,572306.000,24538,1,SF,1,100,0.2577
1738271586.261213,572573.000,24590,1,SF,1,100,0.2547
1738271586.594226,572906.000,24640,1,SF,1,100,0.2518
1738271586.994242,573306.000,24706,1,SF,1,100,0.2489
1738271587.260253,573572.000,24755,1,SF,1,100,0.2460
1738271587.594267,573906.000,24805,1,SF,1,100,0.2432
1738271587.994283,574306.000,24872,1,SF,1,100,0.2403
1738271588.327296,574639.000,24921,1,SF,1,100,0.2376
1738271588.594307,574906.000,24971,1,SF,1,100,0.2348
1738271588.927321,575239.000,25020,1,SF,1,100,0.2321
1738271589.327337,575639.000,25086,1,SF,1,100,0.2294
1738271589.660350,575972.000,25142,1,SF,1,100,0.2268
1738271589.927361,576239.000,25191,1,SF,1,100,0.2241
1738271590.260375,576572.000,25242,1,SF,1,100,0.2215
1738271590.594388,576906.000,25293,1,SF,1,100,0.2190
1738271590.994404,577306.000,25359,1,SF,1,100,0.2164
1738271591.260415,577572.000,25409,1,SF,1,100,0.2139
1738271591.593429,577905.000,25458,1,SF,1,100,0.2115
1738271591.993445,578305.000,25525,1,SF,1,100,0.2090
1738271592.327458,578639.000,25575,1,SF,1,100,0.2066
1738271592.593469,578905.000,25624,1,SF,1,100,0.2042
1738271592.927483,579239.000,25674,1,SF,1,100,0.2019
1738271593.327499,579639.000,25740,1,SF,1,100,0.1995
