LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738271574.019718,560332.000,22565,1,TL,1,100,2025-01-30_14-12-48-773776
1738271574.041719,560354.000,22568,1,TL,1,100,2025-01-30_14-12-54-032731
1738271579.130924,565443.000,23408,1,TL,1,100,2025-01-30_14-12-54-127271
1738271579.151925,565464.000,23411,1,TL,1,100,2025-01-30_14-12-59-142937
1738271584.239131,570551.000,24249,1,TL,1,100,2025-01-30_14-12-59-198811
1738271584.267132,570579.000,24252,1,TL,1,100,2025-01-30_14-13-04-259502
1738271589.387339,575699.000,25103,1,TL,1,100,2025-01-30_14-13-04-333206
1738271589.478343,575790.000,25106,1,TL,1,100,2025-01-30_14-13-09-460808
1738271594.506546,580818.000,25939,1,TL,1,100,2025-01-30_14-13-09-512136
1738271594.522547,580834.000,25942,1,TL,1,100,2025-01-30_14-13-14-515547
1738271599.614753,585926.000,26775,1,TL,1,100,2025-01-30_14-13-14-585819
1738271599.643754,585955.000,26778,1,TL,1,100,2025-01-30_14-13-19-631828
1738271604.722960,591034.000,27611,1,TL,1,100,2025-01-30_14-13-19-677037
1738271604.743960,591055.000,27614,1,TL,1,100,2025-01-30_14-13-24-733911
1738271609.868168,596179.000,28470,1,TL,1,100,2025-01-30_14-13-24-773074
1738271615.001375,601312.000,29308,1,TL,1,100,2025-01-30_14-13-30-085629
1738271615.003375,601314.000,29310,1,TL,1,100,2025-01-30_14-13-30-087882
1738271620.133583,606444.000,30150,1,TL,1,100,2025-01-30_14-13-35-135802
1738271620.135583,606446.000,30152,1,TL,1,100,2025-01-30_14-13-35-149423
1738271620.225586,606536.000,30155,1,TL,1,100,2025-01-30_14-13-40-217184
1738271625.256790,611567.000,30997,1,TL,1,100,2025-01-30_14-13-40-299395
1738271625.295792,611606.000,31000,1,TL,1,100,2025-01-30_14-13-45-279571
1738271630.367997,616678.000,31840,1,TL,1,100,2025-01-30_14-13-45-355149
1738271635.476203,621786.000,32681,1,TL,1,100,2025-01-30_14-13-50-399825
1738271635.478203,621788.000,32683,1,TL,1,100,2025-01-30_14-13-50-534827
1738271635.528205,621838.000,32686,1,TL,1,100,2025-01-30_14-13-55-521724
1738271640.585410,626895.000,33528,1,TL,1,100,2025-01-30_14-13-55-568901
1738271640.612411,626922.000,33531,1,TL,1,100,2025-01-30_14-14-00-605469
1738271645.716617,632026.000,34377,1,TL,1,100,2025-01-30_14-14-00-742438
1738271645.732618,632042.000,34380,1,TL,1,100,2025-01-30_14-14-05-726509
1738271650.825824,637135.000,35224,1,TL,1,100,2025-01-30_14-14-05-985025
1738271655.959032,642268.000,36066,1,TL,1,100,2025-01-30_14-14-10-883665
1738271655.962032,642271.000,36068,1,TL,1,100,2025-01-30_14-14-11-295236
1738271661.092239,647401.000,36912,1,TL,1,100,2025-01-30_14-14-16-137888
1738271661.094239,647403.000,36914,1,TL,1,100,2025-01-30_14-14-16-141242
1738271661.152242,647461.000,36917,1,TL,1,100,2025-01-30_14-14-21-138658
1738271666.214446,652523.000,37757,1,TL,1,100,2025-01-30_14-14-21-243986
1738271671.333653,657642.000,38595,1,TL,1,100,2025-01-30_14-14-26-230416
1738271671.339654,657648.000,38597,1,TL,1,100,2025-01-30_14-14-26-409976
1738271676.457861,662766.000,39436,1,TL,1,100,2025-01-30_14-14-31-477054
1738271676.460861,662769.000,39438,1,TL,1,100,2025-01-30_14-14-31-480304
1738271676.532864,662841.000,39441,1,TL,1,100,2025-01-30_14-14-36-513707
1738271681.580068,667888.000,40284,1,TL,1,100,2025-01-30_14-14-36-600561
1738271681.600069,667908.000,40287,1,TL,1,100,2025-01-30_14-14-41-593945
1738271686.699275,673007.000,41126,1,TL,1,100,2025-01-30_14-14-41-712089
1738271686.718276,673026.000,41129,1,TL,1,100,2025-01-30_14-14-46-712245
1738271691.832483,678140.000,41966,1,TL,1,100,2025-01-30_14-14-47-026126
1738271696.970690,683278.000,42806,1,TL,1,100,2025-01-30_14-14-51-996270
