LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738271574.054719,560367.000,22576,1,T1,1,100,32.751
1738271574.187725,560500.000,22593,1,T1,1,100,32.751
1738271574.321730,560634.000,22626,1,T1,1,100,32.715
1738271574.454736,560767.000,22642,1,T1,1,100,32.699
1738271574.587741,560900.000,22660,1,T1,1,100,32.834
1738271574.721746,561034.000,22692,1,T1,1,100,32.680
1738271574.854752,561167.000,22708,1,T1,1,100,32.649
1738271574.987757,561300.000,22726,1,T1,1,100,32.706
1738271575.120762,561433.000,22758,1,T1,1,100,32.731
1738271575.254768,561567.000,22775,1,T1,1,100,32.600
1738271575.387773,561700.000,22794,1,T1,1,100,32.650
1738271575.521779,561834.000,22827,1,T1,1,100,32.600
1738271575.654784,561967.000,22843,1,T1,1,100,32.650
1738271575.787789,562100.000,22860,1,T1,1,100,32.848
1738271575.920795,562233.000,22878,1,T1,1,100,32.686
1738271576.054800,562367.000,22911,1,T1,1,100,32.687
1738271576.187805,562500.000,22928,1,T1,1,100,32.687
1738271576.320811,562633.000,22945,1,T1,1,100,32.794
1738271576.454816,562767.000,22977,1,T1,1,100,32.733
1738271576.587822,562900.000,22997,1,T1,1,100,32.707
1738271576.720827,563033.000,23013,1,T1,1,100,32.696
1738271576.854832,563167.000,23046,1,T1,1,100,32.762
1738271576.987838,563300.000,23063,1,T1,1,100,32.826
1738271577.120843,563433.000,23079,1,T1,1,100,32.712
1738271577.254849,563567.000,23112,1,T1,1,100,32.734
1738271577.387854,563700.000,23129,1,T1,1,100,32.672
1738271577.520859,563833.000,23147,1,T1,1,100,32.823
1738271577.654865,563967.000,23180,1,T1,1,100,32.746
1738271577.787870,564100.000,23197,1,T1,1,100,32.855
1738271577.920876,564233.000,23214,1,T1,1,100,32.760
1738271578.054881,564367.000,23246,1,T1,1,100,32.754
1738271578.187886,564500.000,23263,1,T1,1,100,32.823
1738271578.320892,564633.000,23280,1,T1,1,100,32.746
1738271578.454897,564767.000,23297,1,T1,1,100,32.784
1738271578.587903,564900.000,23330,1,T1,1,100,32.765
1738271578.720908,565033.000,23346,1,T1,1,100,32.898
1738271578.853913,565166.000,23363,1,T1,1,100,32.885
1738271578.987919,565300.000,23398,1,T1,1,100,32.773
1738271579.120924,565433.000,23419,1,T1,1,100,32.760
1738271579.253930,565566.000,23437,1,T1,1,100,32.754
1738271579.387935,565700.000,23469,1,T1,1,100,32.858
1738271579.520940,565833.000,23485,1,T1,1,100,32.832
1738271579.653946,565966.000,23503,1,T1,1,100,32.786
1738271579.787951,566100.000,23537,1,T1,1,100,32.801
1738271579.920956,566233.000,23554,1,T1,1,100,32.878
1738271580.053962,566366.000,23571,1,T1,1,100,32.806
1738271580.187967,566500.000,23587,1,T1,1,100,32.845
1738271580.320973,566633.000,23622,1,T1,1,100,32.862
1738271580.453978,566766.000,23639,1,T1,1,100,32.798
1738271580.587983,566900.000,23655,1,T1,1,100,32.806
1738271580.720989,567033.000,23688,1,T1,1,100,32.774
1738271580.853994,567166.000,23707,1,T1,1,100,32.796
1738271580.988000,567300.000,23724,1,T1,1,100,32.805
1738271581.121005,567433.000,23756,1,T1,1,100,32.880
1738271581.254010,567566.000,23774,1,T1,1,100,32.842
1738271581.388016,567700.000,23790,1,T1,1,100,32.861
1738271581.521021,567833.000,23823,1,T1,1,100,32.904
1738271581.654027,567966.000,23840,1,T1,1,100,32.817
1738271581.788032,568100.000,23856,1,T1,1,100,32.956
1738271581.921037,568233.000,23889,1,T1,1,100,32.875
1738271582.054043,568366.000,23906,1,T1,1,100,32.910
1738271582.187048,568499.000,23922,1,T1,1,100,32.748
1738271582.321054,568633.000,23940,1,T1,1,100,32.785
1738271582.454059,568766.000,23972,1,T1,1,100,32.836
1738271582.587064,568899.000,23989,1,T1,1,100,32.787
1738271582.721070,569033.000,24006,1,T1,1,100,32.802
1738271582.854075,569166.000,24039,1,T1,1,100,32.808
1738271582.987081,569299.000,24055,1,T1,1,100,32.846
1738271583.121086,569433.000,24074,1,T1,1,100,32.827
1738271583.254091,569566.000,24107,1,T1,1,100,32.783
