LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738271575.875793,562188,22871,1,HR,1,100,45.03
1738271576.615823,562928,22989,1,HR,1,100,53.04
1738271577.512859,563825,23140,1,HR,1,100,56.41
1738271578.968918,565281,23374,1,HR,1,100,53.07
1738271579.762950,566075,23514,1,HR,1,100,58.15
1738271580.868995,567181,23700,1,HR,1,100,57.46
1738271583.119086,569431,24067,1,HR,1,100,50.67
1738271586.039204,572351,24556,1,HR,1,100,44.01
1738271605.130976,591442,27683,1,HR,1,100,34.93
1738271607.724081,594035,28118,1,HR,1,100,32.34
1738271608.461111,594772,28235,1,HR,1,100,43.42
1738271609.401149,595712,28387,1,HR,1,100,48.11
1738271610.187181,596498,28524,1,HR,1,100,54.29
1738271611.250223,597561,28694,1,HR,1,100,54.93
1738271616.930453,603241,29615,1,HR,1,100,45.08
1738271618.613521,604924,29898,1,HR,1,100,43.10
1738271619.486557,605797,30034,1,HR,1,100,48.85
1738271620.326591,606637,30177,1,HR,1,100,54.06
1738271621.273629,607584,30346,1,HR,1,100,56.23
1738271622.296670,608607,30513,1,HR,1,100,56.80
1738271622.996699,609307,30632,1,HR,1,100,63.51
1738271623.806731,610117,30766,1,HR,1,100,66.06
1738271628.852935,615163,31586,1,HR,1,100,54.04
1738271629.699970,616010,31738,1,HR,1,100,57.90
1738271630.566005,616876,31861,1,HR,1,100,60.54
1738271631.233032,617543,31978,1,HR,1,100,67.29
1738271633.883139,620193,32411,1,HR,1,100,57.41
1738271634.749174,621059,32563,1,HR,1,100,60.15
1738271635.649210,621959,32722,1,HR,1,100,61.77
1738271636.492244,622802,32857,1,HR,1,100,63.91
1738271637.372280,623682,33008,1,HR,1,100,65.04
1738271638.232315,624542,33142,1,HR,1,100,66.27
1738271639.372361,625682,33327,1,HR,1,100,63.34
1738271641.652453,627962,33702,1,HR,1,100,55.17
1738271642.378482,628688,33820,1,HR,1,100,61.43
1738271643.202516,629512,33954,1,HR,1,100,64.04
1738271643.955546,630265,34089,1,HR,1,100,67.58
1738271644.798580,631108,34223,1,HR,1,100,68.63
1738271645.631614,631941,34359,1,HR,1,100,69.44
1738271646.455647,632765,34499,1,HR,1,100,70.27
1738271647.395685,633705,34651,1,HR,1,100,68.99
1738271648.311722,634621,34802,1,HR,1,100,68.31
1738271649.124755,635434,34936,1,HR,1,100,69.80
1738271649.888786,636198,35070,1,HR,1,100,71.83
1738271650.721820,637031,35207,1,HR,1,100,71.93
1738271651.584855,637894,35345,1,HR,1,100,71.63
1738271652.457890,638767,35480,1,HR,1,100,71.04
1738271652.557894,638867,35514,1,HR,1,100,188.59
1738271655.768024,642077,36033,1,HR,1,100,150.87
1738271656.415050,642724,36140,1,HR,1,100,138.18
1738271657.235083,643544,36274,1,HR,1,100,123.73
1738271658.038116,644347,36409,1,HR,1,100,113.11
1738271658.948153,645257,36559,1,HR,1,100,102.79
1738271659.631180,645940,36661,1,HR,1,100,99.56
1738271662.024277,648333,37070,1,HR,1,100,83.03
1738271662.924313,649233,37204,1,HR,1,100,79.56
1738271663.727346,650036,37339,1,HR,1,100,78.55
1738271665.400414,651709,37625,1,HR,1,100,69.17
1738271667.137484,653446,37895,1,HR,1,100,61.51
1738271670.797632,657106,38511,1,HR,1,100,51.51
1738271671.536662,657845,38618,1,HR,1,100,58.33
1738271672.630706,658939,38802,1,HR,1,100,57.71
1738271673.306733,659615,38921,1,HR,1,100,64.79
1738271676.569865,662878,39461,1,HR,1,100,54.51
1738271677.476902,663785,39613,1,HR,1,100,57.21
1738271678.272934,664581,39731,1,HR,1,100,61.37
1738271679.059966,665368,39866,1,HR,1,100,64.83
1738271679.843998,666152,40000,1,HR,1,100,67.52
1738271684.693194,671001,40789,1,HR,1,100,55.28
1738271685.353220,671661,40908,1,HR,1,100,63.51
1738271686.166253,672474,41042,1,HR,1,100,65.86
1738271690.429426,676737,41732,1,HR,1,100,54.38
1738271691.329462,677637,41883,1,HR,1,100,57.11
1738271692.135495,678443,42004,1,HR,1,100,61.09
1738271692.899526,679207,42139,1,HR,1,100,65.29
1738271693.659556,679967,42256,1,HR,1,100,68.33
1738271698.668759,684976,43079,1,HR,1,100,55.82
1738271699.258783,685566,43179,1,HR,1,100,66.41
1738271700.061815,686369,43314,1,HR,1,100,68.32
1738271700.961852,687269,43467,1,HR,1,100,68.12
1738271701.688881,687996,43586,1,HR,1,100,71.50
1738271704.992015,691299,44125,1,HR,1,100,59.67
1738271705.858050,692165,44261,1,HR,1,100,61.92
1738271706.685083,692992,44412,1,HR,1,100,64.62
1738271707.428113,693735,44519,1,HR,1,100,68.28
1738271708.285148,694592,44670,1,HR,1,100,68.79
1738271711.461276,697768,45188,1,HR,1,100,57.74
1738271712.351312,698658,45344,1,HR,1,100,60.06
1738271713.258349,699565,45478,1,HR,1,100,61.53
1738271713.674366,699981,45563,1,HR,1,100,79.60
1738271720.807654,707114,46718,1,HR,1,100,63.80
1738271721.567685,707874,46852,1,HR,1,100,67.40
1738271722.653729,708960,47024,1,HR,1,100,64.77
1738271723.200751,709507,47109,1,HR,1,100,75.07
1738271724.270794,710577,47294,1,HR,1,100,70.96
1738271726.720893,713027,47696,1,HR,1,100,60.68
1738271728.540967,714847,48001,1,HR,1,100,54.56
1738271736.213277,722519,49237,1,HR,1,100,44.19
1738271744.132598,730438,50527,1,HR,1,100,36.07
1738271744.885628,731191,50662,1,HR,1,100,46.07
1738271745.615658,731921,50782,1,HR,1,100,54.10
1738271746.465692,732771,50917,1,HR,1,100,57.95
1738271747.219723,733525,51051,1,HR,1,100,62.85
1738271748.032755,734338,51186,1,HR,1,100,65.55
1738271748.745784,735051,51295,1,HR,1,100,69.76
1738271749.658821,735964,51445,1,HR,1,100,68.91
1738271754.106001,740411,52184,1,HR,1,100,56.62
1738271754.719026,741024,52285,1,HR,1,100,66.26
1738271757.195126,743500,52687,1,HR,1,100,56.96
1738271759.352213,745657,53043,1,HR,1,100,50.53
1738271760.452258,746757,53228,1,HR,1,100,51.53
1738271761.038281,747343,53314,1,HR,1,100,63.07
1738271762.731350,749036,53597,1,HR,1,100,56.99
1738271763.808393,750113,53770,1,HR,1,100,56.79
1738271765.518462,751823,54056,1,HR,1,100,52.06
1738271766.361497,752666,54191,1,HR,1,100,56.36
1738271767.767554,754072,54425,1,HR,1,100,53.43
1738271769.537625,755842,54713,1,HR,1,100,49.13
1738271771.840718,758145,55099,1,HR,1,100,44.06
1738271773.227774,759532,55332,1,HR,1,100,43.93
1738271774.100810,760405,55471,1,HR,1,100,49.67
1738271775.000846,761305,55622,1,HR,1,100,53.45
1738271776.253897,762558,55824,1,HR,1,100,52.32
1738271778.040969,764345,56124,1,HR,1,100,48.23
1738271783.247180,769551,56961,1,HR,1,100,40.10
1738271784.000210,770304,57096,1,HR,1,100,48.96
1738271784.614235,770918,57188,1,HR,1,100,59.94
1738271788.686399,774990,57856,1,HR,1,100,49.92
1738271789.436430,775740,57978,1,HR,1,100,56.85
1738271790.230462,776534,58112,1,HR,1,100,61.09
1738271791.043495,777347,58249,1,HR,1,100,64.18
1738271791.846527,778150,58383,1,HR,1,100,66.59
1738271794.286626,780590,58783,1,HR,1,100,57.30
1738271797.612761,783916,59322,1,HR,1,100,48.61
1738271798.235786,784539,59424,1,HR,1,100,59.66
1738271798.922813,785226,59542,1,HR,1,100,66.01
1738271799.552839,785856,59633,1,HR,1,100,72.51
1738271801.195905,787499,59903,1,HR,1,100,64.57
1738271802.039939,788343,60038,1,HR,1,100,66.10
1738271802.888974,789192,60188,1,HR,1,100,67.28
1738271803.763009,790066,60323,1,HR,1,100,67.83
1738271804.566042,790869,60457,1,HR,1,100,69.43
1738271805.359074,791662,60599,1,HR,1,100,70.88
1738271806.149106,792452,60718,1,HR,1,100,72.22
1738271810.958300,797261,61505,1,HR,1,100,58.97
1738271811.562325,797865,61607,1,HR,1,100,68.08
1738271812.425359,798728,61742,1,HR,1,100,68.64
1738271813.112387,799415,61860,1,HR,1,100,73.00
1738271817.255555,803558,62529,1,HR,1,100,60.02
1738271818.164592,804467,62681,1,HR,1,100,61.50
1738271818.964624,805267,62816,1,HR,1,100,64.50
1738271819.788657,806091,62950,1,HR,1,100,66.63
1738271820.801698,807104,63109,1,HR,1,100,65.02
1738271823.854822,810157,63608,1,HR,1,100,54.97
1738271825.344882,811647,63851,1,HR,1,100,51.83
1738271826.167915,812470,63985,1,HR,1,100,56.57
1738271826.930946,813233,64119,1,HR,1,100,61.54
1738271827.703977,814006,64254,1,HR,1,100,65.41
1738271828.471009,814773,64372,1,HR,1,100,68.42
1738271829.254040,815556,64506,1,HR,1,100,70.31
1738271830.108075,816410,64641,1,HR,1,100,70.37
1738271830.891106,817193,64783,1,HR,1,100,72.05
1738271831.677138,817979,64901,1,HR,1,100,73.13
1738271832.501171,818803,65035,1,HR,1,100,73.14
1738271833.298204,819600,65169,1,HR,1,100,73.76
1738271834.090236,820392,65305,1,HR,1,100,74.47
1738271835.027274,821329,65456,1,HR,1,100,72.26
1738271838.827427,825129,542,1,HR,1,100,59.73
1738271839.503455,825805,660,1,HR,1,100,66.36
1738271840.287486,826589,797,1,HR,1,100,68.71
1738271840.903511,827205,903,1,HR,1,100,75.30
1738271844.863671,831165,1551,1,HR,1,100,61.97
1738271845.663704,831965,1676,1,HR,1,100,64.86
1738271846.466736,832768,1811,1,HR,1,100,67.33
1738271847.289770,833591,1945,1,HR,1,100,68.63
1738271848.139804,834441,2096,1,HR,1,100,69.25
1738271849.106843,835408,2248,1,HR,1,100,67.75
1738271850.016880,836318,2399,1,HR,1,100,67.51
1738271850.662906,836964,2522,1,HR,1,100,73.34
1738271851.379935,837681,2639,1,HR,1,100,75.56
1738271852.179967,838481,2758,1,HR,1,100,75.65
1738271852.912997,839214,2892,1,HR,1,100,77.10
1738271853.756031,840057,3027,1,HR,1,100,76.03
1738271854.750071,841051,3195,1,HR,1,100,72.60
1738271855.423099,841724,3298,1,HR,1,100,76.67
1738271856.073125,842374,3403,1,HR,1,100,80.15
1738271856.970161,843271,3554,1,HR,1,100,77.32
1738271857.872198,844173,3689,1,HR,1,100,75.12
1738271858.616228,844917,3824,1,HR,1,100,76.44
1738271859.449261,845750,3958,1,HR,1,100,75.52
1738271860.272295,846573,4094,1,HR,1,100,75.20
1738271860.962322,847263,4218,1,HR,1,100,77.81
1738271861.792356,848093,4336,1,HR,1,100,76.78
1738271862.605389,848906,4470,1,HR,1,100,76.18
1738271865.078489,851379,4887,1,HR,1,100,64.69
1738271865.808518,852109,5006,1,HR,1,100,68.83
1738271867.992607,854293,5363,1,HR,1,100,59.68
1738271869.491668,855792,5614,1,HR,1,100,55.43
1738271872.794801,859095,6170,1,HR,1,100,47.18
1738271873.591833,859892,6287,1,HR,1,100,53.57
1738271874.314862,860615,6423,1,HR,1,100,60.18
1738271875.101894,861402,6541,1,HR,1,100,63.90
1738271875.884926,862185,6677,1,HR,1,100,67.02
1738271876.734960,863035,6817,1,HR,1,100,68.00
1738271880.571115,866871,7451,1,HR,1,100,56.39
1738271882.084177,868384,7690,1,HR,1,100,52.75
1738271882.741203,869041,7808,1,HR,1,100,61.54
1738271883.534235,869834,7943,1,HR,1,100,64.74
1738271885.891331,872191,8327,1,HR,1,100,56.08
1738271886.754366,873054,8467,1,HR,1,100,59.12
1738271887.577399,873877,8601,1,HR,1,100,62.24
1738271888.370431,874670,8736,1,HR,1,100,65.50
1738271889.217465,875517,8887,1,HR,1,100,66.82
1738271892.193586,878493,9376,1,HR,1,100,56.49
1738271893.390634,879690,9578,1,HR,1,100,55.14
1738271893.870653,880170,9646,1,HR,1,100,71.26
1738271894.510679,880810,9764,1,HR,1,100,76.26
1738271895.190707,881490,9865,1,HR,1,100,79.21
1738271895.870734,882170,9985,1,HR,1,100,81.22
1738271896.536761,882836,10103,1,HR,1,100,83.37
1738271897.360795,883660,10243,1,HR,1,100,81.30
1738271899.686889,885986,10626,1,HR,1,100,69.01
1738271900.223910,886523,10711,1,HR,1,100,78.83
1738271900.783933,887083,10797,1,HR,1,100,85.12
1738271901.499962,887799,10916,1,HR,1,100,84.99
1738271902.172989,888472,11021,1,HR,1,100,86.00
1738271902.853017,889152,11139,1,HR,1,100,86.79
1738271903.523044,889822,11241,1,HR,1,100,87.40
1738271904.260074,890559,11376,1,HR,1,100,86.50
1738271904.870098,891169,11477,1,HR,1,100,89.14
1738271905.580127,891879,11596,1,HR,1,100,88.37
1738271906.473163,892772,11731,1,HR,1,100,83.72
1738271907.246194,893545,11872,1,HR,1,100,82.43
1738271907.866219,894165,11974,1,HR,1,100,85.97
1738271908.566248,894865,12092,1,HR,1,100,86.19
1738271909.323278,895622,12209,1,HR,1,100,84.58
1738271910.179313,896478,12361,1,HR,1,100,81.66
1738271910.992346,897291,12498,1,HR,1,100,79.97
1738271911.806379,898105,12632,1,HR,1,100,78.66
1738271912.609411,898908,12773,1,HR,1,100,78.06
1738271913.369442,899668,12890,1,HR,1,100,78.26
1738271914.209476,900508,13041,1,HR,1,100,76.93
1738271915.042510,901341,13176,1,HR,1,100,75.90
1738271915.875543,902174,13312,1,HR,1,100,75.29
1738271916.699577,902998,13447,1,HR,1,100,74.82
1738271917.482608,903781,13586,1,HR,1,100,75.51
1738271918.315642,904614,13721,1,HR,1,100,74.79
1738271919.119674,905418,13855,1,HR,1,100,74.84
1738271920.018711,906317,14006,1,HR,1,100,73.19
1738271922.305803,908604,14375,1,HR,1,100,62.80
1738271922.858826,909157,14481,1,HR,1,100,73.54
1738271923.595855,909894,14599,1,HR,1,100,75.21
1738271925.805945,912104,14968,1,HR,1,100,64.59
1738271926.254963,912553,15036,1,HR,1,100,80.54
1738271927.068996,913367,15171,1,HR,1,100,79.10
1738271929.722103,916020,15591,1,HR,1,100,66.59
1738271931.565178,917863,15909,1,HR,1,100,59.08
1738271932.291207,918589,16028,1,HR,1,100,64.47
1738271933.051238,919349,16152,1,HR,1,100,67.92
1738271933.961275,920259,16303,1,HR,1,100,67.64
1738271934.701305,920999,16421,1,HR,1,100,70.63
1738271935.524338,921822,16557,1,HR,1,100,71.39
1738271936.298369,922596,16692,1,HR,1,100,72.85
1738271937.054400,923352,16810,1,HR,1,100,74.44
1738271937.871433,924169,16949,1,HR,1,100,74.35
1738271938.684466,924982,17084,1,HR,1,100,74.50
1738271939.411495,925709,17203,1,HR,1,100,76.21
1738271940.237529,926535,17337,1,HR,1,100,75.53
1738271941.030561,927328,17474,1,HR,1,100,75.84
1738271944.070683,930368,17945,1,HR,1,100,63.40
1738271944.730710,931028,18063,1,HR,1,100,69.83
1738271945.533743,931831,18200,1,HR,1,100,70.98
1738271947.323815,933621,18483,1,HR,1,100,62.74
1738271947.843836,934141,18584,1,HR,1,100,74.44
1738271948.550865,934848,18691,1,HR,1,100,76.94
1738271949.343897,935641,18826,1,HR,1,100,76.94
1738271950.176930,936474,18960,1,HR,1,100,75.91
1738271951.170971,937468,19130,1,HR,1,100,72.64
1738271951.843998,938141,19231,1,HR,1,100,76.40
1738271952.550026,938847,19350,1,HR,1,100,78.47
1738271953.354059,939651,19490,1,HR,1,100,77.70
1738271954.167092,940464,19624,1,HR,1,100,76.89
1738271954.960124,941257,19759,1,HR,1,100,76.90
1738271955.783157,942080,19895,1,HR,1,100,76.07
1738271956.577189,942874,20030,1,HR,1,100,76.26
1738271957.620232,943917,20198,1,HR,1,100,72.13
