LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738271575.875793,562188,22870,1,BI,1,100,2300
1738271576.615823,562928,22988,1,BI,1,100,740
1738271577.512859,563825,23139,1,BI,1,100,880
1738271578.968918,565281,23373,1,BI,1,100,1450
1738271579.762950,566075,23513,1,BI,1,100,790
1738271580.868995,567181,23699,1,BI,1,100,1090
1738271583.119086,569431,24066,1,BI,1,100,2230
1738271586.039204,572351,24555,1,BI,1,100,2900
1738271605.130976,591442,27682,1,BI,1,100,18930
1738271607.724081,594035,28117,1,BI,1,100,2580
1738271608.461111,594772,28234,1,BI,1,100,730
1738271609.401149,595712,28386,1,BI,1,100,930
1738271610.187181,596498,28523,1,BI,1,100,790
1738271611.250223,597561,28693,1,BI,1,100,1050
1738271616.930453,603241,29614,1,BI,1,100,5640
1738271618.613521,604924,29897,1,BI,1,100,1660
1738271619.486557,605797,30033,1,BI,1,100,870
1738271620.326591,606637,30176,1,BI,1,100,830
1738271621.273629,607584,30345,1,BI,1,100,940
1738271622.296670,608607,30512,1,BI,1,100,1020
1738271622.996699,609307,30631,1,BI,1,100,690
1738271623.806731,610117,30765,1,BI,1,100,800
1738271628.852935,615163,31585,1,BI,1,100,5010
1738271629.699970,616010,31737,1,BI,1,100,840
1738271630.566005,616876,31860,1,BI,1,100,860
1738271631.233032,617543,31977,1,BI,1,100,660
1738271633.883139,620193,32410,1,BI,1,100,2630
1738271634.749174,621059,32562,1,BI,1,100,860
1738271635.649210,621959,32721,1,BI,1,100,890
1738271636.492244,622802,32856,1,BI,1,100,840
1738271637.372280,623682,33007,1,BI,1,100,870
1738271638.232315,624542,33141,1,BI,1,100,850
1738271639.372361,625682,33326,1,BI,1,100,1130
1738271641.652453,627962,33701,1,BI,1,100,2260
1738271642.378482,628688,33819,1,BI,1,100,720
1738271643.202516,629512,33953,1,BI,1,100,820
1738271643.955546,630265,34088,1,BI,1,100,750
