RD,TS_received,TS_sent,AK,RoundTrip,
1103383,1103402,2025-01-30_14-21-57-100797,1103405,19,
1108510,1108530,2025-01-30_14-22-02-232928,1108534,20,
1113642,1113681,2025-01-30_14-22-07-376982,1113683,39,
1118762,1118782,2025-01-30_14-22-12-484168,1118787,20,
1123893,1129004,2025-01-30_14-22-17-673081,1129005,5111,
1129008,1129022,2025-01-30_14-22-22-726558,1129027,14,
1134138,1139260,2025-01-30_14-22-27-879203,1139264,5122,
1139268,1139346,2025-01-30_14-22-33-038281,1139347,78,
1144378,1144443,2025-01-30_14-22-38-120025,1144444,65,
1149497,1154625,2025-01-30_14-22-43-220469,1154626,5128,
1154630,1154665,2025-01-30_14-22-48-367184,1154667,35,
1159750,1164881,2025-01-30_14-22-53-561018,1164882,5131,
1164885,1169989,2025-01-30_14-22-58-613735,1169990,5104,
1169996,1170023,2025-01-30_14-23-03-718322,1170024,27,
1175111,1180234,2025-01-30_14-23-09-041800,1180235,5123,
1180239,1185373,2025-01-30_14-23-14-121626,1185374,5134,
1185377,1185401,2025-01-30_14-23-19-105943,1185402,24,
1190492,1195598,2025-01-30_14-23-24-224311,1195599,5106,
1195602,1195651,2025-01-30_14-23-29-324538,1195652,49,
1200720,1200807,2025-01-30_14-23-34-476093,1200808,87,
1205865,1205879,2025-01-30_14-23-39-585956,1205881,14,
1210983,1211005,2025-01-30_14-23-44-708935,1211006,22,
1216127,1221248,2025-01-30_14-23-49-865516,1221249,5121,
1221252,1221316,2025-01-30_14-23-55-018562,1221317,64,
1226365,1226384,2025-01-30_14-24-00-089832,1226385,19,
1231473,1231489,2025-01-30_14-24-05-198457,1231490,16,
1236580,1236597,2025-01-30_14-24-10-307066,1236602,17,
1241740,1241755,2025-01-30_14-24-15-463655,1241756,15,
1246847,1246868,2025-01-30_14-24-20-573158,1246870,21,
1251956,1251975,2025-01-30_14-24-25-681097,1251976,19,
1257089,1257114,2025-01-30_14-24-30-823396,1257115,25,
1262200,1267308,2025-01-30_14-24-35-969202,1267310,5108,
1267312,1267353,2025-01-30_14-24-41-058078,1267354,41,
1272418,1272466,2025-01-30_14-24-46-171985,1272467,48,
1277526,1277585,2025-01-30_14-24-51-284789,1277586,59,
1282639,1282668,2025-01-30_14-24-56-372658,1282669,29,
1287746,1287784,2025-01-30_14-25-01-488930,1287786,38,
1292853,1292868,2025-01-30_14-25-06-579590,1292870,15,
1297988,1298009,2025-01-30_14-25-11-717326,1298011,21,
1303096,1303116,2025-01-30_14-25-16-828514,1303117,20,
1308203,1313315,2025-01-30_14-25-21-951653,1313317,5112,
1313319,1313355,2025-01-30_14-25-27-058731,1313356,36,
1318426,1318448,2025-01-30_14-25-32-158263,1318449,22,
1323533,1323553,2025-01-30_14-25-37-259907,1323555,20,
1328673,1328688,2025-01-30_14-25-42-401262,1328691,15,
1333781,1333802,2025-01-30_14-25-47-510821,1333807,21,
1338887,1338902,2025-01-30_14-25-52-613220,1338903,15,
1344033,1349170,2025-01-30_14-25-57-831619,1349171,5137,
1349176,1354304,2025-01-30_14-26-03-027137,1354305,5128,
1354312,1354364,2025-01-30_14-26-08-074204,1354365,52,
1359417,1359439,2025-01-30_14-26-13-144976,1359444,22,
1364525,1364563,2025-01-30_14-26-18-269081,1364564,38,
1369633,1369669,2025-01-30_14-26-23-375453,1369671,36,
1374741,1374766,2025-01-30_14-26-28-471541,1374767,25,
1379888,1379903,2025-01-30_14-26-33-617643,1379909,15,
1384996,1385027,2025-01-30_14-26-38-737011,1385029,31,
1390108,1395242,2025-01-30_14-26-43-941485,1395244,5134,
1395246,1400360,2025-01-30_14-26-49-157786,1400361,5114,
1400364,1405493,2025-01-30_14-26-54-163245,1405494,5129,
1405497,1405561,2025-01-30_14-26-59-267513,1405563,64,
1410606,1410625,2025-01-30_14-27-04-336927,1410626,19,
1415716,1415798,2025-01-30_14-27-09-507420,1415800,82,
1420826,1420856,2025-01-30_14-27-14-569781,1420857,30,
1425949,1426039,2025-01-30_14-27-19-714338,1426040,90,
1431065,1431130,2025-01-30_14-27-24-806967,1431132,65,
1436189,1441318,2025-01-30_14-27-30-152128,1441319,5129,
1441322,1446452,2025-01-30_14-27-35-188528,1446453,5130,
1446460,1446482,2025-01-30_14-27-40-199545,1446483,22,
1451600,1451635,2025-01-30_14-27-45-350812,1451636,35,
1456728,1456794,2025-01-30_14-27-50-507482,1456796,66,
1461846,1461866,2025-01-30_14-27-55-580550,1461867,20,
1466982,1467023,2025-01-30_14-28-00-737534,1467024,41,
1472106,1477236,2025-01-30_14-28-05-867468,1477237,5130,
1477240,1482354,2025-01-30_14-28-11-077705,1482356,5114,
1482358,1487491,2025-01-30_14-28-16-231390,1487492,5133,
1487499,1487524,2025-01-30_14-28-21-239679,1487525,25,
1492623,1492643,2025-01-30_14-28-26-359362,1492644,20,
1497745,1497758,2025-01-30_14-28-31-477136,1497762,13,
1502876,1502897,2025-01-30_14-28-36-614270,1502898,21,
1508004,1508028,2025-01-30_14-28-41-743902,1508029,24,
1513123,1518263,2025-01-30_14-28-46-947612,1518268,5140,
1518272,1523414,2025-01-30_14-28-52-122995,1523415,5142,
1523419,1523441,2025-01-30_14-28-57-157002,1523442,22,
1528548,1528568,2025-01-30_14-29-02-286800,1528569,20,
1533667,1533683,2025-01-30_14-29-07-402890,1533685,16,
1538800,1538816,2025-01-30_14-29-12-535497,1538817,16,
1543933,1543989,2025-01-30_14-29-17-707435,1543990,56,
1549063,1549092,2025-01-30_14-29-22-803197,1549093,29,
1554192,1554277,2025-01-30_14-29-27-995291,1554278,85,
1559312,1559331,2025-01-30_14-29-33-047014,1559332,19,
1564431,1564450,2025-01-30_14-29-38-166122,1564451,19,
1569558,1569574,2025-01-30_14-29-43-295224,1569575,16,
1574677,1574710,2025-01-30_14-29-48-428042,1574715,33,
1579812,1579834,2025-01-30_14-29-53-551100,1579836,22,
1584923,1584936,2025-01-30_14-29-58-658315,1584941,13,
1590062,1590080,2025-01-30_14-30-03-799142,1590081,18,
1595198,1595264,2025-01-30_14-30-08-977204,1595265,66,
1600320,1600340,2025-01-30_14-30-14-057034,1600341,20,
1605460,1605475,2025-01-30_14-30-19-198209,1605476,15,
1610591,1615725,2025-01-30_14-30-24-342502,1615726,5134,
1615730,1615751,2025-01-30_14-30-29-468302,1615752,21,
1620833,1620850,2025-01-30_14-30-34-571433,1620851,17,
1625965,1625981,2025-01-30_14-30-39-705395,1625982,16,
1631074,1636198,2025-01-30_14-30-44-820058,1636203,5124,
1636206,1636270,2025-01-30_14-30-49-988181,1636271,64,
1641314,1641335,2025-01-30_14-30-55-056428,1641336,21,
1646420,1646446,2025-01-30_14-31-00-162350,1646447,26,
1651528,1651552,2025-01-30_14-31-05-276678,1651553,24,
1656673,1656694,2025-01-30_14-31-10-413892,1656695,21,
1661781,1661805,2025-01-30_14-31-15-529782,1661806,24,
1666925,1666940,2025-01-30_14-31-20-666463,1666941,15,
1672031,1672060,2025-01-30_14-31-25-785802,1672065,29,
1677139,1682272,2025-01-30_14-31-30-929306,1682273,5133,
1682281,1687401,2025-01-30_14-31-36-095162,1687402,5120,
1687405,1687425,2025-01-30_14-31-41-146324,1687426,20,
1692511,1692531,2025-01-30_14-31-46-253460,1692532,20,
1697619,1702756,2025-01-30_14-31-51-412557,1702757,5137,
1702761,1702836,2025-01-30_14-31-56-558960,1702837,75,
1707866,1707883,2025-01-30_14-32-01-609001,1707884,17,
1712974,1712990,2025-01-30_14-32-06-717257,1712996,16,
1718107,1723220,2025-01-30_14-32-11-974334,1723222,5113,
1723225,1723276,2025-01-30_14-32-17-001426,1723278,51,
1728331,1728371,2025-01-30_14-32-22-095215,1728372,40,
1733439,1733461,2025-01-30_14-32-27-186037,1733462,22,
1738547,1738575,2025-01-30_14-32-32-299193,1738579,28,
1743659,1743730,2025-01-30_14-32-37-459081,1743731,71,
1748767,1748805,2025-01-30_14-32-42-523514,1748806,38,
1753873,1758997,2025-01-30_14-32-47-668022,1758999,5124,
1759005,1759024,2025-01-30_14-32-52-753302,1759025,19,
1764111,1769234,2025-01-30_14-32-57-963004,1769235,5123,
1769238,1774370,2025-01-30_14-33-03-044583,1774375,5132,
1774377,1774409,2025-01-30_14-33-08-135967,1774411,32,
1779483,1784595,2025-01-30_14-33-13-297267,1784596,5112,
1784603,1789735,2025-01-30_14-33-18-387743,1789737,5132,
1789740,1789765,2025-01-30_14-33-23-494667,1789766,25,
1794844,1794867,2025-01-30_14-33-28-592851,1794868,23,
1799952,1799999,2025-01-30_14-33-33-723074,1800000,47,
1805065,1805080,2025-01-30_14-33-38-808584,1805081,15,
1810173,1810230,2025-01-30_14-33-43-957381,1810231,57,
1815280,1815305,2025-01-30_14-33-49-035056,1815306,25,
1820400,1820451,2025-01-30_14-33-54-156550,1820452,51,
1825532,1825557,2025-01-30_14-33-59-283091,1825558,25,
1830656,1830722,2025-01-30_14-34-04-455188,1830724,66,
1835784,1835802,2025-01-30_14-34-09-535124,1835803,18,
1840908,1840921,2025-01-30_14-34-14-654010,1840922,13,
1846028,1846070,2025-01-30_14-34-19-775480,1846075,42,
1851156,1856268,2025-01-30_14-34-24-977929,1856269,5112,
1856275,1856354,2025-01-30_14-34-30-049907,1856355,79,
1861399,1866519,2025-01-30_14-34-35-513840,1866520,5120,
1866526,1866570,2025-01-30_14-34-40-300406,1866571,44,
1871653,1876795,2025-01-30_14-34-45-650899,1876796,5142,
1876799,1876841,2025-01-30_14-34-50-563566,1876845,42,
1881929,1881953,2025-01-30_14-34-55-683906,1881955,24,
1887052,1887071,2025-01-30_14-35-00-804165,1887073,19,
1892192,1892210,2025-01-30_14-35-05-944002,1892230,18,
1897324,1897341,2025-01-30_14-35-11-074959,1897342,17,
1902431,1902455,2025-01-30_14-35-16-187578,1902456,24,
1907555,1907576,2025-01-30_14-35-21-307080,1907577,21,
1912677,1912727,2025-01-30_14-35-26-450221,1912728,50,
1917819,1917834,2025-01-30_14-35-31-570538,1917835,15,
1922952,1922978,2025-01-30_14-35-36-709958,1922980,26,
1928084,1933208,2025-01-30_14-35-41-958344,1933215,5124,
1933220,1933243,2025-01-30_14-35-46-973837,1933244,23,
1938345,1938364,2025-01-30_14-35-52-096532,1938365,19,
1943468,1943486,2025-01-30_14-35-57-223736,1943487,18,
1948589,1953707,2025-01-30_14-36-02-424493,1953709,5118,
1953713,1953758,2025-01-30_14-36-07-492888,1953759,45,
1958853,1958867,2025-01-30_14-36-12-605066,1958868,14,
1963978,1969102,2025-01-30_14-36-17-757345,1969103,5124,
1969106,
