LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738271574.092721,560405.000,22570,4,DC,2,100,EA
1738271574.092721,560405.000,22570,4,DC,2,100,2
1738271574.092721,560405.000,22570,4,DC,2,100,EL
1738271574.092721,560405.000,22570,4,DC,2,100,2
1738271574.118722,560431.000,22587,4,DC,2,100,EA
1738271574.144723,560457.000,22587,4,DC,2,100,1
1738271574.170724,560483.000,22587,4,DC,2,100,EL
1738271574.196725,560509.000,22587,4,DC,2,100,1
1738271574.221476,560533.750,22604,4,DC,2,100,EA
1738271574.246227,560558.500,22604,4,DC,2,100,2
1738271574.270978,560583.250,22604,4,DC,2,100,EL
1738271574.295729,560608.000,22604,4,DC,2,100,2
1738271574.321230,560633.500,22620,4,DC,2,100,EA
1738271574.346731,560659.000,22620,4,DC,2,100,2
1738271574.372232,560684.500,22620,4,DC,2,100,EL
1738271574.397733,560710.000,22620,4,DC,2,100,2
1738271574.422734,560735.000,22636,4,DC,2,100,EA
1738271574.447735,560760.000,22636,4,DC,2,100,1
1738271574.472736,560785.000,22636,4,DC,2,100,EL
1738271574.497737,560810.000,22636,4,DC,2,100,1
1738271574.523238,560835.500,22654,4,DC,2,100,EA
1738271574.548739,560861.000,22654,4,DC,2,100,2
1738271574.574240,560886.500,22654,4,DC,2,100,EL
1738271574.599741,560912.000,22654,4,DC,2,100,2
1738271574.624742,560937.000,22670,4,DC,2,100,EA
1738271574.649743,560962.000,22670,4,DC,2,100,1
1738271574.674744,560987.000,22670,4,DC,2,100,EL
1738271574.699745,561012.000,22670,4,DC,2,100,1
1738271574.724996,561037.250,22686,4,DC,2,100,EA
1738271574.750247,561062.500,22686,4,DC,2,100,2
1738271574.775498,561087.750,22686,4,DC,2,100,EL
1738271574.800749,561113.000,22686,4,DC,2,100,2
1738271574.826500,561138.750,22702,4,DC,2,100,EA
1738271574.852252,561164.500,22702,4,DC,2,100,1
1738271574.878003,561190.250,22702,4,DC,2,100,EL
1738271574.903754,561216.000,22702,4,DC,2,100,1
1738271574.930755,561243.000,22720,4,DC,2,100,EA
1738271574.957756,561270.000,22720,4,DC,2,100,2
1738271574.984757,561297.000,22720,4,DC,2,100,EL
1738271575.011758,561324.000,22720,4,DC,2,100,2
1738271575.036759,561349.000,22736,4,DC,2,100,EA
1738271575.061760,561374.000,22736,4,DC,2,100,1
1738271575.086761,561399.000,22736,4,DC,2,100,EL
1738271575.111762,561424.000,22736,4,DC,2,100,1
1738271575.137013,561449.250,22752,4,DC,2,100,EA
1738271575.162264,561474.500,22752,4,DC,2,100,2
1738271575.187515,561499.750,22752,4,DC,2,100,EL
1738271575.212766,561525.000,22752,4,DC,2,100,2
1738271575.239017,561551.250,22769,4,DC,2,100,EA
1738271575.265268,561577.500,22769,4,DC,2,100,1
1738271575.291519,561603.750,22769,4,DC,2,100,EL
1738271575.317770,561630.000,22769,4,DC,2,100,1
1738271575.342521,561654.750,22788,4,DC,2,100,EA
1738271575.367272,561679.500,22788,4,DC,2,100,2
1738271575.392023,561704.250,22788,4,DC,2,100,EL
1738271575.416774,561729.000,22788,4,DC,2,100,2
1738271575.442025,561754.250,22804,4,DC,2,100,EA
