LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1738271582.369056,568681.000,23959,3,GX,1,100,-0.275
1738271582.409057,568721.000,23959,3,GX,1,100,-0.244
1738271582.449059,568761.000,23976,2,GX,1,100,-0.092
1738271582.489060,568801.000,23976,2,GX,1,100,0.305
1738271582.529062,568841.000,23993,3,GX,1,100,0.122
1738271582.569064,568881.000,23993,3,GX,1,100,-0.214
1738271582.609065,568921.000,23993,3,GX,1,100,-0.153
1738271582.649067,568961.000,24010,3,GX,1,100,-0.092
1738271582.689068,569001.000,24010,3,GX,1,100,0.275
1738271582.729070,569041.000,24010,3,GX,1,100,0.641
1738271582.769072,569081.000,24025,2,GX,1,100,-0.183
1738271582.809073,569121.000,24025,2,GX,1,100,0.122
1738271582.849075,569161.000,24043,3,GX,1,100,0.427
1738271582.889076,569201.000,24043,3,GX,1,100,0.641
1738271582.929078,569241.000,24043,3,GX,1,100,0.610
1738271582.969080,569281.000,24059,2,GX,1,100,0.183
1738271583.009081,569321.000,24059,2,GX,1,100,-0.336
1738271583.049083,569361.000,24078,3,GX,1,100,-0.061
1738271583.089085,569401.000,24078,3,GX,1,100,0.031
1738271583.129086,569441.000,24078,3,GX,1,100,0.427
1738271583.169088,569481.000,24093,2,GX,1,100,0.244
1738271583.209090,569521.000,24093,2,GX,1,100,-0.122
1738271583.249091,569561.000,24111,3,GX,1,100,-0.275
1738271583.289093,569601.000,24111,3,GX,1,100,0.000
1738271583.329094,569641.000,24111,3,GX,1,100,0.549
1738271583.369096,569681.000,24127,2,GX,1,100,0.702
1738271583.409097,569721.000,24127,2,GX,1,100,0.458
1738271583.449099,569761.000,24144,3,GX,1,100,0.183
1738271583.489101,569801.000,24144,3,GX,1,100,-0.092
1738271583.529102,569841.000,24144,3,GX,1,100,-0.092
1738271583.569104,569881.000,24160,2,GX,1,100,0.031
1738271583.609106,569921.000,24160,2,GX,1,100,0.061
1738271583.649107,569961.000,24177,3,GX,1,100,0.122
1738271583.689109,570001.000,24177,3,GX,1,100,0.214
1738271583.729110,570041.000,24177,3,GX,1,100,0.305
1738271583.769112,570081.000,24193,2,GX,1,100,0.214
1738271583.809114,570121.000,24193,2,GX,1,100,0.122
1738271583.849115,570161.000,24211,3,GX,1,100,0.122
1738271583.889117,570201.000,24211,3,GX,1,100,0.122
1738271583.929119,570241.000,24211,3,GX,1,100,0.336
1738271583.969120,570281.000,24226,3,GX,1,100,0.366
1738271584.009122,570321.000,24226,3,GX,1,100,0.366
1738271584.049124,570361.000,24226,3,GX,1,100,0.244
1738271584.089125,570401.000,24243,2,GX,1,100,0.366
1738271584.129127,570441.000,24243,2,GX,1,100,0.397
1738271584.169128,570481.000,24265,3,GX,1,100,0.366
1738271584.209130,570521.000,24265,3,GX,1,100,0.336
1738271584.249131,570561.000,24265,3,GX,1,100,0.397
1738271584.289133,570601.000,24282,2,GX,1,100,0.122
1738271584.329135,570641.000,24282,2,GX,1,100,0.458
1738271584.369136,570681.000,24298,3,GX,1,100,0.519
1738271584.409138,570721.000,24298,3,GX,1,100,0.519
1738271584.449140,570761.000,24298,3,GX,1,100,0.244
1738271584.489141,570801.000,24314,3,GX,1,100,0.336
1738271584.529143,570841.000,24314,3,GX,1,100,0.366
1738271584.569144,570881.000,24314,3,GX,1,100,0.397
1738271584.609146,570921.000,24331,2,GX,1,100,0.305
1738271584.649148,570961.000,24331,2,GX,1,100,0.519
1738271584.689149,571001.000,24348,3,GX,1,100,0.763
1738271584.729151,571041.000,24348,3,GX,1,100,0.519
1738271584.769153,571081.000,24348,3,GX,1,100,0.549
1738271584.809154,571121.000,24364,2,GX,1,100,2.167
1738271584.849156,571161.000,24364,2,GX,1,100,1.862
1738271584.889157,571201.000,24381,2,GX,1,100,0.397
1738271584.929159,571241.000,24381,2,GX,1,100,0.641
1738271584.973494,571285.333,24397,3,GX,1,100,0.183
1738271585.017829,571329.667,24397,3,GX,1,100,-0.153
1738271585.062164,571374.000,24397,3,GX,1,100,-0.275
1738271585.102166,571414.000,24414,3,GX,1,100,-0.397
1738271585.142168,571454.000,24414,3,GX,1,100,-0.610
1738271585.182169,571494.000,24414,3,GX,1,100,-0.580
1738271585.222171,571534.000,24431,2,GX,1,100,-0.214
1738271585.262172,571574.000,24431,2,GX,1,100,-0.366
1738271585.302174,571614.000,24449,3,GX,1,100,-0.366
1738271585.342176,571654.000,24449,3,GX,1,100,-0.244
1738271585.382177,571694.000,24449,3,GX,1,100,0.031
1738271585.422179,571734.000,24465,2,GX,1,100,0.214
1738271585.462181,571774.000,24465,2,GX,1,100,0.122
1738271585.502182,571814.000,24482,3,GX,1,100,-0.122
1738271585.542184,571854.000,24482,3,GX,1,100,-0.519
1738271585.582186,571894.000,24482,3,GX,1,100,-0.671
1738271585.622187,571934.000,24499,2,GX,1,100,-0.397
1738271585.662189,571974.000,24499,2,GX,1,100,-0.153
1738271585.702190,572014.000,24516,3,GX,1,100,0.122
1738271585.742192,572054.000,24516,3,GX,1,100,0.153
1738271585.782193,572094.000,24516,3,GX,1,100,0.397
1738271585.822195,572134.000,24531,2,GX,1,100,0.092
1738271585.862197,572174.000,24531,2,GX,1,100,-0.183
1738271585.902198,572214.000,24549,3,GX,1,100,-0.610
1738271585.942200,572254.000,24549,3,GX,1,100,-0.549
1738271585.982202,572294.000,24549,3,GX,1,100,-0.214
1738271586.022203,572334.000,24567,2,GX,1,100,0.061
1738271586.062205,572374.000,24567,2,GX,1,100,0.305
1738271586.102206,572414.000,24584,3,GX,1,100,-0.092
1738271586.142208,572454.000,24584,3,GX,1,100,-0.336
1738271586.182210,572494.000,24584,3,GX,1,100,-0.275
1738271586.222211,572534.000,24600,2,GX,1,100,-0.366
1738271586.262213,572574.000,24600,2,GX,1,100,-0.671
1738271586.302215,572614.000,24617,3,GX,1,100,-0.336
1738271586.342216,572654.000,24617,3,GX,1,100,-0.183
1738271586.382218,572694.000,24617,3,GX,1,100,0.031
