LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738271574.024718,560337.000,22567,2,RD,1,100,TL
1738271574.024718,560337.000,22567,2,RD,1,100,TU
1738271576.578821,562891.000,23410,2,RD,1,100,TL
1738271579.132925,565445.000,23410,2,RD,1,100,TU
1738271581.687528,567999.500,24251,2,RD,1,100,TL
1738271584.242131,570554.000,24251,2,RD,1,100,TU
1738271586.815735,573127.500,25105,2,RD,1,100,TL
1738271589.389339,575701.000,25105,2,RD,1,100,TU
1738271591.948943,578260.500,25941,2,RD,1,100,TL
1738271594.508546,580820.000,25941,2,RD,1,100,TU
1738271597.062650,583374.000,26777,2,RD,1,100,TL
1738271599.616753,585928.000,26777,2,RD,1,100,TU
1738271602.170356,588481.500,27613,2,RD,1,100,TL
1738271604.723960,591035.000,27613,2,RD,1,100,TU
1738271607.296564,593607.500,28472,2,RD,1,100,TL
1738271609.869168,596180.000,28472,2,RD,1,100,TU
1738271612.438771,598749.500,29312,2,RD,1,100,TL
1738271615.008375,601319.000,29312,2,RD,1,100,TU
1738271617.572979,603883.500,30154,2,RD,1,100,TL
1738271620.137583,606448.000,30154,2,RD,1,100,TU
1738271622.699687,609010.000,30999,2,RD,1,100,TL
1738271625.261790,611572.000,30999,2,RD,1,100,TU
1738271627.815393,614125.500,31842,2,RD,1,100,TL
1738271630.368997,616679.000,31842,2,RD,1,100,TU
1738271632.924600,619234.500,32685,2,RD,1,100,TL
1738271635.480203,621790.000,32685,2,RD,1,100,TU
1738271638.034307,624344.000,33530,2,RD,1,100,TL
1738271640.588410,626898.000,33530,2,RD,1,100,TU
1738271643.153514,629463.000,34379,2,RD,1,100,TL
1738271645.718617,632028.000,34379,2,RD,1,100,TU
1738271648.273221,634582.500,35226,2,RD,1,100,TL
1738271650.827824,637137.000,35226,2,RD,1,100,TU
1738271653.397428,639706.500,36070,2,RD,1,100,TL
1738271655.967032,642276.000,36070,2,RD,1,100,TU
1738271658.533636,644842.500,36916,2,RD,1,100,TL
1738271661.100240,647409.000,36916,2,RD,1,100,TU
1738271663.659843,649968.500,37759,2,RD,1,100,TL
1738271666.219447,652528.000,37759,2,RD,1,100,TU
1738271668.780050,655088.500,38599,2,RD,1,100,TL
1738271671.340654,657649.000,38599,2,RD,1,100,TU
1738271673.901757,660210.000,39440,2,RD,1,100,TL
1738271676.462861,662771.000,39440,2,RD,1,100,TU
1738271679.022464,665330.500,40286,2,RD,1,100,TL
1738271681.582068,667890.000,40286,2,RD,1,100,TU
1738271684.141671,670449.500,41128,2,RD,1,100,TL
1738271686.701275,673009.000,41128,2,RD,1,100,TU
1738271689.268379,675576.000,41968,2,RD,1,100,TL
1738271691.835483,678143.000,41968,2,RD,1,100,TU
1738271694.406587,680714.000,42810,2,RD,1,100,TL
1738271696.977690,683285.000,42810,2,RD,1,100,TU
1738271699.539294,685846.500,43656,2,RD,1,100,TL
1738271702.100898,688408.000,43656,2,RD,1,100,TU
1738271704.659001,690966.000,44497,2,RD,1,100,TL
1738271707.217105,693524.000,44497,2,RD,1,100,TU
1738271709.780708,696087.500,45339,2,RD,1,100,TL
1738271712.344312,698651.000,45339,2,RD,1,100,TU
1738271714.907916,701214.500,46180,2,RD,1,100,TL
1738271717.471519,703778.000,46180,2,RD,1,100,TU
1738271720.032623,706339.000,47019,2,RD,1,100,TL
1738271722.593727,708900.000,47019,2,RD,1,100,TU
1738271725.158830,711465.000,47864,2,RD,1,100,TL
1738271727.723934,714030.000,47864,2,RD,1,100,TU
1738271730.289538,716595.500,48701,2,RD,1,100,TL
1738271732.855141,719161.000,48701,2,RD,1,100,TU
1738271735.415745,721721.500,49540,2,RD,1,100,TL
1738271737.976349,724282.000,49540,2,RD,1,100,TU
1738271740.543952,726849.500,50375,2,RD,1,100,TL
1738271743.111556,729417.000,50375,2,RD,1,100,TU
1738271745.677160,731982.500,51223,2,RD,1,100,TL
1738271748.242764,734548.000,51223,2,RD,1,100,TU
1738271750.808367,737113.500,52063,2,RD,1,100,TL
1738271753.373971,739679.000,52063,2,RD,1,100,TU
1738271755.934075,742239.000,52905,2,RD,1,100,TL
1738271758.494179,744799.000,52905,2,RD,1,100,TU
1738271761.063282,747368.000,53749,2,RD,1,100,TL
1738271763.632386,749937.000,53749,2,RD,1,100,TU
1738271766.190490,752495.000,54593,2,RD,1,100,TL
1738271768.748593,755053.000,54593,2,RD,1,100,TU
1738271771.309697,757614.000,55434,2,RD,1,100,TL
1738271773.870800,760175.000,55434,2,RD,1,100,TU
1738271776.432904,762737.000,56278,2,RD,1,100,TL
1738271778.995008,765299.000,56278,2,RD,1,100,TU
1738271781.566612,767870.500,57117,2,RD,1,100,TL
1738271784.138216,770442.000,57117,2,RD,1,100,TU
1738271786.705819,773009.500,57956,2,RD,1,100,TL
1738271789.273423,775577.000,57956,2,RD,1,100,TU
1738271791.836027,778139.500,58802,2,RD,1,100,TL
1738271794.398630,780702.000,58802,2,RD,1,100,TU
1738271796.953734,783257.000,59628,2,RD,1,100,TL
1738271799.508837,785812.000,59628,2,RD,1,100,TU
1738271802.072941,788376.000,60477,2,RD,1,100,TL
1738271804.637045,790940.000,60477,2,RD,1,100,TU
1738271807.204648,793507.500,61316,2,RD,1,100,TL
1738271809.772252,796075.000,61316,2,RD,1,100,TU
1738271812.326355,798629.000,62144,2,RD,1,100,TL
1738271814.880459,801183.000,62144,2,RD,1,100,TU
1738271817.442562,803745.000,62988,2,RD,1,100,TL
1738271820.004666,806307.000,62988,2,RD,1,100,TU
1738271822.575270,808877.500,63827,2,RD,1,100,TL
1738271825.145874,811448.000,63827,2,RD,1,100,TU
1738271827.705477,814007.500,64678,2,RD,1,100,TL
1738271830.265081,816567.000,64678,2,RD,1,100,TU
1738271832.832185,819134.000,65526,2,RD,1,100,TL
1738271835.399289,821701.000,65526,2,RD,1,100,TU
1738271837.959892,824261.500,832,2,RD,1,100,TL
1738271840.520496,826822.000,832,2,RD,1,100,TU
1738271843.074099,829375.500,1671,2,RD,1,100,TL
1738271845.627702,831929.000,1671,2,RD,1,100,TU
1738271848.180305,834481.500,2518,2,RD,1,100,TL
1738271850.732909,837034.000,2518,2,RD,1,100,TU
1738271853.289512,839590.500,3367,2,RD,1,100,TL
1738271855.846116,842147.000,3367,2,RD,1,100,TU
1738271858.410219,844711.000,4215,2,RD,1,100,TL
1738271860.974323,847275.000,4215,2,RD,1,100,TU
1738271863.544427,849845.000,5061,2,RD,1,100,TL
1738271866.114531,852415.000,5061,2,RD,1,100,TU
1738271868.666634,854967.000,5901,2,RD,1,100,TL
1738271871.218737,857519.000,5901,2,RD,1,100,TU
1738271873.773341,860073.500,6746,2,RD,1,100,TL
1738271876.327944,862628.000,6746,2,RD,1,100,TU
1738271878.881547,865181.500,7587,2,RD,1,100,TL
1738271881.435150,867735.000,7587,2,RD,1,100,TU
1738271883.989254,870289.000,8430,2,RD,1,100,TL
1738271886.543357,872843.000,8430,2,RD,1,100,TU
1738271889.110961,875410.500,9290,2,RD,1,100,TL
1738271891.678565,877978.000,9290,2,RD,1,100,TU
1738271894.235168,880534.500,10140,2,RD,1,100,TL
