LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738271575.227767,561540.000,22786,1,B%,1,100,100
1738271580.226969,566539.000,23615,1,B%,1,100,100
1738271585.227171,571539.000,24438,1,B%,1,100,100
1738271590.226373,576538.000,25259,1,B%,1,100,100
1738271595.226575,581538.000,26078,1,B%,1,100,100
1738271600.225778,586537.000,26896,1,B%,1,100,100
1738271605.225980,591537.000,27717,1,B%,1,100,100
1738271610.225182,596536.000,28543,1,B%,1,100,100
1738271615.225384,601536.000,29365,1,B%,1,100,100
1738271620.224586,606535.000,30175,1,B%,1,100,100
1738271625.224789,611535.000,31021,1,B%,1,100,100
1738271630.223991,616534.000,31838,1,B%,1,100,100
1738271635.224193,621534.000,32646,1,B%,1,100,100
1738271640.223395,626533.000,33494,1,B%,1,100,100
1738271645.223598,631533.000,34308,1,B%,1,100,100
1738271650.222800,636532.000,35139,1,B%,1,100,100
1738271655.223002,641532.000,35964,1,B%,1,100,100
1738271660.222204,646531.000,36778,1,B%,1,100,100
1738271665.222406,651531.000,37607,1,B%,1,100,100
1738271670.221608,656530.000,38426,1,B%,1,100,100
1738271675.221811,661530.000,39254,1,B%,1,100,100
1738271680.221013,666529.000,40068,1,B%,1,100,100
1738271685.221215,671529.000,40888,1,B%,1,100,100
1738271690.220417,676528.000,41713,1,B%,1,100,100
1738271695.220619,681528.000,42540,1,B%,1,100,100
1738271700.219822,686527.000,43348,1,B%,1,100,100
1738271705.220024,691527.000,44177,1,B%,1,100,100
1738271710.219226,696526.000,45003,1,B%,1,100,100
1738271715.219428,701526.000,45830,1,B%,1,100,100
1738271720.218631,706525.000,46649,1,B%,1,100,100
1738271725.218833,711525.000,47460,1,B%,1,100,100
1738271730.218035,716524.000,48285,1,B%,1,100,100
1738271735.218237,721524.000,49102,1,B%,1,100,100
1738271740.217439,726523.000,49906,1,B%,1,100,100
1738271745.217642,731523.000,50731,1,B%,1,100,100
1738271750.216844,736522.000,51563,1,B%,1,100,100
1738271755.217046,741522.000,52387,1,B%,1,100,100
1738271760.216248,746521.000,53193,1,B%,1,100,100
1738271765.216450,751521.000,54021,1,B%,1,100,100
1738271770.215652,756520.000,54848,1,B%,1,100,100
1738271775.215855,761520.000,55673,1,B%,1,100,100
1738271780.215057,766519.000,56478,1,B%,1,100,100
1738271785.215259,771519.000,57307,1,B%,1,100,100
1738271790.214461,776518.000,58130,1,B%,1,100,100
1738271795.214664,781518.000,58938,1,B%,1,100,100
1738271800.213866,786517.000,59751,1,B%,1,100,100
1738271805.214068,791517.000,60581,1,B%,1,100,100
1738271810.213270,796516.000,61404,1,B%,1,100,100
1738271815.213472,801516.000,62213,1,B%,1,100,100
1738271820.212674,806515.000,63023,1,B%,1,100,100
1738271825.212877,811515.000,63849,1,B%,1,100,100
1738271830.212079,816514.000,64675,1,B%,1,100,100
1738271835.212281,821514.000,65508,1,B%,1,100,100
1738271840.211483,826513.000,794,1,B%,1,100,100
1738271845.211685,831513.000,1620,1,B%,1,100,100
1738271850.210888,836512.000,2450,1,B%,1,100,100
1738271855.211090,841512.000,3278,1,B%,1,100,100
1738271860.210292,846511.000,4091,1,B%,1,100,100
1738271865.210494,851511.000,4922,1,B%,1,100,100
1738271870.209697,856510.000,5748,1,B%,1,100,100
1738271875.209899,861510.000,6574,1,B%,1,100,100
1738271880.209101,866509.000,7399,1,B%,1,100,100
1738271885.209303,871509.000,8227,1,B%,1,100,100
1738271890.208505,876508.000,9054,1,B%,1,100,100
1738271895.208708,881508.000,9900,1,B%,1,100,100
1738271900.207910,886507.000,10729,1,B%,1,100,100
1738271905.208112,891507.000,11545,1,B%,1,100,100
1738271910.208314,896507.000,12379,1,B%,1,100,100
1738271915.207516,901506.000,13209,1,B%,1,100,100
1738271920.206718,906505.000,14041,1,B%,1,100,100
1738271925.206921,911505.000,14883,1,B%,1,100,100
1738271930.206123,916504.000,15691,1,B%,1,100,100
1738271935.206325,921504.000,16522,1,B%,1,100,100
1738271940.205527,926503.000,17356,1,B%,1,100,100
1738271945.205729,931503.000,18147,1,B%,1,100,100
1738271950.204932,936502.000,18978,1,B%,1,100,100
1738271955.205134,941502.000,19811,1,B%,1,100,100
1738271960.204336,946501.000,20642,1,B%,1,100,100
1738271965.204538,951501.000,21473,1,B%,1,100,100
1738271970.203740,956500.000,22288,1,B%,1,100,100
1738271975.203943,961500.000,23120,1,B%,1,100,100
1738271980.203145,966499.000,23952,1,B%,1,100,100
1738271985.203347,971499.000,24784,1,B%,1,100,100
1738271990.202549,976498.000,25619,1,B%,1,100,100
1738271995.202751,981498.000,26450,1,B%,1,100,100
1738272000.201954,986497.000,27281,1,B%,1,100,100
1738272005.202156,991497.000,28091,1,B%,1,100,100
1738272010.201358,996496.000,28942,1,B%,1,100,100
1738272015.201560,1001496.000,29773,1,B%,1,100,100
1738272020.200763,1006495.000,30603,1,B%,1,100,100
1738272025.200965,1011495.000,31433,1,B%,1,100,99
1738272030.200167,1016494.000,32245,1,B%,1,100,100
1738272035.200369,1021494.000,33081,1,B%,1,100,100
1738272040.199571,1026493.000,33912,1,B%,1,100,100
1738272045.199774,1031493.000,34738,1,B%,1,100,100
1738272050.199976,1036493.000,35567,1,B%,1,100,100
1738272055.199178,1041492.000,36383,1,B%,1,100,100
1738272060.198380,1046491.000,37215,1,B%,1,100,100
1738272065.198582,1051491.000,38047,1,B%,1,100,100
1738272070.197784,1056490.000,38877,1,B%,1,100,100
1738272075.197987,1061490.000,39693,1,B%,1,100,100
1738272080.197189,1066489.000,40528,1,B%,1,100,100
1738272085.197391,1071489.000,41357,1,B%,1,100,100
1738272090.196593,1076488.000,42170,1,B%,1,100,100
1738272095.196795,1081488.000,42985,1,B%,1,100,100
1738272100.195998,1086487.000,43818,1,B%,1,100,100
1738272105.196200,1091487.000,44650,1,B%,1,100,100
1738272110.195402,1096486.000,45481,1,B%,1,100,100
1738272115.195604,1101486.000,46297,1,B%,1,100,99
1738272120.194807,1106485.000,47129,1,B%,1,100,100
1738272125.195009,1111485.000,47960,1,B%,1,100,100
1738272130.194211,1116484.000,48774,1,B%,1,100,100
1738272135.194413,1121484.000,49606,1,B%,1,100,100
1738272140.193615,1126483.000,50435,1,B%,1,100,100
1738272145.193818,1131483.000,51270,1,B%,1,100,99
1738272150.193020,1136482.000,52101,1,B%,1,100,99
1738272155.193222,1141482.000,52915,1,B%,1,100,99
1738272160.192424,1146481.000,53746,1,B%,1,100,100
1738272165.192626,1151481.000,54577,1,B%,1,100,99
1738272170.191828,1156480.000,55410,1,B%,1,100,99
1738272175.192031,1161480.000,56222,1,B%,1,100,100
1738272180.191233,1166479.000,57053,1,B%,1,100,99
1738272185.191435,1171479.000,57871,1,B%,1,100,99
1738272190.190637,1176478.000,58699,1,B%,1,100,99
1738272195.190840,1181478.000,59527,1,B%,1,100,100
1738272200.190042,1186477.000,60337,1,B%,1,100,99
1738272205.190244,1191477.000,61159,1,B%,1,100,98
1738272210.189446,1196476.000,61953,1,B%,1,100,99
1738272215.189648,1201476.000,62783,1,B%,1,100,99
1738272220.188850,1206475.000,63597,1,B%,1,100,99
1738272225.189053,1211475.000,64430,1,B%,1,100,99
1738272230.188255,1216474.000,65256,1,B%,1,100,99
1738272235.188457,1221474.000,550,1,B%,1,100,99
1738272240.187659,1226473.000,1374,1,B%,1,100,98
1738272245.187861,1231473.000,2199,1,B%,1,100,99
1738272250.187064,1236472.000,3022,1,B%,1,100,99
1738272255.187266,1241472.000,3845,1,B%,1,100,99
1738272260.186468,1246471.000,4695,1,B%,1,100,99
1738272265.186670,1251471.000,5520,1,B%,1,100,99
1738272270.185873,1256470.000,6343,1,B%,1,100,99
1738272275.186075,1261470.000,7174,1,B%,1,100,99
1738272280.185277,1266469.000,7996,1,B%,1,100,99
1738272285.185479,1271469.000,8828,1,B%,1,100,99
1738272290.184681,1276468.000,9654,1,B%,1,100,99
1738272295.184884,1281468.000,10484,1,B%,1,100,99
1738272300.184086,1286467.000,11314,1,B%,1,100,99
1738272305.184288,1291467.000,12142,1,B%,1,100,99
1738272310.183490,1296466.000,12972,1,B%,1,100,99
1738272315.183692,1301466.000,13804,1,B%,1,100,99
1738272320.182894,1306465.000,14631,1,B%,1,100,99
1738272325.183097,1311465.000,15459,1,B%,1,100,99
1738272330.182299,1316464.000,16292,1,B%,1,100,99
1738272335.182501,1321464.000,17121,1,B%,1,100,98
1738272340.181703,1326463.000,17951,1,B%,1,100,99
1738272345.181906,1331463.000,18779,1,B%,1,100,99
1738272350.181108,1336462.000,19626,1,B%,1,100,98
1738272355.181310,1341462.000,20453,1,B%,1,100,98
1738272360.180512,1346461.000,21261,1,B%,1,100,99
1738272365.180714,1351461.000,22086,1,B%,1,100,98
